SECTOR D,Dark Sector,,,,,ANALYSIS,
16h35m29.97s +66d12m46.42s,0.2652,27.9536,Gasious Substrate Schema,16.95,MATCH: [RS2005] ACO 2218 112 (G),Gasious Substrate Schema,122
16h35m36.10s +66d12m53.83s,0.1778,392.012,Minkowskian Baseline,7.72,MATCH: [RS2005] ACO 2218  99 (),Metric Spacetime Anomaly,66
16h35m35.10s +66d12m53.85s,0.3431,145.449,Helical Metric Schema,11.55,MATCH: [MKM2003] ISO ACO  2218  3 (*),Minkowskian Baseline,57
16h35m35.58s +66d13m21.52s,0.3545,265.6092,Helical Metric Schema,10.7,MATCH: [MKM2003] ISO ACO  2218  7 (GiC),Solenoidal Metric Schema (Iron),48
16h35m37.66s +66d13m02.22s,0.2641,79.3002,Gasious Substrate Schema,5.07,MATCH: [RS2005] ACO 2218  99 (),Trefoil Metric Schema,46
16h35m32.13s +66d12m35.73s,0.3224,17.4568,Helical Metric Schema,16.43,MATCH: 2MASX J16353478+6612331 (GiC),Helical Metric Schema,35
16h35m28.33s +66d12m26.85s,0.3133,114.6488,Solenoidal Metric Schema (Iron),3.17,MATCH: [RS2005] ACO 2218 113 (G),Localized Torsional Inflection,25
16h35m35.00s +66d13m10.12s,0.6762,106.6045,Metric Spacetime Anomaly,2.67,MATCH: [RS2005] ACO 2218 100 (G),Baryonic Metric Substrate,15
16h35m37.23s +66d12m57.31s,0.251,10.0609,Gasious Substrate Schema,0.96,MATCH: [RS2005] ACO 2218  99 (),Spacetime Curvature Limit (Black Hole),4
16h35m32.97s +66d13m19.71s,0.8677,133.7514,Baryonic Metric Substrate,5.18,MATCH: [RS2005] ACO 2218 102 (G),,
16h35m33.68s +66d12m34.05s,0.2087,9.2549,Minkowskian Baseline,6.9,MATCH: 2MASX J16353478+6612331 (GiC),,
16h35m31.26s +66d12m28.83s,0.6299,39.1062,Metric Spacetime Anomaly,19.72,MATCH: [RS2005] ACO 2218 113 (G),,
16h35m34.55s +66d12m44.00s,0.3466,51.7436,Helical Metric Schema,11.19,MATCH: 2MASX J16353478+6612331 (GiC),,
16h35m35.17s +66d13m22.72s,0.2541,63.3272,Gasious Substrate Schema,10.57,MATCH: [RS2005] ACO 2218 102 (G),,
16h35m35.02s +66d13m00.17s,0.3409,150.7049,Helical Metric Schema,9.12,MATCH: [RS2005] ACO 2218 100 (G),,
16h35m31.95s +66d12m50.22s,0.321,131.2367,Helical Metric Schema,10.51,MATCH: [MKM2003] ISO ACO  2218  3 (*),,
16h35m30.86s +66d12m54.64s,0.3124,118.4978,Localized Torsional Inflection,14.77,MATCH: [MKM2003] ISO ACO  2218  3 (*),,
16h35m27.39s +66d12m46.39s,0.2537,96.3196,Gasious Substrate Schema,11.8,MATCH: [RS2005] ACO 2218 112 (G),,
16h35m31.40s +66d13m15.49s,0.6757,46.4927,Metric Spacetime Anomaly,13.99,MATCH: [RS2005] ACO 2218 102 (G),,
16h35m34.90s +66d13m26.57s,0.215,66.576,Minkowskian Baseline,10.09,MATCH: [MKM2003] ISO ACO  2218  7 (GiC),,
16h35m33.11s +66d13m09.61s,0.2968,8.746,Solenoidal Metric Schema (Iron),7.33,MATCH: BOW ACO 2218 CC109 (GiC),,
16h35m33.67s +66d12m43.93s,0.3585,78.6803,Helical Metric Schema,12.98,MATCH: 2MASX J16353478+6612331 (GiC),,
16h35m29.45s +66d12m44.59s,0.2935,3.7521,Solenoidal Metric Schema (Iron),13.41,MATCH: [RS2005] ACO 2218 112 (G),,
16h35m33.30s +66d12m37.74s,0.4419,115.4711,Trefoil Metric Schema,10.31,MATCH: 2MASX J16353478+6612331 (GiC),,
16h35m35.19s +66d12m59.64s,0.5039,134.2926,Metric Spacetime Anomaly,9.45,MATCH: [RS2005] ACO 2218 100 (G),,
16h35m26.99s +66d12m55.26s,0.2706,255.1722,Localized Torsional Inflection,20.99,MATCH: [RS2005] ACO 2218 112 (G),,
16h35m36.68s +66d12m46.44s,0.207,243.651,Minkowskian Baseline,12.07,MATCH: [RS2005] ACO 2218  99 (),,
16h35m36.37s +66d13m02.43s,0.2846,58.5935,Solenoidal Metric Schema (Iron),6.39,MATCH: [RS2005] ACO 2218  99 (),,
16h35m25.46s +66d13m11.29s,0.8947,96.8113,Baryonic Metric Substrate,12.9,MATCH: [RS2005] ACO 2218 104 (G),,
16h35m30.99s +66d13m22.20s,0.256,0.1261,Gasious Substrate Schema,17.19,MATCH: [RS2005] ACO 2218 102 (G),,
16h35m28.88s +66d13m18.98s,0.2196,122.1427,Minkowskian Baseline,23.41,MATCH: [RS2005] ACO 2218 104 (G),,
16h35m27.63s +66d13m04.94s,0.4831,38.803,Metric Spacetime Anomaly,24.44,MATCH: [RS2005] ACO 2218 104 (G),,
16h35m29.04s +66d13m06.54s,0.5268,19.629,Metric Spacetime Anomaly,27.27,MATCH: [MKM2003] ISO ACO  2218  3 (*),,
16h35m37.38s +66d12m54.12s,0.1977,202.1444,Minkowskian Baseline,4.26,MATCH: [RS2005] ACO 2218  99 (),,
16h35m29.13s +66d13m19.84s,0.3681,9.2895,Trefoil Metric Schema,24.72,MATCH: [RS2005] ACO 2218 104 (G),,
16h35m28.94s +66d12m41.50s,0.2194,414.6098,Minkowskian Baseline,9.05,MATCH: [RS2005] ACO 2218 112 (G),,
16h35m26.94s +66d12m46.27s,0.3859,45.4282,Trefoil Metric Schema,12.68,MATCH: [RS2005] ACO 2218 112 (G),,
16h35m29.76s +66d13m10.60s,0.4018,1.9611,Trefoil Metric Schema,24.67,MATCH: [RS2005] ACO 2218 102 (G),,
16h35m34.46s +66d13m05.58s,0.3757,25.0897,Trefoil Metric Schema,5.51,MATCH: BOW ACO 2218 CC109 (GiC),,
16h35m31.56s +66d12m32.07s,0.3742,33.7341,Trefoil Metric Schema,19.66,MATCH: 2MASX J16353478+6612331 (GiC),,
16h35m32.09s +66d13m12.71s,0.6199,82.264,Metric Spacetime Anomaly,10.64,MATCH: [RS2005] ACO 2218 102 (G),,
16h35m29.04s +66d13m07.54s,0.2119,32.5371,Minkowskian Baseline,27.63,MATCH: [MKM2003] ISO ACO  2218  3 (*),,
16h35m28.48s +66d12m49.60s,0.4063,83.4271,Trefoil Metric Schema,15.02,MATCH: [RS2005] ACO 2218 112 (G),,
16h35m30.49s +66d12m30.03s,0.2652,15.4925,Gasious Substrate Schema,15.67,MATCH: [RS2005] ACO 2218 113 (G),,
16h35m29.88s +66d12m59.78s,0.3396,64.208,Helical Metric Schema,20.67,MATCH: [MKM2003] ISO ACO  2218  3 (*),,
16h35m31.88s +66d13m32.04s,0.4906,64.0544,Metric Spacetime Anomaly,18.64,MATCH: [RS2005] ACO 2218 102 (G),,
16h35m26.23s +66d12m58.73s,1.6765,180.1263,Spacetime Curvature Limit (Black Hole),25.79,MATCH: [RS2005] ACO 2218 112 (G),,
16h35m35.64s +66d12m26.90s,0.3196,133.9843,Solenoidal Metric Schema (Iron),7.86,MATCH: 2MASX J16353478+6612331 (GiC),,
16h35m31.83s +66d12m45.14s,0.2607,106.4261,Gasious Substrate Schema,14.77,MATCH: [MKM2003] ISO ACO  2218  3 (*),,
16h35m26.93s +66d13m08.31s,0.2282,24.0958,Gasious Substrate Schema,19.2,MATCH: [RS2005] ACO 2218 104 (G),,
16h35m29.85s +66d12m59.71s,0.4047,32.7511,Trefoil Metric Schema,20.84,MATCH: [MKM2003] ISO ACO  2218  3 (*),,
16h35m34.33s +66d12m27.72s,0.4471,154.3693,Trefoil Metric Schema,5.94,MATCH: 2MASX J16353478+6612331 (GiC),,
16h35m37.17s +66d12m54.64s,0.4153,93.2791,Trefoil Metric Schema,3.53,MATCH: [RS2005] ACO 2218  99 (),,
16h35m32.22s +66d12m47.85s,0.2372,94.3806,Gasious Substrate Schema,11.19,MATCH: [MKM2003] ISO ACO  2218  3 (*),,
16h35m29.62s +66d12m56.10s,0.2354,22.4907,Gasious Substrate Schema,22.09,MATCH: [MKM2003] ISO ACO  2218  3 (*),,
16h35m31.15s +66d12m41.37s,0.2943,32.3323,Solenoidal Metric Schema (Iron),20.27,MATCH: [MKM2003] ISO ACO  2218  3 (*),,
16h35m28.71s +66d13m17.22s,0.2164,258.3699,Minkowskian Baseline,22.86,MATCH: [RS2005] ACO 2218 104 (G),,
16h35m31.71s +66d13m34.60s,0.2622,158.806,Gasious Substrate Schema,19.44,MATCH: [RS2005] ACO 2218  97 (GiC),,
16h35m34.44s +66d12m26.43s,0.4637,8.2279,Metric Spacetime Anomaly,6.85,MATCH: 2MASX J16353478+6612331 (GiC),,
16h35m34.04s +66d13m31.02s,1.1593,2.5272,Baryonic Metric Substrate,7.92,MATCH: [RS2005] ACO 2218  97 (GiC),,
16h35m33.93s +66d13m00.95s,0.3703,161.6712,Localized Torsional Inflection,5.57,MATCH: [MKM2003] ISO ACO  2218  3 (*),,
16h35m34.84s +66d12m53.43s,0.2446,22.4922,Gasious Substrate Schema,10.19,MATCH: [MKM2003] ISO ACO  2218  3 (*),,
16h35m34.08s +66d12m39.56s,0.4099,72.822,Trefoil Metric Schema,7.96,MATCH: 2MASX J16353478+6612331 (GiC),,
16h35m37.42s +66d13m00.13s,0.2873,223.2331,Solenoidal Metric Schema (Iron),2.53,MATCH: [RS2005] ACO 2218  99 (),,
16h35m29.00s +66d12m51.21s,0.1985,9.8081,Minkowskian Baseline,17.52,MATCH: [RS2005] ACO 2218 112 (G),,
16h35m32.73s +66d13m18.83s,1.4389,27.1522,Metric Spacetime Anomaly,6.15,MATCH: [RS2005] ACO 2218 102 (G),,
16h35m28.35s +66d12m44.03s,0.8659,57.8458,Baryonic Metric Substrate,9.43,MATCH: [RS2005] ACO 2218 112 (G),,
16h35m34.39s +66d13m18.43s,0.2163,113.0835,Minkowskian Baseline,4.41,MATCH: [RS2005] ACO 2218 102 (G),,
16h35m27.28s +66d12m57.21s,0.4112,59.9719,Trefoil Metric Schema,22.52,MATCH: [RS2005] ACO 2218 112 (G),,
16h35m27.07s +66d12m31.91s,0.2025,59.4477,Minkowskian Baseline,5.9,MATCH: [RS2005] ACO 2218 112 (G),,
16h35m29.34s +66d13m08.62s,0.3291,12.6199,Helical Metric Schema,26.41,MATCH: [MKM2003] ISO ACO  2218  3 (*),,
16h35m32.37s +66d12m37.67s,0.4982,34.5498,Metric Spacetime Anomaly,15.48,MATCH: 2MASX J16353478+6612331 (GiC),,
16h35m28.91s +66d12m51.27s,0.2384,16.9376,Gasious Substrate Schema,17.38,MATCH: [RS2005] ACO 2218 112 (G),,
16h35m32.16s +66d12m18.08s,0.2197,242.8068,Minkowskian Baseline,12.88,MATCH: [RS2005] ACO 2218 115 (GiC),,
16h35m32.58s +66d12m28.20s,0.2956,67.4252,Solenoidal Metric Schema (Iron),14.27,MATCH: 2MASX J16353478+6612331 (GiC),,
16h35m29.42s +66d12m31.79s,1.4306,66.2954,Metric Spacetime Anomaly,9.74,MATCH: [RS2005] ACO 2218 112 (G),,
16h35m30.89s +66d12m56.43s,0.3689,168.4497,Trefoil Metric Schema,14.4,MATCH: [MKM2003] ISO ACO  2218  3 (*),,
16h35m30.85s +66d12m52.34s,0.227,208.1016,Gasious Substrate Schema,15.37,MATCH: [MKM2003] ISO ACO  2218  3 (*),,
16h35m24.94s +66d13m07.00s,0.6047,0.2337,Metric Spacetime Anomaly,17.03,MATCH: [RS2005] ACO 2218 104 (G),,
16h35m34.66s +66d13m15.75s,0.2744,60.6089,Gasious Substrate Schema,5.23,MATCH: BOW ACO 2218 CC109 (GiC),,
16h35m30.86s +66d13m13.05s,0.4943,12.4587,Metric Spacetime Anomaly,17.63,MATCH: [RS2005] ACO 2218 102 (G),,
16h35m31.40s +66d12m50.21s,0.2925,304.9016,Solenoidal Metric Schema (Iron),13.22,MATCH: [MKM2003] ISO ACO  2218  3 (*),,
16h35m27.17s +66d12m50.52s,0.2055,219.43,Minkowskian Baseline,16.14,MATCH: [RS2005] ACO 2218 112 (G),,
16h35m29.76s +66d13m19.58s,0.3523,68.1676,Helical Metric Schema,23.97,MATCH: [RS2005] ACO 2218 102 (G),,
16h35m32.78s +66d13m21.38s,0.2572,28.0093,Gasious Substrate Schema,7.08,MATCH: [RS2005] ACO 2218 102 (G),,
16h35m31.06s +66d13m10.74s,0.2505,135.6907,Gasious Substrate Schema,17.15,MATCH: [RS2005] ACO 2218 102 (G),,
16h35m30.36s +66d12m53.70s,0.2952,62.903,Solenoidal Metric Schema (Iron),17.91,MATCH: [MKM2003] ISO ACO  2218  3 (*),,
16h35m35.08s +66d12m44.52s,0.4778,292.437,Metric Spacetime Anomaly,11.72,MATCH: 2MASX J16353478+6612331 (GiC),,
16h35m28.95s +66d12m58.21s,0.347,88.6403,Localized Torsional Inflection,24.06,MATCH: [RS2005] ACO 2218 112 (G),,
16h35m27.63s +66d13m27.83s,0.2957,2.9252,Solenoidal Metric Schema (Iron),15.77,MATCH: [RS2005] ACO 2218 104 (G),,
16h35m31.18s +66d13m35.08s,0.583,23.6391,Metric Spacetime Anomaly,22.58,MATCH: [RS2005] ACO 2218  97 (GiC),,
16h35m26.51s +66d13m03.22s,0.5806,97.5195,Localized Torsional Inflection,22.46,MATCH: [RS2005] ACO 2218 104 (G),,
16h35m27.44s +66d12m38.57s,0.239,15.9992,Gasious Substrate Schema,4.53,MATCH: [RS2005] ACO 2218 112 (G),,
16h35m35.22s +66d12m39.35s,0.2705,49.6663,Gasious Substrate Schema,6.9,MATCH: 2MASX J16353478+6612331 (GiC),,
16h35m28.36s +66d13m15.12s,0.1878,248.3214,Minkowskian Baseline,21.62,MATCH: [RS2005] ACO 2218 104 (G),,
16h35m28.09s +66d12m38.19s,0.452,31.8612,Metric Spacetime Anomaly,3.39,MATCH: [RS2005] ACO 2218 112 (G),,
16h35m34.83s +66d12m28.67s,0.2441,47.0867,Gasious Substrate Schema,4.25,MATCH: 2MASX J16353478+6612331 (GiC),,
16h35m32.54s +66d12m38.80s,0.5661,305.5958,Metric Spacetime Anomaly,14.92,MATCH: 2MASX J16353478+6612331 (GiC),,
16h35m33.16s +66d13m09.54s,0.2781,67.6608,Gasious Substrate Schema,7.05,MATCH: BOW ACO 2218 CC109 (GiC),,
16h35m28.33s +66d12m40.99s,0.2038,21.7339,Minkowskian Baseline,6.53,MATCH: [RS2005] ACO 2218 112 (G),,
16h35m33.05s +66d12m51.18s,0.2554,152.2132,Gasious Substrate Schema,6.04,MATCH: [MKM2003] ISO ACO  2218  3 (*),,
16h35m34.28s +66d12m58.57s,1.8361,263.9094,Spacetime Curvature Limit (Black Hole),6.3,MATCH: [MKM2003] ISO ACO  2218  3 (*),,
16h35m34.89s +66d12m35.25s,0.251,97.114,Gasious Substrate Schema,2.39,MATCH: 2MASX J16353478+6612331 (GiC),,
16h35m30.75s +66d12m33.05s,0.2751,16.2175,Gasious Substrate Schema,17.36,MATCH: [RS2005] ACO 2218 112 (G),,
16h35m33.29s +66d13m11.06s,0.3868,361.1595,Localized Torsional Inflection,6.11,MATCH: BOW ACO 2218 CC109 (GiC),,
16h35m30.21s +66d12m59.03s,0.3348,241.0311,Helical Metric Schema,18.6,MATCH: [MKM2003] ISO ACO  2218  3 (*),,
16h35m24.78s +66d13m00.43s,0.3108,18.686,Solenoidal Metric Schema (Iron),23.65,MATCH: [RS2005] ACO 2218 104 (G),,
16h35m27.65s +66d12m28.80s,0.401,72.5045,Trefoil Metric Schema,5.52,MATCH: [RS2005] ACO 2218 113 (G),,
16h35m29.21s +66d13m13.55s,0.2348,17.7708,Gasious Substrate Schema,26.96,MATCH: [RS2005] ACO 2218 104 (G),,
16h35m25.66s +66d13m13.72s,0.2235,39.2799,Gasious Substrate Schema,10.82,MATCH: [RS2005] ACO 2218 104 (G),,
16h35m31.43s +66d12m39.65s,0.3566,254.6135,Helical Metric Schema,20.67,MATCH: [MKM2003] ISO ACO  2218  3 (*),,
16h35m34.38s +66d12m40.42s,0.25,92.5111,Gasious Substrate Schema,7.93,MATCH: 2MASX J16353478+6612331 (GiC),,
16h35m35.54s +66d12m48.50s,1.0439,11.9741,Baryonic Metric Substrate,13.75,MATCH: [RS2005] ACO 2218  99 (),,
16h35m28.31s +66d13m20.60s,0.3641,270.0628,Trefoil Metric Schema,19.71,MATCH: [RS2005] ACO 2218 104 (G),,
16h35m35.61s +66d12m43.85s,0.3349,13.5135,Helical Metric Schema,11.97,MATCH: 2MASX J16353478+6612331 (GiC),,
16h35m33.94s +66d12m28.47s,0.2516,265.9032,Gasious Substrate Schema,6.87,MATCH: 2MASX J16353478+6612331 (GiC),,
16h35m30.55s +66d13m13.09s,0.2753,30.009,Gasious Substrate Schema,19.45,MATCH: [RS2005] ACO 2218 102 (G),,
16h35m35.21s +66d12m54.48s,0.2606,209.0779,Gasious Substrate Schema,12.03,MATCH: [MKM2003] ISO ACO  2218  3 (*),,
16h35m30.91s +66d13m17.79s,1.7825,67.0705,Spacetime Curvature Limit (Black Hole),16.89,MATCH: [RS2005] ACO 2218 102 (G),,
16h35m29.48s +66d12m44.16s,0.4375,25.4863,Trefoil Metric Schema,13.24,MATCH: [RS2005] ACO 2218 112 (G),,
16h35m33.70s +66d12m46.28s,0.5524,26.9264,Metric Spacetime Anomaly,11.11,MATCH: [MKM2003] ISO ACO  2218  3 (*),,
16h35m35.21s +66d12m43.88s,0.2073,104.0787,Minkowskian Baseline,11.23,MATCH: 2MASX J16353478+6612331 (GiC),,
16h35m27.23s +66d12m46.19s,0.3146,1.258,Solenoidal Metric Schema (Iron),11.9,MATCH: [RS2005] ACO 2218 112 (G),,
16h35m34.95s +66d12m59.24s,0.2517,41.4491,Gasious Substrate Schema,10.13,MATCH: [RS2005] ACO 2218 100 (G),,
16h35m30.65s +66d12m44.45s,0.3153,16.7597,Solenoidal Metric Schema (Iron),19.14,MATCH: [RS2005] ACO 2218 112 (G),,
16h35m28.39s +66d13m30.43s,0.5149,57.6326,Metric Spacetime Anomaly,20.91,MATCH: [RS2005] ACO 2218 104 (G),,
16h35m33.83s +66d13m04.76s,0.2254,18.6186,Gasious Substrate Schema,6.86,MATCH: BOW ACO 2218 CC109 (GiC),,
16h35m36.66s +66d12m49.82s,0.6408,3.184,Metric Spacetime Anomaly,8.87,MATCH: [RS2005] ACO 2218  99 (),,
16h35m34.38s +66d13m09.12s,0.6012,28.8565,Metric Spacetime Anomaly,1.94,MATCH: BOW ACO 2218 CC109 (GiC),,
16h35m35.65s +66d13m10.73s,0.4982,61.1819,Metric Spacetime Anomaly,2.3,MATCH: [RS2005] ACO 2218 100 (G),,
16h35m29.13s +66d12m52.59s,0.8258,173.5729,Baryonic Metric Substrate,19.1,MATCH: [RS2005] ACO 2218 112 (G),,
16h35m27.12s +66d13m09.17s,0.248,215.5262,Gasious Substrate Schema,19.21,MATCH: [RS2005] ACO 2218 104 (G),,
16h35m30.86s +66d13m21.61s,0.9211,14.2747,Baryonic Metric Substrate,17.78,MATCH: [RS2005] ACO 2218 102 (G),,
16h35m30.62s +66d12m48.84s,0.4452,1.4572,Trefoil Metric Schema,18.01,MATCH: [MKM2003] ISO ACO  2218  3 (*),,
16h35m33.28s +66d12m51.12s,0.4213,1.6963,Trefoil Metric Schema,5.96,MATCH: [MKM2003] ISO ACO  2218  3 (*),,
16h35m31.83s +66d13m09.07s,0.2702,29.4719,Gasious Substrate Schema,13.81,MATCH: [RS2005] ACO 2218 102 (G),,
16h35m32.88s +66d13m34.91s,0.9638,112.3197,Baryonic Metric Substrate,12.39,MATCH: [RS2005] ACO 2218  97 (GiC),,
16h35m34.74s +66d12m43.83s,0.2274,48.3253,Gasious Substrate Schema,10.92,MATCH: 2MASX J16353478+6612331 (GiC),,
16h35m32.42s +66d13m22.99s,0.2534,83.3394,Gasious Substrate Schema,9.79,MATCH: [RS2005] ACO 2218 102 (G),,
16h35m34.65s +66d13m11.12s,0.4577,167.4398,Metric Spacetime Anomaly,2.12,MATCH: BOW ACO 2218 CC109 (GiC),,
16h35m30.21s +66d13m13.29s,0.3103,21.1241,Solenoidal Metric Schema (Iron),21.43,MATCH: [RS2005] ACO 2218 102 (G),,
16h35m29.94s +66d13m23.47s,0.2836,72.6296,Solenoidal Metric Schema (Iron),23.64,MATCH: [RS2005] ACO 2218 102 (G),,
16h35m28.79s +66d12m48.00s,0.4894,27.3115,Metric Spacetime Anomaly,14.07,MATCH: [RS2005] ACO 2218 112 (G),,
16h35m27.33s +66d13m09.33s,0.2775,13.073,Gasious Substrate Schema,19.93,MATCH: [RS2005] ACO 2218 104 (G),,
16h35m33.86s +66d12m43.08s,0.3979,137.1735,Localized Torsional Inflection,11.66,MATCH: 2MASX J16353478+6612331 (GiC),,
16h35m28.25s +66d13m08.89s,0.2673,24.3566,Gasious Substrate Schema,24.32,MATCH: [RS2005] ACO 2218 104 (G),,
16h35m31.00s +66d13m04.95s,0.2366,60.5071,Gasious Substrate Schema,15.82,MATCH: [MKM2003] ISO ACO  2218  3 (*),,
16h35m37.20s +66d13m04.39s,0.3972,3.9796,Trefoil Metric Schema,6.23,MATCH: [RS2005] ACO 2218  99 (),,
16h35m25.99s +66d12m36.93s,0.1904,25.6167,Minkowskian Baseline,11.72,MATCH: [RS2005] ACO 2218 112 (G),,
16h35m33.42s +66d13m27.11s,0.2525,9.9131,Gasious Substrate Schema,10.25,MATCH: [RS2005] ACO 2218 102 (G),,
16h35m36.55s +66d12m42.34s,0.3945,212.7278,Trefoil Metric Schema,14.15,MATCH: 2MASX J16353478+6612331 (GiC),,
16h35m29.50s +66d13m23.05s,0.1816,274.9646,Minkowskian Baseline,26.11,MATCH: [RS2005] ACO 2218 102 (G),,
16h35m30.60s +66d13m27.73s,0.2673,160.0343,Localized Torsional Inflection,21.6,MATCH: [RS2005] ACO 2218 102 (G),,
16h35m30.34s +66d13m31.98s,0.9233,34.0081,Baryonic Metric Substrate,25.24,MATCH: [RS2005] ACO 2218 102 (G),,
16h35m36.40s +66d12m32.24s,0.5289,200.355,Metric Spacetime Anomaly,9.67,MATCH: 2MASX J16353478+6612331 (GiC),,
16h35m32.83s +66d12m42.90s,0.4921,55.1975,Metric Spacetime Anomaly,14.42,MATCH: [MKM2003] ISO ACO  2218  3 (*),,
16h35m29.62s +66d13m25.27s,0.2416,15.5228,Gasious Substrate Schema,26.02,MATCH: [RS2005] ACO 2218 102 (G),,
16h35m30.07s +66d12m42.38s,0.3533,18.6296,Helical Metric Schema,15.06,MATCH: [RS2005] ACO 2218 112 (G),,
16h35m29.63s +66d13m22.98s,0.2057,6.5468,Minkowskian Baseline,25.33,MATCH: [RS2005] ACO 2218 102 (G),,
16h35m35.58s +66d12m57.99s,0.3409,20.7712,Helical Metric Schema,9.54,MATCH: [RS2005] ACO 2218  99 (),,
16h35m27.49s +66d13m08.63s,0.8396,36.5429,Baryonic Metric Substrate,21.1,MATCH: [RS2005] ACO 2218 104 (G),,
16h35m32.78s +66d12m57.61s,0.4652,6.8947,Metric Spacetime Anomaly,3,MATCH: [MKM2003] ISO ACO  2218  3 (*),,
16h35m30.50s +66d12m30.89s,1.271,83.5119,Metric Spacetime Anomaly,16.07,MATCH: [RS2005] ACO 2218 113 (G),,
16h35m36.76s +66d13m12.09s,0.1901,217.5651,Minkowskian Baseline,2.66,MATCH: [RS2005] ACO 2218  98 (GiC),,
16h35m31.28s +66d13m06.17s,1.1708,9.6861,Baryonic Metric Substrate,15.07,MATCH: [MKM2003] ISO ACO  2218  3 (*),,
16h35m34.33s +66d13m04.56s,0.2459,38.2636,Gasious Substrate Schema,6.44,MATCH: BOW ACO 2218 CC109 (GiC),,
16h35m25.69s +66d12m42.34s,0.2208,84.9001,Gasious Substrate Schema,15.25,MATCH: [RS2005] ACO 2218 112 (G),,
16h35m31.39s +66d13m12.05s,0.1985,17.0745,Minkowskian Baseline,14.82,MATCH: [RS2005] ACO 2218 102 (G),,
16h35m34.89s +66d13m14.09s,0.197,33.754,Minkowskian Baseline,4.72,MATCH: BOW ACO 2218 CC109 (GiC),,
16h35m27.88s +66d13m20.41s,0.513,8.3471,Metric Spacetime Anomaly,17.19,MATCH: [RS2005] ACO 2218 104 (G),,
16h35m36.89s +66d12m59.55s,0.3131,165.9975,Solenoidal Metric Schema (Iron),2.13,MATCH: [RS2005] ACO 2218  99 (),,
16h35m31.87s +66d12m27.09s,0.2282,17.676,Gasious Substrate Schema,18.69,MATCH: 2MASX J16353478+6612331 (GiC),,
16h35m29.54s +66d13m18.43s,0.2271,120.7042,Gasious Substrate Schema,25.2,MATCH: [RS2005] ACO 2218 102 (G),,
16h35m34.97s +66d13m07.28s,0.3872,25.6086,Trefoil Metric Schema,3.12,MATCH: [RS2005] ACO 2218 100 (G),,
16h35m28.32s +66d13m00.90s,0.2515,12.2844,Gasious Substrate Schema,26.02,MATCH: [RS2005] ACO 2218 112 (G),,
