ra,dec
08 33 22.02 ,-44 50 53.32 
08 36 06.47 ,-45 41 43.81 
08 34 28.62 ,-44 49 33.20 
08 34 38.60 ,-45 41 19.35 
08 35 37.07 ,-44 33 53.77 
08 34 44.25 ,-44 46 48.19 
08 37 05.94 ,-45 07 26.44 
08 33 32.06 ,-45 24 19.48 
08 34 00.67 ,-45 36 10.68 
08 32 18.24 ,-45 17 07.77 
08 33 54.05 ,-44 59 43.92 
08 36 26.48 ,-44 38 56.97 
08 34 04.17 ,-45 11 40.40 
08 34 25.02 ,-45 09 54.43 
08 32 38.78 ,-45 17 16.85 
08 37 00.75 ,-45 34 56.64 
08 33 55.32 ,-45 24 53.41 
08 35 34.03 ,-44 51 00.34 
08 36 05.19 ,-45 25 44.41 
08 33 13.92 ,-45 07 35.06 
08 35 26.64 ,-45 28 49.78 
08 35 56.78 ,-45 41 17.55 
08 35 44.46 ,-44 58 26.60 
08 34 48.62 ,-44 44 38.24 
08 36 46.28 ,-44 46 58.32 
08 35 11.84 ,-45 07 54.54 
08 33 54.39 ,-45 14 23.13 
08 36 59.71 ,-45 26 20.98 
08 33 38.33 ,-45 10 12.22 
08 34 03.43 ,-44 47 05.87 
08 37 22.23 ,-44 58 26.18 
08 36 38.31 ,-44 51 02.13 
08 34 30.93 ,-45 31 07.94 
08 35 23.28 ,-44 48 31.10 
08 34 28.68 ,-44 42 10.90 
08 34 15.78 ,-44 44 33.09 
08 37 09.28 ,-45 39 28.31 
08 35 33.46 ,-44 50 17.31 
08 34 11.28 ,-45 21 23.71 
08 32 05.51 ,-45 12 34.50 
08 35 51.16 ,-45 05 55.06 
08 35 07.57 ,-45 16 58.43 
08 36 29.77 ,-45 26 09.34 
08 37 15.85 ,-44 54 20.96 
08 34 52.08 ,-44 45 20.72 
08 34 41.01 ,-44 35 20.04 
08 37 34.68 ,-44 47 41.40 
08 36 39.41 ,-44 53 35.94 
08 35 22.94 ,-45 33 24.41 
08 38 21.74 ,-45 15 09.66 
08 34 33.35 ,-45 43 53.86 
08 34 25.00 ,-45 42 20.10 
08 32 57.76 ,-45 08 41.58 
08 36 44.39 ,-45 35 50.66 
08 36 03.18 ,-45 29 09.78 
08 32 41.54 ,-45 06 57.16 
08 37 08.75 ,-45 34 55.03 
08 32 30.68 ,-45 23 27.92 
08 32 05.65 ,-45 03 21.25 
08 35 50.05 ,-44 57 13.76 
08 35 38.41 ,-44 51 22.06 
08 33 06.34 ,-45 22 08.41 
08 35 10.08 ,-45 20 42.09 
08 33 51.69 ,-45 26 18.42 
08 33 54.82 ,-45 38 25.56 
08 32 44.45 ,-45 03 52.01 
08 38 00.44 ,-45 18 14.23 
08 34 09.64 ,-44 59 59.53 
08 33 50.66 ,-45 06 27.36 
08 32 42.31 ,-45 07 55.36 
08 34 00.81 ,-44 47 10.22 
08 36 35.10 ,-44 56 17.16 
08 33 44.01 ,-45 07 13.43 
08 36 34.56 ,-45 18 10.26 
08 36 40.85 ,-45 00 09.42 
08 36 16.74 ,-45 28 36.63 
08 33 57.88 ,-44 52 12.89 
08 34 04.95 ,-45 32 41.78 
08 33 42.58 ,-45 24 41.76 
08 33 50.39 ,-44 50 17.39 
08 37 34.47 ,-45 09 13.14 
08 34 46.34 ,-44 58 40.05 
08 38 12.66 ,-45 12 56.63 
08 33 29.83 ,-45 09 06.81 
08 33 26.62 ,-45 11 59.17 
08 34 06.71 ,-44 58 29.55 
08 37 51.50 ,-45 01 18.84 
08 36 28.36 ,-45 19 44.70 
08 37 01.60 ,-45 25 06.87 
08 37 47.57 ,-45 30 39.71 
08 33 26.88 ,-45 13 05.47 
08 32 23.04 ,-45 08 00.13 
08 34 14.96 ,-45 12 04.33 
08 35 46.44 ,-45 04 50.67 
08 34 56.07 ,-45 39 30.99 
08 32 48.58 ,-45 11 13.42 
08 34 18.53 ,-45 02 19.94 
08 34 57.57 ,-45 14 38.24 
08 33 29.46 ,-45 09 32.25 
08 34 59.39 ,-45 15 41.53 
08 33 20.90 ,-45 23 54.80 
08 37 55.64 ,-45 08 38.17 
08 37 01.31 ,-45 35 38.52 
08 37 05.12 ,-44 53 47.98 
08 35 37.18 ,-45 23 23.86 
08 33 31.75 ,-45 17 38.06 
08 34 13.92 ,-45 17 44.45 
08 35 53.08 ,-45 12 05.74 
08 33 11.28 ,-45 16 41.56 
08 35 53.76 ,-44 47 22.74 
08 35 22.29 ,-44 46 43.03 
08 33 37.73 ,-45 21 36.80 
08 37 16.49 ,-45 01 15.24 
08 35 20.63 ,-45 39 04.30 
08 37 47.21 ,-44 52 39.45 
08 35 38.22 ,-45 31 06.49 
08 35 36.05 ,-45 23 48.39 
08 34 29.35 ,-45 22 27.41 
08 37 29.41 ,-44 46 01.70 
08 37 51.03 ,-44 54 13.98 
08 35 52.03 ,-45 37 03.57 
08 34 04.16 ,-44 48 16.10 
08 37 02.42 ,-45 19 34.68 
08 32 47.93 ,-44 56 26.54 
08 32 15.95 ,-45 25 46.19 
08 34 57.05 ,-45 11 05.07 
08 34 35.51 ,-44 58 11.88 
08 36 27.08 ,-45 07 50.64 
08 38 01.83 ,-44 51 29.88 
08 37 27.95 ,-45 00 06.50 
08 33 58.31 ,-45 12 07.44 
08 37 21.19 ,-45 05 26.26 
08 35 35.28 ,-44 50 25.49 
08 35 48.03 ,-45 40 27.65 
08 33 39.24 ,-45 24 47.08 
08 32 33.57 ,-44 58 26.37 
08 37 00.34 ,-45 09 55.54 
08 32 52.07 ,-45 31 49.80 
08 35 26.68 ,-45 16 42.88 
08 35 14.46 ,-44 45 38.80 
08 35 37.48 ,-45 20 16.61 
08 34 12.62 ,-44 38 19.53 
08 36 36.92 ,-45 24 03.61 
08 34 29.33 ,-45 26 02.25 
08 36 58.20 ,-45 05 18.89 
08 35 55.29 ,-44 40 12.74 
08 34 05.63 ,-44 45 53.75 
08 36 55.93 ,-45 37 48.16 
08 33 55.58 ,-45 13 15.86 
08 36 43.41 ,-45 17 17.67 
08 35 08.45 ,-45 15 14.57 
08 34 19.46 ,-45 04 21.91 
08 36 13.33 ,-45 02 19.14 
08 34 04.37 ,-45 06 45.79 
08 33 40.71 ,-45 31 50.01 
08 34 47.19 ,-45 16 27.07 
08 37 22.82 ,-45 17 50.86 
08 37 09.51 ,-45 41 31.86 
08 35 10.21 ,-45 28 49.79 
08 35 42.28 ,-45 09 46.66 
08 33 21.08 ,-45 18 43.72 
08 37 17.48 ,-45 07 11.54 
08 35 51.97 ,-45 28 38.96 
08 36 04.20 ,-45 23 11.88 
08 36 49.22 ,-45 16 09.15 
08 37 09.65 ,-45 15 40.11 
08 33 00.98 ,-45 26 10.66 
08 34 16.35 ,-45 18 01.29 
08 32 46.11 ,-44 54 56.45 
08 33 15.92 ,-45 33 50.61 
08 35 40.67 ,-44 53 36.45 
08 33 34.47 ,-44 54 24.93 
08 32 37.41 ,-44 52 45.46 
08 37 10.76 ,-45 14 37.39 
08 35 37.97 ,-44 43 34.66 
08 35 17.55 ,-45 29 52.47 
08 36 56.29 ,-45 04 39.25 
08 34 24.85 ,-44 56 39.35 
08 33 42.62 ,-45 35 05.19 
08 33 54.14 ,-45 03 04.18 
08 34 04.92 ,-44 42 41.59 
08 34 43.13 ,-45 16 22.28 
08 36 10.41 ,-45 31 20.52 
08 33 23.46 ,-45 23 50.82 
08 36 38.15 ,-45 25 08.86 
08 34 00.41 ,-44 51 33.17 
08 35 25.07 ,-45 40 53.93 
08 36 12.47 ,-45 30 41.03 
08 33 22.48 ,-45 00 20.07 
08 34 23.76 ,-45 01 02.71 
08 32 41.64 ,-45 13 08.31 
08 38 15.82 ,-45 08 13.11 
08 34 18.82 ,-45 42 56.95 
08 34 59.10 ,-45 41 27.75 
08 35 01.49 ,-44 42 39.85 
08 34 39.77 ,-45 00 18.03 
08 36 41.32 ,-44 57 56.32 
08 34 10.17 ,-45 01 36.81 
08 35 11.23 ,-45 40 19.29 
08 32 19.06 ,-45 20 45.31 
08 33 54.54 ,-45 22 11.24 
08 35 56.22 ,-45 04 02.15 
08 35 23.86 ,-45 05 53.80 
08 35 30.03 ,-44 37 46.69 
08 34 43.84 ,-44 59 21.37 
08 36 44.92 ,-44 59 33.52 
08 36 00.71 ,-44 42 03.54 
08 36 08.51 ,-44 52 47.52 
08 34 44.13 ,-45 15 10.30 
08 38 02.78 ,-45 23 37.25 
08 34 43.74 ,-45 14 36.43 
08 36 19.08 ,-45 23 37.45 
08 37 54.46 ,-45 11 37.31 
08 36 39.97 ,-45 01 11.98 
08 35 29.88 ,-45 18 04.92 
08 35 43.13 ,-45 20 11.46 
08 32 23.15 ,-45 16 12.79 
08 35 11.64 ,-45 02 00.24 
08 33 48.74 ,-45 17 18.50 
08 36 48.39 ,-45 41 32.60 
08 35 50.43 ,-44 56 09.43 
08 33 50.07 ,-45 21 16.51 
08 37 36.06 ,-45 20 07.67 
08 32 19.29 ,-45 07 16.56 
08 38 11.67 ,-45 29 55.31 
08 35 23.37 ,-45 36 14.66 
08 32 58.60 ,-45 10 02.90 
08 37 13.44 ,-45 14 40.20 
08 37 05.68 ,-45 06 01.67 
08 33 57.39 ,-45 30 48.32 
08 34 22.99 ,-44 57 57.33 
08 38 02.68 ,-45 06 56.79 
08 34 48.34 ,-45 41 18.82 
08 34 47.83 ,-45 18 44.83 
08 35 43.13 ,-45 05 51.99 
08 34 33.92 ,-45 02 41.86 
08 35 13.87 ,-45 12 14.16 
08 34 47.63 ,-45 08 58.12 
