ra,dec
20 23 58.75 ,33 49 39.43 
20 24 10.57 ,33 50 39.52 
20 23 53.55 ,33 50 41.60 
20 23 53.43 ,33 52 03.72 
20 24 02.63 ,33 52 19.51 
20 23 52.32 ,33 52 22.57 
20 24 06.00 ,33 48 11.33 
20 23 47.16 ,33 51 25.41 
20 24 10.33 ,33 54 50.35 
20 24 04.09 ,33 54 58.19 
20 24 21.04 ,33 53 04.09 
20 24 12.41 ,33 52 24.31 
20 23 57.81 ,33 50 57.89 
20 23 43.13 ,33 52 31.41 
20 23 51.11 ,33 51 49.46 
20 24 09.05 ,33 52 40.92 
20 24 13.74 ,33 53 05.93 
20 24 02.04 ,33 54 54.22 
20 23 47.43 ,33 53 27.56 
20 23 56.49 ,33 52 42.19 
20 24 10.07 ,33 48 04.90 
20 24 10.55 ,33 51 42.50 
20 24 01.55 ,33 52 38.38 
20 24 07.99 ,33 55 40.32 
20 23 51.90 ,33 50 07.38 
20 24 01.77 ,33 55 22.78 
20 24 14.44 ,33 52 10.76 
20 24 22.96 ,33 52 57.62 
20 24 17.01 ,33 54 56.94 
20 24 12.62 ,33 53 50.79 
20 24 22.43 ,33 52 18.58 
20 24 14.90 ,33 49 33.62 
20 24 01.26 ,33 51 16.61 
20 23 53.86 ,33 51 52.54 
20 24 00.83 ,33 55 50.01 
20 23 53.44 ,33 51 16.07 
20 24 00.63 ,33 55 54.10 
20 24 02.23 ,33 53 34.60 
20 24 07.47 ,33 51 07.97 
20 23 56.96 ,33 52 22.66 
20 24 16.01 ,33 49 53.94 
20 24 13.00 ,33 49 38.36 
20 24 15.83 ,33 55 35.38 
20 24 20.88 ,33 53 54.74 
20 24 12.14 ,33 54 25.63 
20 24 08.83 ,33 52 27.72 
20 24 10.28 ,33 54 36.38 
20 24 07.01 ,33 51 19.45 
20 24 01.12 ,33 49 04.83 
20 24 09.02 ,33 56 04.21 
20 23 57.40 ,33 52 20.09 
20 23 58.13 ,33 53 14.98 
20 23 58.20 ,33 49 35.07 
20 24 00.13 ,33 52 11.70 
20 24 01.56 ,33 55 00.75 
20 23 48.89 ,33 52 41.82 
20 24 19.91 ,33 50 20.35 
20 23 45.80 ,33 53 51.15 
20 23 56.85 ,33 50 27.59 
20 24 00.14 ,33 49 31.79 
20 23 48.04 ,33 49 36.75 
20 24 04.93 ,33 50 48.33 
20 24 13.34 ,33 53 34.00 
20 23 53.20 ,33 55 03.95 
20 24 16.42 ,33 55 14.15 
20 23 57.60 ,33 53 19.84 
20 24 07.63 ,33 52 42.91 
20 23 59.16 ,33 51 42.31 
20 24 00.06 ,33 49 50.59 
20 23 50.79 ,33 51 21.76 
20 24 08.24 ,33 49 04.95 
20 23 51.84 ,33 51 23.00 
20 23 56.06 ,33 51 02.59 
20 24 09.09 ,33 54 04.62 
20 24 06.00 ,33 53 02.38 
20 24 19.94 ,33 52 04.06 
20 23 52.14 ,33 53 31.99 
20 23 49.40 ,33 51 49.31 
20 23 51.77 ,33 52 28.55 
20 24 23.43 ,33 53 02.94 
20 23 51.52 ,33 48 56.12 
20 23 52.38 ,33 54 22.42 
20 24 06.61 ,33 52 33.18 
20 24 03.79 ,33 50 10.22 
20 24 00.21 ,33 53 13.58 
20 23 49.27 ,33 50 26.31 
20 24 12.07 ,33 53 36.91 
20 24 01.11 ,33 56 16.15 
20 23 54.91 ,33 51 36.40 
20 24 07.81 ,33 53 03.17 
20 24 03.34 ,33 54 57.37 
20 23 48.87 ,33 50 26.03 
20 23 54.89 ,33 53 06.35 
20 24 03.36 ,33 50 20.23 
20 24 13.42 ,33 55 06.32 
20 24 02.46 ,33 55 36.29 
20 24 14.14 ,33 54 49.66 
20 24 03.62 ,33 49 50.84 
20 24 12.21 ,33 54 40.89 
20 23 58.96 ,33 55 15.13 
20 23 53.89 ,33 54 22.81 
20 24 04.68 ,33 51 47.75 
20 24 08.08 ,33 52 23.51 
20 24 09.77 ,33 52 33.91 
20 24 08.26 ,33 55 12.04 
20 24 05.79 ,33 48 44.72 
20 24 13.70 ,33 51 28.00 
20 24 03.49 ,33 51 36.52 
20 24 14.37 ,33 51 09.39 
20 24 12.48 ,33 51 53.28 
20 24 21.64 ,33 50 48.94 
20 24 08.07 ,33 56 05.09 
20 23 56.77 ,33 53 26.85 
20 24 02.01 ,33 54 48.03 
20 23 56.55 ,33 51 24.15 
20 24 05.83 ,33 49 47.57 
20 23 53.06 ,33 49 17.87 
20 24 02.07 ,33 49 39.28 
20 23 53.30 ,33 55 22.50 
20 24 08.76 ,33 48 42.99 
20 23 58.69 ,33 51 06.66 
20 23 54.68 ,33 55 12.79 
20 23 45.43 ,33 50 31.55 
20 23 56.11 ,33 51 15.23 
20 24 12.76 ,33 49 35.36 
20 23 57.30 ,33 49 13.68 
20 24 17.35 ,33 49 21.17 
20 24 05.90 ,33 53 01.56 
20 24 02.92 ,33 50 59.94 
20 24 07.04 ,33 52 59.20 
20 23 53.31 ,33 50 51.38 
20 23 43.25 ,33 52 28.57 
20 24 02.35 ,33 54 01.00 
20 23 54.55 ,33 50 21.36 
20 23 58.64 ,33 54 31.16 
20 23 53.38 ,33 55 27.66 
20 24 11.29 ,33 54 48.88 
20 24 07.53 ,33 49 43.39 
20 23 52.83 ,33 49 18.77 
20 23 48.22 ,33 50 27.50 
20 23 52.72 ,33 51 11.83 
20 23 58.04 ,33 54 07.29 
20 23 58.98 ,33 55 46.99 
20 24 22.60 ,33 53 55.89 
20 23 48.39 ,33 49 29.33 
20 24 00.64 ,33 50 16.92 
20 23 50.77 ,33 53 28.48 
20 23 45.80 ,33 53 05.79 
20 23 56.00 ,33 53 37.86 
20 24 23.25 ,33 53 26.17 
20 23 58.87 ,33 51 25.54 
20 24 01.10 ,33 53 49.09 
20 24 06.44 ,33 53 45.42 
20 24 17.04 ,33 51 20.89 
20 23 59.08 ,33 56 04.32 
20 23 52.24 ,33 51 53.85 
20 24 17.23 ,33 50 43.96 
20 24 00.08 ,33 51 45.15 
20 24 00.60 ,33 53 22.16 
20 24 04.47 ,33 51 17.03 
20 23 52.43 ,33 51 41.27 
20 24 11.12 ,33 50 59.61 
20 24 15.02 ,33 53 52.36 
20 23 47.93 ,33 53 35.76 
20 23 54.73 ,33 53 04.70 
20 23 51.69 ,33 49 52.18 
20 24 20.92 ,33 49 29.48 
20 23 59.17 ,33 51 29.57 
20 24 06.08 ,33 49 43.45 
20 24 07.79 ,33 51 23.60 
20 24 23.64 ,33 51 18.43 
20 24 17.44 ,33 50 13.69 
20 24 01.17 ,33 54 05.01 
20 23 57.37 ,33 51 16.43 
20 24 19.75 ,33 53 25.85 
20 23 47.94 ,33 50 18.36 
20 24 02.82 ,33 55 11.06 
20 23 52.83 ,33 53 15.33 
20 24 17.97 ,33 53 25.59 
20 23 59.36 ,33 55 57.77 
20 23 58.80 ,33 51 29.05 
20 24 13.70 ,33 51 58.81 
20 24 04.01 ,33 55 32.75 
20 24 12.65 ,33 54 49.27 
20 23 52.96 ,33 52 02.26 
20 23 59.24 ,33 52 45.48 
20 24 17.86 ,33 51 23.66 
20 24 11.52 ,33 50 05.80 
20 24 01.77 ,33 50 56.62 
20 23 51.69 ,33 52 56.98 
20 23 45.01 ,33 50 43.35 
20 24 11.17 ,33 51 44.59 
20 23 46.41 ,33 51 53.11 
20 24 09.82 ,33 48 19.09 
20 24 12.35 ,33 53 50.34 
20 23 55.45 ,33 48 44.37 
20 24 18.16 ,33 51 27.52 
20 24 01.91 ,33 52 13.79 
20 23 58.45 ,33 50 28.23 
20 23 57.30 ,33 53 09.52 
20 24 23.80 ,33 52 06.98 
20 24 18.05 ,33 52 36.85 
20 24 03.89 ,33 48 37.05 
20 24 17.06 ,33 53 06.87 
20 23 47.43 ,33 53 09.08 
20 24 12.71 ,33 52 07.89 
20 24 16.65 ,33 52 06.55 
20 23 53.89 ,33 53 27.24 
20 23 45.17 ,33 52 53.16 
20 24 10.72 ,33 55 13.82 
20 24 00.45 ,33 48 16.94 
20 24 12.88 ,33 54 22.91 
20 24 18.37 ,33 49 19.74 
20 23 46.06 ,33 51 25.59 
20 23 52.63 ,33 52 24.59 
20 24 20.18 ,33 52 41.85 
20 24 03.29 ,33 52 53.81 
20 24 00.26 ,33 53 14.10 
20 24 11.19 ,33 50 46.82 
20 23 59.73 ,33 52 54.14 
20 24 03.34 ,33 54 48.29 
20 23 58.39 ,33 52 09.45 
20 24 00.84 ,33 51 02.20 
20 24 14.49 ,33 52 42.51 
20 23 51.90 ,33 51 01.23 
20 23 57.94 ,33 53 07.33 
20 24 20.69 ,33 51 03.76 
20 24 12.88 ,33 53 42.91 
20 24 10.34 ,33 51 04.06 
20 24 03.27 ,33 48 39.92 
20 24 11.30 ,33 51 21.10 
20 23 46.96 ,33 54 31.15 
20 24 23.18 ,33 53 27.63 
20 23 47.52 ,33 54 04.56 
20 23 49.38 ,33 53 46.37 
20 24 07.08 ,33 49 37.42 
20 24 12.08 ,33 52 37.74 
20 23 52.30 ,33 52 47.97 
20 24 02.01 ,33 49 10.57 
20 24 18.67 ,33 50 40.84 
20 24 17.80 ,33 50 30.91 
20 24 12.33 ,33 54 40.69 
20 23 57.59 ,33 48 14.74 
20 24 07.19 ,33 54 58.19 
20 23 47.68 ,33 51 50.05 
20 23 54.29 ,33 50 22.62 
20 24 11.19 ,33 50 56.89 
20 23 53.79 ,33 54 33.21 
20 23 55.53 ,33 48 38.12 
20 24 00.27 ,33 51 29.36 
20 23 51.87 ,33 52 24.59 
20 24 08.44 ,33 51 16.70 
20 23 51.56 ,33 50 31.13 
20 23 51.63 ,33 50 22.07 
20 24 05.24 ,33 50 26.87 
20 24 09.90 ,33 51 42.77 
20 23 51.06 ,33 54 00.67 
20 24 19.66 ,33 52 21.96 
20 23 48.84 ,33 51 48.63 
20 23 53.28 ,33 54 16.18 
20 23 55.13 ,33 48 53.85 
20 23 45.46 ,33 50 39.55 
20 23 47.81 ,33 52 15.39 
20 24 09.63 ,33 50 51.50 
20 23 46.79 ,33 50 51.48 
20 24 08.15 ,33 48 29.95 
20 24 17.61 ,33 52 40.30 
20 24 01.86 ,33 54 38.05 
20 23 56.04 ,33 52 21.14 
20 23 52.82 ,33 52 56.22 
20 23 47.89 ,33 54 51.84 
20 24 08.50 ,33 54 29.27 
20 23 46.77 ,33 51 08.53 
20 24 18.51 ,33 49 28.37 
20 24 16.70 ,33 54 34.74 
20 24 12.85 ,33 50 21.79 
20 23 55.02 ,33 50 38.41 
20 24 00.36 ,33 53 18.63 
20 24 15.11 ,33 48 54.77 
20 24 07.25 ,33 52 06.78 
20 24 14.72 ,33 50 52.64 
20 24 03.18 ,33 52 51.38 
20 23 53.45 ,33 51 34.67 
20 23 49.74 ,33 54 16.78 
20 24 10.33 ,33 49 48.16 
20 24 03.41 ,33 53 17.29 
20 24 00.88 ,33 49 17.66 
20 24 05.37 ,33 55 10.89 
20 23 56.49 ,33 51 10.86 
20 24 11.40 ,33 52 20.44 
20 23 57.32 ,33 52 54.51 
20 23 57.37 ,33 53 42.72 
20 24 05.23 ,33 47 58.63 
20 24 02.06 ,33 48 49.29 
20 24 23.53 ,33 51 07.83 
20 23 55.52 ,33 51 57.60 
20 24 17.52 ,33 50 42.61 
20 23 56.92 ,33 53 43.65 
20 24 08.04 ,33 49 14.73 
20 24 15.55 ,33 49 49.82 
20 24 14.95 ,33 51 12.88 
20 23 47.89 ,33 50 17.24 
20 24 05.91 ,33 53 15.89 
20 23 52.17 ,33 52 57.13 
20 24 18.66 ,33 54 10.87 
20 23 58.58 ,33 52 21.75 
20 24 09.63 ,33 49 38.03 
20 24 05.39 ,33 54 10.15 
20 24 19.88 ,33 53 55.39 
20 24 01.62 ,33 55 53.70 
20 24 14.15 ,33 49 40.88 
20 24 03.53 ,33 51 44.46 
20 24 07.20 ,33 55 40.97 
20 24 09.81 ,33 48 52.03 
20 23 57.17 ,33 50 18.83 
20 24 19.98 ,33 53 25.80 
20 23 59.20 ,33 47 57.25 
20 24 02.20 ,33 48 44.66 
20 24 05.16 ,33 51 06.53 
20 24 09.30 ,33 50 38.06 
20 23 53.77 ,33 49 35.37 
20 23 59.29 ,33 50 59.09 
20 24 00.09 ,33 49 59.42 
20 24 00.04 ,33 50 27.20 
20 24 14.85 ,33 52 58.83 
20 23 55.73 ,33 53 44.43 
20 23 59.49 ,33 53 48.23 
20 24 13.08 ,33 48 59.76 
20 24 22.61 ,33 53 10.94 
20 24 11.80 ,33 50 46.87 
20 23 47.04 ,33 50 00.90 
20 24 22.36 ,33 53 07.81 
20 24 01.81 ,33 51 52.45 
20 23 48.42 ,33 51 16.73 
20 24 19.45 ,33 50 57.17 
20 24 07.19 ,33 52 54.53 
20 23 58.91 ,33 52 23.78 
20 24 08.48 ,33 54 01.10 
20 24 10.84 ,33 54 54.17 
20 24 13.31 ,33 49 47.86 
20 24 07.30 ,33 54 16.11 
20 23 55.21 ,33 49 25.31 
20 24 01.14 ,33 54 16.46 
20 24 01.95 ,33 54 21.98 
20 23 59.93 ,33 52 38.94 
20 23 52.12 ,33 50 20.62 
20 24 01.57 ,33 53 02.15 
20 24 19.75 ,33 53 54.25 
20 24 09.73 ,33 50 38.58 
20 24 07.75 ,33 53 00.37 
20 23 56.36 ,33 54 45.17 
20 23 59.18 ,33 52 18.21 
20 24 02.07 ,33 53 14.85 
20 24 10.95 ,33 51 06.45 
20 23 51.40 ,33 53 01.97 
20 24 16.43 ,33 50 30.45 
20 24 13.94 ,33 49 31.40 
20 23 58.26 ,33 52 02.80 
