ra,dec
06 31 45.63 ,17 56 43.18 
06 33 33.01 ,17 39 59.47 
06 34 11.18 ,17 27 58.23 
06 33 30.79 ,17 48 46.01 
06 33 27.16 ,17 36 00.72 
06 34 20.29 ,18 09 35.63 
06 35 44.14 ,17 40 31.92 
06 34 15.58 ,17 46 48.33 
06 34 26.20 ,17 37 07.43 
06 35 09.19 ,17 28 52.56 
06 34 42.77 ,17 15 20.52 
06 35 52.63 ,17 46 26.08 
06 35 16.48 ,17 41 53.52 
06 34 52.49 ,17 43 21.04 
06 34 01.63 ,17 07 36.35 
06 34 01.20 ,17 49 50.77 
06 33 26.02 ,17 58 57.84 
06 32 08.16 ,18 14 15.36 
06 34 54.63 ,17 53 59.27 
06 31 31.85 ,17 51 59.51 
06 32 34.35 ,17 33 03.62 
06 31 06.56 ,17 39 28.27 
06 33 56.29 ,17 08 17.68 
06 35 51.62 ,17 22 51.02 
06 36 37.66 ,17 36 24.18 
06 34 15.00 ,17 53 39.45 
06 36 03.24 ,17 38 24.50 
06 34 53.63 ,17 09 57.27 
06 35 15.28 ,17 37 19.38 
06 35 15.37 ,17 53 48.11 
06 34 40.30 ,17 48 52.55 
06 33 41.77 ,17 41 06.79 
06 34 21.20 ,17 46 16.13 
06 33 30.63 ,18 14 40.69 
06 31 02.53 ,17 53 23.62 
06 34 30.37 ,18 21 58.42 
06 35 45.20 ,18 06 06.37 
06 34 58.73 ,17 26 37.04 
06 36 18.43 ,17 34 24.24 
06 32 06.23 ,17 50 38.58 
06 34 12.59 ,18 21 26.23 
06 36 29.81 ,17 54 25.11 
06 31 34.81 ,18 01 16.64 
06 34 55.17 ,17 18 30.09 
06 33 53.77 ,17 26 08.66 
06 34 07.23 ,17 35 58.45 
06 33 55.04 ,18 06 13.29 
06 31 46.51 ,17 22 12.94 
06 33 45.95 ,17 37 09.32 
06 35 33.19 ,18 20 55.90 
06 34 27.55 ,17 27 19.63 
06 32 27.73 ,17 38 39.37 
06 34 50.26 ,17 41 47.43 
06 33 29.32 ,18 13 07.57 
06 33 18.73 ,17 16 12.54 
06 33 24.77 ,18 12 41.62 
06 31 59.91 ,18 04 12.35 
06 34 09.71 ,17 47 03.49 
06 35 05.59 ,17 53 14.74 
06 32 13.06 ,17 37 55.98 
06 35 34.42 ,17 33 09.44 
06 31 51.67 ,17 26 30.79 
06 34 54.99 ,18 04 26.71 
06 34 32.62 ,17 51 03.49 
06 35 16.09 ,17 19 04.92 
06 32 48.96 ,17 43 03.11 
06 33 27.22 ,17 43 42.66 
06 33 49.03 ,18 21 59.75 
06 35 02.73 ,18 21 39.61 
06 35 30.68 ,17 39 48.68 
06 34 04.19 ,17 40 17.55 
06 33 27.74 ,17 44 44.16 
06 33 08.92 ,18 04 27.57 
06 35 46.22 ,17 50 59.25 
06 33 44.10 ,17 06 24.91 
06 36 12.93 ,18 01 38.70 
06 34 04.33 ,17 24 57.48 
06 33 32.11 ,18 04 14.03 
06 35 27.73 ,17 33 29.92 
06 33 24.46 ,17 35 54.96 
06 35 31.06 ,17 49 00.68 
06 34 29.37 ,17 40 45.35 
06 34 22.22 ,17 19 26.72 
06 33 05.79 ,17 52 00.05 
06 35 30.16 ,17 23 28.62 
06 34 51.77 ,17 45 06.98 
06 33 43.70 ,17 34 39.69 
06 36 37.13 ,18 00 41.66 
06 34 26.78 ,17 41 18.10 
06 35 14.30 ,18 05 24.82 
06 34 34.58 ,17 35 44.11 
06 32 34.45 ,17 25 24.82 
06 33 19.67 ,17 21 27.90 
06 35 34.98 ,17 53 08.04 
06 36 12.37 ,17 57 10.57 
06 33 13.16 ,17 29 00.85 
06 35 09.78 ,17 16 08.65 
06 33 10.15 ,18 07 37.65 
06 33 51.36 ,18 14 10.83 
06 32 31.56 ,17 52 29.60 
06 35 18.91 ,18 04 30.46 
06 35 25.29 ,17 42 50.50 
06 34 08.13 ,18 11 19.68 
06 34 21.24 ,17 58 49.80 
06 31 30.38 ,17 58 13.44 
06 32 50.63 ,17 25 49.66 
06 34 38.97 ,18 03 39.21 
06 34 26.17 ,18 00 39.34 
06 33 00.87 ,18 19 59.65 
06 35 19.32 ,17 54 05.64 
06 33 38.06 ,17 14 32.99 
06 32 52.96 ,17 39 27.64 
06 34 25.02 ,17 43 43.90 
06 35 20.17 ,17 59 38.92 
06 34 06.52 ,18 26 11.39 
06 32 04.53 ,18 10 54.75 
06 31 23.73 ,18 05 47.23 
06 34 11.96 ,17 34 25.17 
06 32 55.37 ,17 51 04.63 
06 32 21.43 ,17 51 53.61 
06 35 13.71 ,17 59 22.48 
06 31 36.24 ,18 02 05.45 
06 32 54.05 ,17 30 11.03 
06 35 16.79 ,17 53 08.06 
06 32 18.35 ,17 31 58.54 
06 33 49.51 ,18 26 03.32 
06 31 58.69 ,17 38 25.70 
06 32 52.52 ,18 13 06.10 
06 34 58.32 ,17 41 12.87 
06 35 26.00 ,17 48 03.57 
06 32 15.74 ,17 37 30.03 
06 36 15.41 ,17 59 18.50 
06 34 46.21 ,17 54 47.09 
06 32 19.76 ,17 18 15.62 
06 31 27.30 ,17 25 00.65 
06 31 48.85 ,17 51 00.76 
06 34 18.33 ,17 56 53.95 
06 32 03.35 ,17 54 20.86 
06 33 20.35 ,17 18 24.23 
06 32 42.90 ,18 21 01.84 
06 33 48.45 ,17 49 34.74 
06 35 48.55 ,17 44 18.53 
06 32 34.03 ,17 15 04.52 
06 33 09.69 ,17 54 20.78 
06 32 40.86 ,17 12 57.50 
06 35 40.05 ,17 38 19.46 
06 33 23.10 ,17 25 43.78 
06 32 54.74 ,17 31 43.34 
06 32 29.61 ,18 18 26.94 
06 33 10.92 ,17 09 47.96 
06 34 33.50 ,17 34 25.57 
06 33 11.57 ,17 52 51.13 
06 35 37.13 ,18 03 40.20 
06 33 24.61 ,17 55 43.65 
06 31 32.78 ,17 45 35.48 
06 35 19.02 ,17 37 37.35 
06 33 22.59 ,17 58 08.75 
06 33 19.86 ,17 46 08.20 
06 35 47.04 ,17 45 18.22 
06 34 42.51 ,17 30 37.17 
06 33 43.86 ,17 36 34.42 
06 32 52.83 ,17 35 40.38 
06 35 21.52 ,18 17 23.60 
06 32 39.97 ,17 48 55.11 
06 32 39.44 ,17 39 43.51 
06 36 02.29 ,18 14 24.39 
06 32 19.93 ,17 26 28.03 
06 35 11.68 ,17 16 38.16 
06 33 25.70 ,17 59 57.56 
06 34 40.17 ,18 13 30.05 
06 35 00.87 ,17 13 07.24 
06 35 02.50 ,17 31 26.06 
06 33 26.73 ,17 15 33.44 
06 32 01.84 ,17 46 56.74 
06 32 17.22 ,18 07 25.16 
06 34 06.55 ,18 03 12.21 
06 34 36.35 ,17 15 41.34 
06 35 46.53 ,18 13 02.97 
06 33 16.26 ,17 31 22.39 
06 36 38.15 ,17 38 06.71 
06 35 55.63 ,17 35 22.07 
06 35 48.49 ,17 51 56.64 
06 34 34.01 ,17 20 20.72 
06 34 21.44 ,17 26 58.18 
06 33 13.02 ,17 31 15.25 
06 34 50.35 ,18 06 28.72 
06 32 28.42 ,18 05 30.39 
06 34 46.78 ,17 45 38.79 
06 31 48.08 ,18 11 12.63 
06 34 18.88 ,17 11 29.19 
06 33 05.63 ,17 34 24.66 
06 33 23.49 ,17 56 12.54 
06 33 58.31 ,18 04 58.10 
06 31 11.89 ,17 45 23.80 
06 32 57.15 ,17 42 49.41 
06 32 02.75 ,18 09 09.08 
06 34 52.96 ,18 01 38.12 
06 31 44.99 ,17 59 34.24 
06 33 10.64 ,18 08 25.82 
06 34 43.23 ,18 05 10.25 
06 32 20.66 ,17 59 19.00 
06 32 14.63 ,18 03 56.64 
06 34 35.07 ,17 43 31.11 
06 33 16.89 ,17 57 39.92 
06 34 20.80 ,17 16 42.36 
06 33 29.46 ,18 26 30.52 
06 31 58.82 ,17 48 44.53 
06 35 44.25 ,17 44 04.67 
06 33 36.80 ,17 34 02.39 
06 33 36.00 ,18 15 28.99 
06 33 32.81 ,17 57 54.15 
06 33 00.18 ,18 05 07.23 
06 31 59.66 ,17 27 16.05 
06 34 22.18 ,17 49 08.93 
06 34 33.44 ,17 30 38.45 
06 33 26.19 ,17 17 11.04 
06 33 57.53 ,18 16 57.20 
06 32 50.59 ,17 41 03.77 
06 34 38.91 ,17 38 14.88 
06 31 30.20 ,17 47 56.98 
06 36 41.49 ,17 46 23.29 
06 33 33.53 ,17 59 07.45 
06 35 58.04 ,17 52 10.86 
06 34 29.28 ,17 21 07.12 
06 34 41.28 ,17 36 07.94 
06 35 55.57 ,18 11 25.98 
06 34 05.93 ,18 12 10.91 
06 36 18.08 ,17 46 13.87 
06 35 55.82 ,17 54 59.80 
06 32 20.37 ,18 02 58.03 
06 31 19.63 ,17 55 30.11 
06 34 32.14 ,17 18 14.21 
06 33 19.68 ,18 11 22.09 
06 31 32.52 ,17 46 16.52 
06 33 00.57 ,18 05 07.21 
06 33 37.80 ,17 09 02.01 
06 33 04.48 ,17 29 57.86 
06 35 15.80 ,17 22 43.34 
06 35 26.01 ,18 11 07.10 
06 35 08.50 ,17 30 42.94 
06 34 22.15 ,17 58 12.89 
06 34 39.81 ,17 45 18.00 
06 31 49.36 ,17 39 16.32 
06 34 57.87 ,17 38 23.66 
06 36 31.42 ,17 33 43.16 
06 31 40.13 ,17 29 57.03 
06 36 04.39 ,17 50 02.64 
06 33 26.96 ,18 00 00.46 
06 34 13.00 ,17 18 44.62 
06 31 21.86 ,17 31 28.84 
06 32 21.03 ,17 54 36.08 
06 34 08.06 ,18 03 05.74 
06 34 12.72 ,17 42 16.57 
06 34 07.62 ,17 40 30.73 
06 31 58.32 ,17 26 20.58 
06 35 12.05 ,18 00 13.24 
06 34 35.82 ,18 11 55.72 
06 33 12.09 ,17 33 14.96 
06 33 38.76 ,17 25 11.24 
06 35 29.68 ,17 57 36.09 
06 33 10.10 ,17 30 53.08 
06 36 00.40 ,17 26 34.19 
06 34 06.89 ,18 00 26.11 
06 36 32.60 ,17 48 16.09 
06 33 41.00 ,17 57 23.68 
06 32 20.53 ,17 42 23.97 
06 32 40.21 ,17 28 56.92 
06 34 37.28 ,17 33 55.79 
06 32 34.61 ,17 32 18.02 
06 32 37.54 ,17 34 34.83 
06 32 42.76 ,17 43 34.69 
06 33 25.96 ,17 44 42.73 
06 32 31.09 ,18 11 18.96 
06 35 50.34 ,17 27 53.55 
06 35 20.32 ,17 24 32.44 
06 35 23.05 ,18 00 25.24 
06 33 12.30 ,17 59 24.68 
06 33 31.38 ,18 21 31.86 
06 32 52.94 ,17 58 04.54 
06 34 04.32 ,18 22 18.57 
06 31 25.98 ,17 33 15.13 
06 35 53.13 ,17 41 10.95 
06 35 27.04 ,17 25 50.95 
06 35 45.81 ,17 21 38.57 
06 32 24.48 ,17 26 28.04 
06 34 20.74 ,18 25 06.65 
06 33 49.83 ,17 35 40.60 
06 32 32.23 ,17 52 12.54 
06 34 07.45 ,18 01 20.05 
06 33 34.76 ,17 45 40.82 
06 34 09.52 ,17 18 46.08 
06 36 02.51 ,17 55 11.13 
06 36 13.04 ,17 48 02.62 
06 34 13.49 ,17 29 10.53 
06 33 15.34 ,17 07 07.36 
06 33 45.03 ,17 53 02.74 
06 34 21.50 ,17 05 01.50 
06 34 10.13 ,17 57 43.34 
06 34 07.94 ,17 30 01.54 
06 33 28.46 ,18 14 54.40 
06 32 03.11 ,17 30 42.24 
06 34 09.19 ,17 29 55.27 
06 32 58.90 ,17 20 22.29 
06 35 21.68 ,17 15 50.59 
06 34 02.98 ,17 16 11.60 
06 34 01.22 ,17 57 13.85 
06 35 08.32 ,17 38 08.95 
06 33 47.58 ,18 07 31.51 
06 35 01.69 ,18 00 13.34 
06 33 51.84 ,18 05 00.82 
06 35 28.07 ,17 21 32.63 
06 32 06.17 ,17 24 44.80 
06 31 32.80 ,17 48 37.40 
06 34 40.79 ,17 19 41.70 
06 33 18.34 ,17 31 22.45 
06 33 57.61 ,17 22 00.92 
06 34 54.61 ,17 41 11.75 
06 34 16.20 ,17 26 57.58 
06 34 10.63 ,18 12 03.26 
06 34 12.97 ,18 22 12.87 
06 35 49.22 ,17 54 12.47 
06 34 35.45 ,17 36 45.99 
06 34 39.77 ,18 04 01.88 
06 33 24.76 ,17 55 45.68 
06 31 39.77 ,17 38 30.79 
06 32 41.15 ,17 30 02.68 
06 36 04.63 ,18 01 50.02 
06 32 41.36 ,17 41 33.35 
06 32 25.01 ,18 04 24.85 
06 33 44.79 ,18 18 10.14 
06 33 24.65 ,18 12 26.93 
06 35 12.92 ,17 11 58.07 
06 31 23.07 ,17 53 22.66 
06 35 49.69 ,17 57 27.88 
06 35 42.45 ,17 22 41.46 
06 31 50.06 ,17 51 57.87 
06 33 01.05 ,17 50 04.39 
06 33 43.28 ,17 40 27.24 
06 32 47.26 ,17 55 31.70 
06 35 18.29 ,17 59 43.50 
06 33 19.23 ,18 02 20.15 
06 35 27.61 ,17 45 37.78 
06 35 56.93 ,18 08 45.68 
06 33 35.58 ,17 46 01.96 
06 36 17.69 ,17 26 19.53 
06 34 11.60 ,18 09 33.51 
06 32 33.53 ,17 50 50.99 
06 32 48.09 ,17 29 38.68 
06 34 18.16 ,17 50 13.14 
06 31 52.98 ,17 21 34.46 
06 31 51.29 ,17 30 55.12 
06 33 19.89 ,18 02 07.77 
06 31 32.67 ,17 23 00.42 
06 33 32.28 ,17 40 50.14 
