ra,dec
19 11 51.40 ,04 59 43.14 
19 11 49.90 ,04 58 13.93 
19 11 50.61 ,04 58 06.11 
19 11 44.73 ,04 58 23.43 
19 11 53.50 ,04 57 39.85 
19 11 52.54 ,04 57 48.76 
19 11 45.74 ,04 58 39.56 
19 11 48.70 ,04 58 16.59 
19 11 53.74 ,04 58 23.40 
19 11 48.24 ,04 58 42.87 
19 11 52.59 ,04 58 34.04 
19 11 48.27 ,04 57 52.69 
19 11 51.30 ,04 58 35.09 
19 11 50.93 ,04 58 02.10 
19 11 49.58 ,04 58 22.72 
19 11 50.26 ,04 59 20.65 
19 11 44.99 ,04 57 57.62 
19 11 49.69 ,04 57 44.69 
19 11 50.22 ,04 58 03.14 
19 11 47.19 ,04 58 10.66 
19 11 55.53 ,04 59 32.28 
19 11 43.60 ,04 59 28.96 
19 11 56.17 ,04 59 17.24 
19 11 46.56 ,04 59 38.39 
19 11 48.94 ,05 00 25.63 
19 11 53.45 ,04 58 25.69 
19 11 53.60 ,04 58 35.86 
19 11 48.15 ,04 58 21.36 
19 11 45.47 ,05 00 22.61 
19 11 48.00 ,04 57 45.80 
19 11 46.82 ,04 58 44.93 
19 11 45.68 ,04 59 33.61 
19 11 45.99 ,04 59 01.93 
19 11 49.04 ,04 56 58.14 
19 11 51.48 ,04 58 03.36 
19 11 43.54 ,04 59 28.34 
19 11 54.61 ,04 58 30.66 
19 11 45.80 ,05 00 06.80 
19 11 52.79 ,04 59 02.67 
19 11 51.77 ,04 57 50.39 
19 11 47.32 ,04 58 12.25 
19 11 46.68 ,04 59 29.69 
19 11 48.84 ,04 59 01.29 
19 11 45.48 ,04 58 19.15 
19 11 51.61 ,04 58 38.52 
19 11 47.47 ,05 00 40.54 
19 11 55.26 ,04 59 05.25 
19 11 50.68 ,04 57 07.35 
19 11 52.67 ,04 58 07.58 
19 11 52.77 ,04 59 14.67 
19 11 45.67 ,04 57 29.44 
19 11 52.85 ,04 59 13.18 
19 11 54.39 ,04 58 19.67 
19 11 51.61 ,04 59 54.46 
19 11 55.36 ,04 58 22.66 
19 11 51.79 ,04 59 37.84 
19 11 43.49 ,04 58 31.81 
19 11 54.02 ,04 58 13.70 
19 11 44.65 ,04 59 13.93 
19 11 46.22 ,04 57 23.99 
19 11 47.34 ,05 00 16.91 
19 11 48.39 ,04 59 42.21 
19 11 49.84 ,04 58 30.31 
19 11 50.51 ,04 57 54.79 
19 11 49.96 ,05 00 13.20 
19 11 50.08 ,04 58 36.40 
19 11 54.52 ,04 58 13.92 
19 11 53.06 ,04 57 57.68 
19 11 55.47 ,04 58 20.49 
19 11 47.49 ,04 59 04.48 
19 11 51.82 ,04 58 03.64 
19 11 45.96 ,04 59 21.04 
19 11 44.18 ,05 00 07.85 
19 11 49.46 ,04 57 44.96 
19 11 44.62 ,04 59 34.83 
19 11 52.92 ,04 59 27.59 
19 11 43.03 ,04 59 13.80 
19 11 55.70 ,04 59 13.31 
19 11 48.91 ,04 57 49.75 
19 11 48.91 ,04 59 41.40 
19 11 51.18 ,04 58 27.42 
19 11 49.15 ,04 57 35.03 
19 11 43.40 ,04 58 10.98 
19 11 53.51 ,04 59 01.10 
19 11 47.67 ,04 58 37.93 
19 11 48.49 ,04 57 57.89 
19 11 54.60 ,04 59 38.99 
19 11 51.49 ,04 59 32.83 
19 11 46.95 ,04 57 40.40 
19 11 44.67 ,04 58 56.27 
19 11 42.39 ,04 59 39.56 
19 11 45.61 ,04 59 06.74 
19 11 49.66 ,04 57 45.67 
19 11 52.21 ,04 58 41.42 
19 11 50.12 ,04 58 42.97 
19 11 47.33 ,04 59 08.29 
19 11 44.81 ,04 59 17.33 
19 11 49.83 ,05 00 33.14 
19 11 53.48 ,04 59 12.97 
19 11 48.15 ,04 57 15.16 
19 11 52.41 ,04 59 54.61 
19 11 53.21 ,04 58 06.12 
19 11 50.52 ,04 57 27.96 
19 11 43.12 ,04 59 43.79 
19 11 49.47 ,04 57 40.73 
19 11 43.95 ,04 59 09.10 
19 11 45.71 ,04 57 43.60 
19 11 45.50 ,04 59 39.57 
19 11 50.17 ,04 59 52.75 
19 11 47.04 ,04 57 16.94 
19 11 51.28 ,05 00 15.97 
19 11 50.51 ,04 57 31.75 
19 11 54.28 ,04 58 41.30 
19 11 51.86 ,04 58 21.79 
19 11 45.24 ,04 58 46.17 
19 11 50.97 ,04 58 15.12 
19 11 46.16 ,04 59 14.37 
19 11 48.16 ,04 59 50.77 
19 11 54.12 ,04 59 46.18 
19 11 45.55 ,04 57 35.61 
19 11 44.55 ,04 59 58.49 
19 11 50.85 ,04 59 55.92 
19 11 55.57 ,04 58 46.86 
19 11 51.65 ,05 00 31.37 
19 11 54.32 ,04 58 17.61 
19 11 44.46 ,04 57 36.13 
19 11 53.40 ,04 58 16.80 
19 11 47.09 ,05 00 04.37 
19 11 45.03 ,04 58 10.92 
19 11 53.34 ,04 58 23.89 
19 11 49.76 ,04 59 41.42 
19 11 44.72 ,04 59 51.79 
19 11 45.33 ,04 58 02.39 
19 11 46.28 ,04 58 22.39 
19 11 47.75 ,04 57 33.21 
19 11 46.04 ,04 59 25.80 
19 11 45.64 ,05 00 03.46 
19 11 52.91 ,04 57 20.56 
19 11 54.18 ,04 57 41.90 
19 11 46.39 ,04 58 55.39 
19 11 49.82 ,04 59 14.48 
19 11 56.16 ,04 59 11.48 
19 11 53.36 ,04 57 35.37 
19 11 52.50 ,04 58 37.13 
19 11 52.24 ,05 00 02.25 
19 11 41.92 ,04 59 05.80 
19 11 42.66 ,04 58 11.69 
19 11 50.66 ,04 58 16.58 
19 11 48.94 ,04 58 15.18 
19 11 55.33 ,04 57 51.62 
19 11 48.55 ,04 57 16.82 
19 11 50.62 ,04 59 41.77 
19 11 49.55 ,04 57 15.36 
19 11 47.76 ,04 57 39.37 
19 11 45.63 ,04 58 24.40 
19 11 48.93 ,05 00 34.64 
19 11 45.20 ,04 58 49.59 
19 11 53.11 ,04 59 13.25 
19 11 52.74 ,04 59 57.64 
19 11 47.16 ,04 59 58.28 
19 11 51.02 ,04 57 43.85 
19 11 55.40 ,04 59 42.15 
19 11 51.89 ,04 58 17.98 
19 11 48.12 ,04 59 05.12 
19 11 51.84 ,05 00 09.49 
19 11 43.36 ,04 59 08.35 
19 11 50.20 ,04 58 15.11 
19 11 52.67 ,04 58 11.21 
19 11 52.60 ,04 57 51.98 
19 11 53.51 ,04 58 11.79 
19 11 49.11 ,04 57 56.56 
