ra,dec
19 58 07.83 ,35 14 41.06 
19 58 04.40 ,35 10 18.13 
19 58 23.08 ,35 11 42.87 
19 58 37.90 ,35 13 29.63 
19 58 13.57 ,35 14 07.81 
19 58 29.04 ,35 14 56.73 
19 58 38.88 ,35 11 51.24 
19 58 09.31 ,35 13 03.81 
19 58 33.38 ,35 12 47.53 
19 58 12.69 ,35 09 37.23 
19 58 33.52 ,35 12 48.70 
19 58 19.36 ,35 09 33.79 
19 58 12.36 ,35 13 15.12 
19 58 24.73 ,35 08 13.59 
19 58 30.29 ,35 13 37.10 
19 58 34.09 ,35 11 06.00 
19 58 26.25 ,35 12 21.58 
19 58 19.87 ,35 12 54.23 
19 58 22.49 ,35 11 18.56 
19 58 13.39 ,35 11 35.24 
19 58 11.07 ,35 11 25.18 
19 58 07.77 ,35 09 09.56 
19 58 02.34 ,35 12 19.04 
19 58 09.25 ,35 11 51.30 
19 58 27.16 ,35 11 56.32 
19 58 10.76 ,35 09 31.53 
19 58 14.42 ,35 11 05.93 
19 58 30.20 ,35 10 44.70 
19 58 34.45 ,35 10 11.66 
19 58 23.99 ,35 13 46.93 
19 58 28.01 ,35 14 47.80 
19 58 33.06 ,35 14 34.59 
19 58 26.99 ,35 11 27.04 
19 58 06.59 ,35 13 35.06 
19 58 25.20 ,35 08 03.96 
19 58 24.18 ,35 10 26.04 
19 58 15.63 ,35 10 53.99 
19 58 24.06 ,35 12 57.96 
19 58 11.52 ,35 13 30.10 
19 58 19.08 ,35 09 58.43 
19 57 59.28 ,35 12 47.50 
19 58 13.62 ,35 16 13.01 
19 58 11.97 ,35 09 12.55 
19 58 05.70 ,35 13 02.68 
19 58 05.70 ,35 12 19.22 
19 58 08.12 ,35 15 10.95 
19 58 03.11 ,35 10 26.80 
19 58 17.74 ,35 10 58.83 
19 58 22.55 ,35 12 56.47 
19 58 29.68 ,35 11 16.95 
19 58 16.52 ,35 09 05.74 
19 58 09.40 ,35 10 13.60 
19 58 20.49 ,35 13 36.04 
19 58 22.93 ,35 13 27.05 
19 58 37.80 ,35 13 23.72 
19 58 08.29 ,35 08 19.55 
19 58 12.16 ,35 11 13.34 
19 58 35.04 ,35 12 56.89 
19 58 04.48 ,35 09 23.57 
19 58 27.91 ,35 10 22.31 
19 58 28.88 ,35 13 27.97 
19 58 00.89 ,35 10 31.35 
19 58 28.17 ,35 14 22.90 
19 58 25.38 ,35 12 41.98 
19 58 18.06 ,35 12 23.87 
19 58 07.62 ,35 09 55.00 
19 58 01.17 ,35 10 51.05 
19 58 33.47 ,35 09 44.78 
19 58 38.51 ,35 12 07.68 
19 58 01.79 ,35 14 46.48 
19 58 13.69 ,35 16 12.53 
19 58 23.16 ,35 12 00.45 
19 58 26.20 ,35 11 29.17 
19 58 36.37 ,35 10 18.39 
19 58 06.63 ,35 13 25.25 
19 58 25.33 ,35 11 26.82 
19 58 21.85 ,35 14 23.46 
19 58 14.45 ,35 09 42.22 
19 58 19.66 ,35 14 58.00 
19 58 23.93 ,35 14 49.25 
19 58 31.83 ,35 11 50.75 
19 58 13.24 ,35 09 36.91 
19 58 04.21 ,35 12 03.06 
19 58 07.88 ,35 13 14.42 
19 58 26.06 ,35 12 15.10 
19 58 32.69 ,35 11 55.31 
19 58 31.85 ,35 11 59.19 
19 58 09.17 ,35 12 54.25 
19 58 21.80 ,35 13 35.46 
19 58 01.13 ,35 09 13.98 
19 58 18.43 ,35 15 50.61 
19 58 17.34 ,35 15 02.59 
19 58 18.93 ,35 08 57.80 
19 58 03.60 ,35 14 45.69 
19 58 14.62 ,35 15 03.23 
19 58 21.25 ,35 10 30.21 
19 58 33.23 ,35 13 56.98 
19 58 34.95 ,35 14 54.34 
19 58 28.16 ,35 14 09.10 
19 58 05.81 ,35 14 01.16 
19 58 24.45 ,35 09 33.11 
19 58 19.23 ,35 13 58.33 
19 58 14.32 ,35 14 45.88 
19 58 23.53 ,35 09 10.29 
19 58 23.22 ,35 10 57.26 
19 58 12.06 ,35 11 13.92 
19 58 22.62 ,35 13 44.36 
19 58 06.05 ,35 11 06.48 
19 58 34.72 ,35 14 15.31 
19 58 21.48 ,35 13 47.56 
19 58 34.05 ,35 12 27.90 
19 58 25.33 ,35 11 57.88 
19 58 16.08 ,35 09 38.51 
19 58 00.68 ,35 10 36.71 
19 58 12.18 ,35 10 50.97 
19 58 38.50 ,35 12 24.91 
19 58 15.92 ,35 13 52.97 
19 58 10.95 ,35 13 07.49 
19 58 14.11 ,35 11 52.94 
19 58 22.74 ,35 09 44.03 
19 58 24.34 ,35 10 14.83 
19 58 27.41 ,35 12 24.49 
19 58 34.78 ,35 12 45.94 
19 58 34.24 ,35 14 09.16 
19 58 01.73 ,35 10 43.32 
19 58 18.38 ,35 11 09.88 
19 58 06.85 ,35 15 22.66 
19 58 23.89 ,35 16 16.13 
19 58 25.25 ,35 11 59.12 
19 58 38.65 ,35 14 02.07 
19 58 26.44 ,35 11 08.72 
19 58 18.27 ,35 13 56.38 
19 58 23.31 ,35 12 54.03 
19 58 21.94 ,35 09 07.77 
19 58 40.88 ,35 11 43.16 
19 58 34.64 ,35 09 59.06 
19 58 01.65 ,35 10 11.97 
19 58 21.54 ,35 12 53.54 
19 58 28.82 ,35 08 24.59 
19 58 11.28 ,35 13 20.54 
19 58 08.85 ,35 10 57.82 
19 58 28.26 ,35 09 58.59 
19 58 20.80 ,35 14 37.62 
19 58 31.91 ,35 12 24.88 
19 58 17.29 ,35 13 05.11 
19 58 21.82 ,35 14 52.60 
19 58 03.09 ,35 14 49.94 
19 58 01.52 ,35 14 59.21 
19 58 18.60 ,35 09 51.22 
19 58 17.96 ,35 14 45.07 
19 58 24.21 ,35 10 07.39 
19 58 36.00 ,35 12 59.06 
19 58 16.08 ,35 10 13.80 
19 58 18.17 ,35 13 32.28 
19 58 32.03 ,35 13 50.97 
19 58 28.24 ,35 09 18.65 
19 58 40.34 ,35 11 05.18 
19 58 34.75 ,35 13 03.09 
19 58 37.58 ,35 10 08.41 
19 58 20.43 ,35 11 16.57 
19 58 15.76 ,35 15 37.49 
19 58 16.12 ,35 15 53.81 
19 58 21.33 ,35 11 35.82 
19 58 23.27 ,35 14 18.83 
19 58 10.25 ,35 11 55.32 
19 58 16.47 ,35 11 08.62 
19 58 13.52 ,35 12 27.15 
19 58 29.02 ,35 13 09.40 
19 58 32.81 ,35 14 54.75 
19 58 05.36 ,35 10 34.04 
19 58 36.01 ,35 10 47.27 
19 58 16.29 ,35 13 06.81 
19 58 02.27 ,35 09 28.15 
19 58 21.62 ,35 08 27.87 
19 57 59.85 ,35 14 04.16 
19 58 09.46 ,35 12 07.74 
19 58 27.40 ,35 13 20.64 
19 58 31.43 ,35 09 30.15 
19 58 37.72 ,35 10 08.87 
19 58 31.88 ,35 10 10.09 
19 58 13.16 ,35 14 39.54 
19 58 13.29 ,35 08 18.06 
19 58 40.38 ,35 11 37.02 
19 58 09.88 ,35 10 21.99 
19 58 04.61 ,35 13 36.44 
19 58 17.94 ,35 15 19.88 
19 58 25.52 ,35 07 34.64 
19 58 16.09 ,35 11 29.10 
19 58 09.50 ,35 11 31.26 
19 58 14.12 ,35 10 56.64 
19 58 24.30 ,35 11 16.34 
19 58 39.68 ,35 13 03.03 
19 58 20.94 ,35 10 31.12 
19 58 15.39 ,35 14 18.19 
19 58 05.62 ,35 11 14.34 
19 58 26.90 ,35 12 25.84 
19 58 14.07 ,35 13 37.57 
19 58 38.10 ,35 10 00.66 
19 58 09.00 ,35 11 53.38 
19 58 20.57 ,35 09 21.39 
19 58 08.75 ,35 14 19.03 
19 58 12.09 ,35 13 23.17 
19 58 31.85 ,35 10 40.24 
19 58 16.78 ,35 15 04.26 
19 58 19.63 ,35 12 35.30 
19 58 27.22 ,35 08 45.83 
19 58 26.68 ,35 12 04.08 
19 58 11.09 ,35 11 36.85 
19 58 03.47 ,35 15 07.96 
19 58 24.03 ,35 11 26.69 
19 58 08.70 ,35 09 27.13 
19 58 08.86 ,35 13 39.19 
19 58 26.49 ,35 14 40.88 
19 58 05.60 ,35 08 52.77 
19 58 07.39 ,35 12 30.55 
19 57 58.09 ,35 11 36.81 
19 58 17.56 ,35 10 55.26 
19 58 08.31 ,35 10 34.88 
19 58 28.95 ,35 11 45.33 
19 58 03.97 ,35 15 26.55 
19 58 16.18 ,35 09 35.79 
19 58 07.17 ,35 09 02.31 
19 58 12.38 ,35 10 11.94 
19 58 05.41 ,35 11 52.44 
19 58 18.02 ,35 16 24.56 
19 58 37.49 ,35 10 31.64 
19 58 24.26 ,35 08 39.39 
19 58 02.56 ,35 11 48.44 
19 58 19.13 ,35 14 55.02 
19 58 14.38 ,35 12 27.36 
19 58 15.01 ,35 12 52.06 
19 58 03.29 ,35 10 04.61 
19 58 17.15 ,35 10 06.90 
19 58 13.84 ,35 11 02.02 
19 58 38.72 ,35 10 29.35 
19 58 19.91 ,35 12 47.22 
19 58 00.10 ,35 11 01.32 
19 58 14.38 ,35 10 43.60 
19 58 21.18 ,35 08 58.37 
19 58 27.65 ,35 11 18.89 
19 58 01.21 ,35 09 41.86 
19 58 12.11 ,35 08 55.80 
19 58 15.99 ,35 08 29.39 
19 58 12.69 ,35 11 16.89 
19 58 28.21 ,35 09 25.05 
19 58 18.85 ,35 13 28.68 
19 58 38.12 ,35 14 32.86 
19 58 25.57 ,35 13 23.07 
19 58 14.34 ,35 15 44.17 
19 58 05.12 ,35 13 44.84 
19 58 24.57 ,35 13 37.17 
19 58 21.15 ,35 15 10.15 
19 58 15.98 ,35 08 00.16 
19 58 31.50 ,35 14 06.26 
19 58 37.59 ,35 14 10.06 
19 58 14.73 ,35 13 07.59 
19 58 20.34 ,35 14 04.82 
19 58 25.02 ,35 14 23.96 
19 58 26.77 ,35 10 11.85 
19 58 08.99 ,35 13 09.29 
19 58 13.91 ,35 13 20.91 
19 58 09.69 ,35 12 45.53 
19 58 31.32 ,35 13 47.83 
19 58 14.36 ,35 15 13.91 
19 58 25.27 ,35 07 58.32 
19 58 17.83 ,35 16 00.43 
19 58 17.27 ,35 09 27.24 
19 58 18.61 ,35 11 01.66 
19 58 33.85 ,35 12 18.07 
19 58 34.06 ,35 12 36.76 
19 58 05.09 ,35 12 51.39 
19 58 22.20 ,35 09 54.93 
19 58 33.40 ,35 10 32.80 
19 58 01.49 ,35 10 08.85 
19 58 38.26 ,35 14 20.15 
19 58 03.72 ,35 11 27.32 
19 58 10.79 ,35 07 49.04 
19 58 19.77 ,35 11 22.93 
19 58 07.78 ,35 15 31.36 
19 58 06.71 ,35 09 47.55 
19 58 02.76 ,35 10 08.88 
19 58 32.38 ,35 13 23.56 
19 58 05.61 ,35 12 35.74 
19 58 17.45 ,35 14 01.37 
19 58 19.78 ,35 13 17.47 
19 58 36.26 ,35 11 53.46 
19 58 30.74 ,35 12 41.30 
19 58 28.63 ,35 09 03.45 
19 58 06.70 ,35 10 03.56 
19 58 20.08 ,35 09 10.92 
19 58 39.02 ,35 11 50.11 
19 58 06.17 ,35 13 18.36 
19 58 22.03 ,35 12 47.80 
19 58 18.41 ,35 08 53.17 
19 58 31.11 ,35 13 04.26 
19 58 30.90 ,35 13 32.05 
19 58 06.47 ,35 11 41.08 
19 58 17.56 ,35 11 10.64 
19 58 03.53 ,35 12 55.79 
19 57 58.90 ,35 11 08.09 
19 57 59.49 ,35 12 07.10 
19 58 23.98 ,35 13 00.18 
19 58 20.36 ,35 13 30.26 
19 58 23.20 ,35 09 00.57 
19 58 23.62 ,35 09 32.98 
19 58 17.33 ,35 13 00.25 
19 58 18.60 ,35 14 57.05 
19 58 10.23 ,35 13 36.82 
19 58 14.05 ,35 09 01.62 
19 58 30.34 ,35 10 54.73 
19 58 41.00 ,35 10 56.25 
19 58 11.18 ,35 15 12.79 
19 58 17.09 ,35 13 25.59 
19 58 11.31 ,35 12 36.93 
19 58 37.39 ,35 12 00.76 
19 58 13.31 ,35 11 33.19 
19 58 20.39 ,35 13 56.74 
19 58 34.34 ,35 13 04.03 
19 58 12.26 ,35 11 44.14 
19 58 06.71 ,35 12 16.79 
19 58 26.61 ,35 13 23.44 
19 58 04.46 ,35 11 36.17 
19 58 11.55 ,35 09 37.59 
19 58 26.78 ,35 08 45.41 
19 58 13.65 ,35 15 42.13 
19 58 33.77 ,35 12 09.82 
19 58 19.15 ,35 13 09.40 
19 58 22.71 ,35 09 22.47 
19 58 21.81 ,35 15 48.76 
19 58 21.35 ,35 14 51.44 
19 58 24.45 ,35 14 01.86 
19 58 08.63 ,35 08 22.00 
19 58 26.76 ,35 13 42.94 
19 58 25.89 ,35 12 05.14 
19 58 16.67 ,35 12 41.93 
19 58 01.13 ,35 12 04.46 
19 58 40.92 ,35 11 22.70 
19 58 12.65 ,35 14 54.29 
19 58 13.57 ,35 10 10.49 
