ra,dec
16 54 00.43 ,-39 52 49.81 
16 53 54.28 ,-39 49 20.72 
16 54 02.02 ,-39 48 51.95 
16 54 15.80 ,-39 49 12.10 
16 53 53.81 ,-39 50 47.11 
16 54 04.91 ,-39 49 11.34 
16 54 09.53 ,-39 51 56.04 
16 54 11.96 ,-39 51 58.33 
16 53 52.25 ,-39 52 00.39 
16 53 55.59 ,-39 51 49.69 
16 53 57.86 ,-39 52 15.23 
16 54 01.72 ,-39 53 23.72 
16 54 01.33 ,-39 50 17.07 
16 53 58.88 ,-39 48 34.65 
16 54 02.05 ,-39 48 14.20 
16 54 11.02 ,-39 50 14.05 
16 53 56.65 ,-39 50 07.67 
16 54 03.98 ,-39 50 53.45 
16 54 08.82 ,-39 47 48.43 
16 53 53.76 ,-39 49 43.03 
16 53 53.48 ,-39 50 13.84 
16 53 54.61 ,-39 49 17.12 
16 53 56.43 ,-39 51 50.00 
16 54 08.57 ,-39 49 44.36 
16 54 12.21 ,-39 49 44.58 
16 53 50.38 ,-39 49 35.48 
16 54 04.28 ,-39 50 54.57 
16 54 12.98 ,-39 51 51.30 
16 53 54.76 ,-39 49 12.87 
16 53 52.48 ,-39 51 27.31 
16 54 02.38 ,-39 50 02.98 
16 53 58.21 ,-39 50 41.03 
16 54 13.85 ,-39 50 22.28 
16 53 55.56 ,-39 51 46.47 
16 53 58.24 ,-39 50 12.34 
16 53 59.70 ,-39 51 45.07 
16 54 18.53 ,-39 50 37.60 
16 54 12.71 ,-39 50 38.94 
16 54 02.17 ,-39 48 51.42 
16 54 18.85 ,-39 51 05.49 
16 54 03.51 ,-39 50 34.88 
16 53 57.75 ,-39 48 46.45 
16 54 12.09 ,-39 49 38.78 
16 53 54.15 ,-39 48 48.47 
16 53 54.42 ,-39 51 47.24 
16 53 50.15 ,-39 51 22.05 
16 54 08.27 ,-39 51 00.84 
16 54 12.30 ,-39 49 18.50 
16 53 56.74 ,-39 50 03.06 
16 53 58.76 ,-39 50 43.25 
16 54 06.59 ,-39 49 55.83 
16 54 01.71 ,-39 51 51.28 
16 54 09.87 ,-39 51 41.28 
16 53 56.33 ,-39 50 00.03 
16 54 00.44 ,-39 49 45.99 
16 54 03.44 ,-39 47 47.28 
16 53 55.35 ,-39 48 43.91 
16 54 08.07 ,-39 50 34.45 
16 54 01.00 ,-39 51 33.26 
16 54 10.97 ,-39 49 05.69 
16 54 11.70 ,-39 48 24.45 
16 53 52.47 ,-39 51 19.56 
16 54 02.45 ,-39 48 10.58 
16 54 09.69 ,-39 49 51.34 
16 53 58.94 ,-39 53 24.84 
16 54 11.57 ,-39 49 50.00 
16 54 00.72 ,-39 48 55.88 
16 54 03.92 ,-39 52 41.44 
16 54 04.57 ,-39 49 57.27 
16 54 01.44 ,-39 53 36.21 
16 53 51.81 ,-39 51 00.56 
16 54 15.55 ,-39 50 15.18 
16 54 05.50 ,-39 48 38.73 
16 54 03.56 ,-39 51 31.33 
16 54 14.33 ,-39 51 26.70 
16 54 00.33 ,-39 49 13.82 
16 53 51.89 ,-39 48 40.70 
16 54 12.81 ,-39 49 47.12 
16 53 56.87 ,-39 49 04.95 
16 53 49.42 ,-39 49 48.14 
16 54 15.58 ,-39 49 59.24 
16 53 59.08 ,-39 51 38.03 
16 54 12.51 ,-39 50 13.44 
16 53 50.69 ,-39 50 44.96 
16 53 55.42 ,-39 51 08.70 
16 53 56.60 ,-39 49 25.33 
16 54 04.77 ,-39 50 54.80 
16 54 12.31 ,-39 48 43.03 
16 54 08.91 ,-39 52 24.29 
16 53 58.27 ,-39 53 03.03 
16 54 11.85 ,-39 51 00.62 
16 54 05.89 ,-39 51 31.44 
16 54 10.63 ,-39 49 02.58 
16 53 56.31 ,-39 50 04.77 
16 54 09.93 ,-39 50 38.96 
16 54 03.30 ,-39 49 39.33 
16 54 09.79 ,-39 49 21.45 
16 54 05.64 ,-39 52 31.87 
16 54 09.37 ,-39 53 26.11 
16 54 05.94 ,-39 51 49.88 
16 54 09.33 ,-39 51 05.72 
16 54 05.49 ,-39 53 24.31 
16 54 01.88 ,-39 51 30.42 
16 54 13.01 ,-39 50 05.78 
16 53 53.37 ,-39 50 49.71 
16 53 57.34 ,-39 51 23.23 
16 54 00.07 ,-39 51 26.95 
16 53 52.30 ,-39 50 59.66 
16 54 15.36 ,-39 51 33.83 
16 54 15.15 ,-39 51 27.18 
16 54 02.02 ,-39 49 37.84 
16 53 59.76 ,-39 50 50.36 
16 54 01.15 ,-39 50 57.17 
16 54 11.01 ,-39 49 19.97 
16 53 56.44 ,-39 50 14.23 
16 54 05.14 ,-39 50 20.61 
16 54 04.65 ,-39 52 26.36 
16 54 11.09 ,-39 51 16.15 
16 53 59.98 ,-39 51 49.56 
16 53 56.50 ,-39 50 31.50 
16 54 01.71 ,-39 53 17.31 
16 53 59.15 ,-39 48 18.14 
16 54 16.96 ,-39 52 10.82 
16 54 15.58 ,-39 48 41.85 
16 53 58.41 ,-39 52 08.02 
16 54 09.85 ,-39 50 56.81 
16 54 14.74 ,-39 52 03.75 
16 54 16.71 ,-39 49 26.14 
16 53 54.33 ,-39 51 37.98 
16 54 05.54 ,-39 51 18.33 
16 54 04.67 ,-39 48 38.27 
16 54 04.91 ,-39 48 31.42 
16 54 16.62 ,-39 50 20.13 
16 53 55.76 ,-39 48 12.04 
16 53 58.01 ,-39 52 32.26 
16 54 13.57 ,-39 50 35.36 
16 54 05.05 ,-39 48 59.47 
16 53 59.39 ,-39 51 31.50 
16 54 00.87 ,-39 51 40.41 
16 53 53.74 ,-39 49 57.21 
16 54 14.99 ,-39 52 07.01 
16 54 02.77 ,-39 48 15.28 
16 54 06.62 ,-39 52 31.48 
16 54 05.90 ,-39 48 57.00 
16 54 02.04 ,-39 48 34.43 
16 54 01.84 ,-39 52 20.15 
16 54 04.45 ,-39 51 14.89 
16 53 54.82 ,-39 48 53.24 
16 54 02.17 ,-39 52 45.30 
16 54 12.67 ,-39 49 12.15 
16 54 13.99 ,-39 51 42.25 
16 53 59.09 ,-39 52 51.50 
16 53 50.82 ,-39 49 32.38 
16 54 01.33 ,-39 49 04.50 
16 53 58.11 ,-39 48 53.83 
16 53 53.89 ,-39 49 49.33 
16 53 53.36 ,-39 49 17.95 
16 53 54.33 ,-39 49 38.35 
16 54 02.08 ,-39 52 34.54 
16 54 08.21 ,-39 48 32.47 
16 53 55.58 ,-39 50 46.15 
16 54 13.90 ,-39 50 56.74 
16 53 59.99 ,-39 50 36.48 
16 54 03.83 ,-39 51 31.43 
16 54 07.54 ,-39 48 30.23 
16 54 00.90 ,-39 52 25.78 
16 54 06.30 ,-39 50 24.09 
16 54 14.68 ,-39 49 30.50 
16 54 10.81 ,-39 48 42.64 
16 53 50.92 ,-39 50 56.11 
16 53 58.37 ,-39 52 45.47 
16 54 02.28 ,-39 47 58.83 
16 53 59.20 ,-39 48 35.57 
16 54 11.78 ,-39 49 41.31 
16 54 00.18 ,-39 50 33.36 
16 54 10.96 ,-39 52 15.50 
16 53 57.39 ,-39 48 18.65 
16 54 07.89 ,-39 51 46.84 
16 54 12.98 ,-39 49 58.85 
16 54 06.44 ,-39 48 45.58 
16 54 03.01 ,-39 52 52.51 
16 53 53.64 ,-39 50 12.65 
16 54 16.83 ,-39 49 02.57 
16 54 00.09 ,-39 50 41.19 
16 53 57.59 ,-39 53 23.88 
16 54 11.94 ,-39 52 26.90 
16 53 57.83 ,-39 51 45.93 
16 53 58.90 ,-39 50 06.00 
16 53 56.19 ,-39 51 45.82 
16 54 11.60 ,-39 51 33.64 
16 54 00.21 ,-39 52 56.81 
16 54 11.97 ,-39 49 51.15 
16 54 07.28 ,-39 49 17.42 
16 53 51.87 ,-39 51 08.00 
16 53 55.80 ,-39 49 22.67 
16 54 17.93 ,-39 50 32.89 
16 54 05.30 ,-39 53 01.86 
16 54 09.62 ,-39 49 25.52 
16 54 04.79 ,-39 51 12.93 
16 54 09.73 ,-39 50 24.75 
16 53 57.51 ,-39 52 30.16 
16 53 55.47 ,-39 49 38.27 
16 54 05.77 ,-39 51 43.75 
16 53 58.43 ,-39 48 34.22 
16 53 59.81 ,-39 50 52.45 
16 54 00.17 ,-39 48 46.80 
16 53 58.94 ,-39 49 58.24 
16 54 03.59 ,-39 53 01.16 
16 54 05.87 ,-39 50 15.36 
16 53 58.77 ,-39 48 24.89 
16 53 54.96 ,-39 51 37.16 
16 53 51.84 ,-39 50 04.45 
16 53 59.17 ,-39 48 17.95 
16 54 13.80 ,-39 48 33.39 
16 54 08.57 ,-39 49 20.84 
16 54 05.25 ,-39 49 48.16 
16 54 13.54 ,-39 50 44.07 
16 54 04.46 ,-39 52 38.92 
16 53 55.89 ,-39 49 22.82 
16 54 06.48 ,-39 52 51.46 
16 53 51.60 ,-39 50 23.08 
16 53 57.30 ,-39 51 19.81 
16 54 07.33 ,-39 50 55.86 
16 54 03.48 ,-39 51 40.12 
16 54 14.90 ,-39 51 36.46 
16 54 06.37 ,-39 50 25.62 
16 54 07.86 ,-39 49 13.14 
16 54 03.66 ,-39 52 14.62 
16 54 08.97 ,-39 52 07.39 
16 54 10.65 ,-39 51 45.14 
16 53 57.59 ,-39 49 05.17 
16 53 55.61 ,-39 48 50.29 
16 54 07.46 ,-39 50 47.63 
16 54 19.04 ,-39 51 30.76 
16 54 02.87 ,-39 53 37.36 
16 54 11.30 ,-39 52 05.63 
16 54 01.55 ,-39 50 58.37 
16 53 53.58 ,-39 51 36.43 
16 54 04.53 ,-39 50 44.89 
16 53 52.50 ,-39 50 17.81 
16 53 57.95 ,-39 49 55.76 
16 53 57.74 ,-39 51 39.28 
16 54 03.77 ,-39 48 23.01 
16 53 57.40 ,-39 51 02.04 
16 53 55.40 ,-39 50 09.92 
16 53 58.07 ,-39 52 22.14 
16 53 55.33 ,-39 51 32.24 
