ra,dec
05 34 27.19 ,22 04 02.42 
05 34 37.83 ,22 05 21.31 
05 34 38.61 ,22 04 39.31 
05 34 33.26 ,21 58 58.42 
05 34 19.17 ,22 03 57.03 
05 34 15.40 ,22 00 38.77 
05 34 44.32 ,22 03 16.98 
05 34 54.20 ,22 00 20.21 
05 34 33.96 ,22 02 13.30 
05 34 51.41 ,22 02 54.31 
05 34 33.56 ,22 00 45.93 
05 34 16.49 ,21 57 44.42 
05 34 48.68 ,22 00 20.07 
05 34 18.39 ,22 00 02.97 
05 34 16.33 ,22 03 24.38 
05 34 36.49 ,22 01 05.94 
05 34 39.16 ,22 05 27.00 
05 34 19.09 ,22 02 10.24 
05 34 18.84 ,22 02 01.08 
05 34 33.53 ,21 59 39.82 
05 34 50.01 ,21 59 30.66 
05 34 34.88 ,22 04 20.64 
05 34 27.11 ,22 03 30.73 
05 34 29.17 ,22 03 38.17 
05 34 42.33 ,22 03 49.40 
05 34 47.23 ,21 57 21.41 
05 34 51.87 ,22 00 56.43 
05 34 21.69 ,22 00 17.51 
05 34 19.32 ,22 02 28.06 
05 34 34.34 ,22 03 13.36 
05 34 27.54 ,21 59 26.09 
05 34 47.61 ,22 04 47.13 
05 34 36.39 ,22 02 16.22 
05 34 27.75 ,22 05 42.75 
05 34 48.31 ,22 02 13.21 
05 34 44.69 ,21 57 59.02 
05 34 21.95 ,22 00 01.17 
05 34 15.66 ,21 58 35.32 
05 34 34.04 ,22 00 27.68 
05 34 16.02 ,22 00 15.10 
05 34 45.48 ,22 04 28.55 
05 34 23.55 ,22 02 25.87 
05 34 40.71 ,22 02 08.72 
05 34 37.15 ,22 05 56.70 
05 34 50.65 ,22 00 33.21 
05 34 28.38 ,21 59 17.81 
05 34 31.20 ,21 57 24.77 
05 34 43.26 ,21 57 31.59 
05 34 43.60 ,21 59 14.66 
05 34 34.42 ,22 02 28.02 
05 34 33.54 ,22 01 00.98 
05 34 36.55 ,22 03 26.04 
05 34 45.23 ,22 03 56.19 
05 34 55.84 ,22 00 12.86 
05 34 25.45 ,22 01 39.68 
05 34 29.87 ,22 04 21.56 
05 34 49.44 ,22 03 21.22 
05 34 37.71 ,22 05 41.72 
05 34 41.79 ,22 00 38.94 
05 34 18.58 ,22 02 32.41 
05 34 22.26 ,22 01 33.26 
05 34 35.56 ,22 00 07.22 
05 34 40.25 ,22 02 36.44 
05 34 20.37 ,22 00 12.42 
05 34 38.24 ,21 58 52.75 
05 34 38.33 ,22 03 37.73 
05 34 49.33 ,22 03 53.82 
05 34 24.77 ,22 00 02.86 
05 34 35.27 ,22 03 18.49 
05 34 40.74 ,21 59 20.89 
05 34 43.03 ,22 02 23.11 
05 34 41.63 ,22 03 01.41 
05 34 48.93 ,21 59 44.88 
05 34 26.62 ,22 02 39.63 
05 34 34.07 ,21 58 14.80 
05 34 43.17 ,22 00 08.08 
05 34 43.99 ,21 57 42.76 
05 34 46.88 ,22 01 13.93 
05 34 28.40 ,22 04 10.40 
05 34 25.49 ,21 59 25.51 
05 34 22.58 ,22 01 55.56 
05 34 35.36 ,22 00 03.34 
05 34 48.58 ,22 01 54.76 
05 34 36.54 ,21 55 52.16 
05 34 25.72 ,21 58 05.15 
05 34 31.87 ,22 03 04.44 
05 34 42.15 ,22 00 57.49 
05 34 42.85 ,21 58 54.26 
05 34 43.88 ,22 01 32.48 
05 34 31.34 ,21 58 35.32 
05 34 42.20 ,22 02 36.16 
05 34 27.62 ,22 03 34.28 
05 34 17.37 ,21 57 35.60 
05 34 30.34 ,21 59 21.69 
05 34 36.87 ,21 58 10.13 
05 34 26.87 ,21 59 49.42 
05 34 22.19 ,22 01 59.04 
05 34 33.67 ,21 59 53.12 
05 34 37.93 ,21 58 30.49 
05 34 41.89 ,21 58 13.15 
05 34 47.23 ,22 04 30.23 
05 34 53.85 ,22 01 14.05 
05 34 43.19 ,21 59 28.56 
05 34 29.99 ,21 56 59.49 
05 34 33.03 ,22 03 54.04 
05 34 22.30 ,22 01 56.14 
05 34 40.03 ,22 03 58.92 
05 34 47.22 ,22 03 08.60 
05 34 26.22 ,22 01 11.92 
05 34 50.33 ,21 59 51.24 
05 34 37.70 ,22 03 05.58 
05 34 36.41 ,22 00 12.66 
05 34 32.36 ,22 00 09.79 
05 34 36.86 ,21 59 40.23 
05 34 24.36 ,22 02 44.85 
05 34 35.21 ,21 59 14.97 
05 34 13.70 ,21 59 38.06 
05 34 40.24 ,21 56 06.32 
05 34 46.69 ,22 01 09.46 
05 34 22.60 ,21 58 04.19 
05 34 20.26 ,21 59 03.12 
05 34 17.42 ,22 01 05.34 
05 34 35.60 ,22 03 00.86 
05 34 19.99 ,22 01 21.39 
05 34 31.45 ,22 02 57.00 
05 34 24.14 ,22 00 24.87 
05 34 40.68 ,22 00 18.86 
05 34 46.34 ,21 57 07.30 
05 34 38.19 ,22 04 21.09 
05 34 31.34 ,22 01 02.63 
05 34 20.82 ,21 59 31.23 
05 34 42.14 ,22 04 02.13 
05 34 22.02 ,22 02 33.97 
05 34 27.42 ,22 04 22.81 
05 34 48.17 ,21 57 57.17 
05 34 35.72 ,22 03 18.48 
05 34 48.14 ,22 03 10.82 
05 34 36.36 ,21 57 02.94 
05 34 44.56 ,22 04 54.44 
05 34 50.76 ,22 00 56.44 
