ra,dec
19 15 15.15 ,10 56 58.00 
19 15 11.72 ,10 56 55.71 
19 15 12.91 ,10 55 40.04 
19 15 10.87 ,10 56 26.16 
19 15 08.40 ,10 56 52.67 
19 15 10.03 ,10 57 38.25 
19 15 11.82 ,10 56 50.14 
19 15 07.89 ,10 56 48.74 
19 15 12.20 ,10 56 53.99 
19 15 12.77 ,10 56 09.62 
19 15 10.65 ,10 56 35.54 
19 15 08.76 ,10 57 14.44 
19 15 12.73 ,10 57 45.04 
19 15 11.42 ,10 56 51.26 
19 15 09.99 ,10 57 43.56 
19 15 09.80 ,10 57 27.55 
19 15 13.46 ,10 57 19.16 
19 15 08.20 ,10 56 42.06 
19 15 11.87 ,10 57 32.22 
19 15 07.99 ,10 56 51.86 
19 15 12.37 ,10 57 20.08 
19 15 12.75 ,10 56 33.45 
19 15 09.33 ,10 56 50.58 
19 15 11.43 ,10 55 56.80 
19 15 09.18 ,10 56 11.59 
19 15 12.17 ,10 56 51.02 
19 15 12.71 ,10 57 39.12 
19 15 14.15 ,10 56 31.44 
19 15 15.36 ,10 56 22.56 
19 15 11.46 ,10 55 39.00 
19 15 11.44 ,10 56 01.58 
19 15 09.75 ,10 57 04.30 
19 15 09.39 ,10 56 51.44 
19 15 12.67 ,10 57 05.52 
19 15 06.64 ,10 56 57.98 
19 15 10.77 ,10 56 11.43 
19 15 15.18 ,10 56 38.86 
19 15 07.50 ,10 56 21.98 
19 15 09.79 ,10 56 23.45 
19 15 09.42 ,10 56 14.43 
19 15 14.64 ,10 56 46.72 
19 15 14.89 ,10 56 42.65 
19 15 12.60 ,10 56 35.33 
19 15 13.60 ,10 56 13.93 
19 15 08.42 ,10 57 26.52 
19 15 14.49 ,10 55 59.35 
19 15 11.78 ,10 55 54.41 
19 15 07.86 ,10 57 15.06 
19 15 13.28 ,10 57 17.04 
19 15 13.82 ,10 57 01.02 
19 15 12.46 ,10 56 56.61 
19 15 12.66 ,10 57 30.47 
19 15 14.21 ,10 56 01.08 
19 15 08.10 ,10 57 07.71 
19 15 13.83 ,10 57 37.46 
19 15 11.98 ,10 56 36.23 
19 15 10.58 ,10 56 29.63 
19 15 10.95 ,10 57 09.00 
19 15 06.94 ,10 57 09.59 
19 15 07.19 ,10 56 59.90 
19 15 11.15 ,10 56 23.78 
19 15 06.15 ,10 56 44.56 
19 15 06.49 ,10 56 12.02 
19 15 10.23 ,10 57 47.21 
19 15 11.90 ,10 56 33.70 
19 15 09.19 ,10 57 12.53 
19 15 10.41 ,10 57 45.81 
19 15 10.04 ,10 56 45.71 
19 15 07.64 ,10 55 54.54 
19 15 11.80 ,10 56 30.62 
19 15 12.00 ,10 56 32.14 
19 15 10.79 ,10 57 24.82 
19 15 11.69 ,10 56 59.98 
19 15 14.75 ,10 56 24.83 
19 15 08.64 ,10 55 48.69 
19 15 07.40 ,10 57 04.45 
19 15 06.22 ,10 56 35.35 
19 15 12.04 ,10 57 43.85 
19 15 09.36 ,10 57 05.06 
19 15 12.01 ,10 56 30.18 
19 15 10.76 ,10 55 49.10 
19 15 12.32 ,10 57 04.75 
19 15 11.37 ,10 55 48.80 
19 15 09.13 ,10 56 34.46 
19 15 10.97 ,10 57 22.37 
19 15 13.77 ,10 57 39.22 
19 15 10.54 ,10 56 42.42 
19 15 14.53 ,10 56 06.26 
19 15 15.04 ,10 56 51.49 
19 15 10.27 ,10 56 28.60 
19 15 09.56 ,10 55 51.41 
19 15 11.27 ,10 57 26.90 
19 15 06.50 ,10 57 10.02 
19 15 11.43 ,10 56 02.99 
19 15 08.80 ,10 57 30.37 
19 15 10.79 ,10 55 51.74 
19 15 06.76 ,10 56 49.33 
19 15 08.56 ,10 57 05.06 
19 15 07.92 ,10 56 54.67 
19 15 10.95 ,10 57 18.75 
19 15 09.80 ,10 56 56.22 
19 15 09.89 ,10 56 04.86 
19 15 07.36 ,10 56 54.65 
19 15 10.70 ,10 57 23.60 
19 15 07.73 ,10 56 01.34 
19 15 14.76 ,10 56 55.81 
19 15 13.64 ,10 55 45.64 
19 15 09.41 ,10 56 44.98 
19 15 08.23 ,10 56 11.99 
19 15 07.87 ,10 56 04.54 
19 15 13.85 ,10 56 26.06 
19 15 07.54 ,10 56 07.52 
19 15 12.81 ,10 55 51.34 
19 15 13.62 ,10 57 09.47 
19 15 10.72 ,10 56 39.75 
19 15 07.78 ,10 56 11.21 
19 15 06.63 ,10 56 26.95 
19 15 09.11 ,10 56 01.81 
19 15 14.48 ,10 56 09.78 
19 15 14.60 ,10 56 07.52 
19 15 10.73 ,10 56 40.72 
19 15 09.28 ,10 57 39.08 
19 15 11.80 ,10 55 56.91 
19 15 12.71 ,10 57 10.25 
19 15 10.17 ,10 56 51.39 
19 15 09.21 ,10 57 07.59 
19 15 07.49 ,10 56 27.56 
19 15 09.66 ,10 57 25.44 
19 15 13.16 ,10 55 47.41 
19 15 12.88 ,10 55 46.03 
19 15 11.61 ,10 57 06.39 
19 15 08.12 ,10 56 41.26 
19 15 08.32 ,10 56 21.08 
19 15 07.23 ,10 56 05.32 
19 15 09.79 ,10 56 38.47 
19 15 08.88 ,10 56 03.44 
19 15 09.14 ,10 56 08.88 
19 15 13.62 ,10 57 18.52 
19 15 10.19 ,10 56 14.63 
19 15 12.49 ,10 56 25.62 
19 15 12.24 ,10 57 23.06 
19 15 12.69 ,10 57 22.97 
19 15 13.09 ,10 57 24.58 
19 15 10.50 ,10 56 48.99 
19 15 08.95 ,10 57 47.57 
19 15 10.74 ,10 56 39.21 
19 15 08.77 ,10 56 22.46 
19 15 08.70 ,10 56 18.32 
19 15 09.38 ,10 56 36.13 
19 15 09.34 ,10 56 05.77 
19 15 11.03 ,10 55 49.76 
19 15 06.75 ,10 57 22.39 
19 15 10.04 ,10 57 43.54 
19 15 13.85 ,10 57 20.24 
19 15 14.09 ,10 56 45.52 
19 15 11.78 ,10 56 25.10 
19 15 11.12 ,10 57 39.62 
19 15 08.69 ,10 56 27.75 
19 15 12.43 ,10 55 39.25 
19 15 12.74 ,10 56 01.22 
19 15 14.12 ,10 56 29.21 
19 15 08.60 ,10 55 47.56 
19 15 11.43 ,10 56 31.36 
19 15 14.21 ,10 57 17.25 
19 15 06.80 ,10 56 52.90 
19 15 08.69 ,10 56 46.93 
19 15 15.31 ,10 56 15.84 
19 15 12.50 ,10 56 47.96 
19 15 10.95 ,10 55 34.81 
19 15 07.28 ,10 56 56.57 
19 15 08.87 ,10 56 15.18 
19 15 13.37 ,10 56 04.39 
19 15 10.07 ,10 56 00.20 
19 15 07.91 ,10 56 17.43 
19 15 15.22 ,10 56 21.39 
19 15 09.44 ,10 56 57.94 
19 15 09.76 ,10 56 36.43 
19 15 10.49 ,10 56 31.91 
19 15 11.74 ,10 57 08.96 
19 15 10.54 ,10 57 43.67 
19 15 14.21 ,10 56 21.65 
19 15 11.30 ,10 56 59.42 
19 15 14.53 ,10 56 14.90 
19 15 15.40 ,10 57 04.26 
19 15 07.36 ,10 56 49.50 
19 15 10.41 ,10 55 58.30 
19 15 12.44 ,10 57 18.13 
19 15 15.49 ,10 56 19.88 
19 15 11.48 ,10 56 34.95 
19 15 09.96 ,10 56 05.13 
19 15 11.50 ,10 57 04.86 
19 15 13.92 ,10 56 41.45 
19 15 06.80 ,10 56 13.84 
19 15 07.97 ,10 57 04.55 
19 15 07.60 ,10 56 39.59 
19 15 10.99 ,10 57 10.85 
19 15 08.86 ,10 57 44.38 
19 15 11.83 ,10 56 56.47 
