ra,dec
12 30 50.73 ,12 23 20.00 
12 30 50.78 ,12 23 59.37 
12 30 52.04 ,12 22 55.37 
12 30 53.07 ,12 24 14.39 
12 30 48.59 ,12 23 15.00 
12 30 42.63 ,12 22 15.32 
12 30 47.19 ,12 24 37.93 
12 30 41.20 ,12 22 21.19 
12 30 46.94 ,12 24 26.27 
12 30 43.74 ,12 22 50.29 
12 30 46.25 ,12 23 33.67 
12 30 44.58 ,12 23 43.72 
12 30 48.15 ,12 24 01.62 
12 30 44.74 ,12 24 56.61 
12 30 40.71 ,12 24 32.39 
12 30 48.46 ,12 22 46.28 
12 30 43.22 ,12 23 09.64 
12 30 40.90 ,12 24 53.70 
12 30 42.76 ,12 23 49.92 
12 30 46.02 ,12 22 18.56 
12 30 44.71 ,12 24 32.55 
12 30 42.01 ,12 24 02.20 
12 30 45.64 ,12 23 40.12 
12 30 48.74 ,12 22 56.25 
12 30 50.32 ,12 24 41.10 
12 30 38.50 ,12 23 58.15 
12 30 46.26 ,12 21 50.65 
12 30 47.73 ,12 25 34.23 
12 30 46.12 ,12 23 48.06 
12 30 48.14 ,12 23 07.13 
12 30 45.20 ,12 23 43.89 
12 30 45.43 ,12 24 05.58 
12 30 41.75 ,12 22 48.68 
12 30 46.19 ,12 22 27.45 
12 30 38.60 ,12 23 10.68 
12 30 48.35 ,12 23 49.32 
12 30 47.53 ,12 24 48.66 
12 30 50.67 ,12 21 42.05 
12 30 41.82 ,12 22 47.35 
12 30 50.80 ,12 23 28.54 
12 30 54.29 ,12 22 46.34 
12 30 50.13 ,12 24 41.58 
12 30 47.80 ,12 23 21.86 
12 30 53.63 ,12 24 19.51 
12 30 39.59 ,12 22 50.53 
12 30 49.61 ,12 24 20.06 
12 30 40.06 ,12 23 17.08 
12 30 50.06 ,12 22 39.10 
12 30 44.90 ,12 25 19.21 
12 30 45.42 ,12 23 16.99 
12 30 51.07 ,12 22 11.63 
12 30 51.93 ,12 24 14.46 
12 30 45.97 ,12 24 00.10 
12 30 38.98 ,12 22 47.67 
12 30 41.60 ,12 21 46.06 
12 30 46.25 ,12 22 48.33 
12 30 41.07 ,12 24 36.50 
12 30 46.70 ,12 22 27.63 
12 30 49.06 ,12 22 59.95 
12 30 43.40 ,12 23 49.60 
12 30 51.75 ,12 23 13.26 
12 30 47.75 ,12 24 57.07 
12 30 50.23 ,12 23 11.02 
12 30 49.88 ,12 24 58.81 
12 30 45.64 ,12 23 38.07 
12 30 50.99 ,12 23 20.38 
12 30 44.58 ,12 23 46.15 
12 30 51.33 ,12 24 14.27 
12 30 47.05 ,12 23 10.22 
12 30 45.27 ,12 22 55.11 
12 30 49.54 ,12 23 02.55 
12 30 47.50 ,12 23 57.47 
12 30 46.79 ,12 23 34.56 
12 30 46.98 ,12 23 13.44 
12 30 47.45 ,12 25 04.83 
12 30 44.55 ,12 22 10.92 
12 30 49.68 ,12 23 16.10 
12 30 46.83 ,12 24 21.52 
12 30 47.38 ,12 24 08.04 
12 30 46.21 ,12 24 35.43 
12 30 49.24 ,12 25 21.13 
12 30 40.00 ,12 23 05.84 
12 30 46.40 ,12 22 35.03 
12 30 46.03 ,12 22 18.99 
12 30 51.39 ,12 24 15.65 
12 30 53.12 ,12 23 40.87 
12 30 42.25 ,12 22 26.99 
12 30 42.43 ,12 25 02.82 
12 30 45.56 ,12 25 00.72 
12 30 41.14 ,12 23 58.80 
12 30 52.66 ,12 23 39.20 
12 30 41.09 ,12 22 19.57 
12 30 52.19 ,12 23 34.82 
12 30 44.88 ,12 24 18.20 
12 30 48.79 ,12 24 18.14 
12 30 51.65 ,12 21 46.23 
12 30 49.03 ,12 23 15.00 
12 30 46.35 ,12 22 57.01 
12 30 45.70 ,12 21 38.32 
12 30 50.16 ,12 23 06.46 
12 30 52.16 ,12 24 35.44 
12 30 43.98 ,12 23 52.21 
12 30 48.05 ,12 21 24.70 
12 30 44.00 ,12 22 27.47 
12 30 45.96 ,12 21 56.94 
12 30 39.12 ,12 23 24.11 
12 30 44.71 ,12 25 09.82 
12 30 51.81 ,12 22 44.62 
12 30 42.61 ,12 23 33.99 
12 30 53.87 ,12 23 25.04 
12 30 52.95 ,12 24 36.31 
12 30 46.46 ,12 22 45.23 
12 30 46.82 ,12 23 58.59 
12 30 41.36 ,12 24 41.38 
12 30 43.38 ,12 23 33.23 
12 30 41.44 ,12 22 23.20 
12 30 49.98 ,12 24 37.71 
12 30 53.66 ,12 24 12.28 
12 30 50.35 ,12 23 35.34 
12 30 47.22 ,12 24 26.12 
12 30 47.16 ,12 22 12.21 
12 30 45.12 ,12 25 24.17 
12 30 50.96 ,12 23 24.85 
12 30 44.06 ,12 24 09.54 
12 30 53.20 ,12 24 08.88 
12 30 42.52 ,12 24 23.98 
12 30 51.40 ,12 23 16.44 
12 30 52.46 ,12 23 07.07 
12 30 45.49 ,12 21 37.97 
12 30 51.58 ,12 23 03.42 
12 30 50.31 ,12 24 38.98 
12 30 52.22 ,12 21 49.63 
12 30 46.36 ,12 24 21.10 
12 30 41.59 ,12 24 02.21 
12 30 46.46 ,12 22 31.22 
12 30 44.79 ,12 24 00.16 
12 30 47.11 ,12 25 27.45 
12 30 47.90 ,12 23 13.63 
12 30 54.43 ,12 23 38.09 
12 30 45.44 ,12 24 24.25 
12 30 48.41 ,12 24 24.02 
12 30 50.64 ,12 23 47.55 
12 30 47.53 ,12 22 29.52 
12 30 50.54 ,12 21 34.89 
12 30 38.94 ,12 23 45.06 
12 30 49.91 ,12 24 16.37 
12 30 52.56 ,12 24 03.63 
12 30 41.73 ,12 23 26.55 
12 30 51.78 ,12 22 26.62 
12 30 44.50 ,12 25 03.55 
12 30 52.47 ,12 24 38.41 
12 30 48.38 ,12 23 07.97 
12 30 44.86 ,12 21 55.32 
12 30 44.65 ,12 24 30.99 
12 30 46.09 ,12 23 04.77 
12 30 48.92 ,12 23 56.28 
12 30 46.93 ,12 22 16.17 
12 30 41.61 ,12 21 54.83 
12 30 50.34 ,12 23 31.65 
12 30 53.15 ,12 23 06.02 
12 30 52.45 ,12 24 41.92 
12 30 47.27 ,12 22 38.28 
12 30 38.89 ,12 22 56.58 
12 30 48.06 ,12 22 32.31 
12 30 48.28 ,12 23 23.97 
12 30 43.89 ,12 25 08.13 
12 30 46.66 ,12 23 31.22 
12 30 50.04 ,12 21 50.15 
12 30 44.70 ,12 23 30.93 
12 30 40.41 ,12 23 12.26 
12 30 43.44 ,12 24 53.27 
12 30 41.65 ,12 22 10.49 
12 30 47.59 ,12 23 56.41 
12 30 53.36 ,12 24 28.67 
12 30 50.63 ,12 22 07.22 
12 30 45.55 ,12 23 20.50 
12 30 46.51 ,12 23 31.46 
12 30 48.78 ,12 21 53.02 
12 30 52.21 ,12 22 08.34 
12 30 47.34 ,12 24 13.66 
12 30 44.09 ,12 22 33.61 
12 30 47.66 ,12 22 30.99 
12 30 42.97 ,12 24 58.31 
12 30 43.44 ,12 21 48.49 
12 30 43.03 ,12 23 52.76 
12 30 48.36 ,12 22 45.94 
12 30 43.24 ,12 25 20.57 
12 30 44.79 ,12 24 39.31 
12 30 46.38 ,12 25 23.71 
12 30 49.93 ,12 23 23.58 
12 30 44.56 ,12 21 41.29 
12 30 46.13 ,12 22 58.05 
12 30 43.00 ,12 24 33.59 
12 30 50.63 ,12 23 17.59 
12 30 45.70 ,12 23 05.16 
12 30 41.38 ,12 22 44.36 
12 30 51.39 ,12 23 35.80 
12 30 49.06 ,12 21 43.58 
12 30 52.76 ,12 22 45.62 
12 30 50.76 ,12 22 13.77 
12 30 48.25 ,12 23 14.38 
12 30 46.49 ,12 24 32.43 
12 30 52.12 ,12 23 00.49 
12 30 49.09 ,12 24 22.00 
12 30 47.23 ,12 23 17.76 
12 30 52.93 ,12 23 30.19 
12 30 51.01 ,12 23 27.03 
12 30 52.66 ,12 23 51.64 
12 30 42.81 ,12 21 39.36 
12 30 44.66 ,12 24 00.36 
12 30 46.37 ,12 23 38.31 
12 30 51.85 ,12 24 27.93 
12 30 47.47 ,12 24 40.76 
12 30 46.06 ,12 24 52.65 
12 30 44.84 ,12 22 54.28 
12 30 43.34 ,12 22 10.79 
12 30 42.28 ,12 23 21.86 
12 30 45.99 ,12 22 28.85 
12 30 50.73 ,12 23 04.00 
12 30 44.47 ,12 24 52.02 
12 30 49.68 ,12 24 20.56 
12 30 41.56 ,12 24 16.28 
12 30 51.03 ,12 23 18.71 
12 30 40.55 ,12 23 29.00 
12 30 47.45 ,12 22 06.84 
12 30 44.37 ,12 22 29.43 
12 30 45.94 ,12 22 23.07 
12 30 48.92 ,12 22 24.74 
12 30 49.60 ,12 23 21.31 
12 30 54.00 ,12 23 14.41 
12 30 41.99 ,12 23 12.72 
12 30 48.43 ,12 22 59.82 
12 30 46.11 ,12 22 12.86 
12 30 47.72 ,12 23 28.92 
12 30 43.78 ,12 23 52.73 
12 30 41.63 ,12 23 59.56 
12 30 46.21 ,12 23 32.67 
12 30 42.56 ,12 23 26.67 
12 30 43.70 ,12 21 55.24 
12 30 46.87 ,12 23 40.78 
12 30 48.12 ,12 22 51.65 
12 30 48.02 ,12 25 26.60 
12 30 44.10 ,12 24 22.34 
12 30 43.38 ,12 24 03.49 
12 30 49.99 ,12 24 31.45 
12 30 49.85 ,12 22 22.12 
12 30 53.68 ,12 22 26.08 
12 30 38.42 ,12 23 25.44 
12 30 45.09 ,12 23 47.54 
12 30 43.41 ,12 24 31.77 
12 30 47.34 ,12 22 36.90 
12 30 48.62 ,12 22 37.10 
