ra,dec
17 45 42.15 ,-29 01 05.69 
17 45 45.06 ,-29 00 39.19 
17 45 40.64 ,-29 00 48.48 
17 45 42.75 ,-29 00 01.17 
17 45 38.98 ,-29 00 52.15 
17 45 40.00 ,-29 01 15.10 
17 45 41.06 ,-29 00 59.81 
17 45 36.63 ,-29 00 09.26 
17 45 40.17 ,-29 01 30.93 
17 45 35.09 ,-29 00 38.31 
17 45 42.10 ,-28 59 50.87 
17 45 35.98 ,-28 59 51.73 
17 45 41.32 ,-29 00 34.50 
17 45 39.06 ,-29 00 18.72 
17 45 37.73 ,-29 00 05.52 
17 45 36.17 ,-28 59 59.34 
17 45 39.63 ,-29 00 18.19 
17 45 35.08 ,-28 59 53.19 
17 45 43.33 ,-29 01 22.43 
17 45 41.16 ,-29 00 57.83 
17 45 40.39 ,-28 59 55.35 
17 45 38.68 ,-28 59 52.17 
17 45 41.21 ,-29 00 41.32 
17 45 41.63 ,-28 59 55.52 
17 45 37.48 ,-28 59 53.82 
17 45 39.48 ,-29 00 08.40 
17 45 40.02 ,-29 01 39.40 
17 45 37.68 ,-29 00 52.87 
17 45 42.00 ,-28 59 35.14 
17 45 40.21 ,-29 01 17.29 
17 45 42.14 ,-29 01 05.51 
17 45 38.63 ,-29 01 36.43 
17 45 36.81 ,-29 00 49.82 
17 45 41.54 ,-28 59 41.21 
17 45 41.03 ,-29 00 55.24 
17 45 38.45 ,-29 01 41.53 
17 45 38.70 ,-29 00 48.60 
17 45 34.91 ,-29 00 37.90 
17 45 41.92 ,-29 00 26.70 
17 45 38.96 ,-29 00 58.39 
17 45 39.56 ,-28 59 36.70 
17 45 37.75 ,-29 00 48.24 
17 45 44.27 ,-28 59 59.50 
17 45 44.83 ,-29 00 09.65 
17 45 42.75 ,-29 00 01.71 
17 45 39.51 ,-28 59 45.01 
17 45 37.15 ,-29 01 32.11 
17 45 37.25 ,-29 00 00.34 
17 45 39.20 ,-28 59 54.02 
17 45 39.99 ,-28 59 28.66 
17 45 37.69 ,-29 01 28.87 
17 45 35.36 ,-29 00 04.67 
17 45 39.37 ,-28 59 29.52 
17 45 38.52 ,-29 00 43.75 
17 45 42.15 ,-29 01 03.18 
17 45 35.91 ,-28 59 39.95 
17 45 37.09 ,-28 59 52.81 
17 45 36.22 ,-29 00 32.44 
17 45 39.80 ,-28 59 58.17 
17 45 38.90 ,-29 00 31.17 
17 45 42.88 ,-29 01 05.08 
17 45 41.21 ,-28 59 32.55 
17 45 40.29 ,-28 59 42.48 
17 45 37.54 ,-28 59 46.55 
17 45 41.58 ,-29 00 50.62 
17 45 41.74 ,-29 00 50.27 
17 45 40.86 ,-28 59 21.56 
17 45 42.57 ,-28 59 47.76 
17 45 36.23 ,-29 00 36.59 
17 45 37.68 ,-29 01 35.97 
17 45 37.20 ,-29 01 28.39 
17 45 43.52 ,-29 00 44.95 
17 45 36.36 ,-29 01 18.41 
17 45 35.21 ,-29 01 17.38 
17 45 41.52 ,-29 00 48.00 
17 45 37.34 ,-28 59 44.30 
17 45 36.17 ,-29 00 16.03 
17 45 42.14 ,-28 59 49.31 
17 45 37.10 ,-28 59 54.17 
17 45 39.27 ,-29 00 13.97 
17 45 42.10 ,-29 01 26.67 
17 45 36.98 ,-29 01 11.98 
17 45 34.58 ,-28 59 55.64 
17 45 40.78 ,-29 01 26.96 
17 45 43.98 ,-29 01 13.31 
17 45 43.83 ,-29 00 30.86 
17 45 40.62 ,-29 01 42.84 
17 45 39.36 ,-29 00 32.21 
17 45 37.41 ,-29 00 23.82 
17 45 41.12 ,-29 00 41.74 
17 45 42.55 ,-29 01 21.55 
17 45 40.30 ,-28 59 40.69 
17 45 42.76 ,-28 59 27.64 
17 45 45.05 ,-29 00 37.20 
17 45 36.94 ,-29 00 49.08 
17 45 37.67 ,-29 01 35.38 
17 45 42.87 ,-29 00 26.67 
17 45 41.96 ,-29 00 02.80 
17 45 36.36 ,-29 00 53.58 
17 45 37.22 ,-28 59 17.29 
17 45 42.51 ,-28 59 48.70 
17 45 38.76 ,-29 01 45.91 
17 45 38.54 ,-29 00 31.48 
17 45 41.20 ,-28 59 54.91 
17 45 38.56 ,-28 59 32.06 
17 45 37.15 ,-28 59 17.38 
17 45 38.81 ,-29 00 09.36 
17 45 34.85 ,-29 00 41.47 
17 45 41.15 ,-29 00 13.10 
17 45 36.51 ,-29 00 46.65 
17 45 41.89 ,-29 00 14.98 
17 45 36.41 ,-29 00 05.93 
17 45 36.30 ,-29 00 50.94 
17 45 39.75 ,-28 59 23.74 
17 45 42.82 ,-29 00 20.09 
17 45 43.06 ,-29 00 15.78 
17 45 40.50 ,-28 59 33.23 
17 45 42.66 ,-29 00 23.35 
17 45 41.80 ,-28 59 24.20 
17 45 36.14 ,-28 59 44.47 
17 45 37.28 ,-29 00 27.85 
17 45 40.74 ,-29 01 10.15 
17 45 36.42 ,-28 59 35.70 
17 45 39.42 ,-29 00 28.24 
17 45 40.34 ,-29 00 15.71 
17 45 44.94 ,-29 00 16.23 
17 45 41.08 ,-28 59 54.40 
17 45 41.02 ,-29 00 55.06 
17 45 44.53 ,-28 59 45.66 
17 45 34.26 ,-29 00 15.96 
17 45 36.21 ,-28 59 32.81 
17 45 37.67 ,-29 00 16.14 
17 45 36.39 ,-28 59 50.76 
17 45 37.81 ,-29 01 26.80 
17 45 42.97 ,-29 00 40.03 
17 45 38.15 ,-29 00 49.17 
17 45 39.80 ,-29 00 49.23 
17 45 39.04 ,-29 00 41.01 
17 45 41.92 ,-28 59 35.79 
17 45 41.41 ,-29 00 32.27 
17 45 42.43 ,-29 01 15.72 
17 45 35.93 ,-29 00 11.69 
17 45 40.98 ,-29 00 14.80 
17 45 43.34 ,-29 00 24.98 
17 45 34.63 ,-29 00 40.03 
17 45 41.43 ,-29 00 23.69 
17 45 38.49 ,-29 01 08.40 
17 45 40.61 ,-29 00 12.36 
17 45 35.17 ,-29 00 36.37 
17 45 42.25 ,-29 00 19.71 
17 45 38.93 ,-29 01 44.19 
17 45 43.66 ,-29 00 19.72 
17 45 34.84 ,-29 00 38.23 
17 45 37.81 ,-28 59 27.38 
17 45 38.68 ,-29 00 10.26 
17 45 36.59 ,-28 59 37.07 
17 45 41.61 ,-29 00 31.95 
17 45 38.07 ,-29 01 21.36 
17 45 37.50 ,-28 59 38.79 
17 45 37.69 ,-29 00 44.17 
17 45 40.19 ,-29 01 16.38 
17 45 40.24 ,-28 59 55.78 
17 45 37.77 ,-28 59 58.84 
17 45 38.79 ,-29 00 06.18 
17 45 40.53 ,-29 00 43.24 
17 45 35.14 ,-29 00 49.52 
17 45 42.32 ,-29 01 30.66 
17 45 37.64 ,-29 01 14.13 
17 45 43.78 ,-29 00 26.32 
17 45 41.29 ,-29 00 05.73 
17 45 38.58 ,-28 59 32.83 
17 45 44.45 ,-29 00 09.62 
17 45 39.85 ,-29 01 27.75 
17 45 34.76 ,-28 59 49.07 
17 45 37.66 ,-29 00 20.28 
17 45 45.13 ,-29 00 43.60 
17 45 44.73 ,-28 59 54.22 
17 45 41.75 ,-29 00 43.14 
17 45 37.02 ,-29 00 01.78 
17 45 41.47 ,-29 01 11.33 
17 45 43.59 ,-29 00 51.74 
17 45 42.56 ,-29 00 00.17 
17 45 42.97 ,-29 00 34.91 
17 45 37.25 ,-29 01 27.69 
17 45 37.65 ,-29 01 31.10 
17 45 44.60 ,-29 00 57.29 
17 45 40.68 ,-29 00 20.47 
17 45 38.74 ,-29 00 10.95 
17 45 39.33 ,-28 59 36.84 
17 45 37.35 ,-29 01 08.83 
17 45 44.24 ,-29 00 10.97 
17 45 43.64 ,-29 00 56.71 
17 45 43.37 ,-29 00 23.08 
17 45 44.25 ,-29 00 41.51 
17 45 35.15 ,-29 00 52.38 
17 45 38.61 ,-29 00 11.44 
17 45 42.12 ,-29 00 12.66 
17 45 40.37 ,-28 59 37.45 
17 45 42.95 ,-29 00 15.35 
17 45 37.26 ,-29 00 34.54 
17 45 36.90 ,-29 01 33.99 
17 45 35.44 ,-29 00 47.55 
17 45 38.05 ,-29 00 33.71 
17 45 42.59 ,-29 01 08.97 
17 45 40.00 ,-29 00 44.78 
17 45 35.17 ,-29 01 01.08 
17 45 34.54 ,-29 00 16.38 
17 45 38.33 ,-29 01 11.59 
17 45 37.29 ,-29 00 48.32 
17 45 39.44 ,-29 00 14.46 
17 45 40.54 ,-29 00 11.00 
17 45 43.30 ,-29 00 27.01 
17 45 39.70 ,-29 00 27.82 
17 45 43.16 ,-29 00 43.34 
17 45 37.78 ,-29 00 13.60 
17 45 38.88 ,-29 00 58.65 
17 45 43.04 ,-28 59 59.19 
17 45 37.84 ,-29 00 47.51 
17 45 41.28 ,-29 01 34.34 
17 45 40.64 ,-28 59 37.47 
17 45 36.06 ,-29 01 12.95 
17 45 39.25 ,-28 59 57.77 
17 45 40.94 ,-29 00 44.25 
17 45 36.01 ,-29 01 08.65 
17 45 39.65 ,-29 01 00.37 
17 45 42.05 ,-29 00 09.77 
17 45 37.78 ,-28 59 33.87 
17 45 37.21 ,-28 59 27.57 
17 45 38.95 ,-28 59 30.24 
17 45 37.31 ,-29 00 45.11 
17 45 36.52 ,-29 01 12.08 
17 45 40.46 ,-29 00 01.14 
17 45 35.81 ,-29 00 09.83 
17 45 45.12 ,-29 00 42.17 
17 45 40.15 ,-29 00 50.51 
17 45 34.73 ,-29 00 14.89 
17 45 37.19 ,-29 00 26.76 
17 45 37.01 ,-29 01 10.62 
17 45 37.79 ,-29 00 49.36 
17 45 41.66 ,-29 00 37.05 
17 45 42.88 ,-29 00 18.72 
17 45 43.37 ,-29 00 49.46 
17 45 40.98 ,-29 00 02.86 
17 45 39.72 ,-29 00 46.90 
17 45 37.75 ,-29 00 52.38 
17 45 40.46 ,-29 00 59.18 
17 45 36.19 ,-29 00 18.73 
17 45 43.29 ,-29 00 48.27 
17 45 43.04 ,-29 00 57.60 
17 45 39.54 ,-29 00 01.88 
17 45 39.92 ,-29 00 21.51 
17 45 36.14 ,-28 59 47.76 
17 45 42.57 ,-29 00 51.81 
17 45 44.34 ,-29 00 29.54 
17 45 36.54 ,-28 59 54.70 
17 45 43.31 ,-29 01 15.19 
17 45 37.79 ,-29 01 09.36 
17 45 44.08 ,-29 00 16.56 
17 45 36.68 ,-29 00 11.76 
17 45 39.29 ,-29 00 43.93 
17 45 41.72 ,-29 00 10.41 
17 45 41.79 ,-29 00 06.47 
17 45 39.82 ,-29 00 06.51 
17 45 39.52 ,-29 00 38.34 
17 45 40.37 ,-29 00 06.29 
17 45 40.64 ,-28 59 42.34 
17 45 41.11 ,-29 01 30.60 
17 45 43.19 ,-28 59 59.76 
17 45 41.87 ,-29 00 53.16 
17 45 37.41 ,-29 01 39.43 
17 45 36.57 ,-28 59 57.13 
17 45 39.36 ,-28 59 56.01 
17 45 41.36 ,-29 01 05.77 
17 45 41.08 ,-28 59 26.24 
17 45 34.91 ,-28 59 59.92 
17 45 43.74 ,-29 00 06.48 
17 45 38.95 ,-28 59 52.88 
17 45 42.87 ,-29 00 05.43 
17 45 38.96 ,-29 01 12.92 
17 45 39.87 ,-29 01 38.21 
17 45 38.83 ,-29 00 09.48 
17 45 40.79 ,-28 59 36.86 
17 45 36.75 ,-28 59 32.80 
17 45 45.24 ,-29 00 19.82 
17 45 36.24 ,-29 01 11.35 
17 45 40.77 ,-29 00 50.78 
17 45 40.08 ,-29 00 10.93 
17 45 39.53 ,-28 59 46.70 
17 45 40.81 ,-28 59 32.46 
17 45 35.57 ,-28 59 53.87 
17 45 40.45 ,-29 00 47.26 
17 45 37.19 ,-29 00 42.50 
12 30 52.60 ,12 22 29.76 
12 30 47.86 ,12 24 14.86 
12 30 39.34 ,12 23 34.12 
12 30 49.59 ,12 24 20.67 
12 30 41.99 ,12 24 46.42 
12 30 44.64 ,12 25 21.51 
12 30 41.55 ,12 22 58.78 
12 30 45.76 ,12 25 33.86 
12 30 44.49 ,12 23 29.90 
12 30 44.51 ,12 24 13.84 
12 30 44.76 ,12 24 14.94 
12 30 49.80 ,12 23 57.77 
12 30 41.57 ,12 24 28.65 
12 30 46.37 ,12 24 11.74 
12 30 46.02 ,12 22 46.19 
12 30 43.22 ,12 24 57.87 
12 30 49.82 ,12 21 41.01 
12 30 39.19 ,12 22 55.69 
12 30 42.74 ,12 22 24.71 
12 30 41.25 ,12 22 57.34 
12 30 49.38 ,12 23 05.44 
12 30 46.22 ,12 24 23.21 
12 30 41.61 ,12 22 11.38 
12 30 42.85 ,12 25 09.00 
12 30 46.05 ,12 22 10.77 
12 30 54.19 ,12 24 22.64 
12 30 46.14 ,12 21 39.71 
12 30 48.61 ,12 24 54.57 
12 30 53.74 ,12 22 14.71 
12 30 49.92 ,12 24 06.62 
12 30 40.95 ,12 22 20.57 
12 30 52.28 ,12 24 19.07 
12 30 44.23 ,12 23 29.97 
12 30 44.25 ,12 25 28.00 
12 30 48.54 ,12 22 28.34 
12 30 41.92 ,12 24 10.98 
12 30 48.19 ,12 24 11.32 
12 30 54.55 ,12 24 15.83 
12 30 44.11 ,12 23 20.09 
12 30 51.41 ,12 23 11.66 
12 30 50.01 ,12 23 58.56 
12 30 40.69 ,12 22 46.15 
12 30 41.61 ,12 23 43.36 
12 30 46.60 ,12 24 10.00 
12 30 44.16 ,12 23 48.87 
12 30 49.33 ,12 23 10.17 
12 30 48.20 ,12 24 36.67 
12 30 52.20 ,12 23 10.21 
12 30 47.37 ,12 22 02.92 
12 30 42.87 ,12 24 49.21 
12 30 43.11 ,12 21 53.73 
12 30 45.73 ,12 23 50.41 
12 30 53.27 ,12 23 49.82 
12 30 41.56 ,12 21 50.56 
12 30 45.55 ,12 23 42.20 
12 30 51.93 ,12 24 28.45 
12 30 47.34 ,12 22 08.39 
12 30 44.85 ,12 24 53.63 
12 30 41.87 ,12 24 38.07 
12 30 53.67 ,12 23 01.72 
12 30 40.66 ,12 24 17.79 
12 30 51.16 ,12 23 36.87 
12 30 46.58 ,12 22 29.74 
12 30 41.64 ,12 23 59.71 
12 30 49.82 ,12 22 09.20 
12 30 43.26 ,12 24 36.55 
12 30 50.25 ,12 23 57.59 
12 30 39.93 ,12 22 40.61 
12 30 48.54 ,12 25 00.58 
12 30 45.47 ,12 25 01.74 
12 30 52.49 ,12 23 07.89 
12 30 48.18 ,12 25 23.40 
12 30 39.63 ,12 24 09.16 
12 30 50.72 ,12 22 13.84 
12 30 53.12 ,12 23 20.21 
12 30 44.37 ,12 25 06.61 
12 30 45.87 ,12 22 07.66 
12 30 40.34 ,12 23 22.20 
12 30 40.61 ,12 23 25.45 
12 30 50.36 ,12 23 36.56 
12 30 43.72 ,12 23 38.43 
12 30 45.07 ,12 21 24.89 
12 30 38.40 ,12 23 11.35 
12 30 49.04 ,12 22 32.85 
12 30 39.87 ,12 23 46.80 
12 30 44.48 ,12 22 28.02 
12 30 50.41 ,12 24 15.74 
12 30 47.64 ,12 23 43.19 
12 30 53.54 ,12 23 20.01 
12 30 43.03 ,12 22 59.42 
12 30 50.41 ,12 24 13.34 
12 30 51.54 ,12 25 00.29 
12 30 44.29 ,12 23 03.02 
12 30 53.00 ,12 23 34.52 
12 30 47.31 ,12 24 46.46 
12 30 50.19 ,12 25 13.86 
12 30 52.21 ,12 24 05.89 
12 30 42.60 ,12 23 58.31 
12 30 45.75 ,12 23 59.27 
12 30 53.34 ,12 24 22.60 
12 30 46.62 ,12 21 30.51 
12 30 49.36 ,12 22 54.85 
12 30 49.39 ,12 22 58.80 
12 30 49.77 ,12 24 29.63 
12 30 47.63 ,12 22 22.44 
12 30 47.08 ,12 22 01.29 
12 30 42.82 ,12 24 33.94 
12 30 45.02 ,12 22 31.95 
12 30 45.68 ,12 23 33.41 
12 30 43.81 ,12 23 08.95 
12 30 47.55 ,12 24 12.33 
12 30 49.88 ,12 21 58.25 
12 30 41.58 ,12 23 54.25 
12 30 49.52 ,12 25 07.90 
12 30 50.27 ,12 22 38.52 
12 30 45.64 ,12 24 07.70 
12 30 44.32 ,12 24 40.58 
12 30 49.57 ,12 22 30.82 
12 30 49.04 ,12 22 16.44 
12 30 40.38 ,12 22 48.54 
12 30 44.15 ,12 22 10.19 
12 30 42.51 ,12 22 47.49 
12 30 42.74 ,12 24 51.52 
12 30 48.86 ,12 24 16.84 
12 30 38.63 ,12 23 58.05 
12 30 50.93 ,12 22 45.03 
12 30 50.35 ,12 23 18.90 
12 30 45.62 ,12 25 02.80 
12 30 47.87 ,12 25 02.07 
12 30 45.69 ,12 23 08.40 
12 30 48.44 ,12 22 36.34 
12 30 52.80 ,12 22 46.03 
12 30 40.82 ,12 23 51.78 
12 30 53.77 ,12 22 52.48 
12 30 38.68 ,12 23 31.24 
12 30 49.13 ,12 22 54.27 
12 30 45.07 ,12 25 13.87 
12 30 46.81 ,12 22 47.77 
12 30 52.51 ,12 23 28.98 
12 30 53.36 ,12 23 22.87 
12 30 52.97 ,12 22 42.28 
12 30 47.93 ,12 25 30.41 
12 30 49.44 ,12 24 22.32 
12 30 48.04 ,12 22 55.35 
12 30 46.22 ,12 25 14.23 
12 30 47.75 ,12 24 36.75 
12 30 40.67 ,12 23 27.49 
12 30 55.43 ,12 22 57.82 
12 30 54.86 ,12 24 11.78 
12 30 41.19 ,12 24 58.80 
12 30 47.47 ,12 23 09.75 
12 30 50.06 ,12 24 04.30 
12 30 48.20 ,12 21 45.92 
12 30 47.71 ,12 23 13.72 
12 30 51.31 ,12 22 22.89 
12 30 50.38 ,12 21 38.88 
12 30 45.75 ,12 22 34.32 
12 30 54.78 ,12 22 54.10 
12 30 43.57 ,12 22 33.64 
12 30 45.62 ,12 25 20.13 
12 30 52.19 ,12 24 36.92 
12 30 43.07 ,12 23 51.12 
12 30 39.64 ,12 24 26.00 
12 30 50.30 ,12 24 20.49 
12 30 40.41 ,12 24 09.00 
12 30 48.24 ,12 25 09.30 
12 30 50.73 ,12 23 20.00 
12 30 50.78 ,12 23 59.37 
12 30 52.04 ,12 22 55.37 
12 30 53.07 ,12 24 14.39 
12 30 48.59 ,12 23 15.00 
12 30 42.63 ,12 22 15.32 
12 30 47.19 ,12 24 37.93 
12 30 41.20 ,12 22 21.19 
12 30 46.94 ,12 24 26.27 
12 30 43.74 ,12 22 50.29 
12 30 46.25 ,12 23 33.67 
12 30 44.58 ,12 23 43.72 
12 30 48.15 ,12 24 01.62 
12 30 44.74 ,12 24 56.61 
12 30 40.71 ,12 24 32.39 
12 30 48.46 ,12 22 46.28 
12 30 43.22 ,12 23 09.64 
12 30 40.90 ,12 24 53.70 
12 30 42.76 ,12 23 49.92 
12 30 46.02 ,12 22 18.56 
12 30 44.71 ,12 24 32.55 
12 30 42.01 ,12 24 02.20 
12 30 45.64 ,12 23 40.12 
12 30 48.74 ,12 22 56.25 
12 30 50.32 ,12 24 41.10 
12 30 38.50 ,12 23 58.15 
12 30 46.26 ,12 21 50.65 
12 30 47.73 ,12 25 34.23 
12 30 46.12 ,12 23 48.06 
12 30 48.14 ,12 23 07.13 
12 30 45.20 ,12 23 43.89 
12 30 45.43 ,12 24 05.58 
12 30 41.75 ,12 22 48.68 
12 30 46.19 ,12 22 27.45 
12 30 38.60 ,12 23 10.68 
12 30 48.35 ,12 23 49.32 
12 30 47.53 ,12 24 48.66 
12 30 50.67 ,12 21 42.05 
12 30 41.82 ,12 22 47.35 
12 30 50.80 ,12 23 28.54 
12 30 54.29 ,12 22 46.34 
12 30 50.13 ,12 24 41.58 
12 30 47.80 ,12 23 21.86 
12 30 53.63 ,12 24 19.51 
12 30 39.59 ,12 22 50.53 
12 30 49.61 ,12 24 20.06 
12 30 40.06 ,12 23 17.08 
12 30 50.06 ,12 22 39.10 
12 30 44.90 ,12 25 19.21 
12 30 45.42 ,12 23 16.99 
12 30 51.07 ,12 22 11.63 
12 30 51.93 ,12 24 14.46 
12 30 45.97 ,12 24 00.10 
12 30 38.98 ,12 22 47.67 
12 30 41.60 ,12 21 46.06 
12 30 46.25 ,12 22 48.33 
12 30 41.07 ,12 24 36.50 
12 30 46.70 ,12 22 27.63 
12 30 49.06 ,12 22 59.95 
12 30 43.40 ,12 23 49.60 
12 30 51.75 ,12 23 13.26 
12 30 47.75 ,12 24 57.07 
12 30 50.23 ,12 23 11.02 
12 30 49.88 ,12 24 58.81 
12 30 45.64 ,12 23 38.07 
12 30 50.99 ,12 23 20.38 
12 30 44.58 ,12 23 46.15 
12 30 51.33 ,12 24 14.27 
12 30 47.05 ,12 23 10.22 
12 30 45.27 ,12 22 55.11 
12 30 49.54 ,12 23 02.55 
12 30 47.50 ,12 23 57.47 
12 30 46.79 ,12 23 34.56 
12 30 46.98 ,12 23 13.44 
12 30 47.45 ,12 25 04.83 
12 30 44.55 ,12 22 10.92 
12 30 49.68 ,12 23 16.10 
12 30 46.83 ,12 24 21.52 
12 30 47.38 ,12 24 08.04 
12 30 46.21 ,12 24 35.43 
12 30 49.24 ,12 25 21.13 
12 30 40.00 ,12 23 05.84 
12 30 46.40 ,12 22 35.03 
12 30 46.03 ,12 22 18.99 
12 30 51.39 ,12 24 15.65 
12 30 53.12 ,12 23 40.87 
12 30 42.25 ,12 22 26.99 
12 30 42.43 ,12 25 02.82 
12 30 45.56 ,12 25 00.72 
12 30 41.14 ,12 23 58.80 
12 30 52.66 ,12 23 39.20 
12 30 41.09 ,12 22 19.57 
12 30 52.19 ,12 23 34.82 
12 30 44.88 ,12 24 18.20 
12 30 48.79 ,12 24 18.14 
12 30 51.65 ,12 21 46.23 
12 30 49.03 ,12 23 15.00 
12 30 46.35 ,12 22 57.01 
12 30 45.70 ,12 21 38.32 
12 30 50.16 ,12 23 06.46 
12 30 52.16 ,12 24 35.44 
12 30 43.98 ,12 23 52.21 
12 30 48.05 ,12 21 24.70 
12 30 44.00 ,12 22 27.47 
12 30 45.96 ,12 21 56.94 
12 30 39.12 ,12 23 24.11 
12 30 44.71 ,12 25 09.82 
12 30 51.81 ,12 22 44.62 
12 30 42.61 ,12 23 33.99 
12 30 53.87 ,12 23 25.04 
12 30 52.95 ,12 24 36.31 
12 30 46.46 ,12 22 45.23 
12 30 46.82 ,12 23 58.59 
12 30 41.36 ,12 24 41.38 
12 30 43.38 ,12 23 33.23 
12 30 41.44 ,12 22 23.20 
12 30 49.98 ,12 24 37.71 
12 30 53.66 ,12 24 12.28 
12 30 50.35 ,12 23 35.34 
12 30 47.22 ,12 24 26.12 
12 30 47.16 ,12 22 12.21 
12 30 45.12 ,12 25 24.17 
12 30 50.96 ,12 23 24.85 
12 30 44.06 ,12 24 09.54 
12 30 53.20 ,12 24 08.88 
12 30 42.52 ,12 24 23.98 
12 30 51.40 ,12 23 16.44 
12 30 52.46 ,12 23 07.07 
12 30 45.49 ,12 21 37.97 
12 30 51.58 ,12 23 03.42 
