ra,dec
18 37 48.60 ,18 50 35.02 
18 37 48.02 ,18 49 39.40 
18 37 46.41 ,18 51 29.58 
18 37 43.67 ,18 50 56.28 
18 37 44.20 ,18 51 24.93 
18 37 47.88 ,18 51 31.07 
18 37 51.02 ,18 50 34.35 
18 37 52.94 ,18 51 20.53 
18 37 44.78 ,18 50 56.31 
18 37 50.28 ,18 50 16.30 
18 37 49.00 ,18 49 06.70 
18 37 42.58 ,18 50 09.31 
18 37 43.56 ,18 50 08.79 
18 37 49.61 ,18 50 00.27 
18 37 45.46 ,18 49 35.83 
18 37 45.34 ,18 49 19.10 
18 37 43.39 ,18 49 23.22 
18 37 52.20 ,18 50 52.51 
18 37 45.25 ,18 49 40.72 
18 37 47.40 ,18 50 45.99 
18 37 43.66 ,18 50 29.25 
18 37 48.34 ,18 51 39.28 
18 37 52.21 ,18 51 25.89 
18 37 46.15 ,18 49 52.34 
18 37 50.66 ,18 51 25.08 
18 37 47.35 ,18 50 56.64 
18 37 48.23 ,18 50 37.47 
18 37 49.24 ,18 50 03.94 
18 37 45.30 ,18 49 32.69 
18 37 46.46 ,18 49 21.73 
18 37 48.21 ,18 51 38.05 
18 37 52.74 ,18 51 34.01 
18 37 44.01 ,18 51 08.78 
18 37 49.35 ,18 50 23.75 
18 37 50.56 ,18 49 05.47 
18 37 47.91 ,18 50 25.14 
18 37 46.49 ,18 50 13.74 
18 37 52.60 ,18 49 39.32 
18 37 46.42 ,18 49 46.95 
18 37 50.98 ,18 50 44.49 
18 37 51.34 ,18 50 31.80 
18 37 44.39 ,18 50 14.05 
18 37 54.85 ,18 49 53.60 
18 37 51.16 ,18 51 06.36 
18 37 44.07 ,18 50 25.18 
18 37 49.60 ,18 50 18.14 
18 37 50.89 ,18 51 22.27 
18 37 45.73 ,18 49 39.46 
18 37 43.18 ,18 50 35.45 
18 37 43.87 ,18 50 54.32 
18 37 46.32 ,18 50 27.64 
18 37 49.69 ,18 50 45.72 
18 37 52.40 ,18 50 01.41 
18 37 49.82 ,18 49 23.83 
18 37 48.61 ,18 49 17.37 
18 37 43.95 ,18 50 53.93 
18 37 51.20 ,18 50 49.41 
18 37 43.09 ,18 50 09.40 
18 37 50.35 ,18 51 28.53 
18 37 54.00 ,18 50 16.17 
18 37 47.24 ,18 49 54.39 
18 37 48.34 ,18 51 12.04 
18 37 53.67 ,18 49 30.72 
18 37 48.00 ,18 50 15.15 
18 37 51.45 ,18 49 58.96 
18 37 43.45 ,18 51 24.29 
18 37 48.82 ,18 50 00.80 
18 37 41.91 ,18 50 37.66 
18 37 52.83 ,18 50 37.93 
18 37 42.62 ,18 50 46.64 
18 37 47.86 ,18 50 35.91 
18 37 46.16 ,18 48 57.73 
18 37 51.40 ,18 51 07.57 
18 37 52.55 ,18 49 41.50 
18 37 53.77 ,18 50 42.31 
18 37 47.51 ,18 50 53.49 
18 37 51.03 ,18 51 08.71 
18 37 42.07 ,18 50 05.20 
18 37 49.11 ,18 50 11.80 
18 37 46.91 ,18 50 20.54 
18 37 50.92 ,18 50 29.22 
18 37 48.71 ,18 49 02.11 
18 37 53.14 ,18 51 12.46 
18 37 47.58 ,18 51 27.57 
18 37 49.52 ,18 51 56.90 
18 37 47.20 ,18 50 15.96 
18 37 46.28 ,18 50 00.69 
18 37 47.58 ,18 50 26.05 
18 37 51.40 ,18 50 25.85 
18 37 46.47 ,18 50 26.28 
18 37 49.00 ,18 50 42.76 
18 37 43.26 ,18 51 15.19 
18 37 42.79 ,18 50 59.61 
18 37 47.31 ,18 50 20.90 
18 37 51.93 ,18 49 06.11 
18 37 47.25 ,18 50 37.45 
18 37 48.68 ,18 50 16.17 
18 37 53.37 ,18 50 21.06 
18 37 41.57 ,18 49 51.15 
18 37 44.68 ,18 49 49.56 
18 37 48.61 ,18 50 51.65 
18 37 47.07 ,18 49 13.62 
18 37 46.60 ,18 49 19.33 
18 37 48.32 ,18 49 01.01 
18 37 42.99 ,18 49 29.60 
18 37 52.33 ,18 50 27.84 
18 37 44.16 ,18 51 03.17 
18 37 53.94 ,18 50 11.98 
18 37 53.26 ,18 50 26.97 
18 37 49.23 ,18 50 09.03 
18 37 50.45 ,18 50 57.72 
18 37 49.52 ,18 50 07.71 
18 37 47.88 ,18 51 18.29 
18 37 44.47 ,18 51 28.40 
18 37 45.85 ,18 51 02.41 
18 37 47.48 ,18 49 36.97 
18 37 53.64 ,18 50 14.61 
18 37 52.86 ,18 49 36.43 
18 37 41.65 ,18 49 52.43 
18 37 52.34 ,18 50 47.91 
18 37 45.11 ,18 50 00.83 
18 37 43.36 ,18 50 48.22 
18 37 47.28 ,18 51 19.57 
18 37 53.72 ,18 49 44.72 
18 37 46.88 ,18 51 48.05 
18 37 47.57 ,18 50 32.69 
18 37 41.76 ,18 50 25.79 
18 37 47.66 ,18 50 29.43 
18 37 48.86 ,18 51 59.02 
18 37 46.14 ,18 50 24.42 
18 37 46.38 ,18 51 49.73 
18 37 47.18 ,18 51 17.04 
18 37 52.39 ,18 51 07.99 
18 37 48.17 ,18 51 20.12 
18 37 47.35 ,18 49 43.74 
18 37 44.14 ,18 51 05.86 
18 37 50.82 ,18 50 24.75 
18 37 43.32 ,18 50 04.91 
18 37 47.94 ,18 50 07.48 
18 37 50.46 ,18 50 54.04 
18 37 53.20 ,18 50 59.02 
18 37 45.40 ,18 51 52.71 
18 37 45.97 ,18 49 52.89 
18 37 49.07 ,18 50 37.51 
18 37 47.41 ,18 49 36.24 
18 37 46.53 ,18 49 44.46 
18 37 47.18 ,18 49 23.71 
18 37 43.46 ,18 50 31.34 
18 37 52.19 ,18 50 38.68 
18 37 43.16 ,18 50 43.71 
18 37 51.30 ,18 51 04.69 
18 37 51.05 ,18 49 20.23 
18 37 43.44 ,18 50 19.78 
18 37 44.95 ,18 49 30.97 
18 37 52.46 ,18 50 30.42 
18 37 48.86 ,18 50 26.09 
18 37 43.31 ,18 50 30.08 
18 37 42.68 ,18 51 18.57 
18 37 46.55 ,18 50 49.03 
18 37 53.31 ,18 51 11.39 
18 37 48.46 ,18 49 30.77 
18 37 51.42 ,18 50 01.60 
18 37 50.32 ,18 50 55.03 
18 37 48.08 ,18 50 47.39 
18 37 50.92 ,18 50 18.07 
18 37 46.41 ,18 49 07.64 
18 37 52.05 ,18 49 50.65 
18 37 52.55 ,18 50 41.05 
18 37 50.68 ,18 49 59.67 
18 37 44.82 ,18 50 07.71 
18 37 53.67 ,18 50 19.38 
18 37 54.27 ,18 50 56.46 
18 37 49.01 ,18 49 44.84 
18 37 48.28 ,18 48 58.54 
18 37 49.10 ,18 49 49.67 
18 37 52.24 ,18 49 10.52 
18 37 48.46 ,18 50 14.29 
18 37 42.38 ,18 50 54.56 
18 37 44.00 ,18 50 47.60 
18 37 45.72 ,18 49 54.26 
18 37 49.88 ,18 50 57.86 
18 37 50.38 ,18 50 22.23 
18 37 47.25 ,18 50 59.30 
18 37 46.55 ,18 49 18.93 
18 37 46.94 ,18 49 32.22 
18 37 46.79 ,18 50 57.80 
18 37 52.84 ,18 50 47.79 
18 37 45.23 ,18 50 21.80 
18 37 47.54 ,18 49 15.58 
18 37 45.23 ,18 49 24.45 
18 37 48.00 ,18 49 13.73 
18 37 41.93 ,18 50 26.40 
18 37 54.04 ,18 50 07.07 
18 37 51.92 ,18 49 57.44 
18 37 53.07 ,18 49 34.93 
18 37 48.56 ,18 50 49.27 
18 37 45.82 ,18 51 27.33 
18 37 44.29 ,18 51 20.93 
18 37 43.65 ,18 51 11.52 
18 37 42.51 ,18 51 01.20 
18 37 42.32 ,18 51 10.20 
18 37 43.37 ,18 50 44.52 
18 37 43.41 ,18 49 50.85 
18 37 50.01 ,18 50 53.13 
18 37 50.76 ,18 51 40.14 
18 37 52.47 ,18 49 39.53 
18 37 45.18 ,18 49 02.58 
18 37 50.09 ,18 51 34.39 
18 37 47.58 ,18 50 23.65 
18 37 43.61 ,18 50 04.22 
18 37 49.89 ,18 51 30.97 
18 37 47.92 ,18 49 44.52 
18 37 50.25 ,18 49 10.75 
18 37 46.15 ,18 49 14.56 
18 37 42.77 ,18 51 06.26 
18 37 46.28 ,18 50 22.88 
18 37 43.97 ,18 51 22.68 
18 37 43.36 ,18 51 15.94 
18 37 45.36 ,18 50 20.52 
18 37 50.44 ,18 50 48.11 
18 37 48.39 ,18 51 06.97 
18 37 51.52 ,18 50 22.13 
18 37 53.55 ,18 50 55.16 
18 37 45.29 ,18 50 11.98 
18 37 52.98 ,18 50 08.53 
18 37 50.60 ,18 50 00.77 
18 37 47.13 ,18 49 32.28 
18 37 50.84 ,18 50 27.84 
18 37 43.86 ,18 50 24.91 
18 37 42.40 ,18 50 20.42 
18 37 47.29 ,18 48 55.33 
18 37 43.62 ,18 51 27.89 
18 37 48.34 ,18 50 24.81 
18 37 53.44 ,18 49 48.73 
18 37 49.70 ,18 51 24.72 
18 37 44.50 ,18 51 17.18 
18 37 48.87 ,18 51 35.11 
18 37 54.72 ,18 50 56.69 
18 37 53.57 ,18 50 23.57 
18 37 44.82 ,18 50 33.85 
18 37 49.71 ,18 50 31.93 
18 37 45.24 ,18 51 27.28 
18 37 48.04 ,18 49 59.19 
18 37 50.76 ,18 49 38.31 
18 37 53.16 ,18 50 20.38 
18 37 49.92 ,18 51 41.77 
18 37 48.34 ,18 49 57.32 
18 37 49.97 ,18 50 31.99 
18 37 47.83 ,18 49 36.77 
18 37 50.23 ,18 51 43.21 
18 37 50.69 ,18 50 34.44 
18 37 42.18 ,18 49 35.21 
18 37 47.96 ,18 51 33.01 
18 37 44.63 ,18 49 39.07 
18 37 46.10 ,18 49 51.63 
18 37 46.49 ,18 49 03.51 
18 37 52.46 ,18 50 26.57 
18 37 46.36 ,18 50 37.28 
18 37 48.09 ,18 51 58.53 
18 37 42.32 ,18 50 09.02 
18 37 47.46 ,18 50 59.31 
18 37 43.16 ,18 50 41.64 
18 37 50.16 ,18 49 12.67 
18 37 46.94 ,18 50 15.58 
18 37 41.75 ,18 49 52.53 
18 37 47.88 ,18 51 06.30 
18 37 54.39 ,18 50 31.09 
18 37 46.14 ,18 49 55.02 
18 37 53.28 ,18 49 38.28 
18 37 43.11 ,18 49 50.01 
18 37 41.64 ,18 50 24.53 
18 37 53.72 ,18 50 40.30 
18 37 47.15 ,18 49 25.00 
18 37 43.16 ,18 50 30.58 
18 37 52.82 ,18 50 49.53 
18 37 52.18 ,18 51 45.21 
18 37 44.86 ,18 50 39.83 
18 37 53.16 ,18 49 47.48 
18 37 50.42 ,18 50 06.94 
18 37 43.08 ,18 50 01.35 
18 37 52.23 ,18 50 51.47 
18 37 50.23 ,18 50 54.58 
18 37 42.63 ,18 50 10.90 
18 37 49.37 ,18 51 16.42 
18 37 50.34 ,18 51 17.13 
18 37 46.76 ,18 51 00.34 
18 37 44.78 ,18 51 26.34 
18 37 51.24 ,18 50 45.56 
18 37 45.50 ,18 50 34.51 
18 37 47.79 ,18 50 47.74 
18 37 48.05 ,18 50 53.27 
18 37 43.50 ,18 50 17.63 
18 37 49.27 ,18 50 20.28 
18 37 48.56 ,18 50 06.81 
18 37 49.44 ,18 49 18.60 
18 37 47.07 ,18 49 58.04 
18 37 54.40 ,18 50 08.24 
18 37 46.14 ,18 51 50.75 
18 37 53.90 ,18 50 38.08 
18 37 44.70 ,18 49 35.42 
18 37 53.00 ,18 50 28.87 
18 37 50.19 ,18 50 45.73 
18 37 44.69 ,18 51 41.72 
18 37 52.07 ,18 51 14.52 
18 37 51.43 ,18 51 33.77 
18 37 49.88 ,18 51 07.67 
18 37 50.66 ,18 51 14.31 
18 37 48.18 ,18 49 17.89 
18 37 44.00 ,18 51 09.20 
18 37 45.25 ,18 50 47.71 
18 37 41.20 ,18 49 57.08 
18 37 51.60 ,18 49 53.45 
18 37 44.25 ,18 50 57.03 
18 37 50.56 ,18 50 21.44 
18 37 46.95 ,18 51 21.61 
18 37 50.60 ,18 50 31.96 
18 37 46.61 ,18 50 13.26 
18 37 47.95 ,18 50 28.84 
18 37 50.43 ,18 51 34.12 
18 37 48.82 ,18 50 27.22 
18 37 49.09 ,18 51 00.48 
18 37 47.55 ,18 50 17.06 
18 37 47.79 ,18 50 37.96 
18 37 48.61 ,18 50 59.57 
18 37 51.34 ,18 49 30.95 
18 37 53.12 ,18 51 07.87 
18 37 47.09 ,18 50 04.77 
18 37 45.85 ,18 51 44.88 
18 37 50.66 ,18 49 57.05 
18 37 47.41 ,18 48 46.03 
18 37 52.56 ,18 50 30.04 
18 37 54.40 ,18 50 17.60 
18 37 51.86 ,18 50 15.49 
18 37 52.20 ,18 50 59.44 
18 37 43.47 ,18 50 23.86 
18 37 48.49 ,18 50 00.85 
18 37 49.68 ,18 50 33.60 
18 37 42.70 ,18 51 08.32 
18 37 50.16 ,18 51 36.66 
18 37 44.77 ,18 50 29.43 
18 37 47.11 ,18 51 06.03 
18 37 43.34 ,18 50 21.60 
18 37 46.96 ,18 49 48.95 
18 37 45.34 ,18 50 13.99 
18 37 44.32 ,18 49 49.66 
18 37 42.01 ,18 51 00.32 
18 37 47.15 ,18 50 48.64 
18 37 51.11 ,18 50 46.10 
18 37 50.20 ,18 50 23.77 
18 37 47.56 ,18 50 41.56 
18 37 54.35 ,18 50 31.16 
18 37 46.22 ,18 50 52.63 
18 37 46.68 ,18 51 32.46 
18 37 51.74 ,18 51 34.72 
18 37 46.80 ,18 50 38.80 
18 37 47.98 ,18 51 48.99 
18 37 44.40 ,18 49 37.61 
18 37 49.17 ,18 51 20.92 
