ra,dec
12 59 57.81 ,35 00 04.01 
12 59 57.79 ,34 59 58.07 
13 00 01.25 ,34 59 40.97 
12 59 59.61 ,34 59 48.65 
13 00 00.27 ,34 59 43.68 
13 00 01.51 ,35 00 12.55 
12 59 59.34 ,35 00 08.84 
12 59 58.95 ,35 00 23.64 
12 59 59.49 ,35 00 02.43 
12 59 58.95 ,34 59 25.00 
13 00 01.80 ,35 00 23.65 
12 59 58.58 ,35 00 06.47 
13 00 00.99 ,34 59 38.35 
13 00 00.43 ,34 59 53.76 
12 59 58.12 ,34 59 49.12 
13 00 00.27 ,35 00 22.17 
13 00 00.46 ,34 59 36.15 
12 59 58.85 ,34 59 39.92 
12 59 58.79 ,34 59 37.60 
12 59 59.85 ,34 59 32.55 
12 59 59.85 ,35 00 21.08 
12 59 58.88 ,34 59 37.18 
12 59 59.00 ,34 59 36.37 
13 00 01.74 ,35 00 29.61 
12 59 59.67 ,35 00 20.04 
12 59 58.48 ,35 00 29.51 
12 59 58.74 ,34 59 28.55 
12 59 58.37 ,35 00 21.04 
12 59 59.24 ,34 59 32.85 
13 00 01.77 ,34 59 42.02 
13 00 00.49 ,34 59 57.21 
12 59 59.33 ,35 00 31.11 
12 59 59.42 ,34 59 26.16 
12 59 57.12 ,34 59 55.07 
12 59 59.23 ,35 00 13.12 
13 00 01.20 ,34 59 22.14 
13 00 01.37 ,35 00 09.34 
13 00 01.93 ,34 59 32.96 
13 00 02.95 ,35 00 01.55 
12 59 59.30 ,35 00 08.13 
12 59 58.44 ,34 59 52.54 
12 59 59.36 ,34 59 28.57 
13 00 01.07 ,34 59 46.03 
12 59 59.08 ,34 59 52.83 
12 59 58.99 ,34 59 59.53 
13 00 01.32 ,34 59 31.19 
13 00 00.84 ,35 00 37.73 
13 00 02.59 ,35 00 18.47 
13 00 02.61 ,34 59 33.18 
13 00 01.19 ,35 00 20.95 
12 59 57.56 ,34 59 40.08 
13 00 00.19 ,34 59 45.61 
12 59 59.26 ,34 59 39.15 
12 59 59.21 ,34 59 53.02 
12 59 58.10 ,35 00 19.43 
13 00 01.29 ,34 59 57.74 
13 00 00.05 ,35 00 12.12 
12 59 58.73 ,34 59 28.42 
12 59 59.51 ,34 59 39.00 
13 00 00.56 ,34 59 59.45 
12 59 59.72 ,34 59 49.36 
12 59 58.58 ,34 59 52.82 
13 00 03.11 ,34 59 51.34 
12 59 57.98 ,34 59 46.64 
12 59 59.02 ,35 00 14.72 
12 59 57.78 ,35 00 10.54 
13 00 01.64 ,34 59 47.37 
12 59 58.46 ,35 00 27.30 
12 59 58.79 ,35 00 01.97 
13 00 01.29 ,34 59 34.82 
12 59 59.82 ,35 00 36.91 
12 59 59.11 ,34 59 26.49 
12 59 58.03 ,34 59 47.08 
13 00 00.46 ,35 00 19.99 
13 00 02.44 ,35 00 00.26 
13 00 02.91 ,35 00 15.87 
13 00 00.14 ,34 59 34.69 
13 00 01.69 ,35 00 17.15 
13 00 00.95 ,34 59 41.60 
12 59 59.86 ,34 59 56.85 
12 59 57.78 ,35 00 08.31 
13 00 02.07 ,35 00 13.16 
13 00 01.07 ,34 59 45.19 
12 59 57.86 ,34 59 30.62 
12 59 59.67 ,35 00 20.83 
12 59 57.24 ,34 59 48.18 
13 00 02.08 ,34 59 32.92 
13 00 01.67 ,34 59 45.93 
13 00 02.10 ,34 59 44.57 
12 59 57.69 ,35 00 07.55 
13 00 01.28 ,35 00 12.06 
13 00 00.69 ,35 00 16.53 
13 00 02.71 ,34 59 58.85 
12 59 57.46 ,35 00 11.74 
13 00 02.41 ,34 59 57.20 
12 59 58.35 ,34 59 57.59 
12 59 58.53 ,34 59 35.00 
12 59 57.96 ,35 00 04.18 
13 00 01.98 ,35 00 14.05 
13 00 02.12 ,35 00 29.23 
12 59 57.93 ,35 00 11.53 
12 59 58.89 ,35 00 08.21 
12 59 58.39 ,35 00 24.88 
12 59 59.61 ,34 59 40.00 
13 00 01.36 ,34 59 53.91 
12 59 59.42 ,34 59 45.93 
12 59 59.94 ,34 59 41.51 
13 00 02.02 ,34 59 44.77 
13 00 02.89 ,34 59 58.24 
13 00 00.44 ,35 00 07.71 
12 59 59.66 ,34 59 41.71 
12 59 59.63 ,35 00 11.55 
13 00 01.06 ,35 00 10.88 
13 00 00.07 ,34 59 49.15 
12 59 58.80 ,35 00 20.26 
13 00 01.25 ,34 59 32.56 
12 59 59.51 ,34 59 54.28 
12 59 58.41 ,35 00 00.48 
13 00 00.87 ,34 59 51.65 
12 59 59.91 ,34 59 52.20 
12 59 57.46 ,34 59 50.00 
12 59 59.89 ,35 00 26.60 
13 00 00.46 ,34 59 45.78 
12 59 59.93 ,34 59 57.95 
12 59 58.12 ,35 00 11.17 
12 59 59.49 ,35 00 09.72 
13 00 02.69 ,34 59 50.17 
12 59 59.04 ,34 59 30.58 
13 00 01.70 ,35 00 04.65 
12 59 58.34 ,34 59 55.04 
12 59 58.85 ,35 00 24.62 
13 00 01.97 ,35 00 30.69 
12 59 58.65 ,35 00 27.93 
13 00 00.22 ,34 59 36.42 
13 00 02.49 ,34 59 32.15 
12 59 58.25 ,35 00 07.32 
12 59 59.00 ,35 00 26.02 
12 59 57.10 ,34 59 48.28 
13 00 01.08 ,35 00 11.66 
13 00 00.04 ,34 59 38.90 
12 59 59.99 ,35 00 34.34 
13 00 00.10 ,34 59 59.02 
12 59 57.96 ,35 00 15.90 
13 00 01.63 ,35 00 36.47 
13 00 01.36 ,35 00 24.88 
12 59 59.75 ,34 59 24.52 
13 00 00.93 ,35 00 11.77 
12 59 59.72 ,35 00 23.99 
13 00 02.17 ,34 59 52.72 
12 59 58.53 ,35 00 20.86 
13 00 01.40 ,35 00 36.79 
13 00 01.85 ,35 00 12.03 
12 59 59.46 ,35 00 21.59 
13 00 01.62 ,34 59 24.20 
12 59 57.44 ,35 00 15.70 
12 59 59.72 ,34 59 25.88 
13 00 00.23 ,35 00 07.24 
13 00 02.95 ,35 00 11.32 
12 59 58.59 ,35 00 01.42 
13 00 02.87 ,34 59 43.43 
13 00 02.37 ,35 00 08.79 
13 00 00.61 ,34 59 59.43 
13 00 00.31 ,34 59 59.68 
13 00 00.69 ,34 59 31.12 
13 00 02.40 ,35 00 12.87 
12 59 59.14 ,34 59 30.37 
12 59 57.97 ,35 00 14.59 
13 00 01.59 ,35 00 00.59 
13 00 01.87 ,35 00 01.56 
13 00 00.30 ,34 59 56.16 
12 59 57.61 ,35 00 21.19 
12 59 58.80 ,34 59 30.82 
13 00 00.89 ,34 59 50.49 
12 59 58.99 ,34 59 40.74 
13 00 01.63 ,35 00 06.77 
12 59 59.11 ,34 59 46.99 
13 00 02.39 ,35 00 24.35 
13 00 01.07 ,35 00 06.35 
13 00 01.03 ,35 00 07.15 
13 00 02.26 ,34 59 36.78 
12 59 59.72 ,34 59 38.24 
12 59 59.11 ,34 59 43.78 
12 59 58.46 ,34 59 37.45 
12 59 58.61 ,34 59 55.40 
12 59 59.21 ,34 59 32.14 
13 00 00.70 ,34 59 23.06 
12 59 59.15 ,35 00 32.30 
13 00 00.76 ,35 00 32.52 
12 59 58.74 ,35 00 34.25 
13 00 01.43 ,34 59 57.19 
13 00 01.25 ,34 59 48.64 
12 59 58.03 ,35 00 08.93 
12 59 58.82 ,35 00 16.34 
13 00 02.32 ,34 59 58.43 
13 00 02.45 ,34 59 35.94 
13 00 01.97 ,35 00 30.37 
12 59 58.23 ,34 59 47.35 
13 00 00.06 ,35 00 13.69 
13 00 01.58 ,35 00 22.47 
13 00 00.26 ,34 59 21.85 
13 00 01.42 ,34 59 28.69 
12 59 59.37 ,35 00 26.38 
12 59 57.88 ,35 00 17.47 
13 00 02.10 ,34 59 48.33 
13 00 03.01 ,35 00 03.48 
13 00 01.41 ,35 00 14.83 
13 00 00.30 ,35 00 09.56 
12 59 59.44 ,35 00 01.45 
13 00 00.93 ,34 59 32.89 
12 59 57.47 ,34 59 60.00 
13 00 00.37 ,34 59 58.10 
12 59 59.08 ,35 00 09.89 
12 59 58.04 ,34 59 54.49 
13 00 00.60 ,34 59 31.84 
12 59 58.76 ,35 00 16.62 
12 59 58.34 ,34 59 56.18 
13 00 00.06 ,34 59 44.23 
13 00 02.98 ,34 59 54.16 
13 00 01.15 ,35 00 33.29 
12 59 58.26 ,35 00 17.25 
12 59 58.01 ,35 00 03.59 
12 59 58.93 ,35 00 05.58 
12 59 58.06 ,35 00 05.21 
12 59 58.70 ,34 59 30.34 
13 00 01.91 ,35 00 29.53 
12 59 58.42 ,35 00 08.48 
12 59 59.32 ,34 59 45.78 
12 59 57.53 ,35 00 03.37 
12 59 59.51 ,35 00 15.49 
13 00 01.84 ,35 00 10.98 
12 59 58.46 ,34 59 44.53 
12 59 58.05 ,34 59 41.22 
12 59 58.06 ,35 00 23.95 
13 00 01.19 ,34 59 44.63 
12 59 59.75 ,34 59 56.52 
13 00 00.10 ,34 59 54.67 
13 00 01.39 ,35 00 04.07 
12 59 57.84 ,34 59 47.16 
12 59 59.60 ,35 00 36.63 
12 59 59.21 ,34 59 52.02 
12 59 59.20 ,35 00 13.58 
12 59 59.86 ,35 00 26.71 
12 59 58.61 ,35 00 03.63 
13 00 01.60 ,34 59 41.66 
12 59 58.73 ,34 59 49.94 
12 59 59.95 ,34 59 46.81 
12 59 58.41 ,34 59 31.73 
13 00 00.76 ,35 00 18.51 
12 59 58.17 ,34 59 36.55 
13 00 01.53 ,35 00 07.74 
12 59 58.06 ,34 59 58.39 
13 00 00.22 ,35 00 19.29 
12 59 59.63 ,34 59 46.05 
12 59 59.46 ,35 00 22.14 
12 59 57.72 ,35 00 12.01 
13 00 00.20 ,35 00 30.25 
12 59 59.15 ,35 00 11.47 
12 59 59.16 ,34 59 38.06 
12 59 59.13 ,35 00 12.97 
