ra,dec
15 30 34.95 ,15 06 44.32 
15 30 38.88 ,15 06 45.32 
15 30 35.14 ,15 06 28.91 
15 30 36.76 ,15 07 02.75 
15 30 37.92 ,15 06 42.70 
15 30 37.70 ,15 07 00.83 
15 30 34.93 ,15 06 43.87 
15 30 34.78 ,15 06 45.81 
15 30 35.78 ,15 06 23.61 
15 30 37.22 ,15 06 47.07 
15 30 34.86 ,15 06 34.10 
15 30 33.69 ,15 06 30.98 
15 30 35.31 ,15 06 11.26 
15 30 37.82 ,15 06 44.88 
15 30 36.60 ,15 06 39.44 
15 30 37.61 ,15 06 14.12 
15 30 37.69 ,15 06 50.66 
15 30 34.19 ,15 06 42.51 
15 30 37.59 ,15 06 37.22 
15 30 33.85 ,15 06 56.74 
15 30 34.77 ,15 06 25.00 
15 30 37.40 ,15 06 45.64 
15 30 34.00 ,15 06 31.21 
15 30 37.68 ,15 06 56.46 
15 30 37.94 ,15 06 22.21 
15 30 35.55 ,15 06 14.30 
15 30 36.28 ,15 06 58.25 
15 30 36.44 ,15 05 59.10 
15 30 38.39 ,15 06 31.68 
15 30 34.63 ,15 06 42.68 
15 30 36.15 ,15 06 20.64 
15 30 35.92 ,15 06 29.13 
15 30 33.65 ,15 06 25.49 
15 30 35.18 ,15 06 40.42 
15 30 34.86 ,15 06 11.14 
15 30 35.03 ,15 06 10.98 
15 30 35.44 ,15 06 16.38 
15 30 37.76 ,15 06 54.56 
15 30 37.05 ,15 06 52.73 
15 30 35.13 ,15 06 21.62 
15 30 36.00 ,15 07 05.12 
15 30 36.34 ,15 06 23.09 
15 30 37.21 ,15 07 00.40 
15 30 37.15 ,15 06 29.27 
15 30 36.97 ,15 06 24.31 
15 30 35.28 ,15 06 40.75 
15 30 36.93 ,15 07 06.76 
15 30 38.63 ,15 06 21.19 
15 30 37.42 ,15 06 37.26 
15 30 36.01 ,15 06 26.03 
15 30 34.34 ,15 06 53.73 
15 30 36.08 ,15 06 42.71 
15 30 36.23 ,15 06 50.70 
15 30 36.27 ,15 06 58.60 
15 30 38.84 ,15 06 34.88 
15 30 37.95 ,15 06 09.47 
15 30 36.86 ,15 06 13.66 
15 30 37.78 ,15 06 57.69 
15 30 34.21 ,15 06 41.55 
15 30 36.98 ,15 06 54.09 
15 30 38.40 ,15 06 27.66 
15 30 35.27 ,15 06 47.17 
15 30 37.00 ,15 06 19.50 
15 30 36.07 ,15 06 27.43 
15 30 34.36 ,15 06 21.18 
15 30 35.34 ,15 06 05.08 
15 30 38.78 ,15 06 32.68 
15 30 36.99 ,15 06 45.57 
15 30 36.34 ,15 06 49.55 
15 30 34.91 ,15 06 43.36 
15 30 33.63 ,15 06 44.91 
15 30 33.93 ,15 07 01.42 
15 30 36.51 ,15 06 15.25 
15 30 36.34 ,15 07 14.67 
15 30 37.21 ,15 06 42.96 
15 30 35.66 ,15 06 31.05 
15 30 33.96 ,15 06 16.88 
15 30 34.42 ,15 06 28.15 
15 30 36.25 ,15 06 15.63 
15 30 35.53 ,15 06 43.61 
15 30 34.03 ,15 06 26.91 
15 30 35.59 ,15 07 12.37 
15 30 35.22 ,15 06 05.16 
15 30 35.87 ,15 07 07.02 
15 30 36.00 ,15 06 18.70 
15 30 34.62 ,15 07 00.33 
15 30 34.42 ,15 06 59.78 
15 30 36.45 ,15 06 30.70 
15 30 38.49 ,15 06 39.89 
15 30 34.24 ,15 06 48.21 
15 30 35.33 ,15 06 44.77 
15 30 38.25 ,15 06 14.82 
15 30 38.05 ,15 06 30.11 
15 30 33.84 ,15 06 52.63 
15 30 34.65 ,15 06 25.27 
15 30 37.71 ,15 06 44.63 
15 30 35.54 ,15 06 40.41 
15 30 36.65 ,15 07 13.91 
15 30 36.53 ,15 06 53.80 
15 30 34.92 ,15 06 24.21 
15 30 35.40 ,15 06 49.09 
15 30 35.28 ,15 06 09.11 
15 30 38.40 ,15 06 44.80 
15 30 34.25 ,15 06 20.96 
15 30 35.69 ,15 06 22.49 
15 30 35.11 ,15 06 08.37 
15 30 37.97 ,15 06 12.27 
15 30 34.62 ,15 06 22.73 
15 30 36.35 ,15 06 27.64 
15 30 36.27 ,15 07 02.61 
15 30 36.36 ,15 06 31.58 
15 30 36.93 ,15 06 25.74 
15 30 35.32 ,15 06 49.35 
15 30 34.78 ,15 06 18.43 
15 30 35.61 ,15 06 26.91 
15 30 36.18 ,15 05 58.23 
15 30 37.80 ,15 06 30.08 
15 30 33.75 ,15 06 30.80 
15 30 38.66 ,15 06 31.10 
15 30 35.07 ,15 06 36.20 
15 30 34.43 ,15 06 48.86 
15 30 37.34 ,15 07 08.83 
15 30 36.29 ,15 06 26.51 
15 30 36.65 ,15 06 17.94 
15 30 36.79 ,15 06 33.46 
15 30 36.27 ,15 06 40.62 
15 30 37.78 ,15 06 49.17 
15 30 35.34 ,15 07 00.12 
15 30 36.55 ,15 06 05.15 
15 30 36.32 ,15 07 07.49 
15 30 34.32 ,15 06 50.88 
15 30 34.67 ,15 07 08.89 
15 30 37.59 ,15 06 10.87 
15 30 37.38 ,15 06 38.95 
15 30 34.73 ,15 07 01.58 
15 30 35.60 ,15 07 02.97 
15 30 34.82 ,15 06 26.02 
15 30 35.22 ,15 06 43.25 
15 30 33.88 ,15 06 25.92 
15 30 35.73 ,15 07 07.07 
15 30 35.73 ,15 06 37.38 
15 30 38.37 ,15 06 16.78 
15 30 35.80 ,15 06 29.19 
15 30 35.09 ,15 06 33.86 
15 30 35.43 ,15 06 17.95 
15 30 34.67 ,15 06 14.23 
15 30 35.26 ,15 06 06.38 
15 30 35.13 ,15 06 26.03 
15 30 34.46 ,15 06 07.14 
15 30 35.72 ,15 06 23.10 
15 30 36.87 ,15 06 11.08 
15 30 37.67 ,15 06 50.80 
15 30 35.79 ,15 07 05.89 
15 30 36.57 ,15 06 47.50 
15 30 35.56 ,15 06 38.25 
15 30 36.22 ,15 06 34.04 
15 30 34.07 ,15 06 33.96 
15 30 35.32 ,15 06 15.15 
15 30 33.89 ,15 06 39.88 
15 30 35.97 ,15 06 52.68 
15 30 36.71 ,15 06 52.88 
15 30 36.71 ,15 06 25.14 
15 30 37.67 ,15 06 25.59 
15 30 36.44 ,15 06 55.37 
15 30 37.36 ,15 07 02.34 
15 30 34.34 ,15 06 58.80 
15 30 36.74 ,15 06 17.48 
15 30 36.19 ,15 06 00.63 
15 30 36.04 ,15 06 06.78 
15 30 36.70 ,15 06 26.45 
15 30 36.61 ,15 06 24.69 
15 30 35.22 ,15 07 04.88 
15 30 35.60 ,15 07 07.56 
15 30 35.18 ,15 06 42.24 
15 30 36.73 ,15 06 37.71 
15 30 36.29 ,15 06 49.77 
15 30 36.95 ,15 06 05.39 
15 30 37.44 ,15 06 19.48 
15 30 34.09 ,15 06 33.73 
15 30 38.58 ,15 06 26.86 
15 30 37.12 ,15 06 53.23 
15 30 34.95 ,15 06 35.24 
15 30 34.66 ,15 06 48.78 
15 30 37.35 ,15 06 27.27 
15 30 35.94 ,15 06 25.73 
15 30 36.46 ,15 06 27.64 
15 30 38.19 ,15 06 47.59 
15 30 36.43 ,15 06 02.32 
15 30 35.69 ,15 06 45.79 
15 30 34.21 ,15 06 37.79 
15 30 35.03 ,15 06 28.16 
15 30 34.83 ,15 06 14.53 
15 30 36.07 ,15 06 44.24 
15 30 35.93 ,15 07 00.45 
15 30 35.41 ,15 06 42.74 
15 30 36.06 ,15 06 14.59 
15 30 35.19 ,15 07 01.58 
15 30 35.98 ,15 06 00.32 
15 30 37.16 ,15 05 58.60 
15 30 35.38 ,15 06 51.53 
15 30 35.62 ,15 06 29.76 
15 30 37.66 ,15 06 41.41 
15 30 35.36 ,15 06 21.63 
15 30 37.57 ,15 06 44.35 
15 30 34.38 ,15 06 23.54 
15 30 36.26 ,15 06 06.47 
15 30 35.37 ,15 06 05.45 
15 30 35.07 ,15 06 58.12 
15 30 34.43 ,15 06 14.13 
15 30 35.35 ,15 06 27.89 
15 30 34.63 ,15 06 28.30 
15 30 35.50 ,15 06 44.98 
15 30 36.94 ,15 06 16.16 
15 30 34.78 ,15 06 47.34 
15 30 34.52 ,15 06 53.56 
15 30 36.04 ,15 06 10.25 
15 30 36.37 ,15 06 51.83 
15 30 34.33 ,15 06 44.04 
15 30 34.23 ,15 06 59.75 
15 30 35.60 ,15 06 20.10 
15 30 35.61 ,15 06 47.53 
15 30 33.95 ,15 06 49.31 
15 30 35.19 ,15 06 20.99 
15 30 34.56 ,15 06 54.25 
15 30 36.38 ,15 07 01.68 
15 30 35.96 ,15 06 18.80 
15 30 34.89 ,15 06 10.72 
15 30 37.17 ,15 06 36.73 
15 30 38.12 ,15 06 43.41 
15 30 35.91 ,15 06 37.28 
15 30 37.23 ,15 06 21.66 
15 30 36.56 ,15 06 48.62 
15 30 36.35 ,15 06 16.48 
15 30 37.31 ,15 06 19.15 
15 30 38.60 ,15 06 31.29 
15 30 36.82 ,15 06 06.64 
15 30 37.18 ,15 06 53.44 
15 30 37.84 ,15 06 56.76 
15 30 35.12 ,15 06 34.54 
15 30 35.70 ,15 06 36.48 
15 30 35.91 ,15 06 17.79 
15 30 38.82 ,15 06 41.42 
15 30 36.34 ,15 06 55.74 
15 30 36.26 ,15 06 37.07 
15 30 37.59 ,15 07 01.12 
15 30 35.21 ,15 06 50.81 
15 30 36.64 ,15 06 56.70 
15 30 36.08 ,15 06 35.18 
15 30 37.43 ,15 06 18.25 
15 30 36.93 ,15 06 44.25 
15 30 36.86 ,15 06 46.92 
15 30 38.28 ,15 06 31.48 
15 30 35.01 ,15 06 49.63 
15 30 33.80 ,15 06 47.36 
15 30 35.18 ,15 06 38.35 
15 30 36.17 ,15 07 00.49 
15 30 34.64 ,15 06 46.85 
15 30 33.85 ,15 06 50.98 
15 30 37.58 ,15 06 52.32 
15 30 36.00 ,15 06 22.14 
15 30 38.18 ,15 06 56.55 
15 30 34.07 ,15 06 29.63 
15 30 37.98 ,15 06 37.11 
15 30 34.62 ,15 06 28.93 
15 30 33.92 ,15 06 36.79 
15 30 37.77 ,15 06 35.40 
15 30 35.91 ,15 07 06.08 
15 30 37.29 ,15 06 38.46 
15 30 34.48 ,15 06 40.53 
15 30 34.78 ,15 07 04.86 
15 30 36.44 ,15 06 39.81 
15 30 35.47 ,15 06 37.59 
15 30 35.90 ,15 06 33.78 
15 30 36.26 ,15 06 47.41 
15 30 34.28 ,15 06 24.70 
15 30 36.31 ,15 06 36.14 
15 30 37.98 ,15 06 10.96 
15 30 34.52 ,15 06 27.19 
15 30 38.12 ,15 06 20.27 
15 30 37.79 ,15 06 25.85 
15 30 34.02 ,15 06 45.96 
15 30 34.62 ,15 06 09.18 
15 30 34.65 ,15 07 02.19 
15 30 35.12 ,15 06 26.26 
15 30 34.65 ,15 06 24.49 
15 30 38.09 ,15 06 08.94 
15 30 34.24 ,15 06 46.20 
15 30 36.73 ,15 06 30.03 
15 30 37.85 ,15 06 21.62 
15 30 36.46 ,15 06 03.40 
15 30 37.82 ,15 06 42.62 
15 30 35.15 ,15 06 53.83 
15 30 35.82 ,15 06 08.44 
15 30 38.05 ,15 06 10.14 
15 30 36.95 ,15 06 04.74 
15 30 36.33 ,15 06 09.57 
15 30 37.55 ,15 06 27.58 
15 30 34.44 ,15 06 17.20 
15 30 37.86 ,15 06 07.92 
15 30 35.44 ,15 06 30.51 
15 30 36.22 ,15 07 08.97 
15 30 36.42 ,15 06 02.93 
15 30 34.28 ,15 06 39.52 
15 30 35.42 ,15 06 24.31 
15 30 36.40 ,15 06 07.46 
15 30 35.44 ,15 06 24.14 
15 30 38.20 ,15 06 27.99 
15 30 34.87 ,15 07 09.92 
15 30 34.89 ,15 06 26.92 
15 30 36.55 ,15 06 10.21 
15 30 36.73 ,15 07 03.32 
15 30 36.95 ,15 06 57.00 
15 30 37.79 ,15 07 00.85 
15 30 36.63 ,15 06 35.11 
15 30 35.53 ,15 06 04.00 
15 30 35.48 ,15 06 16.60 
15 30 37.70 ,15 06 55.68 
15 30 34.84 ,15 06 47.52 
15 30 37.33 ,15 06 56.90 
15 30 36.08 ,15 06 08.90 
15 30 35.99 ,15 06 12.21 
15 30 36.92 ,15 06 41.69 
15 30 35.95 ,15 06 36.33 
15 30 37.10 ,15 06 54.38 
15 30 38.23 ,15 06 14.16 
15 30 37.87 ,15 06 18.89 
15 30 36.40 ,15 06 27.40 
15 30 36.37 ,15 06 14.40 
15 30 36.11 ,15 06 30.69 
15 30 35.99 ,15 05 56.78 
15 30 36.64 ,15 06 39.79 
15 30 34.89 ,15 07 04.36 
15 30 36.75 ,15 06 52.28 
15 30 37.33 ,15 06 49.32 
15 30 35.58 ,15 06 54.94 
15 30 36.94 ,15 06 26.87 
15 30 36.46 ,15 06 59.90 
15 30 35.21 ,15 06 21.79 
15 30 37.60 ,15 06 44.67 
15 30 35.37 ,15 06 03.02 
15 30 37.40 ,15 06 03.94 
15 30 37.12 ,15 06 34.27 
15 30 38.32 ,15 06 53.93 
15 30 36.90 ,15 06 26.72 
15 30 35.94 ,15 06 49.22 
15 30 35.10 ,15 06 13.85 
15 30 33.99 ,15 06 50.44 
15 30 36.10 ,15 06 53.10 
15 30 35.83 ,15 06 11.10 
15 30 36.94 ,15 07 08.33 
15 30 34.91 ,15 06 26.14 
15 30 36.67 ,15 06 13.42 
15 30 38.38 ,15 06 41.38 
15 30 36.29 ,15 06 24.12 
15 30 36.27 ,15 06 23.58 
15 30 36.89 ,15 06 39.09 
15 30 36.51 ,15 06 29.77 
