ra,dec
03 14 58.69 ,-19 34 30.21 
03 15 02.31 ,-19 35 12.88 
03 15 00.34 ,-19 35 07.09 
03 14 58.87 ,-19 34 45.83 
03 15 00.66 ,-19 34 27.91 
03 15 00.70 ,-19 35 03.96 
03 15 02.61 ,-19 34 42.28 
03 14 59.50 ,-19 34 52.21 
03 14 59.15 ,-19 34 34.97 
03 15 01.00 ,-19 35 01.43 
03 15 01.32 ,-19 35 17.63 
03 14 59.85 ,-19 34 33.88 
03 15 00.93 ,-19 34 44.87 
03 15 01.41 ,-19 34 54.07 
03 15 00.24 ,-19 34 41.36 
03 14 59.05 ,-19 34 13.29 
03 15 02.16 ,-19 35 03.90 
03 14 58.18 ,-19 34 41.39 
03 14 59.87 ,-19 34 47.05 
03 15 01.27 ,-19 34 21.46 
03 15 02.07 ,-19 35 01.56 
03 14 59.31 ,-19 35 18.05 
03 14 58.18 ,-19 34 43.69 
03 14 58.54 ,-19 35 15.72 
03 15 00.71 ,-19 35 09.21 
03 14 59.87 ,-19 34 35.04 
03 15 01.86 ,-19 35 11.48 
03 15 00.98 ,-19 34 48.48 
03 14 59.99 ,-19 34 17.99 
03 15 00.77 ,-19 35 12.14 
03 15 00.69 ,-19 34 39.85 
03 15 00.63 ,-19 35 01.04 
03 15 00.79 ,-19 34 22.46 
03 14 57.93 ,-19 35 03.90 
03 14 57.47 ,-19 35 02.11 
03 15 00.85 ,-19 34 49.13 
03 15 02.75 ,-19 34 54.91 
03 15 01.49 ,-19 34 53.23 
03 15 00.16 ,-19 34 22.09 
03 14 59.66 ,-19 34 58.28 
03 14 59.47 ,-19 34 17.67 
03 14 59.39 ,-19 35 06.68 
03 14 59.56 ,-19 34 55.78 
03 14 59.78 ,-19 34 20.26 
03 15 00.52 ,-19 34 15.68 
03 14 59.95 ,-19 35 20.30 
03 15 01.99 ,-19 34 47.84 
03 15 00.54 ,-19 34 35.93 
03 14 59.79 ,-19 34 29.09 
03 14 58.10 ,-19 35 05.26 
03 15 00.69 ,-19 34 56.87 
03 15 00.72 ,-19 34 38.16 
03 15 01.00 ,-19 34 51.95 
03 15 01.01 ,-19 34 57.66 
03 14 59.57 ,-19 34 49.66 
03 15 00.54 ,-19 34 53.50 
03 15 01.40 ,-19 35 22.08 
03 14 58.67 ,-19 35 07.62 
03 14 59.02 ,-19 34 37.88 
03 15 00.47 ,-19 35 02.42 
03 14 57.80 ,-19 34 47.48 
03 15 00.55 ,-19 35 00.81 
03 15 00.45 ,-19 35 14.94 
03 15 01.03 ,-19 34 17.67 
03 14 58.99 ,-19 34 32.05 
03 14 59.39 ,-19 35 22.55 
03 14 58.66 ,-19 34 43.32 
03 14 58.32 ,-19 34 37.06 
03 14 59.82 ,-19 35 12.84 
03 15 00.43 ,-19 35 09.24 
03 14 57.74 ,-19 34 39.08 
03 14 59.18 ,-19 34 55.86 
03 15 02.20 ,-19 34 38.64 
03 14 58.71 ,-19 34 25.26 
03 15 01.86 ,-19 34 19.82 
03 15 01.66 ,-19 34 58.22 
03 15 01.54 ,-19 34 24.71 
03 14 59.56 ,-19 34 19.44 
03 15 02.82 ,-19 34 56.40 
03 15 00.03 ,-19 34 50.78 
03 14 59.28 ,-19 35 08.74 
03 14 59.07 ,-19 35 07.40 
03 15 02.08 ,-19 34 47.88 
03 14 59.29 ,-19 35 00.69 
03 14 59.41 ,-19 35 03.36 
03 14 58.18 ,-19 35 14.68 
03 15 01.52 ,-19 34 24.72 
03 15 01.84 ,-19 34 28.67 
03 15 00.58 ,-19 35 26.28 
03 15 02.61 ,-19 34 53.29 
03 15 01.59 ,-19 34 30.94 
03 15 01.75 ,-19 34 43.83 
03 14 59.89 ,-19 34 55.30 
03 15 01.16 ,-19 34 35.46 
03 15 01.81 ,-19 34 41.76 
03 15 01.43 ,-19 35 05.00 
03 14 59.64 ,-19 35 03.72 
03 14 58.74 ,-19 35 12.42 
03 15 02.48 ,-19 34 54.53 
03 14 57.69 ,-19 34 55.73 
03 14 59.64 ,-19 35 09.54 
03 14 59.20 ,-19 34 52.63 
03 14 58.55 ,-19 35 00.92 
03 14 58.91 ,-19 35 03.11 
03 14 59.25 ,-19 34 50.80 
03 15 00.22 ,-19 35 19.68 
03 14 58.44 ,-19 34 22.99 
03 15 00.65 ,-19 34 52.56 
03 15 01.18 ,-19 34 47.85 
03 14 57.60 ,-19 34 32.26 
03 14 57.66 ,-19 34 50.80 
03 14 59.28 ,-19 34 12.69 
03 14 59.15 ,-19 34 50.67 
03 14 59.69 ,-19 35 19.98 
03 14 59.55 ,-19 34 44.45 
03 15 02.33 ,-19 34 52.75 
03 15 01.51 ,-19 35 16.46 
03 14 59.44 ,-19 35 07.61 
03 14 57.69 ,-19 34 36.28 
03 15 00.34 ,-19 35 04.52 
03 14 58.07 ,-19 34 49.30 
03 15 00.56 ,-19 35 07.08 
03 14 59.68 ,-19 34 21.54 
03 15 01.37 ,-19 34 39.21 
03 14 58.99 ,-19 34 45.44 
03 14 59.62 ,-19 35 23.06 
03 15 01.20 ,-19 34 30.00 
03 15 00.45 ,-19 34 46.75 
03 14 58.56 ,-19 34 51.72 
03 14 58.50 ,-19 34 28.20 
03 15 02.80 ,-19 34 55.44 
03 15 01.06 ,-19 34 34.72 
03 14 58.69 ,-19 35 10.76 
03 14 59.89 ,-19 34 22.14 
03 15 01.43 ,-19 34 38.21 
03 15 00.98 ,-19 34 39.83 
03 15 01.63 ,-19 35 09.44 
03 15 01.18 ,-19 34 57.26 
03 14 58.32 ,-19 34 39.28 
03 14 59.46 ,-19 35 19.60 
03 14 59.18 ,-19 34 18.89 
03 15 02.26 ,-19 34 49.76 
03 15 01.61 ,-19 34 32.56 
03 15 02.42 ,-19 34 51.77 
03 14 59.89 ,-19 34 46.90 
03 14 59.87 ,-19 34 29.45 
03 14 58.34 ,-19 34 48.49 
03 14 58.90 ,-19 34 32.35 
03 14 57.38 ,-19 34 47.85 
03 15 01.50 ,-19 34 16.37 
03 15 00.32 ,-19 34 15.19 
03 15 00.89 ,-19 34 33.66 
03 14 59.27 ,-19 35 14.18 
03 14 58.00 ,-19 34 33.85 
03 15 01.81 ,-19 34 36.02 
03 14 58.89 ,-19 35 19.03 
03 14 59.77 ,-19 35 05.55 
03 14 58.85 ,-19 34 42.00 
03 15 00.54 ,-19 35 08.92 
03 15 02.06 ,-19 35 15.66 
03 15 00.78 ,-19 34 31.83 
03 15 00.69 ,-19 35 17.00 
03 15 00.47 ,-19 34 42.42 
03 15 00.28 ,-19 34 21.63 
03 15 01.62 ,-19 34 42.02 
03 14 58.54 ,-19 34 35.23 
03 14 59.29 ,-19 34 52.08 
03 14 59.17 ,-19 34 40.44 
03 14 58.03 ,-19 34 30.64 
03 15 00.46 ,-19 34 37.58 
03 14 58.71 ,-19 34 40.62 
03 14 59.74 ,-19 34 33.35 
03 15 00.70 ,-19 34 59.09 
03 15 02.52 ,-19 34 47.69 
03 15 00.15 ,-19 34 18.32 
03 14 59.65 ,-19 34 26.86 
03 15 01.38 ,-19 35 09.79 
03 15 01.30 ,-19 34 48.38 
03 14 58.59 ,-19 34 20.00 
03 14 59.74 ,-19 34 22.46 
03 14 59.23 ,-19 34 36.84 
03 14 58.01 ,-19 34 33.05 
03 14 58.09 ,-19 34 28.12 
03 14 58.13 ,-19 35 05.10 
03 15 01.15 ,-19 34 20.36 
03 15 01.13 ,-19 34 55.65 
03 14 59.53 ,-19 34 21.18 
03 15 02.11 ,-19 34 55.02 
03 14 58.68 ,-19 34 44.09 
03 15 01.40 ,-19 34 37.76 
03 15 00.84 ,-19 34 34.10 
03 15 01.90 ,-19 35 05.18 
03 14 58.12 ,-19 35 08.22 
03 14 59.53 ,-19 34 54.12 
03 15 00.44 ,-19 34 49.79 
03 14 58.87 ,-19 34 41.67 
03 15 00.50 ,-19 35 15.68 
03 15 00.73 ,-19 34 52.20 
03 14 58.34 ,-19 34 53.62 
03 15 01.77 ,-19 35 14.08 
03 14 58.23 ,-19 34 37.86 
03 15 00.40 ,-19 34 47.72 
03 14 59.71 ,-19 35 17.90 
03 15 00.17 ,-19 35 00.31 
03 14 58.31 ,-19 34 59.24 
03 15 02.44 ,-19 35 01.03 
03 14 58.13 ,-19 34 28.83 
03 14 58.13 ,-19 34 39.50 
03 14 59.83 ,-19 34 30.37 
03 15 01.25 ,-19 35 13.64 
03 15 00.80 ,-19 34 19.73 
03 15 00.48 ,-19 34 53.63 
03 14 59.89 ,-19 34 23.23 
03 15 01.68 ,-19 34 19.68 
03 15 01.64 ,-19 34 26.69 
03 15 02.52 ,-19 35 10.61 
03 14 58.71 ,-19 34 45.31 
03 15 02.45 ,-19 34 29.94 
03 14 59.88 ,-19 35 19.27 
03 14 58.79 ,-19 35 18.54 
03 14 58.98 ,-19 34 40.12 
03 15 01.18 ,-19 34 26.60 
03 14 59.15 ,-19 34 21.29 
03 15 00.80 ,-19 34 19.31 
03 14 59.08 ,-19 34 42.53 
03 15 01.69 ,-19 34 30.73 
03 14 58.86 ,-19 34 41.44 
03 14 59.17 ,-19 35 00.80 
03 15 00.36 ,-19 34 41.83 
03 15 00.64 ,-19 34 23.79 
03 15 00.12 ,-19 34 45.21 
03 14 59.47 ,-19 34 20.62 
03 15 00.52 ,-19 35 01.45 
03 15 01.03 ,-19 34 20.37 
03 15 01.58 ,-19 34 36.81 
03 15 00.73 ,-19 34 54.84 
03 14 59.93 ,-19 34 53.80 
03 15 01.34 ,-19 34 43.55 
03 15 01.74 ,-19 34 46.80 
03 14 59.83 ,-19 34 16.40 
03 15 01.67 ,-19 34 21.10 
03 15 00.86 ,-19 34 21.36 
03 15 00.41 ,-19 35 17.57 
03 15 00.46 ,-19 34 51.87 
03 14 57.97 ,-19 34 25.73 
03 15 00.69 ,-19 34 32.42 
03 14 58.32 ,-19 34 43.70 
03 15 00.40 ,-19 35 23.48 
03 15 00.60 ,-19 35 25.51 
03 14 59.62 ,-19 34 30.61 
03 14 59.46 ,-19 34 32.38 
03 14 58.19 ,-19 34 34.94 
03 15 01.41 ,-19 34 29.39 
03 15 00.36 ,-19 35 14.85 
03 14 58.58 ,-19 34 23.40 
03 15 00.71 ,-19 34 53.49 
03 14 57.75 ,-19 34 25.55 
03 15 00.77 ,-19 34 36.95 
03 14 59.39 ,-19 34 54.96 
03 15 02.02 ,-19 34 25.63 
03 14 58.19 ,-19 34 57.22 
03 14 57.68 ,-19 34 43.39 
03 15 02.39 ,-19 34 27.09 
03 15 00.26 ,-19 34 47.39 
03 14 59.58 ,-19 34 43.28 
03 14 57.52 ,-19 34 55.61 
03 15 00.67 ,-19 34 25.15 
03 14 59.92 ,-19 35 13.67 
03 15 01.21 ,-19 35 00.26 
03 15 01.47 ,-19 34 32.71 
03 14 59.13 ,-19 34 19.56 
03 14 59.00 ,-19 34 46.32 
03 14 58.62 ,-19 34 26.10 
03 14 58.33 ,-19 34 30.56 
03 14 59.14 ,-19 34 59.93 
03 15 00.88 ,-19 34 51.35 
03 15 00.11 ,-19 34 19.46 
03 14 59.27 ,-19 35 01.36 
03 14 57.66 ,-19 34 45.31 
03 15 01.13 ,-19 34 38.63 
03 15 00.43 ,-19 34 43.07 
03 15 00.31 ,-19 34 27.15 
03 14 57.61 ,-19 35 00.74 
03 14 57.95 ,-19 35 02.87 
03 15 02.02 ,-19 34 31.77 
03 14 58.27 ,-19 35 10.38 
03 15 00.60 ,-19 34 55.11 
03 15 01.61 ,-19 34 44.84 
03 15 00.36 ,-19 34 51.53 
03 15 01.22 ,-19 34 45.43 
03 15 01.88 ,-19 35 02.42 
03 15 00.13 ,-19 34 36.11 
03 15 01.14 ,-19 34 41.89 
