ra,dec
17 00 00.21 ,-25 00 16.78 
16 59 59.66 ,-25 00 04.07 
17 00 01.73 ,-24 59 43.42 
16 59 59.79 ,-25 00 12.14 
17 00 01.39 ,-24 59 43.73 
16 59 58.12 ,-25 00 04.09 
16 59 59.51 ,-24 59 54.01 
16 59 58.71 ,-24 59 53.44 
16 59 58.48 ,-24 59 49.25 
16 59 58.58 ,-24 59 57.53 
17 00 00.59 ,-24 59 43.97 
17 00 02.30 ,-25 00 20.18 
17 00 02.69 ,-25 00 04.76 
17 00 00.91 ,-24 59 54.47 
17 00 01.63 ,-25 00 01.46 
16 59 58.62 ,-24 59 41.56 
17 00 00.73 ,-25 00 31.25 
16 59 59.60 ,-25 00 08.96 
16 59 59.21 ,-24 59 35.11 
17 00 02.16 ,-24 59 54.99 
17 00 00.68 ,-24 59 33.26 
17 00 01.29 ,-25 00 32.57 
16 59 59.08 ,-25 00 16.86 
17 00 02.96 ,-25 00 07.82 
17 00 00.94 ,-24 59 52.71 
16 59 58.43 ,-25 00 15.67 
16 59 58.35 ,-24 59 58.42 
16 59 58.58 ,-24 59 54.56 
17 00 01.74 ,-25 00 08.96 
17 00 01.49 ,-25 00 23.53 
17 00 01.47 ,-24 59 59.74 
16 59 57.55 ,-25 00 12.51 
16 59 58.46 ,-25 00 04.37 
17 00 02.28 ,-25 00 16.95 
16 59 59.19 ,-25 00 18.96 
16 59 58.58 ,-25 00 02.27 
17 00 00.67 ,-24 59 51.77 
17 00 00.42 ,-25 00 04.20 
17 00 00.59 ,-25 00 12.57 
16 59 59.77 ,-25 00 15.07 
17 00 00.26 ,-25 00 03.74 
16 59 59.43 ,-24 59 59.89 
16 59 58.95 ,-25 00 09.90 
17 00 00.00 ,-24 59 42.14 
16 59 58.94 ,-24 59 51.63 
16 59 58.57 ,-24 59 30.95 
16 59 58.97 ,-24 59 31.34 
17 00 01.92 ,-25 00 13.08 
16 59 59.67 ,-24 59 28.81 
16 59 58.01 ,-25 00 19.30 
16 59 58.95 ,-24 59 42.05 
16 59 59.70 ,-24 59 53.22 
17 00 01.19 ,-24 59 53.13 
16 59 59.60 ,-24 59 35.01 
16 59 59.51 ,-24 59 57.59 
16 59 57.59 ,-25 00 12.80 
17 00 01.56 ,-24 59 39.36 
17 00 00.25 ,-24 59 43.88 
17 00 00.09 ,-24 59 25.06 
17 00 01.69 ,-25 00 31.32 
17 00 00.93 ,-24 59 21.29 
17 00 01.37 ,-25 00 04.29 
17 00 01.48 ,-24 59 58.73 
16 59 59.42 ,-24 59 48.10 
17 00 00.82 ,-24 59 40.18 
16 59 57.99 ,-25 00 05.74 
16 59 59.51 ,-25 00 31.49 
17 00 00.44 ,-24 59 40.08 
17 00 01.93 ,-25 00 19.95 
16 59 59.99 ,-25 00 04.90 
17 00 02.00 ,-25 00 17.01 
16 59 59.56 ,-24 59 44.93 
17 00 00.81 ,-25 00 32.20 
16 59 59.64 ,-24 59 51.78 
16 59 58.83 ,-25 00 14.72 
17 00 02.53 ,-24 59 39.87 
17 00 00.24 ,-24 59 39.09 
16 59 59.84 ,-24 59 43.04 
16 59 58.09 ,-24 59 53.25 
16 59 59.26 ,-25 00 05.29 
16 59 59.91 ,-24 59 41.07 
17 00 02.17 ,-25 00 10.53 
17 00 02.10 ,-25 00 30.86 
17 00 02.72 ,-25 00 19.28 
16 59 58.70 ,-25 00 23.63 
17 00 00.93 ,-24 59 57.31 
16 59 59.72 ,-25 00 37.21 
16 59 59.94 ,-25 00 05.23 
16 59 59.61 ,-25 00 36.19 
16 59 59.27 ,-24 59 44.82 
16 59 59.92 ,-24 59 55.25 
17 00 01.36 ,-24 59 26.14 
16 59 60.00 ,-25 00 02.23 
16 59 58.13 ,-24 59 45.17 
16 59 59.94 ,-24 59 54.20 
16 59 58.94 ,-24 59 52.51 
16 59 58.39 ,-25 00 05.77 
17 00 01.00 ,-24 59 46.60 
16 59 58.94 ,-25 00 07.66 
17 00 01.89 ,-24 59 39.37 
16 59 59.59 ,-25 00 21.91 
16 59 59.32 ,-25 00 17.10 
16 59 58.24 ,-25 00 25.23 
16 59 59.76 ,-24 59 37.30 
16 59 59.48 ,-25 00 07.46 
16 59 59.65 ,-25 00 34.69 
16 59 57.66 ,-24 59 58.99 
17 00 00.20 ,-25 00 05.77 
17 00 01.49 ,-24 59 30.77 
16 59 59.25 ,-25 00 04.64 
16 59 59.86 ,-25 00 21.22 
16 59 58.36 ,-24 59 60.00 
16 59 59.90 ,-25 00 38.59 
16 59 59.89 ,-25 00 03.97 
17 00 02.35 ,-24 59 38.32 
17 00 01.25 ,-25 00 02.29 
16 59 59.04 ,-24 59 32.44 
16 59 58.63 ,-24 59 32.88 
16 59 58.59 ,-24 59 51.43 
16 59 59.33 ,-24 59 47.16 
17 00 00.10 ,-24 59 33.83 
16 59 58.88 ,-24 59 51.67 
17 00 01.21 ,-24 59 55.12 
17 00 00.23 ,-24 59 52.17 
17 00 00.98 ,-25 00 04.70 
16 59 59.11 ,-24 59 37.14 
16 59 59.24 ,-24 59 33.77 
17 00 01.22 ,-24 59 58.23 
17 00 01.20 ,-24 59 44.73 
17 00 01.79 ,-25 00 20.62 
16 59 58.32 ,-24 59 52.09 
17 00 01.44 ,-25 00 21.02 
17 00 00.79 ,-25 00 16.82 
16 59 57.86 ,-24 59 40.39 
17 00 01.04 ,-25 00 15.24 
16 59 59.78 ,-24 59 46.30 
17 00 01.65 ,-25 00 18.75 
17 00 00.41 ,-24 59 45.61 
17 00 02.28 ,-25 00 27.12 
16 59 59.12 ,-25 00 29.19 
16 59 59.10 ,-24 59 33.10 
17 00 01.17 ,-25 00 19.21 
16 59 58.89 ,-25 00 23.63 
17 00 00.88 ,-24 59 45.13 
17 00 01.66 ,-25 00 04.72 
16 59 59.47 ,-24 59 49.54 
16 59 59.59 ,-24 59 47.73 
17 00 02.03 ,-25 00 19.45 
17 00 00.15 ,-24 59 45.35 
16 59 59.41 ,-25 00 23.38 
17 00 00.80 ,-24 59 32.15 
17 00 01.05 ,-25 00 05.98 
17 00 00.70 ,-25 00 32.33 
17 00 01.48 ,-25 00 06.59 
17 00 00.68 ,-24 59 51.82 
16 59 59.25 ,-25 00 14.32 
16 59 58.74 ,-24 59 42.83 
16 59 59.26 ,-25 00 16.23 
16 59 59.29 ,-24 59 31.49 
17 00 00.00 ,-25 00 03.85 
17 00 00.59 ,-25 00 19.08 
17 00 02.60 ,-24 59 53.39 
16 59 58.28 ,-24 59 40.17 
16 59 58.56 ,-24 59 59.68 
17 00 00.28 ,-25 00 03.62 
16 59 58.02 ,-25 00 17.48 
16 59 59.44 ,-25 00 22.47 
16 59 58.16 ,-25 00 05.29 
16 59 59.39 ,-24 59 22.53 
16 59 58.04 ,-25 00 13.29 
16 59 59.03 ,-24 59 44.64 
16 59 57.09 ,-24 59 56.56 
17 00 01.26 ,-24 59 30.28 
16 59 59.54 ,-24 59 52.07 
16 59 59.87 ,-25 00 32.31 
16 59 59.04 ,-25 00 15.55 
17 00 00.57 ,-24 59 55.94 
17 00 02.65 ,-25 00 05.38 
16 59 59.66 ,-25 00 03.60 
17 00 01.69 ,-24 59 50.62 
17 00 01.80 ,-25 00 19.07 
16 59 59.40 ,-24 59 52.10 
17 00 00.97 ,-25 00 35.65 
16 59 58.77 ,-25 00 00.65 
16 59 59.81 ,-24 59 36.51 
16 59 58.31 ,-24 59 59.20 
16 59 59.90 ,-24 59 24.09 
17 00 01.79 ,-24 59 44.93 
17 00 00.26 ,-24 59 57.35 
17 00 01.84 ,-24 59 38.47 
16 59 58.15 ,-25 00 16.84 
16 59 59.04 ,-24 59 38.22 
17 00 01.76 ,-25 00 03.33 
16 59 59.39 ,-25 00 06.86 
17 00 00.89 ,-24 59 44.95 
17 00 00.90 ,-25 00 13.72 
17 00 02.53 ,-24 59 54.65 
16 59 59.49 ,-25 00 22.79 
17 00 02.05 ,-24 59 40.06 
16 59 58.03 ,-25 00 18.24 
16 59 59.37 ,-25 00 09.61 
17 00 02.69 ,-25 00 11.47 
17 00 01.71 ,-25 00 26.54 
17 00 01.14 ,-24 59 40.70 
17 00 02.70 ,-25 00 02.14 
17 00 02.04 ,-24 59 40.37 
17 00 01.19 ,-25 00 05.47 
17 00 00.89 ,-24 59 53.10 
17 00 00.37 ,-24 59 58.16 
17 00 00.51 ,-25 00 28.88 
16 59 59.34 ,-25 00 16.94 
16 59 58.93 ,-25 00 05.65 
16 59 59.31 ,-24 59 33.09 
17 00 00.97 ,-24 59 30.93 
16 59 58.21 ,-24 59 55.17 
17 00 00.47 ,-25 00 13.19 
17 00 00.73 ,-25 00 00.61 
17 00 00.34 ,-24 59 35.97 
16 59 58.98 ,-24 59 44.97 
17 00 02.06 ,-24 59 40.98 
16 59 59.47 ,-24 59 59.69 
17 00 00.51 ,-24 59 25.84 
17 00 01.59 ,-25 00 27.90 
17 00 00.20 ,-24 59 35.68 
17 00 02.58 ,-24 59 58.90 
17 00 01.50 ,-25 00 00.01 
17 00 01.17 ,-24 59 35.69 
17 00 01.65 ,-25 00 11.86 
17 00 00.09 ,-24 59 49.62 
17 00 00.33 ,-24 59 45.32 
16 59 57.91 ,-24 59 55.64 
17 00 00.56 ,-25 00 10.25 
17 00 00.64 ,-25 00 14.70 
16 59 59.03 ,-24 59 49.84 
17 00 01.31 ,-25 00 28.83 
17 00 02.75 ,-25 00 07.16 
17 00 00.89 ,-25 00 25.69 
16 59 59.90 ,-25 00 04.27 
17 00 03.08 ,-24 59 56.45 
16 59 59.19 ,-24 59 41.86 
16 59 58.67 ,-24 59 31.23 
16 59 58.94 ,-25 00 20.63 
17 00 01.45 ,-24 59 26.37 
17 00 01.46 ,-25 00 12.39 
16 59 59.35 ,-25 00 30.88 
17 00 00.85 ,-24 59 59.23 
16 59 59.17 ,-24 59 41.61 
17 00 02.06 ,-25 00 07.84 
16 59 57.31 ,-24 59 47.03 
17 00 02.29 ,-25 00 02.05 
16 59 59.40 ,-25 00 12.82 
17 00 01.92 ,-25 00 17.68 
17 00 02.09 ,-25 00 12.17 
16 59 58.12 ,-24 59 50.76 
17 00 00.98 ,-24 59 55.93 
17 00 01.30 ,-25 00 01.38 
17 00 01.67 ,-25 00 17.07 
17 00 01.19 ,-25 00 20.41 
17 00 00.26 ,-25 00 33.20 
17 00 00.33 ,-25 00 04.75 
16 59 58.72 ,-25 00 32.01 
17 00 02.88 ,-25 00 07.05 
16 59 57.43 ,-24 59 48.57 
17 00 02.05 ,-24 59 42.61 
17 00 01.56 ,-25 00 07.13 
17 00 02.62 ,-25 00 03.84 
16 59 58.51 ,-25 00 01.57 
16 59 59.98 ,-24 59 29.43 
17 00 00.43 ,-24 59 30.70 
17 00 02.46 ,-24 59 56.43 
16 59 58.47 ,-25 00 25.17 
16 59 57.58 ,-24 59 53.22 
16 59 59.85 ,-25 00 16.26 
17 00 00.97 ,-25 00 16.07 
17 00 02.28 ,-25 00 02.46 
16 59 58.49 ,-25 00 02.95 
16 59 59.14 ,-24 59 44.76 
17 00 01.63 ,-25 00 00.29 
17 00 02.01 ,-25 00 01.83 
16 59 59.18 ,-25 00 20.37 
17 00 01.33 ,-25 00 31.13 
17 00 00.84 ,-25 00 07.97 
17 00 00.29 ,-24 59 46.80 
16 59 59.65 ,-24 59 36.96 
16 59 58.66 ,-24 59 30.74 
16 59 59.26 ,-24 59 40.26 
17 00 02.07 ,-24 59 36.38 
17 00 00.77 ,-24 59 46.72 
16 59 58.73 ,-24 59 51.47 
17 00 00.48 ,-24 59 39.02 
17 00 00.55 ,-24 59 43.67 
16 59 59.24 ,-24 59 35.57 
17 00 01.85 ,-24 59 46.27 
17 00 02.16 ,-24 59 55.73 
16 59 58.65 ,-24 59 23.88 
16 59 59.18 ,-24 59 55.36 
17 00 00.49 ,-25 00 03.46 
17 00 01.61 ,-24 59 58.41 
17 00 00.60 ,-25 00 29.17 
16 59 59.67 ,-24 59 43.33 
17 00 02.11 ,-24 59 36.65 
