ra,dec
14 49 48.22 ,46 00 33.78 
14 49 47.68 ,45 59 59.50 
14 49 47.48 ,45 59 43.31 
14 49 48.83 ,45 59 42.69 
14 49 47.84 ,46 00 19.08 
14 49 47.62 ,46 00 19.85 
14 49 49.43 ,46 00 20.77 
14 49 48.21 ,46 00 21.63 
14 49 47.53 ,45 59 54.57 
14 49 46.19 ,45 59 56.14 
14 49 47.11 ,45 59 21.85 
14 49 46.34 ,45 59 33.32 
14 49 51.10 ,45 59 52.45 
14 49 48.66 ,45 59 45.33 
14 49 50.08 ,45 59 54.51 
14 49 48.94 ,45 59 56.60 
14 49 47.50 ,46 00 05.80 
14 49 46.29 ,45 59 55.66 
14 49 45.88 ,46 00 29.45 
14 49 47.23 ,46 00 00.56 
14 49 50.83 ,46 00 03.72 
14 49 50.31 ,46 00 02.72 
14 49 49.65 ,46 00 09.18 
14 49 46.22 ,46 00 10.85 
14 49 49.23 ,46 00 19.35 
14 49 50.88 ,46 00 21.85 
14 49 45.40 ,45 59 50.77 
14 49 49.14 ,46 00 01.57 
14 49 47.26 ,45 59 57.12 
14 49 49.26 ,45 59 59.16 
14 49 48.06 ,45 59 28.70 
14 49 47.40 ,45 59 32.58 
14 49 47.69 ,45 59 49.01 
14 49 48.33 ,45 59 45.19 
14 49 46.46 ,46 00 22.03 
14 49 45.73 ,46 00 29.50 
14 49 50.81 ,45 59 56.13 
14 49 48.07 ,46 00 23.13 
14 49 50.34 ,46 00 15.57 
14 49 50.98 ,46 00 18.29 
14 49 47.05 ,46 00 01.16 
14 49 46.71 ,45 59 59.77 
14 49 47.86 ,45 59 55.73 
14 49 51.40 ,46 00 03.70 
14 49 48.48 ,46 00 04.82 
14 49 48.86 ,45 59 42.15 
14 49 46.46 ,46 00 16.90 
14 49 49.00 ,46 00 07.89 
14 49 49.75 ,45 59 48.77 
14 49 50.58 ,45 59 45.66 
14 49 47.21 ,46 00 06.04 
14 49 45.97 ,46 00 27.53 
14 49 49.37 ,45 59 29.46 
14 49 48.17 ,45 59 59.80 
14 49 48.32 ,45 59 49.07 
14 49 51.31 ,46 00 12.41 
14 49 50.47 ,45 59 36.40 
14 49 45.70 ,46 00 00.93 
14 49 47.61 ,46 00 18.17 
14 49 48.85 ,45 59 41.09 
14 49 49.54 ,46 00 05.08 
14 49 49.67 ,45 59 42.12 
14 49 45.47 ,45 59 55.93 
14 49 49.45 ,45 59 53.57 
14 49 48.73 ,46 00 01.16 
14 49 45.55 ,46 00 20.87 
14 49 45.13 ,46 00 09.11 
14 49 47.08 ,46 00 07.24 
14 49 48.08 ,46 00 16.45 
14 49 47.51 ,46 00 04.03 
14 49 47.53 ,46 00 11.05 
14 49 51.50 ,45 59 50.97 
14 49 47.48 ,46 00 14.31 
14 49 47.69 ,45 59 51.36 
14 49 50.32 ,46 00 06.30 
14 49 48.28 ,46 00 15.89 
14 49 49.05 ,46 00 12.63 
14 49 50.86 ,46 00 17.59 
14 49 48.87 ,45 59 57.52 
14 49 47.88 ,46 00 07.57 
14 49 46.59 ,45 59 30.02 
14 49 47.13 ,46 00 04.07 
14 49 48.96 ,46 00 26.13 
14 49 51.37 ,46 00 01.58 
14 49 46.88 ,45 59 25.55 
14 49 47.35 ,46 00 15.96 
14 49 44.94 ,46 00 07.30 
14 49 49.95 ,45 59 26.83 
14 49 45.95 ,46 00 24.45 
14 49 47.66 ,46 00 06.51 
14 49 45.85 ,46 00 15.60 
14 49 48.98 ,45 59 54.11 
14 49 49.41 ,46 00 05.98 
14 49 45.87 ,45 59 34.18 
14 49 45.42 ,46 00 02.11 
14 49 47.50 ,46 00 25.98 
14 49 46.67 ,46 00 23.47 
14 49 47.73 ,45 59 41.80 
14 49 47.03 ,46 00 10.51 
14 49 46.59 ,45 59 59.60 
14 49 50.32 ,46 00 08.58 
14 49 46.85 ,46 00 00.56 
14 49 46.67 ,45 59 30.13 
14 49 48.06 ,46 00 29.31 
14 49 48.41 ,45 59 30.87 
14 49 47.75 ,45 59 42.63 
14 49 46.49 ,45 59 36.44 
14 49 48.07 ,45 59 47.06 
14 49 46.24 ,45 59 58.52 
14 49 45.65 ,45 59 39.02 
14 49 46.61 ,45 59 52.75 
14 49 47.16 ,46 00 27.47 
14 49 46.22 ,46 00 19.00 
14 49 48.18 ,46 00 08.16 
14 49 48.10 ,46 00 27.63 
14 49 47.34 ,45 59 57.69 
14 49 47.71 ,45 59 59.49 
14 49 48.79 ,46 00 10.46 
14 49 44.41 ,46 00 03.79 
14 49 50.79 ,46 00 28.69 
14 49 48.05 ,46 00 12.59 
14 49 45.82 ,46 00 14.85 
14 49 51.03 ,45 59 44.21 
14 49 50.54 ,45 59 53.52 
14 49 48.90 ,46 00 09.59 
14 49 49.44 ,45 59 27.03 
14 49 48.64 ,45 59 31.95 
14 49 49.47 ,45 59 52.64 
14 49 47.67 ,46 00 39.46 
14 49 49.38 ,46 00 36.22 
14 49 46.73 ,45 59 35.38 
14 49 47.80 ,45 59 22.14 
14 49 46.42 ,45 59 34.82 
14 49 44.80 ,46 00 06.52 
14 49 49.53 ,46 00 12.25 
14 49 48.90 ,46 00 26.76 
14 49 48.02 ,46 00 29.62 
14 49 48.60 ,45 59 50.82 
14 49 45.80 ,45 59 47.63 
14 49 44.92 ,46 00 06.12 
14 49 44.86 ,46 00 18.38 
14 49 45.70 ,46 00 11.71 
14 49 48.78 ,45 59 53.46 
14 49 47.65 ,45 59 42.68 
14 49 47.22 ,46 00 29.45 
14 49 45.30 ,46 00 02.71 
14 49 44.95 ,45 59 43.85 
14 49 48.87 ,46 00 02.96 
14 49 47.52 ,45 59 52.82 
14 49 49.32 ,45 59 53.55 
14 49 48.42 ,45 59 55.94 
14 49 49.29 ,46 00 09.23 
14 49 50.46 ,46 00 05.38 
14 49 47.67 ,45 59 54.40 
14 49 48.03 ,46 00 23.61 
14 49 47.57 ,46 00 02.77 
14 49 49.22 ,45 59 20.57 
14 49 47.40 ,45 59 24.40 
14 49 50.57 ,45 59 58.81 
14 49 48.44 ,46 00 08.50 
14 49 45.35 ,46 00 21.17 
14 49 46.74 ,45 59 56.06 
14 49 49.27 ,46 00 18.45 
14 49 48.91 ,45 59 44.70 
14 49 47.73 ,45 59 47.99 
14 49 47.72 ,45 59 43.70 
14 49 46.80 ,45 59 57.20 
14 49 45.98 ,45 59 31.40 
14 49 48.17 ,45 59 24.69 
14 49 47.95 ,45 59 52.24 
14 49 48.23 ,46 00 00.81 
14 49 49.27 ,45 59 47.78 
14 49 49.33 ,46 00 26.04 
14 49 48.75 ,45 59 45.71 
14 49 49.07 ,45 59 54.66 
14 49 44.98 ,46 00 14.50 
14 49 45.48 ,45 59 55.55 
14 49 51.12 ,45 59 45.30 
14 49 50.69 ,46 00 28.01 
14 49 47.89 ,46 00 00.55 
14 49 45.49 ,46 00 15.37 
14 49 46.02 ,45 59 46.60 
14 49 49.59 ,46 00 07.35 
14 49 48.31 ,45 59 53.71 
14 49 50.48 ,45 59 50.68 
14 49 48.86 ,46 00 05.46 
14 49 45.10 ,45 59 56.86 
14 49 47.12 ,46 00 21.22 
14 49 47.26 ,46 00 15.79 
14 49 50.16 ,45 59 57.28 
14 49 49.80 ,45 59 47.45 
14 49 48.36 ,45 59 33.12 
14 49 45.71 ,46 00 12.15 
14 49 47.88 ,45 59 49.80 
14 49 45.28 ,45 59 47.34 
14 49 45.84 ,46 00 14.18 
14 49 45.01 ,46 00 21.95 
14 49 49.50 ,45 59 44.92 
14 49 47.58 ,45 59 32.53 
14 49 48.04 ,45 59 44.22 
14 49 47.33 ,46 00 01.28 
14 49 47.26 ,46 00 05.72 
14 49 44.75 ,46 00 17.51 
14 49 50.53 ,45 59 44.32 
14 49 47.47 ,46 00 21.92 
14 49 46.67 ,46 00 26.13 
14 49 47.20 ,46 00 13.64 
14 49 49.30 ,46 00 29.57 
14 49 47.36 ,46 00 36.20 
14 49 48.55 ,46 00 10.14 
14 49 47.16 ,46 00 15.59 
14 49 49.64 ,46 00 06.08 
14 49 44.99 ,46 00 03.39 
14 49 47.13 ,46 00 38.14 
14 49 51.41 ,45 59 42.33 
14 49 47.62 ,45 59 55.60 
14 49 50.62 ,45 59 32.52 
