ra,dec
23 48 37.22 ,-24 38 22.22 
23 48 33.93 ,-24 38 53.36 
23 48 35.30 ,-24 39 13.86 
23 48 34.33 ,-24 39 05.43 
23 48 36.22 ,-24 39 03.63 
23 48 36.72 ,-24 39 29.85 
23 48 35.94 ,-24 39 12.04 
23 48 36.58 ,-24 39 24.71 
23 48 36.47 ,-24 39 06.70 
23 48 36.19 ,-24 38 45.76 
23 48 37.67 ,-24 38 40.83 
23 48 36.80 ,-24 38 49.72 
23 48 38.51 ,-24 38 48.77 
23 48 37.95 ,-24 38 48.80 
23 48 35.75 ,-24 39 03.50 
23 48 38.21 ,-24 38 53.62 
23 48 36.87 ,-24 38 38.11 
23 48 38.46 ,-24 39 10.14 
23 48 36.18 ,-24 39 11.42 
23 48 38.46 ,-24 38 53.52 
23 48 33.51 ,-24 38 57.46 
23 48 36.83 ,-24 39 21.53 
23 48 36.42 ,-24 39 13.35 
23 48 36.16 ,-24 38 40.66 
23 48 37.51 ,-24 39 04.73 
23 48 37.78 ,-24 38 44.98 
23 48 36.20 ,-24 38 43.30 
23 48 35.66 ,-24 38 50.11 
23 48 34.51 ,-24 39 26.10 
23 48 37.69 ,-24 39 21.45 
23 48 38.74 ,-24 38 51.54 
23 48 38.37 ,-24 39 07.67 
23 48 35.96 ,-24 38 24.45 
23 48 38.36 ,-24 39 07.43 
23 48 37.20 ,-24 39 32.54 
23 48 34.65 ,-24 38 55.55 
23 48 35.08 ,-24 39 16.48 
23 48 36.98 ,-24 38 35.61 
23 48 38.36 ,-24 38 40.71 
23 48 34.53 ,-24 38 26.76 
23 48 37.87 ,-24 38 44.89 
23 48 35.26 ,-24 38 44.53 
23 48 35.03 ,-24 38 35.79 
23 48 35.96 ,-24 38 25.27 
23 48 38.29 ,-24 39 01.30 
23 48 38.56 ,-24 38 56.64 
23 48 37.27 ,-24 38 55.34 
23 48 36.37 ,-24 39 25.73 
23 48 38.66 ,-24 38 46.73 
23 48 35.14 ,-24 39 03.90 
23 48 34.90 ,-24 39 15.81 
23 48 34.29 ,-24 38 56.09 
23 48 34.76 ,-24 38 54.76 
23 48 37.29 ,-24 39 33.91 
23 48 36.34 ,-24 38 30.95 
23 48 36.94 ,-24 38 37.52 
23 48 37.24 ,-24 38 57.28 
23 48 36.64 ,-24 39 15.07 
23 48 38.09 ,-24 38 39.46 
23 48 37.09 ,-24 38 34.92 
23 48 36.54 ,-24 38 55.12 
23 48 34.32 ,-24 38 27.68 
23 48 35.40 ,-24 38 53.14 
23 48 33.80 ,-24 38 38.25 
23 48 34.97 ,-24 38 38.16 
23 48 35.25 ,-24 39 16.08 
23 48 35.05 ,-24 39 12.15 
23 48 36.79 ,-24 39 10.55 
23 48 34.92 ,-24 38 38.53 
23 48 34.99 ,-24 39 03.86 
23 48 35.99 ,-24 38 38.46 
23 48 38.03 ,-24 39 14.47 
23 48 38.19 ,-24 39 06.48 
23 48 33.82 ,-24 38 35.35 
23 48 37.03 ,-24 38 43.41 
23 48 36.12 ,-24 38 41.23 
23 48 34.50 ,-24 38 59.71 
23 48 34.82 ,-24 39 11.19 
23 48 36.24 ,-24 38 55.09 
23 48 35.94 ,-24 38 24.95 
23 48 36.29 ,-24 39 14.12 
23 48 35.93 ,-24 38 48.30 
23 48 37.05 ,-24 38 22.16 
23 48 36.11 ,-24 39 28.72 
23 48 36.94 ,-24 39 14.68 
23 48 35.06 ,-24 39 05.46 
23 48 34.06 ,-24 38 30.90 
23 48 37.52 ,-24 39 31.55 
23 48 36.31 ,-24 39 30.52 
23 48 36.79 ,-24 38 27.23 
23 48 33.62 ,-24 39 01.04 
23 48 34.58 ,-24 39 04.32 
23 48 38.67 ,-24 39 08.98 
23 48 34.95 ,-24 38 58.85 
23 48 37.30 ,-24 39 14.53 
23 48 37.79 ,-24 39 06.98 
23 48 35.53 ,-24 38 55.73 
23 48 36.27 ,-24 39 22.31 
23 48 37.11 ,-24 38 56.99 
23 48 36.59 ,-24 39 06.69 
23 48 35.78 ,-24 39 16.36 
23 48 36.90 ,-24 39 14.02 
23 48 34.76 ,-24 38 47.58 
23 48 38.56 ,-24 39 17.59 
23 48 34.67 ,-24 39 21.28 
23 48 33.79 ,-24 39 15.10 
23 48 34.88 ,-24 38 44.55 
23 48 36.88 ,-24 38 33.70 
23 48 36.22 ,-24 38 48.45 
23 48 36.95 ,-24 38 58.08 
23 48 37.93 ,-24 38 38.69 
23 48 37.28 ,-24 38 57.33 
23 48 36.54 ,-24 38 40.90 
23 48 36.29 ,-24 38 34.16 
23 48 37.14 ,-24 39 07.47 
23 48 37.99 ,-24 38 53.97 
23 48 35.66 ,-24 39 25.78 
23 48 36.00 ,-24 39 08.48 
23 48 38.05 ,-24 38 52.91 
23 48 35.14 ,-24 39 14.81 
23 48 36.76 ,-24 38 48.14 
23 48 38.35 ,-24 38 52.98 
23 48 37.14 ,-24 39 11.33 
23 48 33.38 ,-24 38 51.22 
23 48 34.61 ,-24 38 58.50 
23 48 34.01 ,-24 39 09.67 
23 48 36.36 ,-24 38 53.39 
23 48 36.04 ,-24 39 36.52 
23 48 34.38 ,-24 39 07.78 
23 48 35.41 ,-24 39 17.22 
23 48 35.32 ,-24 39 29.29 
23 48 34.37 ,-24 39 07.86 
23 48 36.72 ,-24 39 39.03 
23 48 35.39 ,-24 38 26.29 
23 48 33.46 ,-24 39 02.71 
23 48 34.06 ,-24 39 15.76 
23 48 37.78 ,-24 38 33.31 
23 48 37.96 ,-24 38 53.78 
23 48 36.47 ,-24 38 53.31 
23 48 35.53 ,-24 38 45.08 
23 48 33.76 ,-24 38 54.37 
23 48 37.33 ,-24 39 23.94 
23 48 35.55 ,-24 39 30.12 
23 48 37.87 ,-24 39 24.46 
23 48 33.94 ,-24 39 16.08 
23 48 35.80 ,-24 39 35.85 
23 48 33.88 ,-24 38 50.09 
23 48 35.38 ,-24 39 38.36 
23 48 35.25 ,-24 38 35.82 
23 48 37.55 ,-24 38 43.96 
23 48 36.56 ,-24 38 54.10 
23 48 38.35 ,-24 38 39.33 
23 48 36.98 ,-24 38 55.50 
23 48 37.90 ,-24 38 31.96 
23 48 36.34 ,-24 38 34.40 
23 48 36.02 ,-24 39 02.87 
23 48 36.38 ,-24 38 38.75 
23 48 34.89 ,-24 39 12.04 
23 48 38.33 ,-24 38 58.40 
23 48 36.38 ,-24 38 48.66 
23 48 35.89 ,-24 39 04.19 
23 48 38.25 ,-24 38 47.81 
23 48 35.56 ,-24 39 02.09 
23 48 37.76 ,-24 39 01.33 
23 48 34.46 ,-24 39 11.76 
23 48 37.85 ,-24 39 07.42 
23 48 36.80 ,-24 38 45.14 
23 48 35.82 ,-24 39 39.38 
23 48 37.43 ,-24 39 07.93 
23 48 35.95 ,-24 39 30.68 
23 48 38.61 ,-24 39 19.45 
23 48 37.53 ,-24 38 56.16 
23 48 37.89 ,-24 39 13.87 
23 48 36.41 ,-24 39 19.05 
23 48 35.97 ,-24 39 30.02 
23 48 36.75 ,-24 38 40.95 
23 48 38.20 ,-24 39 24.78 
23 48 37.99 ,-24 38 42.92 
23 48 35.12 ,-24 38 29.04 
23 48 36.49 ,-24 38 50.41 
23 48 33.86 ,-24 39 02.37 
23 48 35.35 ,-24 39 21.51 
23 48 33.71 ,-24 38 41.93 
23 48 37.42 ,-24 39 09.61 
23 48 35.46 ,-24 39 26.84 
23 48 35.72 ,-24 39 29.87 
23 48 34.43 ,-24 39 26.07 
23 48 36.92 ,-24 39 21.52 
23 48 36.27 ,-24 38 41.43 
23 48 36.76 ,-24 39 25.84 
23 48 34.27 ,-24 39 03.14 
23 48 35.01 ,-24 38 48.37 
23 48 35.64 ,-24 38 48.52 
23 48 36.79 ,-24 39 11.45 
23 48 34.41 ,-24 39 08.22 
23 48 34.82 ,-24 39 09.81 
23 48 36.13 ,-24 39 03.44 
23 48 35.37 ,-24 39 02.30 
23 48 38.33 ,-24 39 10.10 
23 48 36.46 ,-24 39 28.66 
23 48 34.30 ,-24 38 47.26 
23 48 34.10 ,-24 38 47.39 
23 48 36.80 ,-24 39 23.30 
23 48 37.18 ,-24 39 34.96 
23 48 34.48 ,-24 39 03.00 
23 48 35.92 ,-24 39 35.42 
23 48 37.53 ,-24 39 00.92 
23 48 36.82 ,-24 39 22.57 
23 48 33.52 ,-24 38 48.84 
23 48 35.61 ,-24 38 44.37 
23 48 34.70 ,-24 38 56.78 
23 48 35.45 ,-24 39 30.14 
23 48 35.79 ,-24 39 14.12 
23 48 34.22 ,-24 38 47.01 
23 48 34.39 ,-24 38 46.72 
23 48 36.78 ,-24 39 13.40 
23 48 34.91 ,-24 38 54.56 
23 48 33.98 ,-24 38 36.46 
23 48 34.79 ,-24 39 15.62 
23 48 35.79 ,-24 38 44.94 
23 48 35.06 ,-24 38 47.98 
23 48 34.35 ,-24 38 40.54 
23 48 35.18 ,-24 38 59.16 
23 48 35.15 ,-24 39 13.01 
23 48 34.28 ,-24 38 59.95 
23 48 35.33 ,-24 39 29.74 
23 48 37.61 ,-24 38 59.97 
23 48 36.26 ,-24 38 34.15 
23 48 38.44 ,-24 39 05.32 
23 48 33.67 ,-24 39 20.01 
23 48 37.75 ,-24 38 45.87 
23 48 37.83 ,-24 38 41.42 
23 48 34.79 ,-24 38 58.82 
23 48 36.07 ,-24 38 57.56 
23 48 35.85 ,-24 38 40.79 
23 48 37.01 ,-24 39 02.31 
23 48 33.63 ,-24 39 09.98 
23 48 38.61 ,-24 39 10.30 
23 48 36.21 ,-24 38 30.58 
23 48 34.82 ,-24 38 37.40 
23 48 35.62 ,-24 38 39.88 
23 48 35.74 ,-24 39 14.32 
23 48 36.67 ,-24 38 23.61 
23 48 38.01 ,-24 38 54.42 
23 48 35.21 ,-24 38 51.77 
23 48 34.75 ,-24 38 23.97 
23 48 34.10 ,-24 39 12.66 
23 48 34.33 ,-24 39 24.13 
23 48 37.61 ,-24 38 26.92 
23 48 37.44 ,-24 38 56.10 
23 48 36.06 ,-24 38 35.53 
23 48 35.61 ,-24 39 07.37 
23 48 35.93 ,-24 38 54.58 
23 48 36.81 ,-24 38 27.99 
23 48 37.06 ,-24 39 03.92 
23 48 37.68 ,-24 39 07.56 
23 48 36.77 ,-24 39 17.48 
23 48 37.27 ,-24 39 31.11 
23 48 36.63 ,-24 39 03.98 
23 48 34.85 ,-24 39 01.45 
23 48 35.79 ,-24 39 21.07 
23 48 35.56 ,-24 39 23.30 
23 48 37.53 ,-24 38 41.58 
23 48 34.56 ,-24 39 09.40 
23 48 37.14 ,-24 39 08.45 
23 48 37.09 ,-24 38 40.89 
23 48 35.81 ,-24 39 16.26 
23 48 34.88 ,-24 39 22.11 
23 48 33.82 ,-24 39 11.72 
23 48 36.29 ,-24 38 59.41 
23 48 37.58 ,-24 39 27.70 
23 48 36.81 ,-24 38 45.06 
23 48 38.82 ,-24 38 46.75 
23 48 36.34 ,-24 39 24.53 
23 48 37.04 ,-24 38 23.99 
23 48 36.78 ,-24 38 39.79 
23 48 36.11 ,-24 38 41.02 
23 48 36.67 ,-24 38 47.13 
23 48 36.87 ,-24 38 37.57 
23 48 35.15 ,-24 38 44.63 
23 48 33.55 ,-24 39 09.21 
23 48 36.82 ,-24 39 06.43 
23 48 35.81 ,-24 38 40.04 
23 48 35.96 ,-24 39 03.45 
23 48 34.66 ,-24 38 47.11 
23 48 35.82 ,-24 38 57.66 
23 48 35.06 ,-24 38 23.48 
23 48 37.76 ,-24 38 50.01 
23 48 37.13 ,-24 38 43.44 
23 48 35.72 ,-24 39 06.53 
23 48 36.41 ,-24 38 48.54 
23 48 34.07 ,-24 39 18.54 
23 48 36.04 ,-24 39 07.94 
23 48 37.29 ,-24 39 08.68 
23 48 37.92 ,-24 38 39.70 
23 48 34.38 ,-24 38 49.01 
23 48 34.71 ,-24 39 13.35 
23 48 38.93 ,-24 38 50.72 
23 48 35.12 ,-24 38 56.69 
23 48 36.92 ,-24 38 54.51 
23 48 37.85 ,-24 39 09.27 
23 48 34.36 ,-24 38 27.16 
23 48 36.03 ,-24 39 17.72 
23 48 34.90 ,-24 38 59.30 
23 48 36.35 ,-24 38 35.94 
23 48 36.27 ,-24 38 39.72 
23 48 34.31 ,-24 38 58.06 
23 48 36.52 ,-24 39 06.43 
23 48 38.44 ,-24 39 23.69 
23 48 35.81 ,-24 38 25.72 
23 48 34.38 ,-24 39 18.94 
23 48 39.04 ,-24 38 55.19 
23 48 35.02 ,-24 38 56.92 
23 48 36.86 ,-24 39 16.36 
23 48 35.63 ,-24 39 32.43 
23 48 35.65 ,-24 39 14.44 
23 48 36.44 ,-24 38 59.34 
23 48 37.68 ,-24 38 36.51 
23 48 33.84 ,-24 38 53.92 
23 48 38.07 ,-24 38 40.74 
23 48 35.54 ,-24 38 59.75 
23 48 37.89 ,-24 39 12.32 
