ra,dec
22 06 37.41 ,15 06 12.98 
22 06 33.99 ,15 06 50.25 
22 06 36.81 ,15 06 54.68 
22 06 37.54 ,15 06 22.94 
22 06 35.56 ,15 06 07.15 
22 06 37.80 ,15 06 42.58 
22 06 36.88 ,15 07 02.65 
22 06 35.51 ,15 07 04.50 
22 06 37.28 ,15 06 15.52 
22 06 36.50 ,15 06 47.99 
22 06 35.00 ,15 07 01.65 
22 06 36.17 ,15 06 45.76 
22 06 36.16 ,15 06 26.58 
22 06 37.40 ,15 06 38.17 
22 06 37.18 ,15 06 41.20 
22 06 36.56 ,15 06 36.15 
22 06 37.26 ,15 06 42.68 
22 06 36.53 ,15 07 04.81 
22 06 38.65 ,15 06 50.62 
22 06 33.58 ,15 06 44.67 
22 06 36.33 ,15 06 16.57 
22 06 35.66 ,15 07 09.44 
22 06 37.92 ,15 06 48.40 
22 06 34.36 ,15 06 19.73 
22 06 38.16 ,15 06 35.89 
22 06 35.95 ,15 06 58.09 
22 06 38.84 ,15 06 34.04 
22 06 35.44 ,15 06 57.08 
22 06 36.44 ,15 06 17.25 
22 06 36.55 ,15 06 44.80 
22 06 38.43 ,15 06 30.62 
22 06 37.78 ,15 06 50.92 
22 06 36.67 ,15 06 36.93 
22 06 34.57 ,15 06 32.43 
22 06 35.52 ,15 06 48.29 
22 06 35.92 ,15 06 27.10 
22 06 36.38 ,15 06 11.14 
22 06 33.49 ,15 06 32.16 
22 06 36.83 ,15 06 15.26 
22 06 35.54 ,15 07 02.97 
22 06 37.97 ,15 07 04.55 
22 06 36.72 ,15 06 08.98 
22 06 36.35 ,15 06 24.40 
22 06 34.39 ,15 06 38.73 
22 06 35.78 ,15 07 02.50 
22 06 36.88 ,15 06 51.65 
22 06 37.87 ,15 06 33.18 
22 06 34.96 ,15 06 36.18 
22 06 36.23 ,15 06 31.43 
22 06 37.39 ,15 06 58.96 
22 06 36.24 ,15 06 23.41 
22 06 37.57 ,15 06 38.69 
22 06 36.25 ,15 06 15.45 
22 06 33.57 ,15 06 53.44 
22 06 35.98 ,15 06 17.39 
22 06 34.77 ,15 06 33.26 
22 06 38.13 ,15 06 09.82 
22 06 35.55 ,15 06 19.07 
22 06 37.14 ,15 06 42.56 
22 06 34.49 ,15 06 48.17 
22 06 35.95 ,15 06 37.28 
22 06 35.77 ,15 06 45.79 
22 06 36.80 ,15 06 54.88 
22 06 37.69 ,15 06 48.53 
22 06 36.96 ,15 07 05.95 
22 06 33.64 ,15 06 17.60 
22 06 35.75 ,15 06 13.22 
22 06 35.63 ,15 05 58.02 
22 06 36.77 ,15 07 02.11 
22 06 37.92 ,15 06 30.97 
22 06 35.38 ,15 06 16.95 
22 06 34.77 ,15 06 30.30 
22 06 37.95 ,15 06 22.58 
22 06 34.61 ,15 06 10.18 
22 06 35.51 ,15 06 17.77 
22 06 35.50 ,15 06 35.68 
22 06 35.19 ,15 06 41.97 
22 06 34.93 ,15 06 24.98 
22 06 37.53 ,15 06 52.08 
22 06 37.84 ,15 06 25.81 
22 06 34.73 ,15 06 44.84 
22 06 35.67 ,15 06 54.79 
22 06 38.36 ,15 06 37.57 
22 06 36.68 ,15 06 19.90 
22 06 35.51 ,15 06 33.86 
22 06 36.92 ,15 06 11.92 
22 06 35.19 ,15 06 06.58 
22 06 37.06 ,15 06 35.82 
22 06 37.25 ,15 06 57.14 
22 06 36.01 ,15 06 12.71 
22 06 37.18 ,15 07 00.82 
22 06 37.41 ,15 06 24.94 
22 06 36.58 ,15 05 57.81 
22 06 36.45 ,15 06 09.96 
22 06 36.22 ,15 06 58.19 
22 06 38.73 ,15 06 26.61 
22 06 35.99 ,15 05 59.84 
22 06 36.03 ,15 06 32.11 
22 06 37.71 ,15 06 07.85 
22 06 35.61 ,15 06 32.93 
22 06 38.19 ,15 06 52.27 
22 06 34.98 ,15 06 23.68 
22 06 35.96 ,15 06 29.70 
22 06 34.34 ,15 06 30.05 
22 06 33.85 ,15 06 55.05 
22 06 34.61 ,15 06 55.12 
22 06 35.04 ,15 06 57.46 
22 06 37.39 ,15 06 51.51 
22 06 36.49 ,15 07 03.47 
22 06 34.76 ,15 07 10.59 
22 06 37.53 ,15 06 39.86 
22 06 35.26 ,15 06 04.33 
22 06 35.64 ,15 06 08.06 
22 06 36.83 ,15 06 40.00 
22 06 36.31 ,15 06 16.31 
22 06 36.45 ,15 06 54.07 
22 06 36.33 ,15 06 01.27 
22 06 35.38 ,15 06 04.31 
22 06 37.63 ,15 06 55.73 
22 06 34.36 ,15 06 35.17 
22 06 33.57 ,15 06 45.26 
22 06 34.32 ,15 06 36.75 
22 06 38.09 ,15 06 33.63 
22 06 37.60 ,15 06 35.24 
22 06 36.61 ,15 06 04.05 
22 06 34.80 ,15 06 58.22 
22 06 38.34 ,15 06 29.97 
22 06 35.44 ,15 06 31.25 
22 06 35.51 ,15 06 20.40 
22 06 35.74 ,15 06 39.63 
22 06 35.38 ,15 07 03.25 
22 06 34.98 ,15 06 06.58 
22 06 35.38 ,15 06 26.30 
22 06 35.72 ,15 06 23.25 
22 06 33.56 ,15 06 46.77 
22 06 34.45 ,15 06 29.12 
22 06 37.48 ,15 06 32.91 
22 06 33.81 ,15 06 21.01 
22 06 36.75 ,15 06 59.38 
22 06 38.17 ,15 06 53.62 
22 06 37.86 ,15 06 29.97 
22 06 37.43 ,15 06 29.20 
22 06 35.96 ,15 06 55.24 
22 06 37.08 ,15 06 52.44 
22 06 35.91 ,15 06 11.68 
22 06 34.87 ,15 06 45.99 
22 06 35.11 ,15 06 16.70 
22 06 35.88 ,15 06 36.13 
22 06 34.38 ,15 07 02.68 
22 06 38.35 ,15 06 42.64 
22 06 35.97 ,15 06 26.88 
22 06 36.23 ,15 06 18.56 
22 06 38.02 ,15 06 13.36 
22 06 36.88 ,15 06 23.07 
22 06 37.36 ,15 06 16.11 
22 06 38.17 ,15 06 43.14 
22 06 34.50 ,15 06 31.14 
22 06 36.95 ,15 06 46.53 
22 06 36.90 ,15 06 11.55 
22 06 34.02 ,15 06 41.63 
22 06 35.39 ,15 06 49.95 
22 06 36.73 ,15 06 16.34 
22 06 34.42 ,15 06 24.01 
22 06 36.45 ,15 06 38.56 
22 06 38.38 ,15 06 37.86 
22 06 35.70 ,15 06 22.94 
22 06 36.20 ,15 07 05.64 
22 06 37.85 ,15 06 49.58 
22 06 36.03 ,15 07 04.54 
22 06 34.46 ,15 06 38.34 
22 06 35.31 ,15 06 43.12 
22 06 36.32 ,15 06 48.86 
22 06 36.33 ,15 06 29.74 
22 06 36.31 ,15 06 55.87 
22 06 34.13 ,15 06 12.24 
22 06 34.75 ,15 06 29.25 
22 06 36.80 ,15 06 27.29 
22 06 37.30 ,15 06 40.25 
22 06 35.09 ,15 07 01.18 
22 06 36.26 ,15 06 08.26 
22 06 34.56 ,15 06 14.36 
22 06 36.76 ,15 06 59.25 
22 06 36.58 ,15 07 08.33 
22 06 37.14 ,15 07 03.32 
22 06 36.12 ,15 06 23.54 
22 06 35.99 ,15 06 31.39 
22 06 35.65 ,15 06 21.52 
22 06 34.13 ,15 06 38.84 
22 06 34.73 ,15 06 38.13 
22 06 35.42 ,15 06 14.14 
22 06 35.55 ,15 06 52.45 
22 06 38.27 ,15 06 26.95 
22 06 35.42 ,15 06 30.16 
22 06 35.52 ,15 06 33.53 
22 06 37.80 ,15 06 29.24 
22 06 33.97 ,15 06 46.01 
22 06 34.80 ,15 06 58.40 
22 06 35.58 ,15 06 27.40 
22 06 35.58 ,15 06 48.70 
22 06 35.62 ,15 06 51.88 
22 06 35.03 ,15 06 13.75 
22 06 38.01 ,15 06 17.71 
22 06 38.35 ,15 06 20.30 
22 06 37.30 ,15 06 34.45 
22 06 36.72 ,15 06 30.84 
22 06 37.24 ,15 06 22.98 
22 06 38.03 ,15 07 02.68 
22 06 36.48 ,15 07 02.99 
22 06 33.98 ,15 06 22.86 
22 06 36.47 ,15 06 04.65 
22 06 36.76 ,15 06 22.71 
22 06 33.89 ,15 06 24.33 
22 06 36.70 ,15 06 34.67 
22 06 34.94 ,15 07 01.43 
22 06 37.79 ,15 06 36.53 
22 06 37.64 ,15 06 25.56 
22 06 36.94 ,15 06 47.69 
22 06 35.21 ,15 06 04.36 
22 06 38.15 ,15 06 55.09 
22 06 38.41 ,15 06 17.17 
22 06 35.98 ,15 07 14.99 
22 06 36.75 ,15 06 21.50 
22 06 37.43 ,15 07 09.65 
22 06 36.95 ,15 06 38.89 
22 06 34.47 ,15 06 39.85 
22 06 35.09 ,15 07 01.92 
22 06 37.25 ,15 06 13.32 
22 06 34.91 ,15 06 21.15 
22 06 34.40 ,15 06 19.80 
22 06 37.01 ,15 06 50.50 
22 06 35.93 ,15 06 54.70 
22 06 34.90 ,15 06 35.30 
22 06 37.87 ,15 06 40.71 
22 06 36.09 ,15 06 29.39 
22 06 34.76 ,15 06 38.19 
22 06 37.21 ,15 06 42.26 
22 06 36.50 ,15 06 46.45 
22 06 34.62 ,15 06 34.16 
22 06 35.21 ,15 06 38.21 
22 06 36.63 ,15 06 35.28 
22 06 36.92 ,15 06 49.87 
22 06 34.68 ,15 07 03.04 
22 06 35.71 ,15 06 24.39 
22 06 36.13 ,15 07 11.13 
22 06 35.89 ,15 06 39.19 
22 06 38.30 ,15 06 26.23 
22 06 37.58 ,15 06 54.62 
22 06 35.08 ,15 06 52.56 
22 06 34.15 ,15 06 54.00 
22 06 35.36 ,15 07 00.45 
22 06 37.60 ,15 06 49.13 
22 06 36.44 ,15 06 56.75 
22 06 37.07 ,15 06 06.52 
22 06 35.32 ,15 06 38.48 
22 06 36.39 ,15 06 24.85 
22 06 37.47 ,15 06 22.50 
22 06 35.30 ,15 06 51.56 
22 06 38.14 ,15 06 16.77 
22 06 36.93 ,15 06 21.48 
22 06 36.86 ,15 06 51.94 
22 06 37.76 ,15 06 07.97 
22 06 38.34 ,15 06 30.48 
22 06 36.25 ,15 06 58.43 
22 06 37.25 ,15 06 34.96 
22 06 36.38 ,15 06 22.01 
22 06 38.03 ,15 06 37.67 
22 06 36.85 ,15 06 32.34 
22 06 35.96 ,15 06 46.39 
22 06 34.74 ,15 06 45.17 
22 06 33.63 ,15 06 32.57 
22 06 34.92 ,15 06 50.95 
22 06 36.39 ,15 07 03.45 
22 06 33.94 ,15 06 46.84 
22 06 34.29 ,15 06 56.76 
22 06 36.00 ,15 06 25.88 
22 06 34.82 ,15 06 49.28 
22 06 34.47 ,15 06 37.14 
22 06 34.45 ,15 06 49.30 
22 06 35.90 ,15 06 20.90 
22 06 35.51 ,15 06 46.42 
22 06 35.16 ,15 07 02.99 
22 06 34.95 ,15 06 03.28 
22 06 38.42 ,15 06 31.92 
22 06 37.32 ,15 07 00.07 
22 06 33.73 ,15 06 45.81 
22 06 37.91 ,15 06 17.39 
22 06 35.32 ,15 06 32.67 
22 06 36.01 ,15 06 14.42 
22 06 38.04 ,15 06 40.04 
22 06 36.76 ,15 06 13.25 
22 06 35.35 ,15 06 52.48 
22 06 37.12 ,15 06 54.27 
22 06 36.04 ,15 06 35.24 
22 06 34.25 ,15 06 37.64 
22 06 35.13 ,15 07 08.16 
22 06 36.21 ,15 06 50.72 
22 06 36.28 ,15 06 34.85 
22 06 36.78 ,15 06 53.59 
22 06 35.40 ,15 06 39.87 
22 06 36.95 ,15 06 17.58 
22 06 37.40 ,15 06 21.54 
22 06 35.15 ,15 06 02.24 
22 06 34.12 ,15 06 30.74 
22 06 34.51 ,15 07 07.57 
22 06 35.63 ,15 06 01.72 
22 06 34.56 ,15 06 33.74 
22 06 36.48 ,15 06 02.09 
22 06 35.39 ,15 06 27.51 
22 06 36.78 ,15 06 54.02 
22 06 37.02 ,15 06 55.11 
22 06 37.12 ,15 06 07.86 
22 06 37.49 ,15 06 15.81 
22 06 34.64 ,15 06 15.79 
22 06 37.88 ,15 06 35.43 
22 06 37.99 ,15 07 02.68 
22 06 34.49 ,15 06 36.60 
22 06 37.91 ,15 06 49.15 
22 06 34.88 ,15 06 31.13 
22 06 35.23 ,15 06 06.47 
22 06 35.63 ,15 06 11.18 
22 06 35.83 ,15 06 22.77 
22 06 36.57 ,15 06 46.54 
