ra,dec
04 30 34.97 ,30 07 01.48 
04 30 37.37 ,30 06 44.98 
04 30 35.66 ,30 06 57.69 
04 30 34.84 ,30 06 23.65 
04 30 33.96 ,30 06 35.41 
04 30 34.84 ,30 06 02.86 
04 30 35.82 ,30 06 34.16 
04 30 37.18 ,30 07 03.87 
04 30 36.33 ,30 06 11.50 
04 30 35.61 ,30 06 34.73 
04 30 37.84 ,30 06 51.79 
04 30 36.01 ,30 06 19.72 
04 30 36.45 ,30 06 47.93 
04 30 35.15 ,30 06 00.23 
04 30 38.06 ,30 07 01.33 
04 30 34.78 ,30 07 02.11 
04 30 35.58 ,30 06 25.79 
04 30 36.44 ,30 06 14.63 
04 30 33.46 ,30 06 27.72 
04 30 36.64 ,30 06 16.10 
04 30 35.59 ,30 06 36.00 
04 30 33.79 ,30 06 52.93 
04 30 37.58 ,30 06 49.14 
04 30 37.45 ,30 06 15.26 
04 30 34.44 ,30 06 45.91 
04 30 38.17 ,30 06 15.52 
04 30 37.60 ,30 06 55.66 
04 30 35.42 ,30 06 32.54 
04 30 38.83 ,30 06 20.55 
04 30 36.80 ,30 06 30.47 
04 30 34.62 ,30 06 51.70 
04 30 36.77 ,30 06 24.09 
04 30 35.61 ,30 06 02.64 
04 30 36.83 ,30 06 10.81 
04 30 37.07 ,30 06 41.00 
04 30 36.48 ,30 06 52.00 
04 30 37.74 ,30 06 35.33 
04 30 34.92 ,30 06 29.95 
04 30 35.18 ,30 06 33.52 
04 30 37.89 ,30 06 39.54 
04 30 34.10 ,30 06 34.95 
04 30 37.15 ,30 06 42.18 
04 30 35.04 ,30 06 32.45 
04 30 34.15 ,30 06 45.54 
04 30 36.86 ,30 06 40.34 
04 30 35.72 ,30 06 04.63 
04 30 35.42 ,30 06 22.36 
04 30 33.82 ,30 06 16.94 
04 30 38.54 ,30 06 40.53 
04 30 33.70 ,30 07 00.54 
04 30 36.30 ,30 06 39.20 
04 30 36.09 ,30 06 53.64 
04 30 36.92 ,30 06 17.99 
04 30 34.48 ,30 06 33.05 
04 30 37.62 ,30 07 05.39 
04 30 37.28 ,30 07 05.77 
04 30 33.71 ,30 06 39.46 
04 30 34.77 ,30 06 18.22 
04 30 34.16 ,30 06 17.72 
04 30 34.57 ,30 07 01.56 
04 30 36.25 ,30 06 19.46 
04 30 33.98 ,30 06 48.72 
04 30 35.61 ,30 06 43.71 
04 30 35.06 ,30 07 02.76 
04 30 35.74 ,30 06 54.30 
04 30 37.59 ,30 06 56.85 
04 30 35.81 ,30 06 38.30 
04 30 37.53 ,30 06 00.42 
04 30 36.06 ,30 06 36.61 
04 30 35.47 ,30 06 54.06 
04 30 36.74 ,30 06 36.68 
04 30 37.61 ,30 06 04.72 
04 30 35.94 ,30 06 18.37 
04 30 35.01 ,30 06 35.40 
04 30 35.76 ,30 07 03.88 
04 30 36.43 ,30 07 04.47 
04 30 34.96 ,30 07 01.59 
04 30 36.89 ,30 06 40.91 
04 30 36.70 ,30 06 37.10 
04 30 35.93 ,30 06 22.06 
04 30 37.20 ,30 06 20.28 
04 30 33.81 ,30 06 56.32 
04 30 38.03 ,30 06 28.66 
04 30 37.14 ,30 07 11.37 
04 30 33.37 ,30 06 46.12 
04 30 33.87 ,30 06 20.78 
04 30 33.77 ,30 06 14.53 
04 30 35.86 ,30 06 24.95 
04 30 34.83 ,30 06 20.19 
04 30 36.51 ,30 06 22.21 
04 30 37.69 ,30 06 14.01 
04 30 36.93 ,30 06 32.13 
04 30 36.88 ,30 06 10.79 
04 30 34.12 ,30 06 38.28 
04 30 37.75 ,30 07 09.67 
04 30 35.68 ,30 06 06.05 
04 30 36.21 ,30 06 19.17 
04 30 34.66 ,30 06 39.89 
04 30 37.45 ,30 06 24.47 
04 30 36.18 ,30 06 00.21 
04 30 35.63 ,30 06 27.80 
04 30 37.41 ,30 06 48.70 
04 30 34.87 ,30 06 28.45 
04 30 35.57 ,30 06 35.43 
04 30 34.11 ,30 06 42.70 
04 30 34.97 ,30 06 36.54 
04 30 35.03 ,30 06 05.02 
04 30 34.40 ,30 06 37.26 
04 30 35.63 ,30 07 03.16 
04 30 36.70 ,30 05 56.12 
04 30 34.12 ,30 07 04.92 
04 30 37.92 ,30 06 44.26 
04 30 36.20 ,30 06 55.32 
04 30 34.78 ,30 06 15.65 
04 30 37.72 ,30 06 55.70 
04 30 35.59 ,30 06 47.87 
04 30 33.67 ,30 06 44.39 
04 30 34.44 ,30 06 46.58 
04 30 35.78 ,30 06 59.00 
04 30 35.63 ,30 06 35.09 
04 30 36.08 ,30 06 51.44 
04 30 37.66 ,30 06 06.87 
04 30 38.76 ,30 06 41.31 
04 30 36.11 ,30 06 46.42 
04 30 34.67 ,30 06 45.65 
04 30 37.26 ,30 07 03.71 
04 30 36.47 ,30 06 19.78 
04 30 37.24 ,30 06 51.75 
04 30 34.10 ,30 06 51.55 
04 30 37.27 ,30 06 32.77 
04 30 37.04 ,30 06 35.03 
04 30 36.71 ,30 06 12.51 
04 30 34.40 ,30 06 45.08 
04 30 38.10 ,30 06 52.63 
04 30 35.45 ,30 06 44.78 
04 30 34.44 ,30 06 20.15 
04 30 35.28 ,30 06 56.40 
04 30 37.85 ,30 07 05.30 
04 30 35.28 ,30 07 04.13 
04 30 36.45 ,30 07 14.07 
04 30 35.59 ,30 06 32.23 
04 30 36.02 ,30 06 18.60 
04 30 34.00 ,30 06 50.05 
04 30 37.36 ,30 06 49.28 
04 30 36.66 ,30 06 53.62 
04 30 33.96 ,30 06 31.33 
04 30 33.94 ,30 06 22.83 
04 30 37.04 ,30 06 08.87 
04 30 34.45 ,30 06 08.00 
04 30 36.23 ,30 06 24.86 
04 30 38.77 ,30 06 40.51 
04 30 36.24 ,30 06 50.67 
04 30 37.52 ,30 06 14.73 
04 30 34.14 ,30 06 20.53 
04 30 33.55 ,30 06 51.64 
04 30 34.78 ,30 06 49.19 
04 30 35.86 ,30 06 16.47 
04 30 35.78 ,30 06 54.57 
04 30 34.26 ,30 06 25.14 
04 30 35.09 ,30 06 45.12 
04 30 34.31 ,30 06 19.74 
04 30 36.49 ,30 06 20.51 
04 30 38.93 ,30 06 18.95 
04 30 36.67 ,30 07 02.61 
04 30 36.40 ,30 06 41.61 
04 30 35.80 ,30 06 38.24 
04 30 34.74 ,30 06 17.62 
04 30 38.88 ,30 06 33.97 
04 30 33.78 ,30 06 39.07 
04 30 36.45 ,30 06 16.12 
04 30 37.46 ,30 06 34.88 
04 30 33.85 ,30 06 44.72 
04 30 38.14 ,30 06 39.03 
04 30 35.30 ,30 06 12.01 
04 30 34.22 ,30 06 37.34 
04 30 35.40 ,30 06 04.16 
04 30 37.51 ,30 07 10.92 
04 30 38.59 ,30 06 52.49 
04 30 37.62 ,30 07 03.55 
04 30 36.15 ,30 06 29.69 
04 30 38.20 ,30 06 44.21 
04 30 35.12 ,30 06 12.60 
04 30 35.46 ,30 07 10.90 
04 30 34.49 ,30 06 58.38 
04 30 35.77 ,30 06 06.45 
04 30 37.52 ,30 06 56.57 
04 30 38.17 ,30 06 16.45 
04 30 36.48 ,30 06 19.24 
04 30 37.55 ,30 07 06.48 
04 30 34.58 ,30 06 47.93 
04 30 35.17 ,30 06 34.78 
04 30 35.92 ,30 06 35.51 
04 30 36.02 ,30 06 04.43 
04 30 34.28 ,30 06 31.56 
04 30 35.42 ,30 06 29.32 
04 30 37.59 ,30 06 53.48 
04 30 35.87 ,30 06 19.77 
04 30 36.53 ,30 06 53.83 
04 30 35.17 ,30 07 03.68 
04 30 38.32 ,30 06 46.56 
04 30 37.52 ,30 06 51.74 
04 30 35.44 ,30 06 55.31 
04 30 34.04 ,30 06 15.40 
04 30 36.45 ,30 06 42.26 
04 30 34.80 ,30 06 09.11 
04 30 35.80 ,30 06 44.20 
04 30 36.25 ,30 06 13.74 
04 30 36.02 ,30 06 52.96 
04 30 36.41 ,30 06 16.63 
04 30 37.31 ,30 06 25.95 
04 30 38.59 ,30 06 17.01 
04 30 34.75 ,30 07 04.62 
04 30 37.49 ,30 06 41.57 
04 30 34.37 ,30 07 00.64 
04 30 36.44 ,30 06 36.55 
04 30 38.40 ,30 06 14.40 
04 30 38.49 ,30 06 34.32 
04 30 37.45 ,30 07 00.44 
04 30 33.45 ,30 06 52.14 
04 30 35.63 ,30 06 59.26 
04 30 36.83 ,30 06 54.21 
04 30 36.52 ,30 06 35.91 
04 30 38.06 ,30 06 18.08 
04 30 37.99 ,30 07 01.07 
04 30 35.00 ,30 06 47.84 
04 30 38.62 ,30 06 26.43 
04 30 37.64 ,30 06 14.97 
04 30 34.37 ,30 06 41.54 
04 30 33.66 ,30 06 53.21 
04 30 35.95 ,30 06 53.55 
04 30 37.53 ,30 06 29.82 
04 30 35.75 ,30 06 55.98 
04 30 35.99 ,30 06 40.36 
04 30 37.23 ,30 06 46.16 
04 30 36.53 ,30 06 13.80 
04 30 36.79 ,30 06 17.39 
04 30 34.37 ,30 06 45.79 
04 30 34.92 ,30 06 43.60 
04 30 35.33 ,30 06 11.96 
04 30 36.05 ,30 06 06.35 
04 30 34.42 ,30 06 09.84 
04 30 38.59 ,30 06 29.55 
04 30 33.66 ,30 06 30.62 
04 30 34.77 ,30 06 40.13 
04 30 36.93 ,30 06 14.27 
04 30 34.02 ,30 06 09.26 
04 30 33.83 ,30 06 13.26 
04 30 37.99 ,30 06 37.20 
04 30 35.93 ,30 06 29.84 
04 30 38.97 ,30 06 24.42 
04 30 36.84 ,30 06 41.95 
04 30 38.05 ,30 06 53.41 
04 30 37.14 ,30 06 35.19 
04 30 33.29 ,30 06 33.85 
04 30 37.26 ,30 06 49.08 
04 30 36.99 ,30 06 26.43 
04 30 35.27 ,30 06 13.12 
04 30 36.65 ,30 06 18.71 
04 30 34.03 ,30 06 09.56 
04 30 37.98 ,30 06 57.28 
04 30 37.08 ,30 06 13.82 
04 30 37.63 ,30 06 48.05 
