ra,dec
18 41 58.42,-56 59 43.28
18 42 06.87,-57 00 08.76
18 42 02.46,-56 59 29.54
18 41 57.27,-57 00 16.37
18 42 07.52,-56 59 39.43
18 41 57.28,-56 59 33.18
18 42 06.20,-57 00 10.21
18 41 55.29,-56 59 47.65
18 41 59.97,-56 59 26.45
18 41 57.31,-57 00 13.86
18 41 54.11,-57 00 12.28
18 42 03.78,-57 00 04.74
18 41 54.25,-56 59 52.97
18 41 59.82,-57 00 00.82
18 42 06.74,-57 00 24.94
18 41 59.03,-57 00 31.12
18 42 05.05,-56 59 47.47
18 41 56.72,-56 59 31.22
18 42 00.53,-56 59 41.28
18 41 56.81,-57 00 50.54
18 42 02.52,-56 59 27.76
18 41 55.81,-56 59 30.93
18 41 59.53,-57 00 12.92
18 42 04.82,-56 59 27.99
18 42 04.75,-56 59 31.20
18 41 52.86,-57 00 20.41
18 42 03.57,-56 59 56.31
18 42 02.86,-57 00 05.51
18 41 54.07,-57 00 13.95
18 41 58.38,-56 59 28.58
18 42 05.96,-56 59 51.34
18 41 58.57,-57 00 10.89
18 42 02.77,-57 00 44.69
18 42 04.64,-57 00 06.00
18 42 02.01,-57 00 35.54
18 42 03.53,-57 00 32.63
18 41 59.02,-57 00 38.07
18 41 58.83,-56 59 47.03
18 42 06.76,-57 00 06.06
18 41 52.14,-56 59 57.19
18 42 05.54,-57 00 26.34
18 42 03.74,-57 00 41.44
18 41 56.22,-57 00 19.27
18 41 59.93,-56 59 49.41
18 42 00.40,-57 00 01.69
18 42 01.84,-57 00 15.98
18 42 07.18,-57 00 06.09
18 41 55.81,-57 00 10.26
18 42 03.77,-57 00 28.78
18 41 57.35,-57 00 39.66
18 41 58.03,-57 00 02.76
18 42 01.64,-56 59 29.94
18 41 59.40,-57 00 16.22
18 41 57.72,-57 00 47.66
18 41 57.63,-56 59 24.52
18 41 53.89,-56 59 42.50
18 41 59.30,-57 00 15.19
18 42 00.90,-57 00 09.60
18 42 03.53,-56 59 34.71
18 42 05.20,-57 00 19.96
18 41 56.72,-56 59 32.81
18 41 58.65,-57 00 34.93
18 42 02.91,-56 59 34.66
18 41 55.27,-56 59 56.94
18 42 07.31,-56 59 35.14
18 42 02.03,-56 59 15.32
18 41 56.57,-56 59 37.70
18 42 00.09,-56 59 51.96
18 42 05.35,-56 59 45.03
18 41 59.50,-56 59 45.49
18 42 01.01,-57 00 25.24
18 42 07.13,-57 00 18.69
18 41 58.92,-57 00 48.30
18 42 02.22,-56 59 29.93
18 41 59.36,-56 59 26.49
18 42 02.44,-57 01 00.23
18 42 03.31,-56 59 20.69
18 42 04.12,-56 59 42.83
18 42 03.28,-57 00 10.41
18 42 04.26,-56 59 20.20
18 42 01.48,-56 59 08.58
18 41 57.12,-57 00 06.36
18 42 05.52,-57 00 10.25
18 41 59.79,-56 59 45.82
18 42 02.44,-57 00 21.97
18 42 00.96,-56 59 39.10
18 41 59.38,-56 59 46.28
18 42 01.96,-56 59 35.94
18 41 57.91,-57 00 28.76
18 41 59.84,-56 59 00.52
18 41 56.20,-57 00 47.05
18 41 56.62,-57 00 10.57
18 41 57.98,-57 00 58.93
18 42 00.24,-56 59 16.17
18 41 58.45,-57 00 21.39
18 41 54.60,-56 59 58.45
18 41 54.47,-57 00 33.05
18 42 02.46,-57 00 11.21
18 42 00.33,-57 00 02.26
18 41 58.61,-57 00 54.94
18 42 04.21,-56 59 59.61
18 41 58.14,-57 00 09.44
18 42 04.95,-57 00 48.08
18 42 07.02,-57 00 06.50
18 42 02.29,-57 00 02.00
18 42 03.19,-56 59 24.19
18 41 56.13,-57 00 16.03
18 42 05.31,-57 00 16.45
18 41 57.48,-56 59 51.93
18 41 54.02,-57 00 19.24
18 41 56.07,-57 00 29.40
18 42 02.65,-57 00 13.40
18 42 03.11,-57 00 33.16
18 41 58.17,-57 00 22.27
18 42 00.55,-57 00 40.87
18 41 55.56,-56 59 31.01
18 42 01.14,-56 59 15.19
18 42 00.25,-56 59 33.77
18 42 06.69,-57 00 06.44
18 42 02.44,-57 00 15.28
18 41 54.29,-56 59 26.16
18 42 03.19,-57 00 04.55
18 41 59.70,-57 00 28.77
18 41 55.68,-56 59 57.91
18 41 59.84,-57 00 45.69
18 41 55.94,-56 59 57.91
18 42 00.69,-56 59 21.19
18 42 00.37,-56 59 54.94
18 41 56.80,-56 59 17.55
18 41 58.37,-57 00 44.56
18 42 00.08,-56 59 18.91
18 41 59.21,-57 00 25.90
18 41 53.85,-56 59 53.85
18 42 03.84,-56 59 39.75
18 41 56.47,-56 59 54.66
18 42 05.45,-57 00 22.41
18 41 57.08,-56 59 49.08
18 41 56.26,-56 59 11.53
18 41 56.67,-57 00 37.43
18 41 58.14,-56 59 26.19
18 42 01.51,-57 00 32.34
18 42 04.57,-57 00 24.48
18 42 00.85,-56 58 59.18
18 42 07.11,-57 00 12.35
18 42 01.53,-57 00 35.68
18 42 00.93,-57 00 29.42
18 42 02.69,-57 00 27.15
18 42 03.52,-56 59 35.75
18 42 00.19,-56 59 44.27
18 41 59.46,-56 59 31.28
18 42 00.64,-57 00 47.04
18 41 57.89,-56 59 42.46
18 41 55.67,-56 59 54.08
18 42 03.10,-57 00 47.32
18 42 04.41,-57 00 31.89
18 42 02.13,-57 00 55.90
18 41 59.13,-56 59 36.50
18 41 55.65,-56 59 57.06
18 41 59.84,-56 59 27.92
18 42 04.00,-57 00 48.48
18 41 58.05,-56 59 08.76
18 42 01.06,-57 00 02.39
18 41 54.16,-57 00 38.77
18 41 54.56,-57 00 45.14
18 42 02.81,-56 59 06.22
18 41 53.30,-56 59 41.98
18 42 05.04,-57 00 12.85
18 42 01.71,-57 00 26.87
18 41 53.97,-56 59 42.50
18 41 59.43,-56 59 41.93
18 41 57.35,-57 00 38.55
18 42 01.74,-56 59 25.06
18 41 56.46,-56 59 58.77
18 41 54.75,-57 00 18.74
18 42 02.21,-56 59 42.33
18 41 59.14,-57 00 15.19
18 42 00.15,-57 00 06.54
18 41 58.01,-57 00 03.42
18 41 52.90,-57 00 26.27
18 41 59.51,-57 00 33.94
18 41 58.23,-57 00 23.60
18 41 57.29,-56 59 41.71
18 42 00.63,-57 00 29.22
18 42 00.99,-56 59 22.24
18 41 54.67,-57 00 41.28
18 42 06.81,-56 59 58.66
18 42 00.12,-57 00 16.73
18 41 57.10,-57 00 57.11
18 41 55.56,-57 00 36.45
18 41 58.84,-57 00 06.03
18 42 05.90,-57 00 18.10
18 42 00.75,-57 00 14.63
18 42 00.99,-57 00 48.36
18 42 01.38,-57 00 01.84
18 41 58.97,-56 59 04.16
18 41 57.65,-57 00 15.40
18 41 55.39,-56 59 45.94
18 41 59.54,-57 00 17.58
18 41 58.15,-57 00 42.66
18 42 04.93,-57 00 22.07
18 41 53.23,-57 00 12.77
18 41 58.01,-57 00 34.80
18 42 00.57,-57 00 38.88
18 41 58.54,-57 00 32.27
18 41 54.55,-56 59 48.31
18 42 00.39,-56 59 20.46
18 41 55.00,-57 00 26.38
18 41 58.99,-56 59 56.37
18 41 53.95,-56 59 53.93
18 42 00.76,-57 00 28.80
18 42 02.33,-56 59 34.17
18 41 59.65,-56 59 33.89
18 42 03.31,-57 00 02.05
18 42 00.44,-57 00 28.82
18 41 59.81,-56 59 29.30
18 41 55.54,-57 00 31.68
18 41 54.82,-56 59 39.71
18 41 54.88,-57 00 09.24
18 41 54.65,-56 59 41.94
18 42 00.49,-57 00 27.38
18 41 57.47,-57 00 22.43
18 41 59.17,-57 00 13.49
18 42 00.54,-56 59 33.81
18 42 03.28,-57 00 41.20
18 42 01.45,-56 59 46.63
18 42 01.13,-57 00 00.35
18 41 58.47,-56 59 22.95
18 41 58.51,-57 00 59.62
18 41 58.47,-56 59 52.08
18 42 00.62,-57 00 18.46
18 41 59.59,-57 00 48.65
18 41 58.56,-57 00 33.10
18 41 56.80,-56 59 43.03
18 41 54.20,-56 59 29.39
18 42 03.30,-57 00 43.12
18 41 56.02,-56 59 57.48
18 42 03.49,-57 00 25.45
18 42 07.02,-57 00 33.00
18 41 59.12,-57 01 00.40
18 42 02.49,-56 59 22.45
18 41 57.39,-56 59 38.27
18 42 05.90,-56 59 48.80
18 42 02.45,-57 00 31.55
18 42 01.96,-57 00 38.75
18 42 02.13,-57 00 51.80
18 41 55.98,-57 00 15.70
18 42 03.90,-56 59 33.99
18 42 04.22,-56 59 54.42
18 42 00.99,-57 00 05.46
18 41 57.08,-56 59 39.20
18 42 03.43,-57 00 57.60
18 42 03.56,-56 59 10.35
18 42 02.22,-57 00 29.95
18 42 01.31,-56 59 35.12
18 41 59.71,-56 59 22.68
18 41 58.82,-57 00 28.96
18 41 54.52,-56 59 34.60
18 41 54.20,-57 00 19.06
18 42 07.18,-57 00 09.49
18 42 06.63,-57 00 27.69
18 41 55.76,-57 00 21.27
18 41 58.72,-57 00 22.60
18 41 56.45,-57 00 58.21
18 42 00.94,-57 00 47.58
18 42 04.07,-56 59 59.00
18 42 06.28,-57 00 03.28
18 41 58.44,-57 00 30.36
18 41 59.07,-57 00 19.36
18 41 56.19,-56 59 59.99
18 42 02.44,-56 59 17.97
18 42 02.77,-56 59 29.52
18 42 02.71,-56 59 14.68
18 41 56.99,-57 00 30.87
18 42 02.79,-57 00 22.21
18 42 04.37,-56 59 25.98
18 41 57.98,-57 00 34.32
18 41 54.53,-57 00 36.69
18 42 01.43,-57 00 36.38
18 42 04.25,-56 59 36.40
18 42 04.89,-56 59 37.94
18 41 56.92,-56 59 32.97
18 42 00.74,-57 00 06.94
18 42 03.33,-56 59 27.27
18 42 00.45,-56 59 47.79
18 42 04.48,-56 59 56.06
18 42 01.68,-57 00 53.34
18 41 54.60,-57 00 08.56
18 42 01.95,-56 59 54.35
18 42 01.53,-56 59 07.78
18 42 01.59,-57 00 27.11
18 42 01.58,-56 59 33.76
18 41 56.88,-57 00 10.37
18 41 59.63,-56 59 25.57
18 42 01.92,-56 59 37.29
18 42 00.16,-56 59 39.04
18 42 01.47,-57 00 37.50
18 42 01.89,-57 00 32.86
18 42 03.39,-57 00 00.09
18 42 03.53,-57 00 09.58
18 42 01.16,-57 00 26.76
18 41 58.57,-57 00 15.25
18 41 58.23,-56 59 53.04
18 41 57.19,-57 00 09.95
18 42 07.46,-57 00 05.15
18 42 05.94,-57 00 25.63
18 41 55.52,-57 00 10.69
18 42 01.76,-56 59 20.13
18 41 58.24,-56 59 40.75
18 41 52.99,-57 00 06.84
18 42 03.87,-56 59 42.36
18 41 57.55,-57 00 30.61
18 42 05.49,-56 59 41.05
18 42 00.74,-57 00 00.22
18 42 03.86,-57 00 34.96
18 42 04.92,-57 00 27.41
18 41 58.18,-57 00 41.74
18 41 59.11,-56 59 52.58
18 41 59.86,-56 59 12.70
18 41 59.09,-57 00 03.52
18 42 01.11,-56 59 45.82
18 42 03.85,-57 00 43.61
18 42 05.96,-56 59 57.67
18 41 57.35,-57 00 38.34
18 42 03.58,-57 00 07.28
18 41 58.84,-56 59 33.67
18 42 02.93,-56 59 47.54
18 42 01.11,-56 59 40.36
18 41 55.92,-56 59 52.88
18 41 58.91,-56 59 40.17
18 42 00.31,-57 00 15.47
18 42 04.43,-56 59 39.50
18 41 57.21,-56 59 16.78
18 41 54.39,-57 00 15.91
18 41 56.59,-56 59 50.87
18 42 04.94,-57 00 09.94
18 41 58.82,-56 59 08.15
18 41 55.46,-56 59 47.87
18 42 01.63,-57 00 14.93
18 41 54.24,-56 59 45.27
18 41 58.16,-57 00 25.95
18 41 59.07,-56 59 44.73
18 42 02.19,-56 59 04.59
18 42 00.32,-57 00 43.92
18 42 00.62,-56 59 03.27
18 42 00.67,-57 01 01.55
18 41 58.85,-56 59 51.13
