ra,dec
16 42 03.90,14 00 03.09
16 42 02.38,14 00 43.47
16 42 00.44,13 59 11.93
16 42 01.78,13 59 35.86
16 41 56.32,14 00 16.58
16 41 58.98,13 59 57.46
16 41 58.96,14 00 52.49
16 42 00.83,13 59 29.53
16 41 59.40,13 59 53.20
16 42 01.49,14 00 24.68
16 42 03.02,13 59 42.98
16 41 57.94,13 59 36.37
16 42 01.32,14 00 01.98
16 42 01.06,14 00 19.00
16 42 01.05,14 00 38.35
16 42 01.94,13 59 41.52
16 41 57.58,14 00 38.52
16 42 02.08,13 59 41.87
16 41 57.52,14 00 40.34
16 42 00.30,13 59 42.50
16 41 58.11,13 59 14.12
16 41 56.53,13 59 44.16
16 42 02.94,14 00 19.58
16 41 57.11,13 59 33.72
16 41 59.63,14 01 01.01
16 41 56.91,13 59 34.54
16 41 58.49,13 59 52.74
16 42 02.53,13 59 55.56
16 41 57.38,14 00 50.10
16 42 02.31,13 59 50.84
16 42 01.16,13 59 32.78
16 41 56.97,14 00 22.10
16 41 58.74,13 59 35.24
16 42 01.39,13 59 40.81
16 42 00.31,13 59 59.60
16 41 59.02,14 00 21.78
16 42 02.03,14 00 37.43
16 41 59.26,13 59 14.43
16 42 00.06,14 00 25.25
16 42 01.37,14 00 39.69
16 42 00.98,14 00 29.89
16 41 56.97,13 59 51.65
16 41 57.06,14 00 33.54
16 41 58.89,13 59 35.78
16 42 01.51,13 59 27.43
16 41 57.53,13 59 14.29
16 42 00.62,14 00 04.74
16 42 01.00,14 00 12.84
16 42 02.21,13 59 10.23
16 41 59.41,13 59 30.48
16 41 57.80,14 00 11.10
16 41 59.64,13 59 40.92
16 41 58.51,13 59 53.21
16 41 57.73,14 00 15.90
16 42 00.50,14 00 36.41
16 42 00.09,14 00 16.45
16 42 00.45,14 01 02.64
16 42 02.91,13 59 33.96
16 41 56.75,13 59 26.65
16 42 01.26,14 00 56.41
16 42 00.54,13 59 38.29
16 42 02.86,13 59 38.58
16 41 59.41,14 00 34.71
16 42 01.28,14 00 02.53
16 42 03.56,14 00 02.41
16 41 58.82,13 59 20.12
16 42 02.03,13 59 22.35
16 41 56.25,14 00 25.27
16 42 01.58,14 00 40.91
16 42 01.39,14 00 21.37
16 42 03.47,13 59 43.47
16 41 58.34,14 00 05.23
16 42 03.50,13 59 39.23
16 41 59.93,14 00 30.10
16 42 02.57,13 59 09.38
16 42 00.61,13 59 56.04
16 41 57.75,13 59 39.09
16 41 57.78,13 59 53.99
16 42 00.80,14 00 07.50
16 42 01.84,14 00 09.64
16 42 00.55,14 00 12.74
16 42 00.58,13 59 09.57
16 42 00.77,14 00 35.25
16 42 01.25,13 59 40.78
16 42 02.49,14 00 17.87
16 41 59.49,14 00 36.37
16 42 04.44,14 00 07.16
16 42 02.69,14 00 19.61
16 42 00.53,13 59 38.02
16 42 02.88,13 59 32.04
16 41 57.20,13 59 41.94
16 42 02.51,13 59 28.27
16 42 01.68,14 00 20.80
16 41 59.26,13 59 43.85
16 41 56.27,13 59 47.51
16 42 00.53,14 00 41.45
16 42 03.30,14 00 22.27
16 41 56.81,14 00 09.79
16 41 58.44,13 59 41.92
16 42 01.87,14 00 15.92
16 42 03.79,14 00 16.58
16 41 58.38,13 59 13.93
16 41 57.57,14 00 13.73
16 42 02.88,14 00 28.93
