ra,dec
17 30 02.30,-14 59 21.00
17 30 02.59,-14 59 47.75
17 30 03.03,-15 00 15.06
17 30 01.09,-15 00 24.17
17 29 59.68,-15 00 24.19
17 30 00.15,-15 00 16.39
17 30 03.89,-14 59 36.20
17 30 02.64,-15 00 09.34
17 30 00.20,-14 59 10.80
17 29 57.07,-14 59 44.39
17 29 57.71,-15 00 10.77
17 29 56.54,-15 00 03.95
17 30 00.05,-14 59 46.13
17 30 00.41,-15 00 29.41
17 29 58.78,-14 59 01.99
17 30 04.66,-14 59 33.97
17 30 02.03,-15 00 00.95
17 29 55.45,-15 00 27.90
17 30 02.97,-14 59 21.06
17 29 58.23,-15 00 28.36
17 30 02.25,-15 00 01.22
17 30 01.59,-15 00 19.49
17 30 03.08,-14 59 22.55
17 29 59.88,-15 00 49.13
17 30 03.51,-14 59 53.27
17 29 57.24,-14 59 11.42
17 30 00.35,-15 00 24.60
17 30 01.51,-15 00 06.76
17 29 57.84,-14 59 07.61
17 30 02.01,-15 00 48.53
17 29 58.21,-15 00 18.41
17 30 03.37,-15 00 04.24
17 29 59.69,-14 59 53.20
17 29 59.96,-15 00 13.73
17 30 03.58,-15 00 16.96
17 29 57.13,-15 00 49.04
17 29 56.91,-15 00 37.89
17 30 03.45,-14 59 19.99
17 29 58.90,-14 59 55.31
17 29 59.35,-15 00 54.44
17 29 57.25,-14 59 37.79
17 29 56.19,-14 59 21.04
17 30 03.55,-14 59 53.74
17 30 04.06,-15 00 02.10
17 30 03.21,-15 00 20.15
17 29 59.36,-15 00 48.99
17 30 02.76,-15 00 37.12
17 29 59.34,-14 59 51.42
17 29 55.61,-15 00 08.35
17 30 00.01,-14 59 23.69
17 29 59.45,-15 00 46.74
17 30 01.82,-15 00 06.29
17 30 02.28,-14 59 13.61
17 30 01.23,-15 00 23.65
17 29 58.53,-15 00 43.65
17 29 58.86,-15 01 00.80
17 29 59.06,-14 59 45.88
17 30 02.09,-14 59 52.61
17 29 58.23,-15 00 10.99
17 30 00.09,-15 00 07.72
17 29 59.92,-14 59 47.77
17 29 58.15,-14 59 20.49
17 30 00.55,-15 00 10.13
17 29 56.39,-14 59 57.31
17 29 55.72,-14 59 41.89
17 29 59.14,-14 59 31.60
17 30 00.05,-14 59 11.69
17 30 01.03,-15 00 05.84
17 30 01.51,-15 00 55.29
17 29 56.90,-14 59 45.44
17 29 56.13,-14 59 38.84
17 30 04.93,-15 00 05.09
17 29 59.20,-14 59 37.13
17 29 59.85,-15 00 32.38
17 29 56.86,-15 00 13.24
17 29 57.98,-14 59 50.08
17 29 58.00,-15 00 43.59
17 30 00.77,-15 00 34.15
17 29 55.86,-15 00 09.81
17 29 58.70,-15 00 11.69
17 29 58.97,-14 59 22.03
17 29 58.91,-15 00 27.06
17 30 00.06,-15 00 47.58
17 29 57.57,-15 00 22.76
17 30 01.51,-14 59 52.24
17 30 02.21,-14 59 16.79
17 30 03.17,-14 59 51.96
17 30 01.68,-15 00 27.34
17 29 56.97,-14 59 32.10
17 29 59.28,-15 00 07.39
17 29 57.90,-14 59 04.95
17 29 57.20,-14 59 38.21
17 30 02.44,-14 59 41.68
17 30 00.23,-14 59 27.15
17 30 03.60,-15 00 18.37
17 30 02.05,-14 59 57.77
17 30 01.73,-15 00 11.23
17 29 58.74,-15 00 03.70
17 30 04.06,-15 00 45.49
17 30 00.45,-15 00 13.18
17 30 01.27,-15 00 05.30
17 29 58.45,-14 59 21.07
17 30 00.25,-15 00 23.31
17 29 58.22,-14 59 15.13
17 29 58.32,-14 59 13.77
17 30 00.79,-14 59 44.93
17 30 02.31,-14 59 52.58
17 30 00.95,-14 59 55.89
17 29 59.37,-15 00 29.18
17 29 58.99,-14 59 15.89
17 29 57.39,-14 59 08.80
17 29 58.19,-14 59 43.78
17 30 04.17,-15 00 30.68
17 29 55.64,-14 59 54.86
17 30 03.49,-14 59 47.17
17 29 58.56,-14 58 57.52
17 29 58.36,-14 59 59.39
17 30 03.27,-15 00 52.67
17 30 01.67,-15 00 04.91
17 29 57.93,-14 59 36.72
17 30 01.46,-15 00 20.13
17 29 58.76,-14 59 58.81
17 29 56.35,-15 00 03.60
17 29 59.30,-14 58 59.33
17 29 58.01,-15 00 42.32
17 30 02.11,-15 00 56.38
17 29 56.40,-15 00 00.81
17 29 58.26,-14 59 30.29
17 30 00.48,-15 00 48.08
17 30 02.35,-15 00 18.86
17 29 58.70,-14 59 55.95
17 29 57.81,-14 59 12.71
17 29 59.68,-15 00 58.36
17 30 02.77,-14 59 14.74
17 30 01.31,-15 00 47.77
17 30 02.04,-15 00 06.80
17 30 01.86,-14 59 18.48
17 30 02.24,-14 59 33.95
17 29 59.01,-15 00 19.98
17 29 59.21,-15 01 01.54
17 30 00.81,-14 59 51.11
17 29 56.54,-15 00 04.53
17 30 03.75,-15 00 22.22
17 30 02.89,-15 00 00.96
17 30 03.38,-14 59 43.30
17 29 58.28,-14 59 37.11
17 30 00.73,-15 00 52.40
17 29 58.65,-15 00 28.20
17 30 02.78,-15 00 32.78
17 30 01.95,-14 59 03.82
17 30 02.33,-15 00 17.30
17 29 57.95,-15 00 09.76
17 30 01.03,-15 00 01.17
17 29 59.48,-14 59 53.58
17 30 00.21,-14 58 51.00
17 30 02.72,-15 00 33.43
17 30 03.19,-14 59 31.94
17 29 56.64,-15 00 34.26
17 29 58.69,-15 00 38.41
17 29 55.66,-15 00 09.79
17 30 00.90,-14 59 36.81
17 30 00.15,-15 00 05.28
17 29 59.83,-15 00 25.21
17 29 58.16,-15 00 51.73
17 29 59.98,-14 59 12.52
17 30 00.48,-14 59 31.93
17 29 59.68,-14 58 50.74
17 30 02.99,-15 00 15.56
17 30 04.12,-14 59 55.53
17 30 01.01,-14 59 47.77
17 30 00.88,-15 00 58.12
17 30 03.29,-14 59 39.39
17 29 57.73,-15 00 16.35
17 30 00.80,-15 00 34.46
17 29 58.91,-14 59 38.15
17 29 59.49,-15 00 48.85
17 30 03.40,-14 59 59.72
17 29 56.53,-15 00 05.80
17 29 57.77,-15 00 38.86
17 30 00.25,-15 00 24.31
17 30 03.45,-14 59 58.89
17 29 59.86,-14 59 02.39
17 30 01.12,-14 59 45.19
17 29 58.77,-15 00 30.76
17 29 56.76,-14 59 23.14
17 29 58.39,-15 00 25.59
17 29 59.83,-15 00 24.22
17 29 59.71,-14 59 46.29
17 29 56.29,-14 59 20.50
17 30 03.79,-15 00 29.10
17 30 00.74,-14 59 41.37
17 29 58.73,-14 59 29.82
17 30 03.32,-15 00 40.57
17 30 00.12,-14 59 33.64
17 29 55.50,-14 59 39.15
17 29 56.77,-14 59 45.31
17 30 00.47,-14 59 50.85
17 29 59.23,-14 59 53.46
17 29 58.37,-14 59 49.39
17 29 58.80,-14 59 03.66
17 30 01.67,-15 00 01.78
17 30 00.66,-15 00 52.30
17 29 57.89,-14 59 30.73
17 30 01.29,-14 59 20.99
17 30 02.90,-15 00 44.23
17 30 01.19,-15 00 11.57
17 29 58.77,-14 59 11.93
17 30 04.06,-15 00 45.79
17 29 58.64,-15 00 06.26
17 30 01.08,-15 00 56.01
17 29 59.02,-15 00 22.44
17 29 58.63,-14 59 50.68
17 30 01.77,-15 00 20.81
17 30 04.09,-15 00 32.29
17 29 57.51,-15 00 14.37
17 29 57.38,-14 59 40.08
17 29 58.60,-15 00 05.70
17 29 57.94,-15 00 35.92
17 30 04.77,-15 00 08.22
17 29 58.06,-15 00 44.89
17 30 00.69,-15 00 04.12
17 29 59.42,-15 00 27.63
17 29 59.27,-15 00 41.14
17 29 59.96,-14 59 51.86
17 29 58.07,-14 59 03.59
17 30 03.56,-14 59 14.50
17 30 00.93,-14 59 20.80
17 30 00.24,-15 01 02.18
17 30 00.60,-14 59 53.26
17 29 57.35,-15 00 09.24
17 30 00.31,-15 01 11.29
17 30 00.93,-14 59 23.85
