ra,dec
18 06 00.45,-42 59 45.30
18 06 01.49,-43 00 12.68
18 05 56.80,-42 59 54.29
18 05 59.33,-42 59 13.28
18 05 59.92,-42 59 49.43
18 05 59.71,-42 59 20.11
18 06 01.61,-42 59 35.37
18 06 00.53,-43 00 19.99
18 06 00.73,-42 59 22.46
18 05 60.00,-43 00 26.94
18 05 55.89,-43 00 20.12
18 05 59.75,-43 00 11.51
18 05 58.19,-42 59 51.90
18 05 56.93,-42 59 37.02
18 05 56.61,-43 00 24.11
18 05 59.69,-42 59 57.68
18 05 56.52,-43 00 26.59
18 05 58.64,-42 59 27.01
18 05 58.58,-42 59 56.70
18 05 56.85,-42 59 57.35
18 05 57.03,-42 59 38.66
18 06 03.04,-42 59 13.45
18 06 01.25,-42 59 40.30
18 06 04.32,-42 59 43.10
18 06 00.39,-43 00 28.25
18 05 57.14,-42 59 43.46
18 05 57.24,-42 59 26.62
18 06 03.30,-43 00 19.32
18 06 01.17,-43 00 05.12
18 05 56.80,-43 00 24.84
18 06 01.47,-43 00 23.19
18 06 03.50,-43 00 36.12
18 06 02.42,-42 59 34.61
18 05 59.50,-43 00 44.05
18 05 58.37,-42 59 41.82
18 05 59.51,-43 00 42.22
18 05 57.98,-42 59 48.42
18 05 58.09,-43 00 42.42
18 06 00.69,-43 00 17.44
18 06 02.92,-43 00 30.92
18 06 04.36,-42 59 36.97
18 05 58.43,-43 00 42.96
18 05 57.21,-43 00 19.76
18 05 59.67,-42 59 37.71
18 06 02.18,-42 59 14.31
18 06 02.35,-42 59 51.26
18 06 01.66,-42 59 09.78
18 05 59.18,-43 00 16.24
18 05 58.34,-42 59 27.76
18 06 01.28,-43 00 38.04
18 06 02.02,-43 00 04.22
18 05 58.68,-42 59 57.47
18 06 01.67,-43 00 02.40
18 05 58.62,-43 00 38.49
18 05 56.66,-43 00 26.19
18 06 00.22,-42 59 24.94
18 05 57.70,-43 00 05.88
18 06 00.41,-42 59 29.56
18 05 59.26,-42 59 25.75
18 05 55.92,-43 00 24.53
18 05 56.44,-43 00 21.63
18 06 01.33,-43 00 26.86
18 05 59.30,-42 59 54.41
18 06 00.72,-42 59 55.99
18 06 02.53,-42 59 30.36
18 06 00.05,-42 59 11.01
18 05 57.33,-43 00 00.45
18 05 59.04,-43 00 10.94
18 05 59.18,-42 59 47.86
18 05 57.29,-42 59 59.11
18 06 04.85,-43 00 13.38
18 06 04.21,-43 00 34.19
18 06 02.47,-43 00 13.79
18 06 01.69,-43 00 44.82
18 05 58.99,-42 59 54.85
18 05 58.93,-43 00 08.87
18 05 59.73,-43 00 01.84
18 06 00.57,-43 00 31.33
18 06 01.55,-43 00 10.79
18 06 02.41,-43 00 19.31
18 05 57.54,-42 59 13.20
18 05 58.30,-42 59 07.59
18 06 01.48,-43 00 29.58
18 05 57.90,-42 59 13.51
18 06 02.73,-42 59 41.45
18 05 59.25,-43 00 31.64
18 05 56.92,-43 00 39.68
18 06 00.34,-43 00 26.25
18 06 04.26,-42 59 43.36
18 06 04.04,-42 59 42.33
18 06 00.21,-43 00 22.75
18 06 04.20,-43 00 07.12
18 05 58.73,-42 59 52.17
18 06 00.36,-42 59 17.09
18 06 03.04,-43 00 34.51
18 06 02.27,-42 59 25.77
18 05 59.75,-42 59 03.69
18 05 56.79,-43 00 15.42
18 06 00.98,-43 00 26.00
18 06 03.31,-43 00 28.65
18 06 03.09,-43 00 28.77
18 05 59.36,-42 59 20.80
18 05 57.83,-42 59 20.35
18 06 02.80,-42 59 17.31
18 05 59.94,-43 00 34.52
18 05 57.61,-42 59 35.28
18 06 04.18,-43 00 28.75
18 06 04.71,-43 00 23.64
18 06 00.28,-42 59 08.08
18 05 59.68,-42 59 27.08
18 06 02.51,-43 00 33.77
18 05 58.40,-43 00 42.68
18 06 02.32,-43 00 05.40
18 06 03.68,-42 59 19.75
18 05 58.01,-42 59 24.25
18 06 04.55,-42 59 36.05
18 06 01.52,-43 00 25.88
18 06 03.09,-42 59 43.06
18 06 01.02,-43 00 12.49
18 05 58.82,-43 00 41.74
18 05 58.87,-43 00 06.63
18 06 03.47,-43 00 12.21
18 05 58.28,-42 59 17.60
18 06 02.56,-43 00 38.51
18 05 57.27,-43 00 29.27
18 05 57.29,-43 00 40.28
18 05 58.47,-42 59 39.56
18 05 59.50,-43 00 07.49
18 06 00.63,-43 00 25.62
18 05 56.29,-43 00 04.57
18 05 58.29,-43 00 00.31
18 06 00.93,-42 59 50.97
18 06 00.67,-43 00 27.68
18 05 58.82,-42 59 49.49
18 06 01.31,-42 59 57.53
18 06 04.35,-43 00 18.60
18 06 02.83,-42 59 54.38
18 05 58.24,-43 00 32.95
18 06 02.41,-42 59 42.28
18 05 56.44,-42 59 39.04
18 05 55.95,-42 59 45.71
18 05 59.39,-43 00 33.04
18 06 01.10,-42 59 58.00
18 05 57.12,-42 59 38.47
18 05 58.74,-43 00 08.22
18 05 58.78,-42 59 47.40
18 05 58.03,-43 00 44.11
18 06 00.90,-43 00 09.51
18 05 58.74,-43 00 02.09
18 06 03.72,-42 59 28.14
18 06 00.93,-43 00 29.58
18 06 03.01,-43 00 11.29
18 06 01.76,-42 59 24.77
18 05 58.96,-43 00 03.30
18 06 01.09,-42 59 42.25
18 05 55.95,-42 59 57.21
18 05 59.99,-42 59 17.94
18 06 03.11,-42 59 27.91
18 05 56.09,-43 00 01.57
18 05 59.57,-43 00 08.98
18 05 56.88,-43 00 38.50
18 05 57.07,-42 59 39.38
18 05 58.01,-42 59 29.21
18 05 59.30,-43 00 01.96
18 05 59.67,-43 00 04.76
18 06 01.74,-42 59 36.88
18 06 01.69,-42 59 37.79
18 06 02.04,-43 00 45.14
18 05 55.13,-43 00 13.33
18 05 57.74,-42 59 42.81
18 06 02.16,-42 59 08.30
18 06 01.23,-43 00 12.35
18 05 57.83,-43 00 13.35
18 05 58.75,-42 59 14.21
18 05 59.52,-42 59 21.77
18 06 03.90,-43 00 35.39
18 05 56.41,-42 59 32.39
18 05 57.53,-42 59 38.89
18 06 01.99,-43 00 29.92
18 06 02.77,-43 00 43.51
18 05 58.55,-43 00 02.74
18 06 01.23,-43 00 34.29
18 05 55.67,-42 59 32.14
18 05 59.68,-43 00 30.35
18 06 04.92,-42 59 50.13
18 05 57.48,-42 59 26.01
18 05 58.19,-42 59 25.95
18 05 59.69,-42 59 30.23
18 06 05.05,-43 00 03.14
18 05 58.02,-42 59 27.51
18 06 00.23,-42 59 44.98
18 05 56.17,-42 59 45.82
18 06 02.62,-43 00 15.23
18 06 01.72,-43 00 36.08
18 06 02.25,-42 59 34.70
18 06 00.51,-42 59 23.28
18 06 02.85,-42 59 22.97
18 06 02.26,-42 59 59.61
18 05 57.17,-42 59 49.02
18 05 57.30,-43 00 48.42
18 06 00.11,-42 59 52.58
18 05 56.27,-42 59 37.40
18 05 57.18,-43 00 25.07
18 06 00.77,-42 59 26.88
18 05 58.26,-42 59 34.62
18 06 00.39,-43 00 28.85
18 05 57.64,-43 00 21.16
18 06 02.88,-42 59 58.19
18 06 02.17,-42 59 44.20
18 05 57.18,-42 59 42.18
18 05 59.05,-42 59 35.60
18 06 00.05,-42 59 27.56
18 05 58.57,-42 59 57.18
18 05 59.63,-42 59 44.05
18 05 59.31,-42 59 27.39
18 05 58.92,-42 59 26.12
18 06 00.65,-43 00 52.57
18 05 59.77,-42 59 36.18
18 05 55.92,-42 59 59.44
18 06 04.68,-42 59 35.71
18 06 03.31,-42 59 35.41
18 05 59.29,-42 59 35.52
18 05 56.81,-43 00 33.72
18 06 04.46,-42 59 33.31
18 05 55.26,-43 00 21.36
18 05 58.24,-42 59 07.66
18 05 57.91,-43 00 45.94
18 05 57.66,-42 59 28.35
18 06 03.25,-42 59 26.95
18 06 03.26,-42 59 31.32
18 06 04.28,-42 59 42.37
18 06 01.28,-42 59 35.17
18 05 54.95,-43 00 05.31
18 06 02.63,-43 00 17.01
18 05 59.79,-42 59 35.82
18 06 00.93,-42 59 54.75
18 05 56.08,-43 00 34.07
18 05 56.46,-42 59 44.53
18 05 55.90,-43 00 21.21
18 05 59.24,-42 59 52.93
18 06 01.15,-42 59 28.66
18 06 02.72,-42 59 54.43
18 05 56.45,-42 59 47.49
18 05 59.79,-42 59 27.03
18 06 03.28,-42 59 21.75
18 06 01.54,-43 00 39.58
18 05 57.38,-42 59 55.66
18 06 03.02,-43 00 03.22
18 06 03.47,-42 59 29.67
18 06 00.11,-43 00 09.72
18 05 59.57,-42 59 52.43
18 06 00.21,-43 00 26.66
18 05 58.32,-43 00 21.10
18 06 01.78,-42 59 35.42
18 06 02.79,-42 59 41.05
18 06 02.17,-43 00 25.74
18 06 02.30,-42 59 46.86
18 05 59.70,-42 59 23.74
18 06 03.31,-43 00 13.07
18 06 04.39,-43 00 34.61
18 06 03.11,-43 00 03.94
18 05 58.02,-43 00 40.47
18 05 57.30,-43 00 23.01
18 05 58.68,-43 00 43.01
18 05 58.74,-42 59 50.81
18 05 55.77,-42 59 49.72
18 05 57.33,-43 00 21.53
18 06 00.53,-42 59 42.87
18 05 58.45,-42 59 49.84
18 05 56.03,-43 00 08.64
18 06 00.49,-43 00 34.53
18 06 03.07,-43 00 28.32
18 05 59.75,-43 00 39.96
18 06 01.31,-43 00 44.50
18 05 55.98,-42 59 26.36
18 06 04.90,-43 00 20.60
18 06 01.90,-43 00 23.85
18 06 02.00,-42 59 23.75
18 06 00.48,-43 00 30.06
18 05 59.22,-42 59 58.58
18 05 58.23,-42 59 58.02
18 05 57.96,-42 59 43.79
18 06 01.38,-43 00 03.19
18 06 00.53,-42 59 33.15
18 06 04.55,-43 00 07.28
18 05 57.92,-43 00 41.60
18 05 59.53,-43 00 56.77
18 05 55.22,-43 00 18.85
18 05 55.69,-42 59 44.09
18 06 01.15,-42 59 38.39
18 05 59.17,-43 00 52.26
18 06 01.93,-43 00 35.47
18 05 59.84,-42 59 19.67
18 05 59.37,-42 59 44.60
18 05 55.52,-43 00 06.40
18 06 01.70,-43 00 03.42
18 06 01.01,-43 00 50.52
18 06 02.72,-43 00 24.55
18 06 02.82,-43 00 26.46
18 06 00.71,-42 59 58.38
18 05 59.13,-43 00 31.47
18 06 02.57,-42 59 42.06
18 05 56.13,-42 59 47.25
18 06 02.16,-42 59 59.11
18 06 01.40,-42 59 25.04
18 06 03.35,-42 59 41.03
18 06 03.49,-43 00 22.00
18 05 56.66,-42 59 47.23
18 05 57.61,-42 59 55.43
18 06 01.78,-43 00 07.57
18 05 58.74,-43 00 10.08
18 06 00.98,-42 59 11.88
18 06 01.91,-43 00 41.37
18 05 59.45,-42 59 06.42
18 06 01.52,-43 00 15.17
18 05 59.62,-43 00 02.93
18 06 02.89,-42 59 37.79
18 05 58.41,-42 59 41.52
18 06 03.53,-43 00 11.72
18 05 58.83,-43 00 14.62
18 06 00.77,-43 00 04.60
18 05 59.63,-43 00 14.56
18 05 59.75,-43 00 08.00
18 05 58.17,-42 59 24.47
18 05 57.12,-43 00 34.44
18 06 02.86,-43 00 50.39
18 06 01.41,-43 00 01.12
18 05 59.63,-42 59 55.25
18 06 04.03,-43 00 17.95
18 06 00.90,-42 59 41.54
18 06 02.45,-42 59 15.54
18 06 04.11,-43 00 26.34
18 06 03.13,-42 59 24.36
18 05 55.80,-42 59 34.55
18 05 57.99,-43 00 33.92
18 05 58.60,-43 00 46.96
18 06 00.76,-42 59 12.60
18 05 56.71,-42 59 51.65
18 06 00.41,-42 59 25.44
18 05 58.73,-42 59 41.14
18 06 00.92,-43 00 46.99
18 06 01.62,-43 00 32.87
18 06 01.78,-43 00 55.05
18 06 03.62,-43 00 22.95
18 06 00.37,-42 59 26.79
18 05 57.33,-42 59 17.34
18 05 56.46,-43 00 24.21
18 06 00.45,-43 00 18.01
18 05 56.54,-43 00 12.62
18 06 00.04,-43 00 37.99
