ra,dec
17 12 01.11,-00 58 55.97
17 11 58.62,-00 59 28.89
17 12 01.02,-00 59 44.64
17 11 57.76,-00 59 24.39
17 12 01.85,-01 00 40.47
17 12 01.85,-00 59 36.71
17 11 55.96,-00 59 49.11
17 12 00.53,-01 00 51.98
17 11 56.35,-01 00 09.32
17 12 01.51,-01 01 00.48
17 11 56.78,-01 00 13.98
17 11 57.16,-01 00 38.45
17 11 58.81,-01 00 33.29
17 12 00.64,-01 00 02.98
17 12 03.13,-00 59 41.83
17 12 01.84,-01 00 18.79
17 11 57.07,-01 00 09.18
17 11 56.21,-00 59 37.53
17 12 01.05,-01 00 32.46
17 12 00.16,-00 59 37.29
17 12 02.01,-00 59 31.54
17 11 59.69,-00 59 28.32
17 11 57.11,-00 59 24.79
17 12 01.50,-00 59 07.62
17 11 58.23,-00 59 36.79
17 12 02.06,-01 00 22.13
17 11 57.68,-01 00 20.70
17 11 57.80,-01 00 45.30
17 11 59.91,-01 00 19.40
17 11 58.65,-00 59 46.02
17 11 58.05,-00 59 37.27
17 11 58.89,-01 00 40.46
17 11 58.56,-00 59 43.06
17 11 58.79,-00 59 51.64
17 11 57.65,-00 59 14.26
17 12 02.05,-00 59 41.08
17 11 58.45,-00 59 33.04
17 12 00.90,-01 00 28.19
17 12 02.83,-01 00 51.08
17 12 00.72,-00 59 08.94
17 12 04.26,-00 59 42.37
17 12 01.42,-01 00 48.09
17 12 02.66,-01 00 10.24
17 11 59.64,-01 00 06.40
17 11 59.96,-01 00 01.03
17 12 01.53,-00 59 16.53
17 11 58.52,-01 00 09.82
17 11 56.96,-01 00 22.64
17 11 58.78,-01 00 23.79
17 12 00.56,-01 00 47.77
17 12 03.49,-00 59 48.46
17 12 04.45,-00 59 54.01
17 12 01.12,-01 00 31.90
17 11 57.04,-01 00 23.07
17 11 57.46,-01 00 41.95
17 12 00.22,-01 00 02.41
17 11 57.40,-00 59 52.04
17 11 58.54,-00 59 31.68
17 11 57.67,-00 59 18.73
17 11 57.48,-00 59 54.82
17 12 00.89,-00 59 01.36
17 11 58.61,-00 59 56.86
17 12 03.21,-01 00 04.99
17 12 00.12,-01 00 37.11
17 11 58.90,-00 59 34.97
17 12 01.03,-00 59 16.57
17 11 59.90,-01 00 39.82
17 12 00.48,-00 59 37.17
17 11 59.82,-01 00 17.31
17 11 58.62,-01 00 51.14
17 11 59.80,-00 59 53.21
17 12 03.01,-00 59 19.64
17 11 58.23,-01 00 35.16
17 11 58.66,-00 59 07.59
17 12 02.68,-01 00 02.44
17 12 01.12,-00 59 56.50
17 11 59.92,-01 00 27.31
17 11 59.57,-01 00 36.13
17 12 01.52,-01 00 28.23
17 11 59.32,-01 00 35.61
17 12 03.19,-00 59 43.49
17 12 00.22,-01 00 02.37
17 11 59.26,-01 00 16.64
17 11 59.81,-00 59 07.60
17 11 57.96,-00 59 43.09
17 12 01.46,-01 00 33.19
17 12 00.12,-00 59 22.23
17 11 59.89,-01 00 03.14
17 12 03.76,-01 00 02.99
17 12 01.41,-01 00 16.10
17 12 02.54,-01 00 22.12
17 11 55.80,-01 00 10.25
17 11 59.40,-00 58 55.62
17 12 03.96,-00 59 37.04
17 12 00.23,-00 59 53.81
17 12 02.13,-00 59 19.20
17 11 57.31,-01 00 06.93
17 12 03.18,-01 00 34.07
17 12 00.79,-00 59 59.68
17 11 59.06,-00 59 19.47
17 12 01.59,-01 00 29.39
17 11 57.74,-01 00 18.81
17 11 57.02,-01 00 13.14
17 11 57.55,-01 00 05.66
17 12 02.90,-00 59 23.60
17 11 58.89,-01 00 25.72
17 11 59.81,-00 59 02.69
17 12 01.31,-01 00 48.28
17 12 01.32,-00 59 36.20
17 12 00.87,-00 59 08.69
17 12 01.04,-01 00 25.88
17 12 01.37,-00 59 43.34
17 11 59.83,-01 00 01.97
17 12 01.70,-00 59 16.67
17 12 03.69,-00 59 48.94
17 11 56.24,-00 59 35.48
17 11 58.46,-00 59 36.12
17 11 56.38,-01 00 33.07
17 11 57.83,-00 59 06.38
17 11 58.40,-01 00 16.22
17 12 01.13,-01 00 19.60
17 12 00.31,-01 00 16.39
17 11 58.63,-01 00 07.10
17 12 02.46,-00 59 49.09
17 11 56.66,-01 00 16.20
17 11 59.55,-01 00 21.02
17 11 59.77,-00 58 57.45
17 11 59.55,-01 01 05.70
17 11 59.79,-01 01 01.83
17 12 04.23,-00 59 56.03
17 11 59.04,-00 59 54.75
17 11 59.21,-00 59 10.42
17 11 57.23,-00 59 52.16
17 11 59.46,-00 59 38.74
17 12 00.45,-00 59 42.52
17 12 02.89,-00 59 11.26
