ra,dec
18 29 57.86 ,-28 59 36.53 
18 29 58.92 ,-29 00 09.75 
18 30 02.68 ,-29 01 01.47 
18 30 02.29 ,-28 59 24.55 
18 30 00.57 ,-29 00 47.81 
18 30 00.55 ,-29 00 18.30 
18 30 02.66 ,-28 59 56.16 
18 29 57.23 ,-29 00 40.86 
18 30 00.03 ,-29 00 09.33 
18 29 59.84 ,-28 59 04.28 
18 30 02.84 ,-29 00 05.43 
18 29 57.89 ,-28 59 37.39 
18 29 56.32 ,-29 00 09.36 
18 29 57.07 ,-28 59 49.10 
18 30 00.18 ,-29 00 50.55 
18 29 56.48 ,-29 00 18.03 
18 30 01.30 ,-29 00 28.66 
18 30 02.48 ,-29 00 54.73 
18 29 58.22 ,-29 00 20.79 
18 30 01.40 ,-29 00 45.38 
18 30 01.66 ,-29 00 38.97 
18 30 01.52 ,-29 00 39.08 
18 29 55.96 ,-28 59 42.18 
18 29 58.30 ,-29 00 03.01 
18 30 02.61 ,-28 59 58.05 
18 29 57.06 ,-28 59 51.85 
18 30 01.06 ,-29 00 27.12 
18 30 00.96 ,-28 58 52.93 
18 30 02.38 ,-29 00 02.58 
18 30 01.29 ,-29 00 04.28 
18 29 58.13 ,-29 00 19.14 
18 30 03.68 ,-29 00 33.56 
18 30 05.50 ,-29 00 02.90 
18 29 59.04 ,-29 00 14.17 
18 30 00.70 ,-28 59 17.20 
18 29 56.77 ,-29 00 20.06 
18 29 56.40 ,-29 00 41.84 
18 29 59.55 ,-29 00 20.21 
18 29 58.57 ,-29 00 08.92 
18 30 02.52 ,-29 01 02.82 
18 29 59.90 ,-28 59 34.38 
18 30 01.08 ,-28 59 50.94 
18 29 57.08 ,-28 59 06.70 
18 30 03.52 ,-28 59 05.70 
18 30 02.74 ,-28 59 55.43 
18 30 00.15 ,-29 00 29.61 
18 29 59.44 ,-29 00 16.41 
18 30 04.03 ,-28 59 49.72 
18 29 59.19 ,-28 59 35.88 
18 30 03.08 ,-29 00 55.41 
18 30 01.39 ,-28 59 53.67 
18 30 01.68 ,-29 00 47.32 
18 29 58.91 ,-28 59 42.72 
18 30 05.03 ,-28 59 45.37 
18 30 01.01 ,-29 00 07.81 
18 30 03.62 ,-29 00 19.68 
18 30 01.42 ,-29 00 34.04 
18 29 59.55 ,-28 59 52.20 
18 30 01.76 ,-29 00 12.09 
18 30 02.93 ,-28 59 46.29 
18 29 58.17 ,-29 00 57.50 
18 30 03.07 ,-28 59 06.40 
18 30 04.22 ,-28 59 27.09 
18 30 02.25 ,-29 01 02.28 
18 29 59.38 ,-28 58 53.56 
18 29 55.81 ,-29 00 15.51 
18 29 59.07 ,-29 00 24.60 
18 30 03.20 ,-28 59 34.57 
18 30 02.32 ,-29 00 30.76 
18 30 02.63 ,-28 59 25.09 
18 30 02.49 ,-28 59 39.19 
18 29 59.79 ,-29 00 17.57 
18 29 56.12 ,-28 59 30.52 
18 30 04.99 ,-29 00 08.47 
18 30 00.32 ,-28 58 56.44 
18 30 00.56 ,-28 59 47.48 
18 29 55.49 ,-29 00 24.59 
18 29 57.88 ,-29 00 27.79 
18 30 01.22 ,-29 00 19.48 
18 30 02.55 ,-29 00 21.64 
18 29 58.17 ,-28 59 22.08 
18 30 01.56 ,-29 00 05.58 
18 30 02.55 ,-28 59 38.66 
18 30 00.90 ,-29 00 22.91 
18 30 05.21 ,-29 00 34.07 
18 30 02.38 ,-28 59 09.20 
18 30 00.11 ,-29 00 42.32 
18 30 03.09 ,-29 00 58.37 
18 29 58.48 ,-29 00 40.48 
18 30 00.62 ,-28 59 23.32 
18 30 03.66 ,-29 00 43.34 
18 30 02.30 ,-28 59 44.75 
18 29 57.35 ,-28 59 44.36 
18 29 54.64 ,-28 59 57.69 
18 30 01.98 ,-28 59 09.84 
18 30 04.73 ,-29 00 09.33 
18 30 03.09 ,-28 59 00.15 
18 29 57.10 ,-28 59 05.64 
18 29 59.24 ,-28 59 18.84 
18 29 55.29 ,-28 59 33.80 
18 30 00.50 ,-28 59 27.01 
18 29 57.01 ,-28 59 28.93 
18 29 57.21 ,-29 00 38.75 
18 29 58.38 ,-28 59 37.00 
18 29 59.06 ,-28 59 24.07 
18 29 59.95 ,-28 59 36.73 
18 29 57.54 ,-28 59 20.73 
18 29 57.28 ,-28 59 44.50 
18 29 59.45 ,-28 59 24.17 
18 29 58.00 ,-28 59 38.23 
18 29 58.01 ,-28 59 30.24 
18 30 00.56 ,-28 59 45.51 
18 30 03.87 ,-28 59 43.98 
18 30 00.71 ,-29 01 09.12 
18 30 03.21 ,-29 00 11.46 
18 29 59.60 ,-29 00 53.18 
18 29 58.43 ,-28 59 54.65 
18 29 58.55 ,-28 59 10.27 
18 29 55.27 ,-28 59 40.53 
18 30 00.08 ,-29 01 13.11 
18 30 03.45 ,-28 59 46.75 
18 29 57.35 ,-28 59 01.44 
18 29 54.65 ,-29 00 07.57 
18 29 58.60 ,-29 00 19.50 
18 30 00.92 ,-28 59 11.67 
18 30 03.61 ,-28 59 09.46 
18 29 56.22 ,-29 00 04.12 
18 30 00.87 ,-28 59 12.54 
18 30 02.66 ,-29 00 59.00 
18 30 01.71 ,-28 59 58.61 
18 29 57.48 ,-29 00 26.42 
18 30 00.93 ,-29 00 11.50 
18 29 56.17 ,-28 59 49.13 
18 30 00.99 ,-29 00 54.33 
18 29 56.18 ,-29 00 04.71 
18 30 01.66 ,-29 00 26.96 
18 29 57.92 ,-29 00 52.78 
18 30 02.49 ,-29 00 21.24 
18 30 01.18 ,-28 59 10.59 
18 29 58.59 ,-28 59 28.46 
18 30 00.00 ,-28 59 26.65 
18 30 00.39 ,-29 00 41.71 
18 30 03.54 ,-29 00 21.59 
18 29 59.47 ,-28 59 58.69 
18 29 59.55 ,-29 00 28.79 
18 29 59.57 ,-29 00 01.62 
18 29 57.40 ,-28 59 35.06 
18 29 57.49 ,-29 00 10.76 
18 29 58.25 ,-29 00 39.96 
18 30 00.62 ,-29 00 20.01 
18 30 01.68 ,-29 00 03.66 
18 30 04.28 ,-29 00 10.07 
18 29 59.63 ,-29 00 54.57 
18 29 58.24 ,-28 59 34.37 
18 29 55.99 ,-28 59 45.23 
18 30 02.26 ,-28 59 15.64 
18 30 00.10 ,-29 00 03.95 
18 29 59.26 ,-28 59 37.72 
18 30 00.98 ,-28 59 24.02 
18 30 00.63 ,-28 59 24.40 
18 30 03.47 ,-29 00 35.10 
18 30 00.75 ,-29 00 14.40 
18 30 04.84 ,-29 00 09.26 
18 29 56.80 ,-29 00 20.16 
18 30 02.00 ,-28 59 20.17 
18 29 56.81 ,-29 00 48.16 
18 29 57.17 ,-28 59 31.36 
18 29 57.33 ,-29 00 10.16 
18 30 00.30 ,-28 59 41.53 
18 30 05.15 ,-28 59 51.51 
18 30 04.42 ,-29 00 04.34 
18 30 00.14 ,-29 00 19.31 
18 29 57.75 ,-28 59 55.98 
18 29 56.26 ,-29 00 00.46 
18 29 59.21 ,-28 59 02.79 
18 29 58.01 ,-28 59 21.01 
18 30 03.46 ,-29 00 56.44 
18 30 01.69 ,-29 00 00.03 
18 29 58.41 ,-28 59 38.23 
18 30 03.70 ,-29 00 53.75 
18 30 05.30 ,-28 59 38.17 
18 30 00.68 ,-28 58 53.01 
18 30 03.18 ,-28 59 10.08 
18 29 56.69 ,-29 00 44.18 
18 29 58.85 ,-29 00 56.11 
18 29 59.71 ,-29 00 12.43 
18 30 00.27 ,-29 00 41.30 
18 30 00.63 ,-29 00 45.85 
18 30 02.40 ,-28 59 34.15 
18 29 55.70 ,-28 59 55.21 
18 29 59.30 ,-29 01 08.06 
18 30 03.65 ,-28 59 28.80 
18 29 57.67 ,-28 59 50.06 
18 30 02.84 ,-29 01 03.55 
18 30 02.54 ,-29 00 40.37 
18 30 01.68 ,-29 00 46.84 
18 30 02.67 ,-29 00 21.79 
18 30 01.96 ,-28 59 37.70 
18 29 55.07 ,-28 59 59.53 
18 29 59.40 ,-29 01 02.23 
18 30 05.30 ,-28 59 47.86 
18 30 05.75 ,-28 59 44.41 
18 30 01.72 ,-28 59 18.75 
18 30 04.60 ,-28 59 36.70 
18 30 01.73 ,-29 00 45.46 
18 29 59.63 ,-28 59 34.90 
18 29 58.01 ,-28 59 52.79 
18 30 03.43 ,-29 00 27.08 
18 29 57.17 ,-28 59 27.86 
18 29 57.80 ,-28 59 45.16 
18 29 59.18 ,-28 58 55.74 
18 29 59.77 ,-28 59 35.23 
18 30 01.89 ,-28 58 59.34 
18 30 03.49 ,-28 59 18.18 
18 29 59.69 ,-29 00 04.10 
18 30 01.23 ,-29 00 07.70 
18 30 03.61 ,-28 59 47.37 
18 29 55.55 ,-28 59 38.48 
18 30 04.77 ,-29 00 31.95 
18 30 02.23 ,-28 59 48.69 
18 30 01.63 ,-28 59 08.42 
18 30 02.60 ,-28 58 59.28 
18 30 03.31 ,-28 59 07.38 
18 30 02.77 ,-28 59 41.81 
18 30 00.70 ,-29 00 22.27 
18 30 00.83 ,-28 59 35.72 
18 30 01.11 ,-28 59 07.06 
18 29 59.30 ,-29 00 25.85 
18 30 00.82 ,-28 59 31.19 
18 29 58.93 ,-28 59 53.61 
18 29 57.93 ,-28 59 45.25 
18 30 01.57 ,-29 01 00.61 
18 30 03.32 ,-28 59 01.34 
18 29 59.26 ,-28 59 24.25 
18 29 59.40 ,-29 00 58.50 
18 29 56.86 ,-28 59 57.54 
18 29 59.44 ,-28 58 58.23 
18 29 59.95 ,-28 59 28.34 
18 30 00.58 ,-28 59 42.54 
18 30 00.99 ,-28 59 55.81 
18 29 56.48 ,-29 00 50.48 
18 29 59.53 ,-28 59 19.09 
18 30 00.71 ,-29 00 34.19 
18 30 03.44 ,-28 59 27.55 
18 30 00.68 ,-29 00 29.15 
18 30 01.06 ,-28 59 12.34 
18 30 01.03 ,-29 00 44.12 
18 29 59.26 ,-29 00 10.40 
18 29 54.27 ,-29 00 05.68 
18 30 01.58 ,-29 00 59.28 
18 30 00.43 ,-28 59 35.50 
18 30 03.00 ,-29 00 49.69 
18 29 55.21 ,-29 00 05.25 
18 29 56.57 ,-28 59 26.13 
18 29 58.48 ,-28 58 56.47 
18 30 00.80 ,-29 00 16.67 
18 30 01.94 ,-28 59 16.37 
18 30 01.29 ,-28 59 45.29 
18 30 04.14 ,-29 00 51.19 
18 30 01.80 ,-28 59 57.76 
18 30 00.01 ,-28 59 37.32 
18 29 57.81 ,-29 00 44.30 
18 29 59.16 ,-28 58 49.62 
18 30 02.00 ,-29 00 27.52 
18 30 02.30 ,-28 59 01.18 
18 30 00.88 ,-29 01 14.96 
18 30 03.55 ,-29 00 02.37 
18 29 56.26 ,-28 59 47.02 
18 30 02.04 ,-28 59 57.47 
18 30 02.74 ,-28 59 11.86 
18 30 04.19 ,-28 59 15.42 
18 29 59.38 ,-29 00 26.76 
18 30 00.89 ,-28 59 21.09 
18 30 01.78 ,-29 00 16.07 
18 30 01.55 ,-28 59 51.55 
18 30 02.10 ,-29 00 20.15 
18 30 03.50 ,-28 59 29.01 
18 30 00.70 ,-29 00 05.88 
18 30 00.99 ,-29 00 39.17 
18 29 56.32 ,-29 00 45.97 
18 30 02.07 ,-28 59 12.58 
18 30 00.30 ,-29 00 29.94 
18 30 00.21 ,-28 59 41.66 
18 29 58.27 ,-29 00 39.96 
18 30 02.03 ,-28 59 17.33 
18 29 58.88 ,-28 59 57.35 
18 30 04.95 ,-28 59 38.67 
18 30 00.83 ,-29 00 13.22 
18 30 01.73 ,-28 59 38.44 
18 29 59.71 ,-29 00 28.62 
18 29 58.61 ,-29 00 29.18 
18 30 03.57 ,-29 00 25.82 
18 29 58.77 ,-28 59 43.11 
18 30 00.08 ,-29 00 06.80 
18 29 58.83 ,-29 00 48.29 
18 30 02.27 ,-28 59 31.51 
18 29 59.33 ,-28 59 19.45 
18 29 58.60 ,-28 59 26.58 
18 29 57.27 ,-28 59 52.24 
18 30 00.42 ,-28 59 07.32 
18 30 00.09 ,-28 59 18.97 
18 29 58.67 ,-29 00 46.95 
18 29 58.61 ,-28 59 49.67 
18 30 04.44 ,-28 59 59.25 
18 30 03.34 ,-28 59 32.93 
18 29 54.85 ,-28 59 40.41 
18 29 59.17 ,-28 59 16.30 
18 30 04.12 ,-28 59 33.34 
18 30 02.13 ,-29 00 48.00 
18 29 55.90 ,-29 00 18.21 
18 29 57.39 ,-29 00 51.12 
18 30 04.13 ,-29 00 01.05 
18 29 57.44 ,-28 59 22.03 
18 30 01.07 ,-28 59 19.38 
18 29 59.90 ,-28 59 26.00 
18 30 03.88 ,-29 00 05.39 
18 29 58.76 ,-29 00 51.53 
18 30 02.89 ,-29 00 03.87 
18 30 01.12 ,-28 59 26.90 
18 30 03.42 ,-28 59 54.13 
18 29 57.84 ,-29 00 54.66 
18 29 54.66 ,-29 00 11.51 
18 30 03.70 ,-28 59 47.64 
18 29 59.06 ,-28 59 28.30 
18 29 54.97 ,-28 59 33.59 
18 29 56.17 ,-29 00 49.36 
18 29 57.39 ,-29 00 09.91 
18 29 56.45 ,-28 59 18.90 
18 29 55.48 ,-29 00 19.29 
18 29 58.12 ,-29 00 23.78 
18 29 58.05 ,-28 59 18.14 
18 29 58.42 ,-29 00 42.59 
18 29 58.35 ,-29 00 17.70 
18 29 55.02 ,-29 00 10.64 
18 29 58.74 ,-29 00 26.00 
18 29 56.48 ,-28 59 04.09 
18 30 02.09 ,-29 00 08.95 
18 29 59.86 ,-29 00 20.02 
18 29 54.73 ,-29 00 08.16 
18 29 57.78 ,-29 00 31.26 
18 30 00.65 ,-28 59 44.98 
18 29 58.78 ,-28 59 14.51 
18 29 59.47 ,-28 59 39.65 
18 29 57.01 ,-28 59 39.49 
18 29 57.52 ,-29 00 28.96 
