ra,dec
17 45 41.21,-29 00 41.32
17 45 41.63,-28 59 55.52
17 45 37.48,-28 59 53.82
17 45 39.48,-29 00 08.40
17 45 40.02,-29 01 39.40
17 45 37.68,-29 00 52.87
17 45 42.00,-28 59 35.14
17 45 40.21,-29 01 17.29
17 45 42.14,-29 01 05.51
17 45 38.63,-29 01 36.43
17 45 36.81,-29 00 49.82
17 45 41.54,-28 59 41.21
17 45 41.03,-29 00 55.24
17 45 38.45,-29 01 41.53
17 45 38.70,-29 00 48.60
17 45 34.91,-29 00 37.90
17 45 41.92,-29 00 26.70
17 45 38.96,-29 00 58.39
17 45 39.56,-28 59 36.70
17 45 37.75,-29 00 48.24
17 45 44.27,-28 59 59.50
17 45 44.83,-29 00 09.65
17 45 42.75,-29 00 01.71
17 45 39.51,-28 59 45.01
17 45 37.15,-29 01 32.11
17 45 37.25,-29 00 00.34
17 45 39.20,-28 59 54.02
17 45 39.99,-28 59 28.66
17 45 37.69,-29 01 28.87
17 45 35.36,-29 00 04.67
17 45 39.37,-28 59 29.52
17 45 38.52,-29 00 43.75
17 45 42.15,-29 01 03.18
17 45 35.91,-28 59 39.95
17 45 37.09,-28 59 52.81
17 45 36.22,-29 00 32.44
17 45 39.80,-28 59 58.17
17 45 38.90,-29 00 31.17
17 45 42.88,-29 01 05.08
17 45 41.21,-28 59 32.55
17 45 40.29,-28 59 42.48
17 45 37.54,-28 59 46.55
17 45 41.58,-29 00 50.62
17 45 41.74,-29 00 50.27
17 45 40.86,-28 59 21.56
17 45 42.57,-28 59 47.76
17 45 36.23,-29 00 36.59
17 45 37.68,-29 01 35.97
17 45 37.20,-29 01 28.39
17 45 43.52,-29 00 44.95
17 45 36.36,-29 01 18.41
17 45 35.21,-29 01 17.38
17 45 41.52,-29 00 48.00
17 45 37.34,-28 59 44.30
17 45 36.17,-29 00 16.03
17 45 42.14,-28 59 49.31
17 45 37.10,-28 59 54.17
17 45 39.27,-29 00 13.97
17 45 42.10,-29 01 26.67
17 45 36.98,-29 01 11.98
17 45 34.58,-28 59 55.64
17 45 40.78,-29 01 26.96
17 45 43.98,-29 01 13.31
17 45 43.83,-29 00 30.86
17 45 40.62,-29 01 42.84
17 45 39.36,-29 00 32.21
17 45 37.41,-29 00 23.82
17 45 41.12,-29 00 41.74
17 45 42.55,-29 01 21.55
17 45 40.30,-28 59 40.69
17 45 42.76,-28 59 27.64
17 45 45.05,-29 00 37.20
17 45 36.94,-29 00 49.08
17 45 37.67,-29 01 35.38
17 45 42.87,-29 00 26.67
17 45 41.96,-29 00 02.80
17 45 36.36,-29 00 53.58
17 45 37.22,-28 59 17.29
17 45 42.51,-28 59 48.70
17 45 38.76,-29 01 45.91
17 45 38.54,-29 00 31.48
17 45 41.20,-28 59 54.91
17 45 38.56,-28 59 32.06
17 45 37.15,-28 59 17.38
17 45 38.81,-29 00 09.36
17 45 34.85,-29 00 41.47
17 45 41.15,-29 00 13.10
17 45 36.51,-29 00 46.65
17 45 41.89,-29 00 14.98
17 45 36.41,-29 00 05.93
17 45 36.30,-29 00 50.94
17 45 39.75,-28 59 23.74
17 45 42.82,-29 00 20.09
17 45 43.06,-29 00 15.78
17 45 40.50,-28 59 33.23
17 45 42.66,-29 00 23.35
17 45 41.80,-28 59 24.20
17 45 36.14,-28 59 44.47
17 45 37.28,-29 00 27.85
17 45 40.74,-29 01 10.15
17 45 36.42,-28 59 35.70
17 45 39.42,-29 00 28.24
17 45 40.34,-29 00 15.71
17 45 44.94,-29 00 16.23
17 45 41.08,-28 59 54.40
17 45 41.02,-29 00 55.06
17 45 44.53,-28 59 45.66
17 45 34.26,-29 00 15.96
17 45 36.21,-28 59 32.81
17 45 37.67,-29 00 16.14
17 45 36.39,-28 59 50.76
17 45 37.81,-29 01 26.80
17 45 42.97,-29 00 40.03
17 45 38.15,-29 00 49.17
17 45 39.80,-29 00 49.23
17 45 39.04,-29 00 41.01
17 45 41.92,-28 59 35.79
17 45 41.41,-29 00 32.27
17 45 42.43,-29 01 15.72
17 45 35.93,-29 00 11.69
17 45 40.98,-29 00 14.80
17 45 43.34,-29 00 24.98
17 45 34.63,-29 00 40.03
17 45 41.43,-29 00 23.69
17 45 38.49,-29 01 08.40
17 45 40.61,-29 00 12.36
17 45 35.17,-29 00 36.37
17 45 42.25,-29 00 19.71
17 45 38.93,-29 01 44.19
17 45 43.66,-29 00 19.72
17 45 34.84,-29 00 38.23
17 45 37.81,-28 59 27.38
17 45 38.68,-29 00 10.26
17 45 36.59,-28 59 37.07
17 45 41.61,-29 00 31.95
17 45 38.07,-29 01 21.36
17 45 37.50,-28 59 38.79
17 45 37.69,-29 00 44.17
17 45 40.19,-29 01 16.38
17 45 40.24,-28 59 55.78
17 45 37.77,-28 59 58.84
17 45 38.79,-29 00 06.18
17 45 40.53,-29 00 43.24
17 45 35.14,-29 00 49.52
17 45 42.32,-29 01 30.66
17 45 37.64,-29 01 14.13
17 45 43.78,-29 00 26.32
17 45 41.29,-29 00 05.73
17 45 38.58,-28 59 32.83
17 45 44.45,-29 00 09.62
17 45 39.85,-29 01 27.75
17 45 34.76,-28 59 49.07
17 45 37.66,-29 00 20.28
17 45 45.13,-29 00 43.60
17 45 44.73,-28 59 54.22
17 45 41.75,-29 00 43.14
17 45 37.02,-29 00 01.78
17 45 41.47,-29 01 11.33
17 45 43.59,-29 00 51.74
17 45 42.56,-29 00 00.17
17 45 42.97,-29 00 34.91
17 45 37.25,-29 01 27.69
17 45 37.65,-29 01 31.10
17 45 44.60,-29 00 57.29
17 45 40.68,-29 00 20.47
17 45 38.74,-29 00 10.95
17 45 39.33,-28 59 36.84
17 45 37.35,-29 01 08.83
17 45 44.24,-29 00 10.97
17 45 43.64,-29 00 56.71
17 45 43.37,-29 00 23.08
17 45 44.25,-29 00 41.51
17 45 35.15,-29 00 52.38
17 45 38.61,-29 00 11.44
17 45 42.12,-29 00 12.66
17 45 40.37,-28 59 37.45
17 45 42.95,-29 00 15.35
17 45 37.26,-29 00 34.54
17 45 36.90,-29 01 33.99
17 45 35.44,-29 00 47.55
17 45 38.05,-29 00 33.71
17 45 42.59,-29 01 08.97
17 45 40.00,-29 00 44.78
17 45 35.17,-29 01 01.08
17 45 34.54,-29 00 16.38
17 45 38.33,-29 01 11.59
17 45 37.29,-29 00 48.32
17 45 39.44,-29 00 14.46
17 45 40.54,-29 00 11.00
17 45 43.30,-29 00 27.01
17 45 39.70,-29 00 27.82
17 45 43.16,-29 00 43.34
17 45 37.78,-29 00 13.60
17 45 38.88,-29 00 58.65
17 45 43.04,-28 59 59.19
17 45 37.84,-29 00 47.51
17 45 41.28,-29 01 34.34
17 45 40.64,-28 59 37.47
17 45 36.06,-29 01 12.95
17 45 39.25,-28 59 57.77
17 45 40.94,-29 00 44.25
17 45 36.01,-29 01 08.65
17 45 39.65,-29 01 00.37
17 45 42.05,-29 00 09.77
17 45 37.78,-28 59 33.87
17 45 37.21,-28 59 27.57
17 45 38.95,-28 59 30.24
17 45 37.31,-29 00 45.11
17 45 36.52,-29 01 12.08
17 45 40.46,-29 00 01.14
17 45 35.81,-29 00 09.83
17 45 45.12,-29 00 42.17
17 45 40.15,-29 00 50.51
17 45 34.73,-29 00 14.89
17 45 37.19,-29 00 26.76
17 45 37.01,-29 01 10.62
17 45 37.79,-29 00 49.36
17 45 41.66,-29 00 37.05
17 45 42.88,-29 00 18.72
17 45 43.37,-29 00 49.46
17 45 40.98,-29 00 02.86
17 45 39.72,-29 00 46.90
17 45 37.75,-29 00 52.38
17 45 40.46,-29 00 59.18
17 45 36.19,-29 00 18.73
17 45 43.29,-29 00 48.27
17 45 43.04,-29 00 57.60
17 45 39.54,-29 00 01.88
17 45 39.92,-29 00 21.51
17 45 36.14,-28 59 47.76
17 45 42.57,-29 00 51.81
17 45 44.34,-29 00 29.54
17 45 36.54,-28 59 54.70
17 45 43.31,-29 01 15.19
17 45 37.79,-29 01 09.36
17 45 44.08,-29 00 16.56
17 45 36.68,-29 00 11.76
17 45 39.29,-29 00 43.93
17 45 41.72,-29 00 10.41
17 45 41.79,-29 00 06.47
17 45 39.82,-29 00 06.51
17 45 39.52,-29 00 38.34
17 45 40.37,-29 00 06.29
17 45 40.64,-28 59 42.34
17 45 41.11,-29 01 30.60
17 45 43.19,-28 59 59.76
17 45 41.87,-29 00 53.16
17 45 37.41,-29 01 39.43
17 45 36.57,-28 59 57.13
17 45 39.36,-28 59 56.01
17 45 41.36,-29 01 05.77
17 45 41.08,-28 59 26.24
17 45 34.91,-28 59 59.92
17 45 43.74,-29 00 06.48
17 45 38.95,-28 59 52.88
17 45 42.87,-29 00 05.43
17 45 38.96,-29 01 12.92
17 45 39.87,-29 01 38.21
17 45 38.83,-29 00 09.48
17 45 40.79,-28 59 36.86
17 45 36.75,-28 59 32.80
17 45 45.24,-29 00 19.82
17 45 36.24,-29 01 11.35
17 45 40.77,-29 00 50.78
17 45 40.08,-29 00 10.93
17 45 39.53,-28 59 46.70
17 45 40.81,-28 59 32.46
17 45 35.57,-28 59 53.87
17 45 40.45,-29 00 47.26
17 45 37.19,-29 00 42.50
