ra,dec
20 30 02.66,-73 00 12.95
20 30 01.98,-73 00 03.29
20 29 56.08,-72 59 42.10
20 30 02.47,-73 00 19.73
20 29 54.86,-72 59 54.09
20 30 04.63,-73 00 15.20
20 30 02.95,-72 59 39.82
20 29 59.99,-73 00 35.79
20 29 54.60,-72 59 57.92
20 29 56.35,-73 00 10.72
20 29 52.35,-72 59 33.17
20 29 55.56,-72 59 50.41
20 30 05.01,-72 59 32.51
20 29 56.09,-72 59 41.79
20 29 55.47,-73 00 00.23
20 30 07.99,-72 59 43.55
20 29 56.05,-72 59 30.34
20 29 58.44,-72 59 49.69
20 30 08.52,-72 59 31.93
20 29 51.03,-73 00 12.15
20 29 59.20,-72 59 20.61
20 29 51.40,-72 59 50.67
20 30 04.18,-72 59 18.12
20 29 56.91,-72 59 36.29
20 29 55.23,-73 00 01.98
20 29 57.17,-72 59 56.75
20 30 02.65,-73 00 17.00
20 29 58.78,-72 59 34.55
20 30 06.33,-72 59 43.49
20 29 51.19,-73 00 00.31
20 29 58.10,-73 00 16.70
20 29 56.95,-72 59 28.97
20 29 54.85,-73 00 14.25
20 30 05.39,-73 00 17.93
20 30 05.79,-72 59 40.74
20 30 02.26,-73 00 09.79
20 29 56.41,-73 00 15.88
20 29 55.55,-73 00 27.35
20 29 56.55,-73 00 00.75
20 29 58.40,-72 59 55.47
20 30 08.26,-73 00 09.37
20 29 58.05,-73 00 33.39
20 29 55.01,-72 59 16.46
20 30 04.79,-72 59 54.19
20 30 00.00,-73 00 22.04
20 29 55.20,-73 00 09.14
20 30 02.60,-72 59 52.08
20 29 52.63,-72 59 59.61
20 30 04.30,-72 59 34.77
20 30 00.55,-73 00 38.42
20 30 00.02,-72 59 46.33
20 29 58.65,-73 00 40.28
20 30 05.15,-73 00 29.82
20 29 54.04,-72 59 41.12
20 29 56.05,-72 59 37.99
20 29 53.00,-72 59 48.34
20 29 59.23,-73 00 45.55
20 29 52.71,-72 59 57.60
20 29 53.35,-73 00 20.84
20 29 57.11,-72 59 14.44
20 29 54.35,-72 59 47.76
20 29 58.01,-73 00 33.10
20 30 02.62,-73 00 27.26
20 29 58.43,-72 59 43.71
20 29 55.59,-73 00 14.73
20 29 51.81,-73 00 06.45
20 30 00.40,-73 00 15.35
20 30 08.87,-72 59 53.09
20 29 50.59,-73 00 03.87
20 30 08.98,-73 00 00.71
20 29 54.31,-72 59 55.45
20 30 02.95,-72 59 49.94
20 29 53.59,-72 59 56.37
20 30 02.60,-73 00 32.47
20 30 05.88,-73 00 26.89
20 30 01.88,-73 00 46.05
20 29 55.03,-72 59 56.93
20 30 04.15,-72 59 43.24
20 29 59.12,-73 00 21.39
20 29 58.79,-73 00 12.36
20 29 58.23,-73 00 09.67
20 29 51.38,-73 00 24.40
20 29 55.98,-73 00 01.79
20 29 58.19,-72 59 30.91
20 29 58.88,-72 59 43.46
20 29 57.61,-72 59 56.02
20 29 58.98,-72 59 33.41
20 29 59.10,-72 59 45.73
20 29 57.99,-73 00 14.02
20 30 06.47,-72 59 28.35
20 29 58.85,-73 00 19.07
20 30 03.39,-73 00 03.54
20 29 58.79,-72 59 38.74
20 29 54.31,-72 59 37.87
20 29 51.14,-73 00 11.54
20 30 08.24,-72 59 37.63
20 29 59.34,-73 00 08.89
20 29 51.24,-72 59 49.11
20 29 54.66,-73 00 21.21
20 30 07.58,-73 00 14.95
20 30 05.75,-72 59 58.68
20 29 54.44,-73 00 04.20
20 30 03.72,-73 00 13.54
20 30 06.61,-73 00 02.59
20 29 56.14,-73 00 34.99
20 29 54.56,-73 00 37.31
20 30 04.49,-72 59 23.09
20 29 54.50,-72 59 42.56
20 29 54.31,-73 00 10.93
20 29 57.43,-72 59 55.03
20 30 03.47,-72 59 31.30
20 30 03.26,-72 59 58.47
20 30 07.13,-73 00 02.18
20 30 00.30,-72 59 56.01
20 29 56.08,-73 00 06.78
20 29 50.72,-72 59 57.79
20 29 51.90,-73 00 20.71
20 30 00.51,-73 00 13.23
20 29 53.09,-73 00 06.38
20 30 03.62,-73 00 16.38
20 29 59.69,-72 59 55.42
20 30 04.42,-73 00 18.47
20 29 51.05,-72 59 48.69
20 30 05.19,-72 59 37.76
20 30 07.56,-73 00 16.70
20 29 59.45,-72 59 35.86
20 30 04.10,-73 00 02.59
20 29 59.65,-73 00 25.30
20 29 54.25,-73 00 01.37
20 29 52.72,-72 59 28.33
20 30 06.31,-72 59 16.65
20 29 57.31,-73 00 00.39
20 30 10.72,-72 59 55.02
20 30 02.77,-73 00 10.71
20 29 57.47,-72 59 44.34
20 30 01.80,-72 59 55.97
20 30 05.19,-72 59 46.93
20 29 53.20,-73 00 12.53
20 29 58.43,-72 59 20.26
20 30 01.99,-72 59 26.98
20 29 49.92,-72 59 39.82
20 29 50.59,-73 00 04.11
20 29 54.96,-72 59 31.11
20 30 07.51,-72 59 48.76
20 30 03.06,-72 59 56.20
20 29 57.43,-72 59 15.71
20 30 01.19,-72 59 22.87
20 30 02.79,-72 59 12.99
20 29 54.81,-72 59 14.41
20 30 00.27,-72 59 36.59
20 30 09.50,-72 59 40.68
20 30 06.66,-72 59 59.57
20 30 05.88,-73 00 07.54
20 29 56.36,-72 59 32.88
20 29 57.96,-72 59 32.31
20 29 52.32,-72 59 54.99
20 29 51.92,-72 59 51.68
20 30 04.92,-72 59 46.72
20 30 02.16,-72 59 45.07
20 29 58.96,-73 00 26.32
20 30 00.91,-72 59 40.64
20 30 08.86,-72 59 52.78
20 30 05.52,-72 59 51.35
20 29 57.88,-72 59 38.04
20 29 51.31,-72 59 43.09
20 30 04.12,-73 00 31.51
20 29 58.53,-73 00 17.27
20 29 55.22,-73 00 22.91
20 29 55.15,-73 00 01.00
20 30 02.72,-72 59 58.46
20 30 00.39,-73 00 20.44
20 29 59.52,-73 00 07.48
20 29 59.02,-72 59 49.61
20 29 58.99,-72 59 18.55
20 30 00.86,-73 00 16.80
20 30 06.26,-73 00 17.06
20 29 53.34,-73 00 01.27
20 30 02.96,-72 59 45.78
20 29 50.14,-72 59 51.80
20 30 00.72,-72 59 09.52
20 30 04.75,-73 00 27.41
20 30 10.73,-72 59 59.49
20 30 07.55,-73 00 16.38
20 29 54.75,-73 00 17.14
20 29 56.75,-72 59 34.36
20 30 02.91,-72 59 22.87
20 29 58.48,-72 59 52.47
20 30 02.21,-73 00 20.36
20 29 56.08,-72 59 36.39
20 29 48.57,-72 59 56.44
20 30 04.99,-73 00 00.57
20 29 59.78,-73 00 09.57
20 29 58.17,-72 59 26.37
20 30 04.86,-73 00 10.74
20 30 01.51,-72 59 35.42
20 29 56.55,-73 00 48.27
20 29 58.05,-72 59 23.48
20 30 10.70,-72 59 57.78
20 30 03.03,-72 59 50.83
20 29 55.24,-73 00 16.64
20 30 07.84,-73 00 05.06
20 29 59.84,-72 59 40.19
20 30 05.03,-72 59 43.36
20 30 03.39,-73 00 26.37
20 30 06.69,-72 59 54.19
20 30 09.77,-72 59 54.65
20 30 00.56,-73 00 06.52
20 30 10.28,-72 59 55.55
20 29 54.79,-72 59 49.13
20 29 54.09,-72 59 39.93
20 30 07.51,-72 59 27.97
20 30 00.63,-72 59 24.18
20 29 57.54,-72 59 41.78
20 29 56.59,-73 00 00.56
20 29 55.01,-72 59 39.40
20 29 56.05,-72 59 54.15
20 29 50.54,-72 59 52.09
20 30 02.31,-72 59 52.01
20 29 57.33,-73 00 37.14
20 29 52.32,-73 00 31.66
20 30 01.53,-72 59 45.41
20 29 53.64,-72 59 48.74
20 29 58.54,-73 00 15.67
20 29 58.01,-73 00 41.17
20 30 05.34,-72 59 46.08
20 30 01.30,-72 59 46.37
20 29 58.13,-72 59 21.16
20 30 01.45,-72 59 56.80
20 29 53.07,-72 59 44.72
20 29 55.74,-72 59 38.99
20 30 06.19,-73 00 14.96
20 29 56.47,-73 00 17.28
20 30 00.16,-73 00 39.29
20 29 58.64,-73 00 17.90
20 30 09.38,-73 00 27.31
20 30 05.66,-72 59 34.65
20 29 53.17,-73 00 25.65
20 30 01.19,-72 59 43.64
20 30 00.16,-73 00 16.10
20 30 02.60,-72 59 16.47
20 30 06.90,-73 00 12.62
20 29 53.93,-73 00 25.79
20 29 52.33,-72 59 56.56
20 29 56.61,-73 00 06.30
20 29 50.23,-73 00 16.89
20 30 06.80,-73 00 31.20
20 30 08.20,-72 59 48.01
20 30 07.14,-72 59 40.11
20 29 56.41,-73 00 22.80
20 30 01.69,-72 59 35.37
20 29 59.71,-73 00 30.97
20 30 02.60,-73 00 44.65
20 29 54.12,-73 00 16.32
20 29 57.49,-73 00 39.74
20 30 07.31,-72 59 39.91
20 30 08.40,-72 59 54.28
20 29 55.93,-73 00 05.82
20 30 01.75,-72 59 25.96
20 30 05.20,-72 59 48.13
20 29 56.73,-72 59 44.48
20 30 02.14,-72 59 24.88
20 30 06.94,-72 59 25.74
20 29 58.02,-72 59 48.38
20 30 01.22,-72 59 26.75
20 30 02.97,-73 00 34.03
20 30 09.22,-73 00 17.79
20 29 56.43,-73 00 04.30
20 29 56.69,-73 00 24.56
20 30 01.90,-72 59 41.20
20 30 05.36,-72 59 24.86
20 30 04.27,-72 59 52.70
20 30 03.69,-73 00 15.43
20 30 03.62,-73 00 08.59
20 30 00.71,-73 00 27.04
20 30 05.47,-72 59 56.20
20 30 01.77,-73 00 15.64
20 30 00.83,-73 00 12.98
20 30 01.59,-73 00 07.72
20 30 06.42,-72 59 28.30
20 29 50.18,-72 59 57.50
20 29 52.95,-72 59 28.04
20 30 06.89,-73 00 12.83
20 29 56.58,-73 00 27.07
20 29 59.01,-73 00 34.88
20 29 57.52,-72 59 53.85
20 29 56.73,-73 00 43.77
20 30 04.42,-72 59 24.03
20 30 00.36,-72 59 38.28
20 30 00.19,-73 00 15.49
20 30 05.55,-72 59 28.38
20 30 05.79,-73 00 04.95
20 30 02.51,-73 00 34.92
20 30 05.22,-72 59 54.86
20 30 00.90,-73 00 18.48
20 30 06.59,-73 00 06.12
20 29 59.00,-73 00 27.49
20 29 57.10,-72 59 20.72
20 29 59.99,-72 59 40.05
20 29 59.80,-72 59 45.95
20 29 55.70,-73 00 26.06
20 30 02.41,-72 59 24.33
20 29 57.31,-72 59 59.42
20 30 00.81,-72 59 32.09
20 29 50.83,-73 00 27.79
20 29 54.37,-72 59 45.10
20 29 59.68,-72 59 40.44
20 30 01.90,-72 59 56.70
20 30 10.30,-73 00 04.44
20 30 07.88,-72 59 50.30
20 29 56.22,-72 59 37.88
20 29 54.83,-73 00 33.99
