ra,dec
19 30 03.86,-68 00 17.22
19 29 50.99,-68 00 17.49
19 30 04.22,-67 59 35.67
19 30 06.64,-67 59 29.67
19 30 10.38,-68 00 11.95
19 29 56.91,-67 58 57.32
19 29 58.86,-68 00 32.30
19 30 06.20,-67 59 18.75
19 30 06.50,-67 59 05.19
19 30 07.70,-68 00 45.11
19 30 06.17,-67 59 13.55
19 30 07.97,-67 59 36.28
19 29 56.96,-67 59 13.17
19 29 57.86,-67 59 42.06
19 30 05.56,-67 59 31.53
19 29 58.25,-68 00 17.77
19 30 02.37,-68 00 11.90
19 29 57.89,-67 59 24.16
19 30 05.70,-67 59 41.31
19 29 53.70,-68 00 55.36
19 29 52.80,-67 59 55.95
19 30 06.25,-67 59 08.77
19 29 55.83,-68 00 46.97
19 30 03.41,-67 59 24.93
19 30 04.57,-67 59 24.05
19 29 59.50,-68 00 06.97
19 30 08.46,-67 59 54.91
19 29 57.59,-68 00 21.09
19 30 10.45,-68 00 05.03
19 30 01.13,-68 00 22.68
19 29 58.30,-67 58 58.77
19 29 57.63,-68 00 39.45
19 30 06.79,-67 59 58.60
19 29 50.40,-67 59 35.51
19 30 00.90,-68 00 07.05
19 29 58.88,-68 00 55.82
19 29 57.81,-67 59 34.38
19 30 02.65,-67 59 11.86
19 29 58.76,-67 59 50.93
19 30 01.64,-67 59 59.70
19 29 58.36,-68 00 58.59
19 29 52.52,-67 59 49.90
19 30 02.72,-68 00 47.15
19 30 08.12,-67 59 22.34
19 30 06.83,-67 59 28.13
19 29 58.49,-67 59 48.05
19 29 53.95,-67 59 19.27
19 29 59.81,-67 59 20.94
19 30 08.27,-68 00 31.78
19 29 51.42,-67 59 36.62
19 30 04.94,-68 00 10.46
19 30 08.28,-67 59 33.08
19 30 05.74,-68 00 25.25
19 30 04.41,-67 59 25.10
19 30 05.01,-67 59 13.85
19 30 06.75,-67 59 06.06
19 29 52.74,-67 59 36.47
19 30 04.47,-67 59 56.05
19 29 57.28,-68 01 03.87
19 30 02.61,-68 00 13.54
19 29 58.87,-68 00 41.39
19 29 57.38,-68 00 34.59
19 30 07.77,-68 00 44.47
19 30 11.87,-68 00 15.63
19 30 07.66,-67 59 34.75
19 30 04.67,-67 59 28.13
19 29 58.10,-67 59 38.21
19 30 00.68,-67 59 51.19
19 29 54.73,-67 59 16.45
19 30 00.47,-68 00 16.76
19 30 03.72,-68 00 41.37
19 30 02.15,-67 59 55.18
19 29 60.00,-68 00 44.44
19 29 54.75,-67 59 31.13
19 29 58.28,-67 59 23.16
19 30 01.94,-67 59 49.67
19 30 00.49,-68 00 43.64
19 29 57.59,-68 00 21.74
19 29 55.93,-68 00 01.36
19 30 03.14,-67 59 22.85
19 30 08.58,-68 00 10.45
19 30 06.72,-67 59 44.31
19 30 02.50,-68 00 04.07
19 30 01.23,-68 00 16.69
19 29 56.04,-68 00 50.81
19 29 58.99,-68 00 13.09
19 30 00.64,-68 00 20.06
19 29 57.27,-67 59 31.01
19 29 57.51,-68 00 15.83
19 29 56.73,-67 59 44.19
19 29 49.71,-67 59 58.66
19 29 55.16,-67 59 30.07
19 30 11.93,-67 59 36.03
19 30 03.13,-68 00 53.51
19 30 01.56,-67 59 18.28
19 29 56.17,-67 59 43.53
19 29 51.62,-67 59 45.48
19 29 54.70,-68 00 06.53
19 30 03.02,-68 00 41.59
19 30 07.15,-68 00 04.43
19 30 04.94,-68 00 45.79
19 30 00.81,-67 59 23.34
19 30 01.83,-67 59 21.29
19 29 57.39,-68 00 55.10
19 29 53.66,-67 59 44.57
19 29 58.61,-68 00 09.44
19 30 01.97,-68 00 10.71
19 30 00.73,-67 58 55.32
19 30 11.15,-67 59 42.92
19 29 52.30,-68 00 21.76
19 29 57.35,-67 59 53.51
19 30 00.63,-68 00 08.41
19 30 00.23,-67 59 53.63
19 29 54.45,-68 00 28.06
19 30 02.34,-67 59 45.77
19 29 57.73,-68 00 27.13
19 29 52.66,-68 00 06.84
19 29 50.88,-67 59 48.43
19 30 01.16,-67 59 51.52
19 30 06.41,-67 59 41.70
19 29 51.40,-67 59 40.50
19 29 58.59,-68 00 16.48
19 30 06.33,-68 00 05.74
19 29 50.86,-68 00 29.67
19 29 57.22,-67 59 01.71
19 29 56.93,-68 00 13.03
19 30 07.28,-68 00 49.16
19 29 58.62,-68 00 03.97
19 30 06.68,-68 00 27.10
19 30 07.62,-68 00 19.15
19 30 08.09,-67 59 48.85
19 29 53.76,-67 59 21.34
19 30 06.09,-68 00 16.85
19 30 05.47,-68 00 37.61
19 30 02.62,-68 00 01.72
19 30 08.35,-67 59 52.50
19 29 59.10,-68 00 10.62
19 30 00.73,-67 59 50.19
19 29 57.57,-68 00 33.70
19 30 00.37,-68 00 24.75
19 29 53.99,-68 00 24.31
19 29 55.91,-67 59 27.11
19 30 08.90,-67 59 21.24
19 30 06.35,-68 00 04.08
19 30 03.98,-68 00 47.82
19 29 53.94,-68 00 24.07
19 29 52.21,-67 59 37.71
19 29 59.47,-67 59 39.33
19 30 02.43,-68 01 05.44
19 30 03.53,-68 00 32.14
19 30 04.64,-68 00 39.02
19 30 01.15,-67 59 54.51
19 29 56.20,-68 00 56.73
19 30 01.71,-67 59 20.39
19 29 59.86,-68 00 59.06
19 30 00.26,-67 59 54.91
19 30 01.37,-67 59 59.37
19 30 04.69,-67 59 55.79
19 30 08.50,-68 00 31.42
19 30 08.42,-68 00 25.62
19 30 06.45,-68 00 19.10
19 30 07.86,-68 00 40.01
19 30 05.08,-68 01 02.31
19 30 00.74,-68 00 54.66
19 30 01.46,-68 00 42.67
19 29 54.54,-68 00 38.57
19 30 00.03,-68 00 36.99
19 29 52.64,-67 59 10.44
19 29 55.71,-68 00 07.47
19 29 58.86,-68 00 32.58
19 30 09.81,-67 59 21.66
19 29 56.21,-67 59 29.11
19 30 02.24,-68 00 27.02
19 30 00.10,-67 59 53.11
19 30 00.23,-67 59 10.51
19 30 04.65,-67 59 27.66
19 30 06.62,-67 59 04.28
19 29 51.64,-67 59 42.65
19 30 02.88,-68 00 41.41
19 30 10.35,-68 00 14.27
19 30 07.94,-67 59 33.71
19 29 53.17,-67 59 04.89
19 29 56.86,-67 59 31.66
19 30 00.41,-68 01 07.02
19 30 02.99,-67 58 55.45
19 29 57.55,-68 00 02.05
19 30 02.08,-67 59 08.16
19 30 01.81,-68 00 36.38
19 30 07.56,-67 59 25.96
19 29 59.83,-68 00 46.75
19 30 01.59,-68 00 33.86
19 30 03.16,-67 59 40.86
19 29 58.97,-68 00 36.15
19 29 54.18,-67 59 57.18
19 30 06.13,-68 00 08.33
19 29 52.76,-68 00 24.52
19 29 57.27,-68 00 33.55
19 29 56.24,-68 00 23.55
19 30 09.52,-67 59 26.82
19 29 57.38,-67 59 23.04
19 29 59.04,-67 59 52.22
19 30 08.08,-67 59 35.11
19 29 53.38,-67 59 22.13
19 29 57.05,-68 00 52.25
19 29 53.48,-68 00 39.80
19 29 50.18,-67 59 55.52
19 29 52.67,-68 00 09.79
19 30 09.30,-68 00 23.36
19 30 00.20,-67 59 08.60
19 30 05.91,-68 00 11.91
19 29 55.70,-67 59 37.84
19 30 02.54,-68 00 48.42
19 30 00.92,-68 00 33.78
19 30 06.47,-68 00 45.51
19 29 57.98,-68 00 55.50
19 30 06.00,-67 59 32.30
19 30 04.93,-67 59 06.45
19 29 51.35,-68 00 23.74
19 30 05.47,-68 00 18.51
19 30 00.06,-68 00 17.98
19 29 52.13,-68 00 41.38
19 29 50.86,-68 00 36.64
19 30 00.35,-67 59 36.69
19 30 06.37,-68 00 03.72
19 29 59.12,-68 00 46.46
19 29 50.92,-68 00 24.35
19 30 02.35,-67 59 53.54
19 30 04.70,-67 59 49.82
19 30 04.41,-68 00 07.83
19 30 01.40,-68 00 31.43
19 29 53.94,-67 59 34.86
19 29 57.02,-67 59 04.42
19 29 51.54,-68 00 51.10
19 30 01.67,-67 59 52.65
19 29 52.53,-67 59 26.40
19 29 52.33,-68 00 37.16
19 29 58.11,-68 00 26.05
19 29 54.39,-68 00 19.74
19 29 57.94,-68 00 23.10
19 29 58.57,-67 59 51.13
19 29 53.25,-67 59 39.10
19 30 06.81,-68 00 06.44
19 29 52.02,-68 00 29.95
19 29 55.53,-67 59 21.83
19 29 51.33,-67 59 25.86
19 30 08.94,-68 00 07.66
19 29 50.01,-67 59 26.23
19 30 07.26,-67 59 28.16
19 29 58.40,-67 59 40.63
19 29 52.69,-68 00 16.11
19 29 54.25,-68 00 07.53
19 30 01.27,-67 59 41.37
19 29 57.36,-68 00 09.68
19 30 00.89,-67 59 50.10
19 29 58.20,-68 00 39.26
19 29 53.91,-67 59 49.74
19 30 03.33,-68 00 08.83
19 29 50.73,-67 59 41.91
19 30 05.95,-67 59 02.13
19 30 09.60,-67 59 15.65
19 29 59.78,-67 59 25.27
19 30 11.23,-68 00 02.21
19 29 57.85,-67 59 51.75
19 30 06.49,-68 00 40.62
19 30 04.89,-67 58 55.73
19 29 54.63,-68 00 31.97
19 30 03.87,-68 00 56.61
19 30 08.54,-67 59 27.04
19 30 04.70,-68 00 02.48
19 29 56.76,-67 59 48.09
19 30 04.30,-67 59 49.87
19 29 59.38,-67 59 32.93
19 30 02.76,-67 59 49.33
19 29 51.19,-67 59 39.65
19 29 59.85,-68 00 30.18
19 29 51.32,-67 59 46.15
19 30 06.69,-68 00 36.84
19 30 11.58,-67 59 55.27
19 30 10.97,-67 59 34.91
19 29 54.59,-68 00 32.78
19 30 06.58,-68 00 11.19
19 29 55.36,-68 00 35.48
19 30 09.73,-67 59 29.38
19 29 55.77,-68 00 17.90
19 29 58.86,-68 00 13.70
19 29 50.68,-68 00 01.01
19 30 05.09,-68 00 54.21
19 30 00.70,-67 59 50.96
19 30 02.75,-67 59 04.22
19 30 11.88,-67 59 54.35
19 30 11.85,-68 00 12.10
19 30 06.62,-68 00 42.28
19 30 05.35,-68 00 30.06
19 29 54.49,-68 00 24.33
19 30 09.58,-68 00 31.05
19 30 00.00,-67 59 30.72
19 30 02.05,-68 00 33.73
19 30 02.78,-67 59 57.09
19 30 03.30,-67 59 03.42
19 29 55.36,-68 00 54.49
19 30 00.72,-68 00 01.09
19 29 50.66,-68 00 05.55
19 29 54.95,-68 00 02.94
19 30 08.27,-68 00 21.50
19 30 04.32,-67 59 10.86
19 29 53.42,-67 59 47.85
19 29 52.16,-67 59 45.52
19 29 52.87,-67 59 42.56
19 30 00.27,-67 59 27.96
19 30 06.26,-68 00 53.01
19 29 51.30,-68 00 40.97
19 29 58.21,-67 59 07.59
19 29 56.78,-67 59 25.74
19 30 02.83,-68 01 03.88
19 30 00.71,-67 59 33.56
19 29 52.60,-68 00 45.00
19 29 55.77,-68 00 09.43
19 29 51.96,-67 59 57.48
19 30 05.49,-67 59 34.04
19 29 52.36,-67 59 27.80
19 29 57.73,-68 01 08.11
19 29 55.68,-67 59 15.78
19 29 50.83,-68 00 09.98
