ra,dec
00 14 18.71 ,-30 24 29.04 
00 14 19.89 ,-30 23 52.82 
00 14 18.51 ,-30 24 12.66 
00 14 18.84 ,-30 24 34.78 
00 14 18.19 ,-30 23 40.52 
00 14 19.04 ,-30 24 09.36 
00 14 18.71 ,-30 23 52.41 
00 14 20.81 ,-30 23 42.56 
00 14 21.14 ,-30 24 32.59 
00 14 19.01 ,-30 23 45.00 
00 14 20.90 ,-30 24 43.08 
00 14 21.73 ,-30 23 46.41 
00 14 17.91 ,-30 24 23.52 
00 14 22.08 ,-30 24 17.66 
00 14 20.41 ,-30 23 55.57 
00 14 19.68 ,-30 23 52.33 
00 14 18.31 ,-30 24 07.03 
00 14 22.39 ,-30 24 33.60 
00 14 20.36 ,-30 24 32.98 
00 14 21.06 ,-30 23 48.14 
00 14 18.12 ,-30 23 47.10 
00 14 23.10 ,-30 24 06.66 
00 14 17.89 ,-30 23 44.45 
00 14 22.47 ,-30 24 14.01 
00 14 21.93 ,-30 24 03.90 
00 14 20.10 ,-30 23 44.73 
00 14 18.81 ,-30 24 11.27 
00 14 20.01 ,-30 24 32.68 
00 14 19.86 ,-30 24 10.47 
00 14 18.94 ,-30 24 13.50 
00 14 22.79 ,-30 23 52.09 
00 14 21.83 ,-30 24 33.46 
00 14 19.57 ,-30 24 03.26 
00 14 19.54 ,-30 24 23.53 
00 14 20.43 ,-30 24 26.33 
00 14 21.87 ,-30 24 05.18 
00 14 20.62 ,-30 23 51.44 
00 14 21.12 ,-30 24 24.04 
00 14 22.75 ,-30 24 05.73 
00 14 21.33 ,-30 23 43.00 
00 14 21.47 ,-30 24 00.66 
00 14 18.84 ,-30 23 59.87 
00 14 21.97 ,-30 23 42.02 
00 14 22.64 ,-30 24 00.07 
00 14 19.77 ,-30 24 02.57 
00 14 21.78 ,-30 23 29.72 
00 14 18.08 ,-30 24 03.22 
00 14 20.76 ,-30 24 28.83 
00 14 18.67 ,-30 24 15.64 
00 14 21.68 ,-30 24 12.42 
00 14 18.22 ,-30 24 07.89 
00 14 19.35 ,-30 23 52.16 
00 14 19.24 ,-30 23 51.83 
00 14 22.23 ,-30 24 17.53 
00 14 20.17 ,-30 23 42.74 
00 14 20.60 ,-30 24 44.26 
00 14 21.41 ,-30 24 32.24 
00 14 18.02 ,-30 24 03.75 
00 14 21.21 ,-30 23 51.44 
00 14 18.05 ,-30 23 54.64 
00 14 20.97 ,-30 24 27.20 
00 14 19.31 ,-30 23 46.30 
00 14 22.92 ,-30 23 40.79 
00 14 19.40 ,-30 23 54.20 
00 14 22.36 ,-30 23 41.85 
00 14 17.47 ,-30 24 01.86 
00 14 20.38 ,-30 23 29.46 
00 14 21.36 ,-30 24 21.73 
00 14 21.56 ,-30 24 27.44 
00 14 21.79 ,-30 24 13.10 
00 14 21.95 ,-30 23 52.23 
00 14 21.29 ,-30 23 54.15 
00 14 19.74 ,-30 24 12.88 
00 14 18.43 ,-30 23 55.09 
00 14 18.93 ,-30 24 14.48 
00 14 20.48 ,-30 24 24.51 
00 14 21.28 ,-30 24 23.75 
00 14 21.00 ,-30 23 41.24 
00 14 22.39 ,-30 24 18.43 
00 14 20.66 ,-30 23 42.80 
00 14 22.06 ,-30 24 09.96 
00 14 19.27 ,-30 23 56.77 
00 14 18.70 ,-30 24 29.82 
00 14 21.95 ,-30 23 58.43 
00 14 19.15 ,-30 23 34.61 
00 14 21.79 ,-30 24 30.99 
00 14 19.12 ,-30 23 35.89 
00 14 20.97 ,-30 24 40.97 
00 14 21.90 ,-30 24 26.58 
00 14 19.09 ,-30 23 41.53 
00 14 19.06 ,-30 23 52.02 
00 14 20.52 ,-30 24 31.72 
00 14 21.88 ,-30 24 04.36 
00 14 21.65 ,-30 23 50.67 
00 14 17.84 ,-30 24 02.27 
00 14 19.48 ,-30 23 59.58 
00 14 18.92 ,-30 23 37.73 
00 14 22.45 ,-30 23 48.40 
00 14 18.67 ,-30 24 13.02 
00 14 19.77 ,-30 24 07.95 
00 14 19.37 ,-30 24 27.17 
00 14 18.91 ,-30 24 16.83 
00 14 20.41 ,-30 24 13.63 
00 14 20.53 ,-30 23 54.04 
00 14 17.75 ,-30 23 51.12 
00 14 20.62 ,-30 24 23.50 
00 14 22.56 ,-30 23 35.22 
00 14 21.15 ,-30 23 55.88 
00 14 22.57 ,-30 24 32.53 
00 14 22.27 ,-30 24 21.77 
00 14 23.02 ,-30 23 48.12 
00 14 18.47 ,-30 23 43.93 
00 14 21.61 ,-30 23 29.35 
00 14 19.69 ,-30 24 19.61 
00 14 20.63 ,-30 24 28.40 
00 14 19.15 ,-30 23 35.69 
00 14 19.09 ,-30 24 12.60 
00 14 22.56 ,-30 24 26.61 
00 14 19.69 ,-30 23 38.18 
00 14 20.49 ,-30 23 32.33 
00 14 21.98 ,-30 23 44.47 
00 14 19.47 ,-30 24 24.40 
00 14 20.95 ,-30 24 37.24 
00 14 21.66 ,-30 24 34.82 
00 14 23.48 ,-30 24 07.22 
00 14 21.53 ,-30 24 07.86 
00 14 20.24 ,-30 24 31.89 
00 14 22.06 ,-30 24 15.17 
00 14 23.12 ,-30 23 44.98 
00 14 20.21 ,-30 24 40.36 
00 14 19.71 ,-30 24 14.69 
00 14 18.74 ,-30 23 55.20 
00 14 20.31 ,-30 24 02.58 
00 14 21.70 ,-30 24 35.30 
00 14 20.87 ,-30 24 11.90 
00 14 22.09 ,-30 23 55.68 
00 14 18.77 ,-30 23 30.69 
00 14 20.65 ,-30 23 56.60 
00 14 19.01 ,-30 24 23.42 
00 14 18.59 ,-30 23 59.18 
00 14 20.72 ,-30 24 36.86 
00 14 19.88 ,-30 24 06.45 
00 14 23.11 ,-30 23 43.88 
00 14 19.56 ,-30 24 41.84 
00 14 20.40 ,-30 24 40.11 
00 14 21.94 ,-30 24 18.01 
00 14 22.97 ,-30 24 05.03 
00 14 20.55 ,-30 24 07.01 
00 14 18.55 ,-30 23 39.43 
00 14 19.65 ,-30 23 56.16 
00 14 18.33 ,-30 24 21.42 
00 14 21.61 ,-30 24 19.44 
00 14 20.98 ,-30 24 00.33 
00 14 19.81 ,-30 23 41.99 
00 14 21.63 ,-30 24 04.18 
00 14 19.20 ,-30 23 42.39 
00 14 23.36 ,-30 23 52.03 
00 14 20.56 ,-30 24 18.78 
00 14 19.13 ,-30 24 07.50 
00 14 22.17 ,-30 24 03.84 
00 14 19.30 ,-30 24 08.75 
00 14 20.99 ,-30 23 47.27 
00 14 18.32 ,-30 23 44.11 
00 14 18.27 ,-30 23 47.16 
00 14 19.73 ,-30 24 40.20 
00 14 20.68 ,-30 23 34.49 
00 14 20.72 ,-30 24 00.67 
00 14 20.36 ,-30 24 02.27 
00 14 21.28 ,-30 23 48.96 
00 14 21.89 ,-30 24 36.77 
00 14 22.01 ,-30 23 35.95 
00 14 22.83 ,-30 23 44.00 
00 14 20.06 ,-30 23 41.42 
00 14 20.55 ,-30 23 27.94 
00 14 20.93 ,-30 24 25.94 
00 14 18.80 ,-30 23 57.21 
00 14 23.25 ,-30 24 02.58 
00 14 20.27 ,-30 24 16.94 
00 14 23.10 ,-30 24 21.99 
00 14 20.63 ,-30 24 03.22 
00 14 23.41 ,-30 24 12.41 
00 14 21.89 ,-30 23 48.47 
00 14 20.30 ,-30 24 42.86 
00 14 21.48 ,-30 23 34.07 
00 14 23.39 ,-30 24 05.53 
00 14 22.08 ,-30 23 38.86 
00 14 20.30 ,-30 24 21.10 
00 14 20.78 ,-30 24 25.68 
00 14 21.24 ,-30 24 22.82 
00 14 20.12 ,-30 23 35.40 
00 14 20.53 ,-30 24 13.20 
00 14 20.70 ,-30 24 20.25 
00 14 21.78 ,-30 24 17.77 
00 14 23.14 ,-30 23 53.21 
00 14 20.72 ,-30 23 24.39 
00 14 21.37 ,-30 23 33.73 
00 14 20.85 ,-30 23 43.91 
00 14 20.27 ,-30 23 47.86 
00 14 22.17 ,-30 23 54.64 
00 14 19.71 ,-30 24 05.78 
00 14 17.60 ,-30 23 54.67 
00 14 20.82 ,-30 24 31.65 
00 14 18.42 ,-30 24 01.90 
00 14 21.53 ,-30 24 21.23 
00 14 21.75 ,-30 23 41.18 
00 14 18.27 ,-30 23 58.69 
00 14 20.15 ,-30 23 52.50 
00 14 18.44 ,-30 24 04.04 
00 14 18.37 ,-30 24 21.75 
00 14 17.78 ,-30 24 10.27 
00 14 20.08 ,-30 23 30.04 
00 14 20.99 ,-30 23 30.07 
00 14 21.07 ,-30 23 47.01 
00 14 21.88 ,-30 24 08.94 
00 14 21.94 ,-30 23 57.90 
00 14 22.95 ,-30 23 57.78 
00 14 19.22 ,-30 24 26.39 
00 14 20.22 ,-30 24 11.67 
00 14 21.59 ,-30 24 14.06 
00 14 19.19 ,-30 24 19.29 
00 14 20.68 ,-30 24 20.16 
00 14 19.12 ,-30 24 16.91 
00 14 20.39 ,-30 24 41.36 
00 14 22.79 ,-30 23 41.49 
00 14 22.57 ,-30 24 15.51 
00 14 19.53 ,-30 23 50.24 
00 14 18.85 ,-30 23 58.14 
00 14 21.14 ,-30 23 43.07 
00 14 19.81 ,-30 24 01.64 
00 14 20.31 ,-30 24 12.79 
00 14 21.23 ,-30 24 21.38 
00 14 20.95 ,-30 24 02.30 
00 14 19.87 ,-30 23 54.08 
00 14 19.69 ,-30 24 05.52 
00 14 22.65 ,-30 23 59.02 
00 14 20.18 ,-30 24 04.24 
00 14 21.73 ,-30 24 14.84 
00 14 18.63 ,-30 23 44.56 
00 14 19.57 ,-30 24 17.18 
00 14 20.40 ,-30 24 16.11 
00 14 18.66 ,-30 24 16.59 
00 14 20.36 ,-30 24 01.65 
00 14 17.42 ,-30 24 05.67 
00 14 22.20 ,-30 24 21.37 
00 14 22.46 ,-30 24 18.04 
00 14 19.41 ,-30 23 27.42 
00 14 19.19 ,-30 23 58.95 
00 14 21.33 ,-30 24 14.53 
00 14 23.20 ,-30 23 47.74 
00 14 17.79 ,-30 23 44.95 
00 14 17.92 ,-30 24 00.33 
00 14 18.52 ,-30 23 56.47 
00 14 18.74 ,-30 23 42.08 
00 14 22.62 ,-30 23 55.15 
