ra,dec
06 35 04.54 ,-55 56 29.82 
06 35 05.20 ,-55 56 51.98 
06 35 09.64 ,-55 56 56.69 
06 35 06.79 ,-55 56 31.22 
06 35 06.53 ,-55 57 13.27 
06 35 10.06 ,-55 56 42.05 
06 35 02.64 ,-55 56 53.38 
06 35 09.47 ,-55 56 39.48 
06 35 09.98 ,-55 57 07.98 
06 35 06.83 ,-55 56 47.75 
06 35 04.75 ,-55 56 27.71 
06 35 05.71 ,-55 56 19.87 
06 35 09.99 ,-55 57 07.45 
06 35 08.13 ,-55 57 00.36 
06 35 05.43 ,-55 56 54.94 
06 35 06.25 ,-55 56 39.41 
06 35 04.34 ,-55 56 25.45 
06 35 03.40 ,-55 56 26.70 
06 35 06.92 ,-55 56 56.02 
06 35 05.55 ,-55 56 19.57 
06 35 05.68 ,-55 56 24.15 
06 35 05.18 ,-55 57 07.01 
06 35 04.87 ,-55 56 33.29 
06 35 07.69 ,-55 57 21.65 
06 35 02.53 ,-55 56 50.09 
06 35 04.27 ,-55 57 01.85 
06 35 04.43 ,-55 56 52.69 
06 35 06.87 ,-55 56 14.09 
06 35 04.65 ,-55 56 58.97 
06 35 09.26 ,-55 56 44.78 
06 35 06.00 ,-55 57 04.02 
06 35 04.70 ,-55 57 11.19 
06 35 04.24 ,-55 56 10.75 
06 35 05.76 ,-55 56 40.10 
06 35 04.08 ,-55 57 21.53 
06 35 01.88 ,-55 56 57.41 
06 35 05.88 ,-55 57 06.98 
06 35 06.37 ,-55 56 34.46 
06 35 10.82 ,-55 56 36.50 
06 35 09.60 ,-55 56 42.24 
06 35 05.06 ,-55 57 01.73 
06 35 03.96 ,-55 56 58.24 
06 35 05.29 ,-55 56 26.32 
06 35 07.84 ,-55 56 27.05 
06 35 07.23 ,-55 56 25.63 
06 35 09.90 ,-55 56 24.34 
06 35 06.50 ,-55 57 19.86 
06 35 04.54 ,-55 56 43.32 
06 35 04.40 ,-55 57 16.94 
06 35 05.81 ,-55 56 59.47 
06 35 08.98 ,-55 56 39.57 
06 35 02.43 ,-55 56 43.79 
06 35 09.46 ,-55 56 31.78 
06 35 06.79 ,-55 56 10.50 
06 35 08.45 ,-55 57 21.36 
06 35 07.42 ,-55 56 51.56 
06 35 06.59 ,-55 56 30.47 
06 35 02.87 ,-55 56 28.84 
06 35 04.55 ,-55 57 18.61 
06 35 09.42 ,-55 56 43.39 
06 35 10.57 ,-55 56 31.29 
06 35 07.22 ,-55 56 31.50 
06 35 05.97 ,-55 56 13.40 
06 35 01.80 ,-55 56 30.12 
06 35 04.74 ,-55 56 56.02 
06 35 06.63 ,-55 56 38.81 
06 35 06.41 ,-55 56 23.65 
06 35 04.17 ,-55 56 22.40 
06 35 08.13 ,-55 56 09.75 
06 35 08.11 ,-55 56 46.99 
06 35 05.85 ,-55 56 31.42 
06 35 07.96 ,-55 57 07.33 
06 35 02.27 ,-55 56 47.63 
06 35 05.16 ,-55 56 36.14 
06 35 05.51 ,-55 56 50.45 
06 35 04.42 ,-55 56 50.67 
06 35 06.10 ,-55 57 21.29 
06 35 06.63 ,-55 56 29.81 
06 35 08.47 ,-55 56 33.25 
06 35 04.58 ,-55 56 13.58 
06 35 07.74 ,-55 56 57.47 
06 35 06.01 ,-55 57 17.01 
06 35 05.30 ,-55 56 59.55 
06 35 07.77 ,-55 56 22.43 
06 35 06.45 ,-55 56 38.11 
06 35 06.48 ,-55 57 15.07 
06 35 06.19 ,-55 57 08.42 
06 35 04.05 ,-55 56 55.52 
06 35 03.16 ,-55 56 51.38 
06 35 03.18 ,-55 56 13.72 
06 35 02.30 ,-55 56 42.07 
06 35 10.23 ,-55 56 38.67 
06 35 10.04 ,-55 56 37.97 
06 35 06.21 ,-55 56 37.83 
06 35 06.15 ,-55 57 10.62 
06 35 06.12 ,-55 56 56.12 
06 35 07.07 ,-55 56 50.38 
06 35 05.27 ,-55 56 42.49 
06 35 09.65 ,-55 56 57.18 
06 35 02.75 ,-55 56 21.91 
06 35 10.96 ,-55 56 47.62 
06 35 05.12 ,-55 56 16.75 
06 35 07.33 ,-55 56 59.64 
06 35 07.08 ,-55 57 22.02 
06 35 03.82 ,-55 56 36.33 
06 35 07.71 ,-55 56 19.14 
06 35 09.91 ,-55 57 02.77 
06 35 04.18 ,-55 57 11.78 
06 35 04.04 ,-55 57 19.36 
06 35 05.95 ,-55 57 00.70 
06 35 08.90 ,-55 56 26.94 
06 35 09.00 ,-55 56 40.05 
06 35 06.59 ,-55 57 05.50 
06 35 03.53 ,-55 56 43.26 
06 35 02.41 ,-55 56 30.71 
06 35 08.62 ,-55 57 11.90 
06 35 04.56 ,-55 56 45.38 
06 35 06.22 ,-55 57 19.18 
06 35 06.62 ,-55 56 55.54 
06 35 07.28 ,-55 57 03.95 
06 35 06.42 ,-55 57 06.83 
06 35 05.81 ,-55 56 32.32 
06 35 06.29 ,-55 56 32.76 
06 35 04.65 ,-55 56 50.89 
06 35 09.78 ,-55 56 36.90 
06 35 05.46 ,-55 56 32.75 
06 35 03.45 ,-55 57 10.86 
06 35 06.98 ,-55 56 28.75 
06 35 07.70 ,-55 56 46.51 
06 35 10.01 ,-55 56 43.73 
06 35 04.21 ,-55 57 00.55 
06 35 08.34 ,-55 56 51.62 
06 35 07.58 ,-55 56 54.51 
06 35 08.39 ,-55 56 51.97 
06 35 08.92 ,-55 56 23.17 
06 35 08.21 ,-55 57 20.12 
06 35 09.13 ,-55 56 17.53 
06 35 03.75 ,-55 57 18.92 
06 35 07.41 ,-55 56 44.28 
06 35 10.29 ,-55 56 31.19 
06 35 05.29 ,-55 57 07.38 
06 35 03.73 ,-55 57 03.31 
06 35 08.55 ,-55 56 53.69 
06 35 05.83 ,-55 56 42.15 
06 35 05.98 ,-55 56 53.76 
06 35 02.59 ,-55 56 34.57 
06 35 09.75 ,-55 57 00.25 
06 35 10.46 ,-55 56 58.81 
06 35 05.26 ,-55 56 45.34 
06 35 02.51 ,-55 56 39.88 
06 35 08.41 ,-55 57 04.37 
06 35 07.30 ,-55 56 36.11 
06 35 06.10 ,-55 56 39.49 
06 35 03.73 ,-55 57 08.47 
06 35 02.84 ,-55 56 57.81 
06 35 01.50 ,-55 56 40.37 
06 35 07.64 ,-55 56 56.95 
06 35 08.46 ,-55 56 58.95 
06 35 07.40 ,-55 56 32.66 
06 35 04.53 ,-55 56 52.21 
06 35 03.01 ,-55 56 22.47 
06 35 05.91 ,-55 56 47.33 
06 35 04.86 ,-55 56 45.86 
06 35 06.59 ,-55 57 00.79 
06 35 09.22 ,-55 56 43.11 
06 35 08.53 ,-55 56 16.59 
06 35 04.42 ,-55 56 24.46 
06 35 07.72 ,-55 56 27.28 
06 35 05.44 ,-55 56 25.22 
06 35 10.17 ,-55 56 58.92 
06 35 06.19 ,-55 57 04.79 
06 35 06.95 ,-55 56 25.96 
06 35 04.03 ,-55 56 15.01 
06 35 05.55 ,-55 56 29.16 
06 35 05.88 ,-55 56 13.64 
06 35 07.70 ,-55 56 47.88 
06 35 08.01 ,-55 56 35.23 
06 35 04.26 ,-55 56 51.98 
06 35 04.60 ,-55 56 54.50 
06 35 07.83 ,-55 56 15.50 
06 35 06.13 ,-55 57 14.22 
06 35 05.88 ,-55 57 17.44 
06 35 05.29 ,-55 57 19.84 
06 35 06.31 ,-55 56 37.67 
06 35 03.32 ,-55 56 26.65 
06 35 03.53 ,-55 56 27.09 
06 35 04.76 ,-55 56 44.88 
06 35 01.89 ,-55 56 43.32 
06 35 08.08 ,-55 56 46.77 
06 35 05.60 ,-55 57 16.96 
06 35 04.15 ,-55 56 23.78 
06 35 07.31 ,-55 56 34.75 
06 35 05.17 ,-55 56 41.89 
06 35 04.09 ,-55 56 24.01 
06 35 09.34 ,-55 57 12.63 
06 35 06.67 ,-55 56 30.00 
06 35 07.04 ,-55 56 43.97 
06 35 06.01 ,-55 56 48.61 
06 35 07.26 ,-55 56 51.85 
06 35 05.07 ,-55 56 09.53 
06 35 05.62 ,-55 57 23.45 
06 35 10.10 ,-55 56 51.70 
06 35 07.64 ,-55 56 43.13 
06 35 02.94 ,-55 56 49.05 
06 35 08.44 ,-55 56 41.35 
06 35 10.05 ,-55 56 53.00 
06 35 08.10 ,-55 56 41.29 
06 35 09.57 ,-55 57 00.62 
06 35 04.41 ,-55 56 49.21 
06 35 07.79 ,-55 56 43.04 
06 35 04.70 ,-55 56 50.78 
06 35 04.02 ,-55 56 24.81 
06 35 04.43 ,-55 56 08.83 
06 35 02.14 ,-55 56 36.17 
06 35 02.25 ,-55 56 32.82 
06 35 06.29 ,-55 56 45.43 
06 35 03.58 ,-55 56 53.33 
06 35 03.57 ,-55 56 43.88 
06 35 02.98 ,-55 56 38.99 
06 35 06.08 ,-55 56 06.59 
06 35 05.78 ,-55 56 50.29 
06 35 06.27 ,-55 56 05.45 
06 35 07.51 ,-55 57 20.45 
06 35 03.01 ,-55 56 56.54 
06 35 07.64 ,-55 56 19.60 
06 35 09.45 ,-55 57 09.73 
06 35 08.55 ,-55 56 32.73 
06 35 07.43 ,-55 56 16.90 
06 35 03.39 ,-55 57 11.32 
06 35 05.03 ,-55 57 17.49 
06 35 03.99 ,-55 57 01.94 
06 35 06.78 ,-55 56 17.79 
06 35 10.06 ,-55 56 27.92 
06 35 07.74 ,-55 56 16.35 
06 35 06.89 ,-55 56 10.65 
06 35 02.99 ,-55 56 48.88 
06 35 02.99 ,-55 56 23.98 
06 35 09.94 ,-55 56 53.33 
06 35 07.30 ,-55 57 14.01 
06 35 04.44 ,-55 56 49.86 
06 35 08.52 ,-55 56 11.72 
06 35 10.49 ,-55 56 29.06 
06 35 07.64 ,-55 56 41.29 
06 35 06.74 ,-55 56 09.31 
06 35 03.74 ,-55 56 33.28 
06 35 09.19 ,-55 56 31.32 
06 35 05.48 ,-55 57 03.66 
06 35 05.48 ,-55 56 38.06 
06 35 01.92 ,-55 57 02.87 
06 35 06.65 ,-55 57 06.21 
06 35 06.64 ,-55 56 41.38 
06 35 07.47 ,-55 57 16.10 
06 35 07.19 ,-55 56 24.38 
06 35 02.41 ,-55 57 11.19 
06 35 03.31 ,-55 56 44.67 
06 35 05.01 ,-55 56 25.97 
06 35 02.62 ,-55 56 45.75 
06 35 01.68 ,-55 56 52.42 
06 35 10.08 ,-55 56 54.70 
06 35 05.07 ,-55 56 21.66 
06 35 06.57 ,-55 56 44.78 
06 35 04.59 ,-55 57 01.00 
06 35 03.79 ,-55 56 50.46 
06 35 08.87 ,-55 56 15.87 
06 35 08.00 ,-55 56 46.00 
06 35 06.84 ,-55 57 02.50 
06 35 06.39 ,-55 57 05.65 
06 35 09.78 ,-55 57 08.60 
06 35 07.45 ,-55 56 42.45 
06 35 05.05 ,-55 56 42.69 
06 35 04.21 ,-55 56 36.92 
06 35 09.56 ,-55 56 28.77 
06 35 07.51 ,-55 57 02.44 
06 35 04.99 ,-55 56 43.45 
06 35 07.40 ,-55 57 04.21 
06 35 05.61 ,-55 56 34.57 
06 35 07.88 ,-55 56 12.12 
06 35 06.29 ,-55 57 10.53 
06 35 05.59 ,-55 56 21.71 
06 35 06.64 ,-55 56 10.37 
06 35 07.51 ,-55 56 30.64 
06 35 07.66 ,-55 57 10.48 
06 35 05.38 ,-55 56 22.28 
06 35 09.78 ,-55 56 46.22 
06 35 03.80 ,-55 56 24.17 
06 35 05.84 ,-55 57 13.68 
06 35 07.08 ,-55 56 53.78 
06 35 06.46 ,-55 56 20.95 
06 35 03.00 ,-55 56 34.20 
06 35 06.43 ,-55 56 33.54 
06 35 06.70 ,-55 56 37.87 
06 35 07.79 ,-55 56 54.49 
06 35 03.76 ,-55 56 10.01 
06 35 07.44 ,-55 56 17.28 
06 35 08.80 ,-55 56 39.03 
06 35 06.03 ,-55 57 00.14 
06 35 06.31 ,-55 56 13.76 
06 35 05.39 ,-55 56 17.84 
06 35 04.52 ,-55 57 04.86 
06 35 06.94 ,-55 56 51.62 
06 35 05.21 ,-55 57 16.88 
06 35 07.96 ,-55 56 59.20 
06 35 03.38 ,-55 56 38.57 
06 35 09.85 ,-55 56 47.87 
06 35 04.98 ,-55 56 36.17 
06 35 07.36 ,-55 56 46.67 
06 35 09.23 ,-55 56 21.82 
06 35 07.34 ,-55 56 23.95 
06 35 07.69 ,-55 56 43.55 
06 35 04.06 ,-55 56 08.46 
06 35 04.70 ,-55 57 15.91 
06 35 03.12 ,-55 56 54.36 
06 35 05.34 ,-55 56 21.23 
06 35 05.40 ,-55 56 34.41 
06 35 06.64 ,-55 56 31.30 
06 35 03.55 ,-55 56 16.55 
06 35 06.15 ,-55 56 15.11 
06 35 06.36 ,-55 56 46.22 
06 35 06.93 ,-55 56 40.04 
06 35 05.11 ,-55 57 14.45 
06 35 09.25 ,-55 56 42.06 
06 35 07.47 ,-55 56 16.26 
06 35 05.87 ,-55 56 35.84 
06 35 06.43 ,-55 56 11.93 
06 35 03.95 ,-55 56 25.94 
06 35 09.87 ,-55 56 38.42 
06 35 07.38 ,-55 56 11.54 
06 35 07.80 ,-55 57 07.44 
06 35 07.04 ,-55 56 22.42 
06 35 06.98 ,-55 56 28.32 
06 35 09.39 ,-55 56 40.62 
06 35 08.97 ,-55 56 40.91 
