ra,dec
16 35 26.23 ,66 12 58.73 
16 35 35.64 ,66 12 26.90 
16 35 31.83 ,66 12 45.14 
16 35 26.93 ,66 13 08.31 
16 35 29.85 ,66 12 59.71 
16 35 34.33 ,66 12 27.72 
16 35 37.17 ,66 12 54.64 
16 35 32.22 ,66 12 47.85 
16 35 29.62 ,66 12 56.10 
16 35 31.15 ,66 12 41.37 
16 35 28.71 ,66 13 17.22 
16 35 31.71 ,66 13 34.60 
16 35 34.44 ,66 12 26.43 
16 35 34.04 ,66 13 31.02 
16 35 33.93 ,66 13 00.95 
16 35 34.84 ,66 12 53.43 
16 35 34.08 ,66 12 39.56 
16 35 37.42 ,66 13 00.13 
16 35 29.00 ,66 12 51.21 
16 35 32.73 ,66 13 18.83 
16 35 28.35 ,66 12 44.03 
16 35 34.39 ,66 13 18.43 
16 35 27.28 ,66 12 57.21 
16 35 27.07 ,66 12 31.91 
16 35 29.34 ,66 13 08.62 
16 35 32.37 ,66 12 37.67 
16 35 28.91 ,66 12 51.27 
16 35 32.16 ,66 12 18.08 
16 35 32.58 ,66 12 28.20 
16 35 29.42 ,66 12 31.79 
16 35 30.89 ,66 12 56.43 
16 35 30.85 ,66 12 52.34 
16 35 24.94 ,66 13 07.00 
16 35 34.66 ,66 13 15.75 
16 35 30.86 ,66 13 13.05 
16 35 31.40 ,66 12 50.21 
16 35 27.17 ,66 12 50.52 
16 35 29.76 ,66 13 19.58 
16 35 32.78 ,66 13 21.38 
16 35 31.06 ,66 13 10.74 
16 35 30.36 ,66 12 53.70 
16 35 35.08 ,66 12 44.52 
16 35 28.95 ,66 12 58.21 
16 35 27.63 ,66 13 27.83 
16 35 31.18 ,66 13 35.08 
16 35 26.51 ,66 13 03.22 
16 35 27.44 ,66 12 38.57 
16 35 35.22 ,66 12 39.35 
16 35 28.36 ,66 13 15.12 
16 35 28.09 ,66 12 38.19 
16 35 34.83 ,66 12 28.67 
16 35 32.54 ,66 12 38.80 
16 35 33.16 ,66 13 09.54 
16 35 28.33 ,66 12 40.99 
16 35 33.05 ,66 12 51.18 
16 35 34.28 ,66 12 58.57 
16 35 34.89 ,66 12 35.25 
16 35 30.75 ,66 12 33.05 
16 35 33.29 ,66 13 11.06 
16 35 30.21 ,66 12 59.03 
16 35 24.78 ,66 13 00.43 
16 35 27.65 ,66 12 28.80 
16 35 29.21 ,66 13 13.55 
16 35 25.66 ,66 13 13.72 
16 35 31.43 ,66 12 39.65 
16 35 34.38 ,66 12 40.42 
16 35 35.54 ,66 12 48.50 
16 35 28.31 ,66 13 20.60 
16 35 35.61 ,66 12 43.85 
16 35 33.94 ,66 12 28.47 
16 35 30.55 ,66 13 13.09 
16 35 35.21 ,66 12 54.48 
16 35 30.91 ,66 13 17.79 
16 35 29.48 ,66 12 44.16 
16 35 33.70 ,66 12 46.28 
16 35 35.21 ,66 12 43.88 
16 35 27.23 ,66 12 46.19 
16 35 34.95 ,66 12 59.24 
16 35 30.65 ,66 12 44.45 
16 35 28.39 ,66 13 30.43 
16 35 33.83 ,66 13 04.76 
16 35 36.66 ,66 12 49.82 
16 35 34.38 ,66 13 09.12 
16 35 35.65 ,66 13 10.73 
16 35 29.13 ,66 12 52.59 
16 35 27.12 ,66 13 09.17 
16 35 30.86 ,66 13 21.61 
16 35 30.62 ,66 12 48.84 
16 35 33.28 ,66 12 51.12 
16 35 31.83 ,66 13 09.07 
16 35 32.88 ,66 13 34.91 
16 35 34.74 ,66 12 43.83 
16 35 32.42 ,66 13 22.99 
16 35 34.65 ,66 13 11.12 
16 35 30.21 ,66 13 13.29 
16 35 29.94 ,66 13 23.47 
16 35 28.79 ,66 12 48.00 
16 35 27.33 ,66 13 09.33 
16 35 33.86 ,66 12 43.08 
16 35 28.25 ,66 13 08.89 
16 35 31.00 ,66 13 04.95 
16 35 37.20 ,66 13 04.39 
16 35 25.99 ,66 12 36.93 
16 35 33.42 ,66 13 27.11 
16 35 36.55 ,66 12 42.34 
16 35 29.50 ,66 13 23.05 
16 35 30.60 ,66 13 27.73 
16 35 30.34 ,66 13 31.98 
16 35 36.40 ,66 12 32.24 
16 35 32.83 ,66 12 42.90 
16 35 29.62 ,66 13 25.27 
16 35 30.07 ,66 12 42.38 
16 35 29.63 ,66 13 22.98 
16 35 35.58 ,66 12 57.99 
16 35 27.49 ,66 13 08.63 
16 35 32.78 ,66 12 57.61 
16 35 30.50 ,66 12 30.89 
16 35 36.76 ,66 13 12.09 
16 35 31.28 ,66 13 06.17 
16 35 34.33 ,66 13 04.56 
16 35 25.69 ,66 12 42.34 
16 35 31.39 ,66 13 12.05 
16 35 34.89 ,66 13 14.09 
16 35 27.88 ,66 13 20.41 
16 35 36.89 ,66 12 59.55 
16 35 31.87 ,66 12 27.09 
16 35 29.54 ,66 13 18.43 
16 35 34.97 ,66 13 07.28 
16 35 28.32 ,66 13 00.90 
16 35 32.95 ,66 12 35.59 
16 35 30.40 ,66 12 27.05 
16 35 31.66 ,66 13 14.79 
16 35 28.60 ,66 13 00.70 
16 35 34.46 ,66 12 57.17 
16 35 27.49 ,66 13 12.50 
16 35 34.21 ,66 12 51.49 
16 35 31.81 ,66 12 36.25 
16 35 34.52 ,66 12 42.70 
16 35 28.54 ,66 13 18.80 
16 35 31.33 ,66 12 23.07 
16 35 35.56 ,66 12 55.84 
16 35 35.46 ,66 12 44.02 
16 35 36.43 ,66 13 03.61 
16 35 27.66 ,66 13 03.07 
16 35 25.89 ,66 12 47.60 
16 35 27.39 ,66 13 25.97 
16 35 31.14 ,66 13 00.06 
16 35 35.14 ,66 13 13.83 
16 35 27.67 ,66 13 06.90 
16 35 35.74 ,66 12 42.54 
16 35 37.09 ,66 13 12.25 
16 35 31.08 ,66 13 21.47 
16 35 30.06 ,66 12 54.60 
16 35 35.00 ,66 13 01.25 
16 35 36.16 ,66 12 57.07 
16 35 32.44 ,66 13 12.78 
16 35 25.05 ,66 12 44.29 
16 35 34.42 ,66 13 01.42 
16 35 33.38 ,66 12 33.24 
16 35 34.81 ,66 12 43.76 
16 35 32.43 ,66 13 16.11 
16 35 32.97 ,66 13 03.40 
16 35 37.16 ,66 12 47.02 
16 35 27.42 ,66 12 50.51 
16 35 35.69 ,66 13 26.78 
16 35 26.05 ,66 12 58.75 
16 35 30.57 ,66 12 46.55 
16 35 27.27 ,66 12 57.30 
16 35 32.94 ,66 13 07.20 
16 35 28.45 ,66 12 58.59 
16 35 32.26 ,66 13 04.09 
16 35 36.35 ,66 12 46.51 
16 35 28.02 ,66 13 08.73 
16 35 33.81 ,66 13 30.61 
16 35 30.24 ,66 12 43.33 
16 35 35.23 ,66 13 05.85 
16 35 27.80 ,66 12 46.85 
16 35 25.76 ,66 12 55.82 
16 35 26.66 ,66 13 06.67 
16 35 30.58 ,66 13 22.35 
16 35 30.01 ,66 13 01.35 
16 35 29.30 ,66 13 22.21 
16 35 30.69 ,66 12 55.13 
16 35 31.27 ,66 13 05.98 
16 35 28.18 ,66 12 52.06 
16 35 29.81 ,66 13 10.79 
16 35 33.78 ,66 13 02.58 
16 35 31.68 ,66 13 25.97 
16 35 31.87 ,66 12 52.07 
16 35 27.07 ,66 13 09.06 
16 35 27.42 ,66 13 17.58 
16 35 33.11 ,66 13 09.98 
16 35 28.74 ,66 12 49.76 
16 35 29.54 ,66 12 32.54 
16 35 29.10 ,66 13 22.09 
16 35 29.04 ,66 12 51.35 
16 35 34.13 ,66 12 50.97 
16 35 33.82 ,66 12 55.34 
16 35 33.24 ,66 13 04.83 
16 35 34.21 ,66 13 14.75 
16 35 30.42 ,66 12 57.06 
16 35 33.44 ,66 13 14.36 
16 35 33.08 ,66 12 35.10 
16 35 26.09 ,66 13 11.68 
16 35 30.80 ,66 12 55.00 
16 35 36.08 ,66 13 13.21 
16 35 28.18 ,66 12 46.52 
16 35 25.98 ,66 12 41.08 
16 35 33.55 ,66 13 05.39 
16 35 31.32 ,66 13 29.96 
16 35 34.78 ,66 12 46.95 
16 35 33.82 ,66 13 19.04 
16 35 27.11 ,66 13 05.65 
16 35 28.94 ,66 12 50.02 
16 35 28.27 ,66 13 14.38 
16 35 35.77 ,66 13 16.57 
16 35 31.52 ,66 13 07.34 
16 35 33.77 ,66 12 58.69 
16 35 28.89 ,66 12 30.99 
16 35 27.81 ,66 13 08.92 
16 35 36.27 ,66 13 07.72 
16 35 31.81 ,66 12 48.33 
16 35 29.89 ,66 12 27.37 
16 35 30.82 ,66 13 33.80 
16 35 31.92 ,66 12 23.12 
16 35 28.98 ,66 12 56.05 
16 35 30.70 ,66 12 58.31 
16 35 28.28 ,66 12 54.04 
16 35 32.93 ,66 12 32.17 
16 35 28.29 ,66 12 49.30 
16 35 34.32 ,66 12 33.58 
16 35 31.39 ,66 12 43.72 
16 35 28.34 ,66 12 53.42 
16 35 27.69 ,66 12 42.80 
16 35 32.71 ,66 12 24.31 
16 35 34.03 ,66 12 21.64 
16 35 30.83 ,66 12 45.37 
16 35 30.64 ,66 12 56.82 
16 35 33.56 ,66 13 12.66 
16 35 33.03 ,66 12 48.75 
16 35 33.76 ,66 12 58.67 
16 35 33.81 ,66 13 07.84 
16 35 35.64 ,66 13 12.40 
16 35 35.74 ,66 12 51.10 
16 35 29.94 ,66 12 56.22 
16 35 34.76 ,66 13 07.83 
16 35 26.92 ,66 12 38.24 
16 35 33.66 ,66 12 38.40 
16 35 30.81 ,66 13 04.74 
16 35 30.78 ,66 12 50.38 
16 35 29.14 ,66 12 26.27 
16 35 26.11 ,66 12 54.97 
16 35 31.54 ,66 12 21.60 
16 35 30.60 ,66 13 03.08 
16 35 36.89 ,66 12 42.97 
16 35 31.91 ,66 13 07.60 
16 35 29.37 ,66 12 21.09 
16 35 33.08 ,66 13 00.97 
16 35 35.96 ,66 12 48.90 
16 35 27.24 ,66 13 14.46 
16 35 30.67 ,66 12 58.48 
16 35 33.64 ,66 12 41.06 
16 35 30.15 ,66 12 30.30 
16 35 33.51 ,66 13 21.18 
16 35 29.47 ,66 13 02.21 
16 35 35.89 ,66 13 23.70 
16 35 35.26 ,66 12 55.79 
16 35 28.91 ,66 13 07.94 
16 35 29.15 ,66 13 36.54 
16 35 28.00 ,66 13 05.97 
16 35 32.66 ,66 12 37.19 
16 35 25.30 ,66 12 51.48 
16 35 35.20 ,66 12 55.50 
16 35 32.28 ,66 13 04.05 
16 35 27.08 ,66 12 49.08 
16 35 31.46 ,66 12 36.17 
16 35 31.60 ,66 12 45.29 
16 35 36.08 ,66 13 00.51 
16 35 31.67 ,66 13 21.46 
16 35 32.68 ,66 12 37.73 
16 35 30.60 ,66 12 40.89 
16 35 29.19 ,66 12 50.27 
16 35 27.37 ,66 12 59.41 
16 35 29.84 ,66 13 12.94 
16 35 27.96 ,66 13 01.10 
16 35 28.54 ,66 13 26.84 
16 35 33.71 ,66 13 12.25 
16 35 28.83 ,66 12 48.56 
16 35 37.04 ,66 12 54.43 
16 35 29.60 ,66 12 57.10 
16 35 30.35 ,66 12 36.16 
16 35 30.60 ,66 13 01.47 
16 35 31.57 ,66 13 10.97 
16 35 34.87 ,66 13 20.80 
16 35 34.59 ,66 13 03.72 
16 35 27.90 ,66 13 25.85 
16 35 33.23 ,66 13 01.24 
16 35 35.95 ,66 13 03.08 
16 35 27.20 ,66 13 22.28 
16 35 25.20 ,66 13 15.49 
16 35 27.69 ,66 12 52.09 
16 35 30.75 ,66 13 14.37 
16 35 32.83 ,66 13 15.94 
16 35 33.46 ,66 12 31.83 
16 35 32.76 ,66 13 13.12 
16 35 33.14 ,66 13 11.04 
16 35 34.09 ,66 13 21.32 
16 35 36.05 ,66 12 54.29 
16 35 33.95 ,66 13 11.98 
16 35 30.48 ,66 13 15.83 
16 35 31.54 ,66 13 06.30 
16 35 26.89 ,66 12 31.96 
16 35 27.52 ,66 12 37.38 
16 35 29.25 ,66 12 37.94 
16 35 32.91 ,66 13 20.23 
16 35 28.18 ,66 13 03.11 
16 35 33.25 ,66 12 45.80 
16 35 28.76 ,66 13 25.77 
16 35 36.07 ,66 13 00.67 
16 35 29.32 ,66 12 32.13 
16 35 29.68 ,66 13 01.42 
16 35 30.68 ,66 12 32.02 
16 35 29.67 ,66 12 40.26 
16 35 26.09 ,66 12 53.44 
16 35 31.00 ,66 12 35.07 
16 35 28.67 ,66 12 56.80 
16 35 35.71 ,66 13 15.11 
16 35 32.11 ,66 12 58.77 
16 35 34.60 ,66 13 20.68 
16 35 30.00 ,66 12 32.03 
16 35 27.69 ,66 13 18.05 
16 35 32.74 ,66 13 04.91 
16 35 30.60 ,66 13 00.89 
16 35 29.76 ,66 13 04.36 
16 35 33.14 ,66 12 41.48 
16 35 28.74 ,66 12 20.64 
16 35 32.13 ,66 13 06.49 
16 35 27.14 ,66 12 54.34 
16 35 30.72 ,66 13 13.09 
16 35 32.58 ,66 12 27.78 
16 35 25.20 ,66 12 55.80 
16 35 30.37 ,66 12 53.41 
16 35 28.73 ,66 13 27.08 
16 35 32.37 ,66 12 46.19 
16 35 32.57 ,66 13 19.16 
16 35 32.13 ,66 13 20.97 
16 35 34.28 ,66 13 17.21 
16 35 27.86 ,66 12 43.30 
16 35 28.07 ,66 13 15.90 
16 35 28.39 ,66 12 54.93 
16 35 33.32 ,66 12 54.49 
16 35 30.18 ,66 13 29.38 
16 35 30.70 ,66 12 31.90 
16 35 29.26 ,66 12 37.01 
16 35 30.20 ,66 13 05.32 
16 35 32.76 ,66 13 05.23 
16 35 31.69 ,66 12 17.73 
16 35 33.84 ,66 13 09.86 
16 35 29.71 ,66 13 24.20 
16 35 28.89 ,66 13 04.56 
16 35 27.65 ,66 13 09.11 
16 35 29.56 ,66 12 48.18 
16 35 35.17 ,66 12 37.34 
16 35 37.32 ,66 12 51.47 
16 35 33.01 ,66 12 29.51 
