ra,dec
00 26 35.14 ,17 08 59.68 
00 26 35.82 ,17 08 36.00 
00 26 36.06 ,17 09 29.40 
00 26 34.94 ,17 08 59.12 
00 26 35.47 ,17 08 54.04 
00 26 33.58 ,17 09 14.32 
00 26 37.05 ,17 09 22.08 
00 26 33.58 ,17 08 48.85 
00 26 34.34 ,17 08 48.39 
00 26 33.43 ,17 09 07.89 
00 26 36.03 ,17 08 46.21 
00 26 34.65 ,17 08 54.21 
00 26 35.00 ,17 09 23.45 
00 26 36.35 ,17 08 36.77 
00 26 34.81 ,17 09 29.25 
00 26 34.80 ,17 09 17.22 
00 26 33.48 ,17 09 20.08 
00 26 36.05 ,17 09 11.09 
00 26 33.50 ,17 09 15.85 
00 26 37.73 ,17 09 08.62 
00 26 33.85 ,17 08 38.75 
00 26 32.77 ,17 09 17.34 
00 26 35.74 ,17 09 22.41 
00 26 36.16 ,17 08 35.19 
00 26 32.81 ,17 08 54.79 
00 26 33.47 ,17 08 36.68 
00 26 33.65 ,17 08 40.98 
00 26 33.79 ,17 09 01.11 
00 26 33.50 ,17 09 27.18 
00 26 34.46 ,17 09 06.72 
00 26 34.71 ,17 09 37.27 
00 26 32.52 ,17 09 21.24 
00 26 33.10 ,17 08 50.40 
00 26 36.25 ,17 09 36.60 
00 26 33.99 ,17 08 56.81 
00 26 33.38 ,17 09 18.31 
00 26 34.33 ,17 09 28.73 
00 26 36.64 ,17 09 16.24 
00 26 35.72 ,17 09 31.55 
00 26 33.87 ,17 08 53.76 
00 26 33.17 ,17 09 26.29 
00 26 33.90 ,17 09 15.34 
00 26 35.35 ,17 08 25.99 
00 26 35.25 ,17 09 25.84 
00 26 35.23 ,17 08 52.77 
00 26 36.72 ,17 08 55.75 
00 26 36.29 ,17 08 32.19 
00 26 35.57 ,17 09 06.31 
00 26 34.50 ,17 08 34.08 
00 26 34.26 ,17 08 54.61 
00 26 34.48 ,17 08 47.94 
00 26 35.21 ,17 09 20.98 
00 26 37.36 ,17 08 47.88 
00 26 36.33 ,17 09 12.76 
00 26 35.77 ,17 09 22.88 
00 26 34.43 ,17 09 24.85 
00 26 36.86 ,17 09 27.26 
00 26 35.51 ,17 09 20.94 
00 26 35.83 ,17 08 53.47 
00 26 35.81 ,17 09 07.72 
00 26 35.17 ,17 08 39.58 
00 26 34.87 ,17 09 26.25 
00 26 35.16 ,17 08 30.29 
00 26 36.54 ,17 09 01.92 
00 26 33.79 ,17 09 21.07 
00 26 34.12 ,17 08 39.33 
00 26 34.67 ,17 09 18.46 
00 26 33.38 ,17 08 47.49 
00 26 34.31 ,17 08 52.44 
00 26 35.46 ,17 09 08.43 
00 26 34.00 ,17 08 54.07 
00 26 35.92 ,17 09 17.40 
00 26 36.21 ,17 09 16.05 
00 26 34.92 ,17 08 46.45 
00 26 33.98 ,17 08 30.53 
00 26 33.51 ,17 08 59.58 
00 26 34.85 ,17 09 10.82 
00 26 34.41 ,17 08 52.80 
00 26 36.44 ,17 09 22.57 
00 26 35.52 ,17 08 30.53 
00 26 34.63 ,17 09 09.17 
00 26 37.35 ,17 08 50.84 
00 26 35.29 ,17 09 39.62 
00 26 34.49 ,17 09 17.94 
00 26 34.94 ,17 08 50.23 
00 26 34.40 ,17 09 17.87 
00 26 36.39 ,17 09 05.44 
00 26 33.79 ,17 09 35.05 
00 26 34.82 ,17 09 33.71 
00 26 33.36 ,17 09 11.48 
00 26 35.91 ,17 09 16.38 
00 26 35.92 ,17 08 47.64 
00 26 34.66 ,17 08 39.50 
00 26 34.25 ,17 09 16.10 
00 26 35.04 ,17 09 30.63 
00 26 33.53 ,17 09 12.01 
00 26 35.47 ,17 08 34.18 
00 26 34.23 ,17 08 30.07 
00 26 33.13 ,17 08 43.60 
00 26 37.33 ,17 08 53.13 
00 26 35.31 ,17 08 50.49 
00 26 36.50 ,17 09 05.76 
00 26 33.40 ,17 09 09.04 
00 26 34.33 ,17 08 53.35 
00 26 36.22 ,17 09 18.97 
00 26 34.82 ,17 08 39.72 
00 26 37.17 ,17 09 10.68 
00 26 32.94 ,17 08 55.41 
00 26 33.89 ,17 09 09.48 
00 26 33.83 ,17 09 00.53 
00 26 33.76 ,17 08 49.26 
00 26 34.66 ,17 08 52.82 
00 26 36.58 ,17 08 58.41 
00 26 35.67 ,17 08 58.23 
00 26 34.49 ,17 08 56.81 
00 26 35.01 ,17 08 59.24 
00 26 35.70 ,17 09 28.07 
00 26 36.47 ,17 09 19.51 
00 26 35.82 ,17 09 18.00 
00 26 35.06 ,17 08 50.16 
00 26 33.94 ,17 09 11.05 
00 26 33.16 ,17 09 29.28 
00 26 35.87 ,17 09 16.95 
00 26 34.46 ,17 08 54.64 
00 26 33.82 ,17 09 12.83 
00 26 36.08 ,17 09 18.50 
00 26 35.05 ,17 09 34.72 
00 26 36.86 ,17 09 30.85 
00 26 34.03 ,17 09 15.71 
00 26 37.24 ,17 08 46.63 
00 26 36.97 ,17 08 50.85 
00 26 35.87 ,17 08 49.12 
00 26 33.86 ,17 08 45.10 
00 26 33.29 ,17 09 27.66 
00 26 35.62 ,17 08 50.37 
00 26 35.28 ,17 08 26.22 
00 26 36.24 ,17 09 36.65 
00 26 33.00 ,17 09 08.80 
00 26 35.19 ,17 09 10.92 
00 26 37.05 ,17 08 54.49 
00 26 33.51 ,17 09 20.15 
00 26 36.69 ,17 08 52.13 
00 26 37.45 ,17 09 13.50 
00 26 37.43 ,17 09 05.64 
00 26 35.36 ,17 09 02.07 
00 26 34.64 ,17 08 25.08 
00 26 32.57 ,17 08 47.10 
00 26 36.25 ,17 09 11.22 
00 26 36.69 ,17 09 02.24 
00 26 35.46 ,17 08 56.14 
00 26 34.50 ,17 08 28.88 
00 26 33.96 ,17 09 06.72 
00 26 34.64 ,17 09 21.94 
00 26 34.26 ,17 08 59.69 
00 26 34.40 ,17 08 33.72 
00 26 35.16 ,17 09 24.76 
00 26 35.79 ,17 08 34.69 
00 26 34.33 ,17 08 33.83 
00 26 37.05 ,17 09 20.87 
00 26 34.18 ,17 09 24.28 
00 26 33.89 ,17 09 17.79 
00 26 33.24 ,17 09 21.45 
00 26 36.06 ,17 09 18.65 
00 26 36.15 ,17 08 57.38 
00 26 32.39 ,17 09 14.72 
00 26 33.65 ,17 09 02.86 
00 26 36.20 ,17 08 57.34 
00 26 35.14 ,17 09 09.21 
00 26 34.74 ,17 09 25.88 
00 26 35.89 ,17 09 08.38 
00 26 34.65 ,17 08 38.05 
00 26 34.68 ,17 09 40.73 
00 26 35.80 ,17 09 11.55 
00 26 33.03 ,17 08 47.41 
00 26 33.00 ,17 09 17.71 
00 26 35.79 ,17 09 12.99 
00 26 36.32 ,17 09 22.92 
00 26 35.16 ,17 08 39.06 
00 26 35.19 ,17 09 02.44 
00 26 36.13 ,17 09 17.22 
00 26 34.52 ,17 09 31.56 
00 26 34.44 ,17 09 13.09 
00 26 32.53 ,17 09 11.27 
00 26 34.46 ,17 09 27.92 
00 26 35.21 ,17 08 44.90 
00 26 35.09 ,17 09 22.39 
00 26 36.46 ,17 08 43.08 
00 26 35.86 ,17 09 25.32 
00 26 35.33 ,17 08 36.96 
00 26 34.87 ,17 08 52.53 
00 26 35.60 ,17 08 56.19 
00 26 35.22 ,17 08 41.16 
00 26 34.39 ,17 08 40.53 
00 26 35.18 ,17 08 39.62 
00 26 33.25 ,17 08 40.34 
00 26 33.11 ,17 08 40.73 
00 26 35.82 ,17 09 04.35 
00 26 35.45 ,17 09 08.11 
00 26 32.37 ,17 09 20.36 
00 26 35.52 ,17 09 15.85 
00 26 34.67 ,17 09 25.13 
00 26 33.62 ,17 09 21.70 
00 26 32.37 ,17 09 00.68 
00 26 35.31 ,17 08 51.88 
00 26 35.21 ,17 08 33.48 
00 26 34.93 ,17 08 38.03 
00 26 33.88 ,17 09 22.94 
00 26 35.97 ,17 09 32.36 
00 26 32.48 ,17 08 58.03 
00 26 36.65 ,17 09 18.62 
00 26 35.36 ,17 08 34.92 
00 26 32.62 ,17 08 51.96 
00 26 35.29 ,17 09 15.89 
00 26 32.91 ,17 08 55.88 
00 26 36.82 ,17 08 49.14 
00 26 35.73 ,17 09 18.21 
00 26 36.28 ,17 08 55.98 
00 26 33.82 ,17 08 49.33 
00 26 34.36 ,17 08 59.77 
00 26 36.98 ,17 09 02.83 
00 26 35.30 ,17 08 40.43 
00 26 34.37 ,17 09 17.78 
00 26 35.66 ,17 08 44.01 
00 26 33.84 ,17 09 01.98 
00 26 36.57 ,17 09 25.80 
00 26 35.66 ,17 08 33.62 
00 26 35.93 ,17 08 45.87 
00 26 33.84 ,17 08 26.54 
00 26 35.20 ,17 09 08.15 
00 26 36.35 ,17 09 16.29 
00 26 34.71 ,17 09 41.30 
00 26 37.11 ,17 09 16.32 
00 26 33.48 ,17 09 06.95 
00 26 33.83 ,17 08 28.87 
00 26 35.66 ,17 08 41.88 
00 26 35.78 ,17 08 28.78 
00 26 35.51 ,17 08 52.82 
00 26 37.35 ,17 09 05.22 
00 26 34.41 ,17 09 28.11 
00 26 34.62 ,17 08 28.68 
00 26 33.98 ,17 08 25.64 
00 26 35.19 ,17 08 52.50 
00 26 34.03 ,17 09 36.82 
00 26 37.51 ,17 09 03.36 
00 26 33.88 ,17 08 39.33 
00 26 34.18 ,17 09 38.19 
00 26 32.81 ,17 09 02.77 
00 26 36.98 ,17 08 38.64 
00 26 37.00 ,17 08 40.51 
00 26 34.51 ,17 09 26.51 
00 26 34.90 ,17 09 17.61 
00 26 34.53 ,17 09 04.91 
00 26 34.04 ,17 09 11.28 
00 26 34.16 ,17 08 44.39 
00 26 35.33 ,17 09 01.43 
00 26 35.84 ,17 08 56.89 
00 26 36.57 ,17 08 54.85 
00 26 35.11 ,17 09 09.79 
00 26 36.86 ,17 08 56.02 
00 26 33.36 ,17 08 34.48 
00 26 36.91 ,17 08 41.78 
00 26 36.92 ,17 09 03.22 
00 26 35.82 ,17 08 58.69 
00 26 35.01 ,17 09 01.94 
00 26 37.25 ,17 09 21.84 
00 26 35.44 ,17 09 29.83 
00 26 33.65 ,17 08 45.24 
00 26 34.40 ,17 09 20.58 
00 26 35.51 ,17 08 42.04 
00 26 32.68 ,17 08 38.26 
00 26 34.56 ,17 09 40.43 
00 26 33.22 ,17 09 01.61 
00 26 35.81 ,17 09 38.67 
00 26 37.07 ,17 09 19.53 
00 26 35.15 ,17 08 52.92 
00 26 35.16 ,17 08 56.19 
00 26 36.29 ,17 09 16.67 
00 26 34.31 ,17 08 39.71 
00 26 33.53 ,17 09 16.96 
00 26 36.06 ,17 08 51.49 
00 26 36.51 ,17 09 28.36 
00 26 32.51 ,17 08 55.10 
00 26 34.51 ,17 09 34.17 
00 26 34.76 ,17 09 38.06 
00 26 36.26 ,17 08 41.70 
00 26 35.31 ,17 09 03.95 
00 26 36.26 ,17 08 50.37 
00 26 32.33 ,17 09 19.26 
00 26 36.48 ,17 09 22.92 
00 26 32.84 ,17 09 23.94 
00 26 34.96 ,17 09 07.04 
00 26 33.59 ,17 08 47.19 
00 26 34.83 ,17 09 36.77 
