ra,dec
13 47 27.78 ,-11 45 23.07 
13 47 28.17 ,-11 45 27.96 
13 47 30.04 ,-11 45 28.60 
13 47 28.08 ,-11 45 05.17 
13 47 26.21 ,-11 44 58.47 
13 47 26.64 ,-11 45 10.44 
13 47 26.27 ,-11 44 48.36 
13 47 27.29 ,-11 44 55.68 
13 47 28.20 ,-11 45 00.93 
13 47 27.68 ,-11 45 09.78 
13 47 27.96 ,-11 45 17.85 
13 47 27.58 ,-11 45 13.95 
13 47 26.89 ,-11 45 42.02 
13 47 26.25 ,-11 45 23.48 
13 47 29.38 ,-11 44 56.21 
13 47 27.90 ,-11 45 24.87 
13 47 27.33 ,-11 45 25.71 
13 47 26.96 ,-11 44 52.42 
13 47 26.42 ,-11 45 21.68 
13 47 29.67 ,-11 45 07.75 
13 47 29.31 ,-11 44 52.26 
13 47 27.03 ,-11 45 36.26 
13 47 28.02 ,-11 44 57.21 
13 47 27.51 ,-11 44 56.45 
13 47 27.96 ,-11 44 53.32 
13 47 27.86 ,-11 45 08.37 
13 47 27.70 ,-11 45 08.70 
13 47 28.54 ,-11 45 02.17 
13 47 27.32 ,-11 44 32.82 
13 47 28.62 ,-11 45 24.84 
13 47 27.38 ,-11 44 42.61 
13 47 28.54 ,-11 45 26.32 
13 47 29.78 ,-11 44 59.18 
13 47 27.27 ,-11 45 18.27 
13 47 30.11 ,-11 45 23.09 
13 47 29.39 ,-11 44 57.89 
13 47 29.67 ,-11 45 30.59 
13 47 26.60 ,-11 44 46.99 
13 47 27.40 ,-11 45 47.65 
13 47 27.52 ,-11 45 37.07 
13 47 26.91 ,-11 45 11.48 
13 47 27.64 ,-11 45 26.80 
13 47 27.74 ,-11 45 00.80 
13 47 27.89 ,-11 44 43.54 
13 47 27.89 ,-11 44 47.29 
13 47 27.17 ,-11 45 16.59 
13 47 25.29 ,-11 44 59.10 
13 47 29.43 ,-11 45 16.99 
13 47 28.43 ,-11 45 44.13 
13 47 26.44 ,-11 44 48.05 
13 47 30.19 ,-11 45 19.23 
13 47 28.77 ,-11 44 49.16 
13 47 27.87 ,-11 45 47.63 
13 47 27.53 ,-11 45 42.60 
13 47 27.93 ,-11 45 16.64 
13 47 27.55 ,-11 45 30.65 
13 47 27.68 ,-11 45 12.49 
13 47 28.27 ,-11 45 05.62 
13 47 29.24 ,-11 45 26.74 
13 47 27.02 ,-11 45 09.82 
13 47 26.59 ,-11 45 07.67 
13 47 27.83 ,-11 45 02.87 
13 47 28.38 ,-11 45 15.98 
13 47 29.94 ,-11 45 30.59 
13 47 27.67 ,-11 44 41.85 
13 47 28.24 ,-11 44 46.95 
13 47 30.41 ,-11 45 16.38 
13 47 28.85 ,-11 45 10.66 
13 47 26.00 ,-11 44 44.44 
13 47 29.63 ,-11 45 31.64 
13 47 26.63 ,-11 45 25.62 
13 47 29.20 ,-11 44 54.16 
13 47 27.79 ,-11 45 03.36 
13 47 25.74 ,-11 45 38.58 
13 47 27.63 ,-11 45 10.38 
13 47 28.17 ,-11 45 07.99 
13 47 27.71 ,-11 44 57.92 
13 47 25.41 ,-11 45 12.28 
13 47 26.15 ,-11 45 25.57 
13 47 27.32 ,-11 44 54.89 
13 47 27.81 ,-11 45 41.51 
13 47 26.02 ,-11 45 07.50 
13 47 28.69 ,-11 45 23.49 
13 47 28.61 ,-11 45 18.52 
13 47 28.19 ,-11 44 52.02 
13 47 28.61 ,-11 45 12.17 
13 47 26.68 ,-11 45 20.21 
13 47 25.83 ,-11 45 29.22 
13 47 29.19 ,-11 45 02.36 
13 47 30.09 ,-11 45 20.77 
13 47 26.66 ,-11 44 58.38 
13 47 28.85 ,-11 45 34.88 
13 47 26.64 ,-11 44 36.45 
13 47 26.45 ,-11 45 31.65 
13 47 28.08 ,-11 44 40.13 
13 47 30.09 ,-11 44 55.45 
13 47 28.64 ,-11 44 52.64 
13 47 28.46 ,-11 45 02.31 
13 47 27.80 ,-11 45 23.20 
13 47 26.98 ,-11 44 57.83 
13 47 27.16 ,-11 45 00.37 
13 47 28.03 ,-11 44 45.19 
13 47 27.36 ,-11 45 16.71 
13 47 26.39 ,-11 45 18.83 
13 47 28.16 ,-11 45 16.59 
13 47 26.80 ,-11 44 40.07 
13 47 27.56 ,-11 44 47.51 
13 47 27.58 ,-11 44 51.85 
13 47 27.61 ,-11 45 21.64 
13 47 27.96 ,-11 45 36.90 
13 47 27.92 ,-11 45 06.26 
13 47 28.77 ,-11 44 54.25 
13 47 29.07 ,-11 44 56.96 
13 47 26.00 ,-11 45 11.79 
13 47 29.81 ,-11 45 34.88 
13 47 27.94 ,-11 44 30.20 
13 47 27.79 ,-11 45 19.61 
13 47 28.03 ,-11 45 22.04 
13 47 29.12 ,-11 45 31.90 
13 47 29.19 ,-11 45 04.48 
13 47 28.31 ,-11 44 51.21 
13 47 27.71 ,-11 44 33.53 
13 47 28.43 ,-11 45 29.66 
13 47 27.47 ,-11 45 32.58 
13 47 26.41 ,-11 44 37.20 
13 47 27.62 ,-11 45 09.86 
13 47 26.22 ,-11 45 26.66 
13 47 27.28 ,-11 45 01.69 
13 47 30.29 ,-11 44 58.24 
13 47 27.24 ,-11 44 49.84 
13 47 28.52 ,-11 45 48.66 
13 47 27.98 ,-11 44 46.54 
13 47 27.91 ,-11 45 46.89 
13 47 27.11 ,-11 44 58.36 
13 47 26.04 ,-11 45 36.27 
13 47 27.76 ,-11 44 47.38 
13 47 27.24 ,-11 45 30.20 
13 47 26.59 ,-11 45 35.18 
13 47 27.94 ,-11 45 41.85 
13 47 27.06 ,-11 45 10.85 
13 47 27.39 ,-11 45 41.96 
13 47 26.80 ,-11 44 43.71 
13 47 26.81 ,-11 44 50.90 
13 47 27.08 ,-11 45 31.88 
13 47 25.66 ,-11 45 27.31 
13 47 27.71 ,-11 45 17.40 
13 47 28.33 ,-11 45 40.80 
13 47 27.54 ,-11 45 17.25 
13 47 28.57 ,-11 45 31.78 
13 47 29.40 ,-11 44 44.31 
13 47 25.74 ,-11 44 52.21 
13 47 28.10 ,-11 44 41.59 
13 47 26.56 ,-11 45 06.91 
13 47 28.39 ,-11 45 39.94 
13 47 27.63 ,-11 45 24.41 
13 47 29.66 ,-11 45 17.09 
13 47 27.41 ,-11 44 43.77 
13 47 26.90 ,-11 45 43.74 
13 47 28.89 ,-11 45 10.05 
13 47 28.83 ,-11 44 57.11 
13 47 26.12 ,-11 45 05.49 
13 47 27.67 ,-11 45 47.52 
13 47 27.96 ,-11 45 47.91 
13 47 28.49 ,-11 44 47.31 
13 47 28.13 ,-11 45 30.63 
13 47 26.50 ,-11 45 11.71 
13 47 26.70 ,-11 45 13.51 
13 47 26.55 ,-11 45 38.14 
13 47 28.61 ,-11 45 23.80 
13 47 26.58 ,-11 45 47.26 
13 47 29.61 ,-11 45 04.98 
13 47 27.63 ,-11 44 54.67 
13 47 27.13 ,-11 45 39.91 
13 47 26.24 ,-11 44 49.43 
13 47 25.00 ,-11 45 19.12 
13 47 26.96 ,-11 45 47.26 
13 47 25.88 ,-11 45 18.26 
13 47 25.46 ,-11 45 02.51 
13 47 28.30 ,-11 45 19.85 
13 47 28.94 ,-11 45 32.41 
13 47 29.16 ,-11 44 58.38 
13 47 29.45 ,-11 45 35.47 
13 47 30.45 ,-11 45 05.49 
13 47 26.30 ,-11 44 51.11 
13 47 29.58 ,-11 44 54.88 
13 47 26.04 ,-11 45 07.32 
13 47 28.00 ,-11 44 36.28 
13 47 28.62 ,-11 45 19.88 
13 47 25.72 ,-11 45 20.42 
13 47 26.37 ,-11 45 22.90 
13 47 27.69 ,-11 44 51.60 
13 47 30.15 ,-11 45 06.76 
13 47 30.32 ,-11 45 19.44 
13 47 28.40 ,-11 45 35.76 
13 47 26.63 ,-11 44 40.80 
13 47 28.92 ,-11 44 39.87 
13 47 27.25 ,-11 45 20.92 
13 47 27.54 ,-11 44 42.58 
13 47 29.65 ,-11 45 05.48 
13 47 27.74 ,-11 44 49.07 
13 47 27.04 ,-11 45 14.52 
13 47 29.08 ,-11 45 34.50 
13 47 26.12 ,-11 45 37.71 
13 47 26.14 ,-11 45 34.54 
13 47 28.37 ,-11 45 38.44 
13 47 28.08 ,-11 45 47.96 
13 47 29.49 ,-11 44 52.97 
13 47 26.13 ,-11 45 22.88 
13 47 29.10 ,-11 44 46.02 
13 47 29.83 ,-11 45 13.12 
13 47 26.94 ,-11 45 34.29 
13 47 28.49 ,-11 45 33.26 
13 47 28.95 ,-11 45 22.92 
13 47 27.37 ,-11 45 38.16 
13 47 26.05 ,-11 45 38.76 
13 47 27.12 ,-11 45 16.23 
13 47 27.51 ,-11 45 51.64 
13 47 25.86 ,-11 44 52.67 
13 47 27.99 ,-11 44 40.45 
13 47 26.67 ,-11 44 45.65 
13 47 28.80 ,-11 44 47.53 
13 47 26.95 ,-11 45 31.50 
13 47 27.39 ,-11 44 40.02 
13 47 27.95 ,-11 45 05.03 
13 47 29.19 ,-11 45 40.78 
13 47 27.89 ,-11 45 24.95 
13 47 28.55 ,-11 45 19.46 
13 47 27.03 ,-11 44 50.42 
13 47 28.84 ,-11 45 24.39 
13 47 25.81 ,-11 44 43.02 
13 47 28.77 ,-11 45 03.25 
13 47 29.85 ,-11 45 08.40 
13 47 25.45 ,-11 44 58.70 
13 47 27.35 ,-11 44 57.06 
13 47 26.90 ,-11 44 39.57 
13 47 27.49 ,-11 45 36.36 
13 47 26.65 ,-11 45 17.19 
13 47 30.21 ,-11 45 15.68 
13 47 26.41 ,-11 45 11.10 
13 47 27.07 ,-11 45 04.55 
13 47 26.63 ,-11 45 13.22 
13 47 29.18 ,-11 45 18.12 
13 47 27.82 ,-11 45 05.25 
13 47 27.52 ,-11 45 01.02 
13 47 29.56 ,-11 45 10.33 
13 47 28.55 ,-11 44 50.08 
13 47 27.16 ,-11 45 43.11 
13 47 25.77 ,-11 45 13.58 
13 47 28.11 ,-11 44 38.32 
13 47 25.87 ,-11 44 43.29 
13 47 28.81 ,-11 44 37.78 
13 47 28.97 ,-11 44 53.84 
13 47 28.54 ,-11 45 36.00 
13 47 28.25 ,-11 44 37.42 
13 47 27.74 ,-11 44 58.66 
13 47 27.90 ,-11 45 33.61 
13 47 28.10 ,-11 44 46.55 
13 47 30.04 ,-11 45 07.83 
13 47 27.22 ,-11 45 05.07 
13 47 27.87 ,-11 45 06.13 
13 47 26.72 ,-11 45 14.74 
13 47 29.19 ,-11 44 58.29 
13 47 29.51 ,-11 45 23.00 
13 47 27.77 ,-11 44 44.48 
13 47 29.66 ,-11 45 17.99 
13 47 29.08 ,-11 45 06.33 
13 47 26.58 ,-11 44 58.40 
13 47 29.91 ,-11 45 03.48 
13 47 26.35 ,-11 45 18.75 
13 47 28.89 ,-11 44 36.23 
13 47 30.20 ,-11 45 09.40 
13 47 27.59 ,-11 44 54.45 
13 47 26.26 ,-11 45 15.31 
13 47 25.87 ,-11 45 12.61 
13 47 26.01 ,-11 44 55.55 
13 47 27.17 ,-11 45 09.18 
13 47 28.10 ,-11 44 55.74 
13 47 28.71 ,-11 45 48.30 
13 47 29.06 ,-11 45 22.73 
13 47 29.80 ,-11 45 13.76 
13 47 26.85 ,-11 44 43.36 
13 47 25.98 ,-11 45 12.76 
13 47 26.62 ,-11 44 47.62 
13 47 27.07 ,-11 45 31.60 
13 47 27.09 ,-11 44 44.07 
13 47 25.32 ,-11 45 04.16 
13 47 26.80 ,-11 44 56.23 
13 47 29.31 ,-11 45 06.70 
13 47 26.75 ,-11 45 24.61 
13 47 29.12 ,-11 45 21.60 
13 47 25.33 ,-11 45 21.65 
13 47 29.88 ,-11 45 22.78 
13 47 29.54 ,-11 45 26.48 
13 47 26.77 ,-11 45 02.67 
13 47 29.14 ,-11 44 58.97 
13 47 28.12 ,-11 45 37.09 
13 47 26.63 ,-11 45 06.09 
13 47 26.80 ,-11 45 15.78 
13 47 30.03 ,-11 45 00.96 
13 47 26.14 ,-11 44 50.62 
13 47 28.13 ,-11 45 10.63 
13 47 28.01 ,-11 45 44.68 
13 47 27.46 ,-11 45 03.52 
13 47 27.45 ,-11 45 00.72 
13 47 28.81 ,-11 44 55.28 
13 47 25.90 ,-11 45 10.75 
13 47 26.36 ,-11 45 33.92 
13 47 26.79 ,-11 44 42.61 
13 47 29.25 ,-11 45 26.68 
13 47 29.91 ,-11 45 03.27 
13 47 26.94 ,-11 44 39.12 
13 47 25.70 ,-11 45 18.92 
13 47 26.97 ,-11 45 17.28 
13 47 27.51 ,-11 45 42.67 
13 47 27.72 ,-11 45 11.38 
13 47 29.10 ,-11 44 51.49 
13 47 26.05 ,-11 45 18.25 
13 47 26.25 ,-11 45 31.98 
13 47 28.58 ,-11 45 23.17 
13 47 28.45 ,-11 45 23.40 
13 47 27.80 ,-11 45 32.33 
13 47 26.22 ,-11 45 40.75 
13 47 26.13 ,-11 45 32.99 
13 47 28.70 ,-11 44 52.25 
13 47 29.91 ,-11 45 33.58 
13 47 27.69 ,-11 45 13.82 
13 47 27.55 ,-11 45 39.16 
13 47 25.26 ,-11 45 18.33 
13 47 27.52 ,-11 44 57.65 
13 47 28.07 ,-11 45 22.42 
13 47 27.98 ,-11 44 37.30 
13 47 26.86 ,-11 45 21.02 
13 47 28.97 ,-11 45 30.88 
13 47 26.95 ,-11 45 11.60 
13 47 26.11 ,-11 45 38.54 
13 47 27.46 ,-11 44 51.24 
13 47 26.35 ,-11 45 09.24 
13 47 29.35 ,-11 45 41.46 
13 47 26.23 ,-11 45 00.38 
13 47 27.65 ,-11 45 45.48 
13 47 27.76 ,-11 45 34.89 
13 47 27.30 ,-11 45 41.43 
13 47 27.47 ,-11 45 37.37 
13 47 26.92 ,-11 45 36.68 
13 47 26.67 ,-11 45 39.29 
13 47 29.34 ,-11 44 49.60 
13 47 25.81 ,-11 45 36.18 
13 47 29.38 ,-11 44 53.88 
13 47 28.13 ,-11 44 38.91 
13 47 27.07 ,-11 45 37.26 
13 47 27.70 ,-11 45 06.53 
13 47 27.91 ,-11 45 12.62 
13 47 27.45 ,-11 44 54.39 
13 47 28.27 ,-11 45 18.95 
13 47 27.89 ,-11 44 54.71 
13 47 28.49 ,-11 45 38.25 
13 47 27.83 ,-11 44 45.78 
13 47 27.06 ,-11 45 39.06 
13 47 29.02 ,-11 44 48.96 
13 47 25.79 ,-11 45 19.16 
13 47 30.08 ,-11 45 26.69 
13 47 26.64 ,-11 45 10.93 
13 47 26.81 ,-11 45 35.04 
13 47 26.87 ,-11 44 35.22 
