ra,dec
02 39 48.88 ,-01 34 07.44 
02 39 50.32 ,-01 34 04.90 
02 39 50.60 ,-01 34 44.15 
02 39 49.57 ,-01 34 02.32 
02 39 48.78 ,-01 34 35.30 
02 39 52.77 ,-01 34 28.68 
02 39 50.79 ,-01 34 00.45 
02 39 50.58 ,-01 34 28.87 
02 39 51.07 ,-01 34 18.08 
02 39 49.22 ,-01 34 02.94 
02 39 50.12 ,-01 33 45.58 
02 39 51.50 ,-01 34 20.11 
02 39 49.28 ,-01 34 14.44 
02 39 51.93 ,-01 34 42.71 
02 39 52.25 ,-01 33 54.62 
02 39 50.15 ,-01 33 44.78 
02 39 51.55 ,-01 34 40.57 
02 39 50.49 ,-01 34 21.96 
02 39 52.46 ,-01 33 50.37 
02 39 50.42 ,-01 34 13.35 
02 39 49.82 ,-01 34 19.95 
02 39 49.71 ,-01 34 20.31 
02 39 49.04 ,-01 33 52.40 
02 39 52.77 ,-01 33 56.67 
02 39 50.37 ,-01 33 53.09 
02 39 49.35 ,-01 34 45.00 
02 39 50.00 ,-01 34 01.88 
02 39 51.09 ,-01 34 19.00 
02 39 49.97 ,-01 34 32.89 
02 39 50.74 ,-01 34 38.18 
02 39 49.61 ,-01 33 49.93 
02 39 47.82 ,-01 34 09.87 
02 39 51.13 ,-01 33 49.43 
02 39 48.78 ,-01 34 00.31 
02 39 49.17 ,-01 34 41.30 
02 39 50.00 ,-01 33 47.82 
02 39 51.01 ,-01 34 35.90 
02 39 49.69 ,-01 34 29.84 
02 39 48.67 ,-01 34 06.95 
02 39 49.23 ,-01 34 09.24 
02 39 50.40 ,-01 34 33.49 
02 39 52.18 ,-01 34 42.03 
02 39 49.32 ,-01 34 36.04 
02 39 49.25 ,-01 34 06.57 
02 39 51.57 ,-01 34 01.76 
02 39 48.71 ,-01 33 54.90 
02 39 50.90 ,-01 34 16.51 
02 39 48.76 ,-01 34 31.77 
02 39 51.09 ,-01 34 11.89 
02 39 49.36 ,-01 33 57.10 
02 39 49.51 ,-01 34 34.88 
02 39 48.59 ,-01 34 21.79 
02 39 48.64 ,-01 34 18.38 
02 39 51.71 ,-01 33 53.92 
02 39 50.22 ,-01 34 20.41 
02 39 51.37 ,-01 34 15.14 
02 39 51.14 ,-01 34 22.52 
02 39 50.53 ,-01 34 31.84 
02 39 49.34 ,-01 34 11.79 
02 39 49.04 ,-01 34 21.98 
02 39 51.77 ,-01 34 16.29 
02 39 50.59 ,-01 33 58.14 
02 39 52.32 ,-01 33 56.85 
02 39 50.65 ,-01 34 10.88 
02 39 49.99 ,-01 34 42.67 
02 39 52.34 ,-01 34 16.02 
02 39 49.37 ,-01 33 46.19 
02 39 51.52 ,-01 34 46.68 
02 39 50.83 ,-01 33 49.44 
02 39 52.60 ,-01 33 59.01 
02 39 49.41 ,-01 34 32.21 
02 39 48.12 ,-01 34 11.98 
02 39 48.32 ,-01 34 00.37 
02 39 50.06 ,-01 33 51.57 
02 39 49.59 ,-01 34 34.50 
02 39 52.18 ,-01 34 11.67 
02 39 49.98 ,-01 34 26.15 
02 39 52.03 ,-01 34 31.81 
02 39 48.82 ,-01 34 24.67 
02 39 52.67 ,-01 34 04.77 
02 39 50.35 ,-01 34 22.51 
02 39 50.75 ,-01 34 50.91 
02 39 48.24 ,-01 34 22.24 
02 39 50.87 ,-01 34 21.52 
02 39 48.53 ,-01 34 15.33 
02 39 49.63 ,-01 34 37.17 
02 39 51.90 ,-01 34 40.81 
02 39 49.85 ,-01 34 25.58 
02 39 48.93 ,-01 34 22.47 
02 39 49.48 ,-01 34 36.11 
02 39 49.68 ,-01 34 47.50 
02 39 52.20 ,-01 33 52.28 
02 39 48.70 ,-01 34 11.72 
02 39 52.67 ,-01 34 16.15 
02 39 51.96 ,-01 34 16.16 
02 39 49.64 ,-01 34 22.77 
02 39 50.38 ,-01 33 57.31 
02 39 49.84 ,-01 34 34.05 
02 39 49.96 ,-01 33 42.58 
02 39 50.91 ,-01 34 33.89 
02 39 49.91 ,-01 34 04.29 
02 39 50.43 ,-01 34 46.93 
02 39 48.64 ,-01 34 07.28 
02 39 48.70 ,-01 34 28.32 
02 39 50.27 ,-01 33 46.86 
02 39 51.20 ,-01 34 36.13 
02 39 49.02 ,-01 34 06.60 
02 39 51.08 ,-01 34 50.07 
02 39 51.88 ,-01 34 27.32 
02 39 52.34 ,-01 34 25.13 
02 39 50.30 ,-01 34 54.45 
02 39 49.63 ,-01 34 37.95 
02 39 49.73 ,-01 34 25.67 
02 39 50.44 ,-01 34 39.72 
02 39 52.68 ,-01 34 19.65 
02 39 50.89 ,-01 34 54.33 
02 39 50.99 ,-01 34 40.89 
02 39 52.11 ,-01 34 31.39 
02 39 50.38 ,-01 34 50.97 
02 39 49.26 ,-01 33 53.19 
02 39 50.12 ,-01 34 14.63 
02 39 52.27 ,-01 34 16.16 
02 39 49.78 ,-01 33 57.37 
02 39 49.48 ,-01 34 39.38 
02 39 50.13 ,-01 34 48.76 
02 39 50.50 ,-01 33 54.35 
02 39 48.03 ,-01 34 21.94 
02 39 51.85 ,-01 34 01.79 
02 39 52.35 ,-01 34 03.28 
02 39 50.31 ,-01 34 16.35 
02 39 51.47 ,-01 34 11.51 
02 39 49.53 ,-01 34 03.44 
02 39 51.65 ,-01 33 43.61 
02 39 51.28 ,-01 34 31.64 
02 39 49.03 ,-01 34 36.52 
02 39 49.17 ,-01 34 09.17 
02 39 52.55 ,-01 34 25.35 
02 39 51.80 ,-01 33 52.22 
02 39 49.11 ,-01 33 55.56 
02 39 48.42 ,-01 34 06.32 
02 39 48.31 ,-01 34 33.31 
02 39 51.04 ,-01 33 43.64 
02 39 49.27 ,-01 34 12.15 
02 39 49.37 ,-01 33 58.41 
02 39 51.69 ,-01 34 05.63 
02 39 50.49 ,-01 33 54.67 
02 39 50.08 ,-01 33 48.25 
02 39 48.22 ,-01 34 02.20 
02 39 52.03 ,-01 34 14.43 
02 39 52.54 ,-01 34 22.62 
02 39 48.71 ,-01 33 48.71 
02 39 51.89 ,-01 34 05.07 
02 39 52.00 ,-01 33 53.30 
02 39 49.29 ,-01 34 35.92 
02 39 50.91 ,-01 34 55.42 
02 39 52.21 ,-01 34 26.59 
02 39 48.21 ,-01 34 21.56 
02 39 49.05 ,-01 34 39.73 
02 39 50.13 ,-01 33 45.89 
02 39 48.51 ,-01 34 26.81 
02 39 51.96 ,-01 34 35.10 
02 39 51.69 ,-01 34 11.36 
02 39 51.09 ,-01 34 09.56 
02 39 51.87 ,-01 34 45.14 
02 39 50.03 ,-01 34 09.59 
02 39 49.59 ,-01 34 18.62 
02 39 50.82 ,-01 34 09.70 
02 39 48.49 ,-01 34 09.65 
02 39 49.99 ,-01 34 41.74 
02 39 49.76 ,-01 33 54.22 
02 39 52.09 ,-01 34 04.69 
02 39 51.76 ,-01 33 40.52 
02 39 49.89 ,-01 34 10.58 
02 39 51.93 ,-01 33 55.11 
02 39 48.80 ,-01 34 33.90 
02 39 50.64 ,-01 33 59.50 
02 39 52.02 ,-01 34 13.68 
02 39 52.56 ,-01 34 14.51 
02 39 51.13 ,-01 34 34.88 
02 39 48.24 ,-01 34 08.45 
02 39 48.73 ,-01 34 33.65 
02 39 49.07 ,-01 34 33.82 
02 39 49.71 ,-01 34 47.85 
02 39 51.11 ,-01 34 16.60 
02 39 52.30 ,-01 34 27.38 
02 39 51.14 ,-01 34 53.80 
02 39 49.15 ,-01 34 03.09 
02 39 50.10 ,-01 34 44.23 
02 39 50.47 ,-01 34 55.86 
02 39 51.80 ,-01 34 18.82 
02 39 51.94 ,-01 34 44.48 
02 39 49.63 ,-01 34 19.44 
02 39 49.47 ,-01 34 06.71 
02 39 51.59 ,-01 33 50.18 
02 39 48.80 ,-01 34 20.55 
02 39 51.26 ,-01 33 58.46 
02 39 48.47 ,-01 34 30.51 
02 39 50.39 ,-01 34 29.31 
02 39 48.45 ,-01 34 03.12 
02 39 52.68 ,-01 34 08.56 
02 39 49.63 ,-01 33 58.82 
02 39 51.21 ,-01 34 28.68 
02 39 52.92 ,-01 34 25.76 
02 39 49.89 ,-01 33 49.43 
02 39 50.58 ,-01 34 00.05 
02 39 52.21 ,-01 33 45.20 
02 39 51.78 ,-01 34 31.99 
02 39 48.27 ,-01 34 32.28 
02 39 49.99 ,-01 34 10.16 
02 39 50.03 ,-01 34 46.73 
02 39 51.59 ,-01 33 55.79 
02 39 48.73 ,-01 33 50.24 
02 39 48.65 ,-01 34 37.18 
02 39 50.33 ,-01 34 51.93 
02 39 50.64 ,-01 34 34.91 
02 39 51.79 ,-01 34 18.83 
02 39 51.37 ,-01 34 34.43 
02 39 48.89 ,-01 34 18.74 
02 39 52.77 ,-01 34 04.71 
02 39 48.56 ,-01 34 11.26 
02 39 51.78 ,-01 34 33.75 
02 39 52.28 ,-01 33 50.31 
02 39 50.76 ,-01 34 46.65 
02 39 49.70 ,-01 34 46.82 
02 39 50.95 ,-01 33 59.99 
02 39 51.03 ,-01 33 38.02 
02 39 50.46 ,-01 34 41.90 
02 39 49.90 ,-01 33 47.89 
02 39 52.05 ,-01 34 08.82 
02 39 50.33 ,-01 34 03.02 
02 39 52.25 ,-01 34 40.72 
02 39 48.40 ,-01 34 39.58 
02 39 49.67 ,-01 34 13.12 
02 39 47.80 ,-01 34 13.71 
02 39 47.90 ,-01 34 24.01 
02 39 51.57 ,-01 34 29.97 
02 39 51.32 ,-01 34 36.50 
02 39 52.77 ,-01 34 01.97 
02 39 49.02 ,-01 33 58.52 
02 39 50.01 ,-01 34 11.53 
02 39 49.85 ,-01 34 13.47 
02 39 52.01 ,-01 34 18.65 
02 39 52.75 ,-01 34 07.73 
02 39 48.91 ,-01 34 05.78 
02 39 49.73 ,-01 34 23.50 
02 39 49.09 ,-01 34 02.08 
02 39 49.24 ,-01 33 39.12 
02 39 51.38 ,-01 34 19.92 
02 39 52.53 ,-01 34 11.46 
02 39 51.72 ,-01 34 34.79 
02 39 48.59 ,-01 34 22.30 
02 39 51.91 ,-01 34 21.95 
02 39 50.68 ,-01 34 03.99 
02 39 51.18 ,-01 34 25.55 
02 39 49.57 ,-01 34 33.05 
02 39 51.60 ,-01 34 45.38 
02 39 49.13 ,-01 34 40.42 
02 39 52.86 ,-01 34 20.44 
02 39 50.85 ,-01 34 48.07 
02 39 50.53 ,-01 34 19.71 
02 39 49.82 ,-01 34 19.51 
02 39 48.65 ,-01 33 55.48 
02 39 51.54 ,-01 33 54.56 
02 39 48.66 ,-01 34 38.27 
02 39 48.73 ,-01 34 26.38 
02 39 51.05 ,-01 34 24.74 
02 39 49.37 ,-01 34 19.07 
02 39 51.82 ,-01 34 08.35 
02 39 52.61 ,-01 34 40.62 
02 39 51.41 ,-01 34 15.69 
02 39 50.67 ,-01 34 01.71 
02 39 52.56 ,-01 34 04.51 
02 39 51.26 ,-01 34 13.50 
02 39 50.19 ,-01 34 45.35 
02 39 52.30 ,-01 34 12.06 
02 39 52.31 ,-01 34 09.74 
02 39 51.09 ,-01 33 57.93 
02 39 51.35 ,-01 34 00.41 
02 39 50.49 ,-01 34 06.48 
02 39 50.82 ,-01 34 29.96 
02 39 51.47 ,-01 34 49.21 
02 39 50.50 ,-01 34 02.30 
02 39 51.39 ,-01 34 53.01 
02 39 49.66 ,-01 33 47.34 
02 39 50.08 ,-01 34 35.00 
02 39 50.14 ,-01 33 41.58 
02 39 49.53 ,-01 33 50.78 
02 39 52.50 ,-01 34 08.19 
02 39 49.92 ,-01 34 08.04 
02 39 52.07 ,-01 34 02.45 
02 39 50.62 ,-01 33 41.19 
02 39 48.90 ,-01 34 42.94 
02 39 51.44 ,-01 34 07.55 
02 39 50.43 ,-01 34 37.06 
02 39 48.69 ,-01 34 00.76 
02 39 49.66 ,-01 34 08.15 
02 39 49.95 ,-01 34 05.88 
02 39 52.18 ,-01 34 30.61 
02 39 51.00 ,-01 34 25.96 
02 39 48.27 ,-01 34 22.61 
02 39 52.38 ,-01 34 40.74 
02 39 48.38 ,-01 34 02.09 
02 39 51.84 ,-01 34 26.57 
02 39 51.91 ,-01 34 18.33 
02 39 50.66 ,-01 34 03.09 
02 39 50.05 ,-01 34 09.25 
02 39 50.59 ,-01 34 22.52 
02 39 49.95 ,-01 34 42.91 
02 39 52.33 ,-01 34 25.03 
02 39 49.02 ,-01 34 03.84 
02 39 51.63 ,-01 33 58.63 
02 39 51.11 ,-01 33 52.98 
02 39 50.12 ,-01 34 13.98 
02 39 52.21 ,-01 34 08.21 
02 39 51.79 ,-01 34 04.94 
02 39 48.06 ,-01 34 19.41 
02 39 50.42 ,-01 34 50.48 
02 39 51.02 ,-01 34 28.75 
02 39 49.86 ,-01 34 31.49 
02 39 50.83 ,-01 34 23.67 
02 39 49.72 ,-01 33 48.63 
02 39 49.77 ,-01 33 43.17 
02 39 51.04 ,-01 34 28.89 
02 39 50.56 ,-01 34 36.44 
02 39 52.18 ,-01 34 25.23 
02 39 51.12 ,-01 33 46.00 
02 39 51.15 ,-01 34 36.67 
02 39 49.26 ,-01 34 20.87 
02 39 49.42 ,-01 34 00.57 
02 39 51.24 ,-01 33 55.53 
02 39 49.32 ,-01 34 22.02 
02 39 51.10 ,-01 34 37.89 
02 39 49.40 ,-01 34 25.14 
02 39 50.98 ,-01 33 40.16 
02 39 49.47 ,-01 33 59.04 
02 39 51.40 ,-01 33 41.67 
02 39 50.27 ,-01 34 26.28 
02 39 49.11 ,-01 34 07.13 
02 39 48.42 ,-01 34 35.16 
02 39 49.91 ,-01 34 27.78 
02 39 50.18 ,-01 34 54.84 
02 39 51.79 ,-01 33 59.60 
02 39 49.04 ,-01 34 22.70 
02 39 48.90 ,-01 34 28.02 
02 39 50.02 ,-01 33 42.76 
02 39 51.77 ,-01 34 14.23 
02 39 51.73 ,-01 33 50.69 
02 39 51.68 ,-01 34 02.16 
