ra,dec
03 19 45.09 ,41 30 37.61 
03 19 43.00 ,41 30 23.73 
03 19 43.31 ,41 31 18.80 
03 19 46.72 ,41 31 04.54 
03 19 41.46 ,41 30 44.07 
03 19 43.75 ,41 30 25.09 
03 19 47.75 ,41 30 58.21 
03 19 44.83 ,41 30 22.10 
03 19 47.32 ,41 30 46.33 
03 19 43.34 ,41 30 33.18 
03 19 45.75 ,41 30 32.78 
03 19 45.34 ,41 30 07.65 
03 19 46.15 ,41 31 09.03 
03 19 45.17 ,41 30 12.05 
03 19 44.02 ,41 30 42.63 
03 19 41.78 ,41 30 37.24 
03 19 42.60 ,41 30 26.77 
03 19 42.59 ,41 31 04.97 
03 19 41.75 ,41 30 24.34 
03 19 42.03 ,41 30 28.32 
03 19 44.03 ,41 31 12.58 
03 19 41.79 ,41 30 44.95 
03 19 45.66 ,41 30 25.67 
03 19 45.97 ,41 30 25.14 
03 19 46.18 ,41 30 28.78 
03 19 45.96 ,41 31 17.77 
03 19 41.84 ,41 31 06.25 
03 19 46.17 ,41 31 15.58 
03 19 43.86 ,41 30 41.75 
03 19 45.01 ,41 31 03.80 
03 19 44.58 ,41 30 36.33 
03 19 45.29 ,41 30 49.47 
03 19 45.61 ,41 30 25.78 
03 19 43.42 ,41 31 01.47 
03 19 46.82 ,41 30 16.33 
03 19 47.11 ,41 30 25.91 
03 19 45.28 ,41 30 49.80 
03 19 44.40 ,41 30 24.18 
03 19 41.96 ,41 31 11.68 
03 19 46.67 ,41 30 36.08 
03 19 45.89 ,41 30 24.01 
03 19 41.72 ,41 30 23.24 
03 19 46.32 ,41 30 42.13 
03 19 41.08 ,41 30 51.45 
03 19 47.29 ,41 30 35.55 
03 19 44.62 ,41 30 13.62 
03 19 45.73 ,41 30 35.82 
03 19 45.36 ,41 30 49.06 
03 19 46.06 ,41 31 02.29 
03 19 45.27 ,41 30 22.66 
03 19 42.29 ,41 30 32.95 
03 19 44.24 ,41 30 29.80 
03 19 43.31 ,41 31 18.29 
03 19 42.88 ,41 30 50.28 
03 19 44.24 ,41 30 29.18 
03 19 43.70 ,41 30 21.78 
03 19 45.88 ,41 30 17.33 
03 19 46.75 ,41 30 50.03 
03 19 45.92 ,41 30 41.04 
03 19 45.31 ,41 30 10.72 
03 19 44.21 ,41 31 20.41 
03 19 47.52 ,41 30 21.49 
03 19 46.85 ,41 30 42.38 
03 19 44.09 ,41 31 21.40 
03 19 41.92 ,41 30 29.23 
03 19 42.52 ,41 30 24.03 
03 19 43.32 ,41 31 00.42 
03 19 44.97 ,41 30 44.39 
03 19 45.15 ,41 30 53.52 
03 19 44.07 ,41 31 07.15 
03 19 47.47 ,41 30 27.85 
03 19 42.80 ,41 30 26.38 
03 19 46.01 ,41 31 09.35 
03 19 42.27 ,41 30 50.30 
03 19 45.51 ,41 30 35.49 
03 19 43.69 ,41 30 59.32 
03 19 46.11 ,41 30 18.93 
03 19 44.86 ,41 31 09.30 
03 19 44.40 ,41 30 22.53 
03 19 42.36 ,41 31 09.49 
03 19 44.33 ,41 31 02.73 
03 19 44.47 ,41 30 12.99 
03 19 46.33 ,41 31 02.48 
03 19 43.87 ,41 30 50.66 
03 19 43.61 ,41 30 47.55 
03 19 47.39 ,41 31 04.85 
03 19 43.39 ,41 30 38.62 
03 19 46.46 ,41 30 47.05 
03 19 43.86 ,41 30 35.43 
03 19 43.00 ,41 31 10.43 
03 19 43.45 ,41 30 35.58 
03 19 42.92 ,41 30 25.80 
03 19 44.53 ,41 31 19.79 
03 19 42.42 ,41 30 59.90 
03 19 42.14 ,41 30 47.03 
03 19 42.73 ,41 30 47.21 
03 19 45.23 ,41 31 08.28 
03 19 44.54 ,41 30 20.95 
03 19 42.01 ,41 31 05.02 
03 19 46.18 ,41 31 06.39 
03 19 42.42 ,41 30 46.93 
03 19 47.52 ,41 30 45.54 
03 19 42.28 ,41 30 58.33 
03 19 44.91 ,41 30 31.10 
03 19 43.40 ,41 30 05.84 
03 19 44.16 ,41 30 20.20 
03 19 45.82 ,41 30 17.18 
03 19 46.40 ,41 31 03.08 
03 19 41.38 ,41 30 24.98 
03 19 41.90 ,41 30 25.65 
03 19 47.00 ,41 31 06.23 
03 19 44.84 ,41 30 48.63 
03 19 47.63 ,41 30 43.02 
03 19 44.41 ,41 30 10.54 
03 19 41.37 ,41 30 45.47 
03 19 43.71 ,41 30 33.65 
03 19 45.23 ,41 30 43.59 
03 19 47.12 ,41 30 43.67 
03 19 47.20 ,41 30 46.23 
03 19 47.69 ,41 30 58.19 
03 19 43.75 ,41 30 16.63 
03 19 42.93 ,41 30 43.23 
03 19 41.88 ,41 30 28.05 
03 19 44.47 ,41 30 48.60 
03 19 41.36 ,41 30 47.45 
03 19 44.94 ,41 30 42.12 
03 19 43.66 ,41 31 19.39 
03 19 46.63 ,41 31 02.99 
03 19 42.86 ,41 30 54.35 
03 19 43.21 ,41 30 59.81 
03 19 43.68 ,41 30 55.26 
03 19 43.22 ,41 31 03.31 
03 19 47.54 ,41 30 36.37 
03 19 42.95 ,41 30 34.17 
03 19 43.90 ,41 30 27.84 
03 19 43.93 ,41 30 47.05 
03 19 47.14 ,41 30 23.80 
03 19 42.89 ,41 30 18.82 
03 19 42.92 ,41 31 05.21 
03 19 45.81 ,41 30 32.86 
03 19 43.86 ,41 30 43.66 
03 19 44.95 ,41 30 56.58 
03 19 45.55 ,41 30 42.84 
03 19 44.13 ,41 30 53.09 
03 19 44.12 ,41 30 41.23 
03 19 44.96 ,41 30 13.47 
03 19 44.28 ,41 30 45.03 
03 19 44.67 ,41 30 45.79 
03 19 44.11 ,41 30 22.34 
03 19 43.98 ,41 30 23.78 
03 19 43.85 ,41 30 49.19 
03 19 44.10 ,41 30 33.43 
03 19 45.52 ,41 31 18.18 
03 19 42.53 ,41 30 21.69 
03 19 41.47 ,41 30 33.13 
03 19 44.18 ,41 30 34.95 
03 19 45.95 ,41 30 36.52 
03 19 42.53 ,41 30 49.72 
03 19 42.89 ,41 30 45.24 
03 19 47.12 ,41 31 00.84 
03 19 45.15 ,41 30 34.91 
03 19 43.06 ,41 31 07.25 
03 19 44.39 ,41 30 32.84 
03 19 42.26 ,41 31 06.74 
03 19 45.77 ,41 30 37.68 
03 19 44.75 ,41 30 40.51 
03 19 45.14 ,41 30 19.73 
03 19 42.46 ,41 30 43.79 
03 19 45.43 ,41 30 50.85 
03 19 46.73 ,41 30 28.98 
03 19 45.73 ,41 30 42.56 
03 19 41.74 ,41 31 06.95 
03 19 42.92 ,41 30 31.97 
03 19 42.01 ,41 30 21.56 
03 19 45.14 ,41 30 55.29 
03 19 43.42 ,41 30 24.89 
03 19 44.78 ,41 30 37.40 
03 19 45.38 ,41 30 07.37 
03 19 44.51 ,41 30 37.40 
03 19 47.16 ,41 30 43.71 
03 19 42.25 ,41 30 54.98 
03 19 43.60 ,41 30 35.60 
03 19 42.31 ,41 30 36.46 
03 19 46.91 ,41 30 41.02 
03 19 43.24 ,41 31 14.06 
03 19 43.91 ,41 30 24.46 
03 19 44.70 ,41 30 44.29 
03 19 41.73 ,41 30 17.31 
03 19 44.32 ,41 31 17.71 
03 19 42.59 ,41 30 47.44 
03 19 46.42 ,41 31 13.61 
03 19 45.85 ,41 31 17.42 
03 19 46.52 ,41 30 37.03 
03 19 42.83 ,41 30 36.25 
03 19 44.41 ,41 30 26.49 
03 19 47.05 ,41 31 06.04 
03 19 45.01 ,41 30 33.78 
03 19 45.04 ,41 30 23.12 
03 19 44.32 ,41 30 11.41 
03 19 44.31 ,41 31 09.56 
03 19 45.71 ,41 30 19.52 
03 19 47.03 ,41 30 40.52 
03 19 44.50 ,41 30 49.92 
03 19 42.46 ,41 30 12.16 
03 19 46.14 ,41 31 16.00 
03 19 45.65 ,41 30 22.21 
03 19 45.73 ,41 30 46.14 
03 19 46.37 ,41 30 26.64 
03 19 45.19 ,41 30 20.23 
03 19 41.43 ,41 30 55.11 
03 19 46.41 ,41 30 20.23 
03 19 45.75 ,41 30 59.02 
03 19 44.81 ,41 30 29.57 
03 19 46.84 ,41 30 30.31 
03 19 47.40 ,41 30 19.60 
03 19 45.59 ,41 31 14.63 
03 19 45.21 ,41 30 29.60 
03 19 47.32 ,41 30 22.80 
03 19 42.25 ,41 30 43.88 
03 19 46.55 ,41 31 07.69 
03 19 46.57 ,41 30 28.59 
03 19 45.05 ,41 30 59.28 
03 19 44.38 ,41 31 01.42 
03 19 41.66 ,41 30 43.60 
03 19 46.45 ,41 30 21.26 
03 19 41.65 ,41 30 44.72 
03 19 42.30 ,41 30 18.84 
03 19 44.57 ,41 31 04.04 
03 19 42.16 ,41 30 13.77 
03 19 45.70 ,41 31 06.22 
03 19 42.03 ,41 30 37.48 
03 19 44.50 ,41 30 32.09 
03 19 43.96 ,41 30 04.23 
03 19 46.61 ,41 31 11.02 
03 19 46.82 ,41 30 29.56 
03 19 43.35 ,41 31 06.72 
