ra,dec
12 59 50.15 ,27 58 55.54 
12 59 48.04 ,27 58 50.23 
12 59 48.22 ,27 58 36.33 
12 59 50.23 ,27 58 49.06 
12 59 50.17 ,27 58 51.74 
12 59 47.36 ,27 59 19.47 
12 59 51.32 ,27 58 36.77 
12 59 47.12 ,27 58 58.05 
12 59 48.79 ,27 58 56.39 
12 59 50.80 ,27 58 58.45 
12 59 47.29 ,27 58 59.46 
12 59 51.36 ,27 59 09.88 
12 59 49.16 ,27 58 56.87 
12 59 49.48 ,27 58 17.98 
12 59 50.81 ,27 58 26.68 
12 59 50.99 ,27 59 08.60 
12 59 49.40 ,27 59 28.63 
12 59 49.31 ,27 58 35.97 
12 59 47.35 ,27 58 43.95 
12 59 47.91 ,27 59 13.54 
12 59 51.04 ,27 58 27.10 
12 59 51.54 ,27 58 59.69 
12 59 47.51 ,27 58 37.57 
12 59 51.26 ,27 58 38.55 
12 59 49.87 ,27 58 33.34 
12 59 49.21 ,27 59 03.85 
12 59 49.04 ,27 58 36.29 
12 59 48.73 ,27 58 52.70 
12 59 52.02 ,27 58 47.10 
12 59 49.35 ,27 58 58.09 
12 59 48.58 ,27 59 06.92 
12 59 48.40 ,27 58 32.14 
12 59 47.62 ,27 58 33.77 
12 59 49.05 ,27 59 23.15 
12 59 48.83 ,27 59 10.41 
12 59 47.23 ,27 58 50.35 
12 59 48.48 ,27 58 58.63 
12 59 49.64 ,27 58 29.51 
12 59 50.93 ,27 59 25.90 
12 59 48.39 ,27 58 37.89 
12 59 50.78 ,27 58 40.18 
12 59 51.27 ,27 59 11.18 
12 59 47.98 ,27 58 32.69 
12 59 50.09 ,27 58 19.68 
12 59 50.71 ,27 58 36.66 
12 59 51.54 ,27 58 58.34 
12 59 50.67 ,27 58 26.27 
12 59 50.78 ,27 58 29.75 
12 59 46.66 ,27 58 46.39 
12 59 50.97 ,27 59 18.62 
12 59 47.43 ,27 59 03.00 
12 59 49.98 ,27 59 24.89 
12 59 47.18 ,27 58 27.53 
12 59 47.41 ,27 58 43.68 
12 59 48.71 ,27 59 16.69 
12 59 50.02 ,27 58 30.70 
12 59 48.11 ,27 59 16.57 
12 59 50.38 ,27 58 17.66 
12 59 49.59 ,27 58 56.67 
12 59 47.41 ,27 59 12.87 
12 59 52.13 ,27 58 48.20 
12 59 49.53 ,27 59 11.89 
12 59 50.21 ,27 59 25.82 
12 59 51.44 ,27 58 43.74 
12 59 51.42 ,27 58 54.01 
12 59 49.12 ,27 59 17.28 
12 59 50.91 ,27 58 45.59 
12 59 48.48 ,27 58 54.30 
12 59 49.87 ,27 59 10.21 
12 59 51.76 ,27 58 38.10 
12 59 47.86 ,27 59 20.24 
12 59 50.28 ,27 58 28.80 
12 59 49.76 ,27 59 28.93 
12 59 48.78 ,27 59 24.37 
12 59 49.46 ,27 58 39.87 
12 59 51.04 ,27 58 55.78 
12 59 51.01 ,27 58 34.86 
12 59 49.22 ,27 58 28.33 
12 59 50.62 ,27 58 48.61 
12 59 48.53 ,27 58 49.08 
12 59 48.50 ,27 58 43.27 
12 59 50.45 ,27 58 44.97 
12 59 49.14 ,27 59 02.64 
12 59 50.20 ,27 59 02.67 
12 59 49.26 ,27 58 52.10 
12 59 50.15 ,27 59 05.53 
12 59 48.44 ,27 58 45.30 
12 59 48.45 ,27 59 00.82 
12 59 46.51 ,27 58 47.49 
12 59 50.67 ,27 58 54.30 
12 59 48.39 ,27 58 18.87 
12 59 50.82 ,27 58 34.96 
12 59 51.46 ,27 58 34.64 
12 59 47.93 ,27 58 56.84 
12 59 52.03 ,27 58 44.26 
12 59 48.86 ,27 59 05.13 
12 59 50.66 ,27 59 16.25 
12 59 48.67 ,27 58 46.89 
12 59 49.66 ,27 58 59.98 
12 59 47.83 ,27 59 03.96 
12 59 49.59 ,27 58 38.76 
12 59 49.64 ,27 58 21.26 
12 59 51.08 ,27 58 28.17 
12 59 46.38 ,27 58 52.66 
12 59 50.76 ,27 58 24.23 
12 59 47.58 ,27 58 40.60 
12 59 49.37 ,27 58 22.73 
12 59 47.40 ,27 58 26.74 
12 59 48.46 ,27 58 25.61 
12 59 51.15 ,27 58 49.66 
12 59 47.56 ,27 59 10.44 
12 59 50.52 ,27 58 13.72 
12 59 49.15 ,27 58 35.89 
12 59 49.52 ,27 58 17.23 
12 59 51.86 ,27 58 33.19 
12 59 49.16 ,27 58 42.17 
12 59 46.64 ,27 59 00.02 
12 59 50.87 ,27 59 12.78 
12 59 50.32 ,27 58 54.49 
12 59 50.58 ,27 59 05.68 
12 59 50.89 ,27 58 22.58 
12 59 48.07 ,27 58 54.85 
12 59 47.56 ,27 58 34.03 
12 59 46.87 ,27 58 51.89 
12 59 49.29 ,27 59 15.45 
12 59 49.47 ,27 59 13.10 
12 59 51.00 ,27 59 10.82 
12 59 47.10 ,27 58 22.90 
12 59 48.69 ,27 58 31.95 
12 59 49.40 ,27 58 18.00 
12 59 52.06 ,27 58 49.56 
12 59 49.52 ,27 58 30.88 
12 59 48.94 ,27 58 44.85 
12 59 49.18 ,27 58 52.91 
12 59 49.22 ,27 59 18.85 
12 59 49.15 ,27 59 13.92 
12 59 47.26 ,27 59 04.79 
12 59 49.82 ,27 58 30.18 
12 59 47.77 ,27 58 45.32 
12 59 49.76 ,27 58 28.26 
12 59 50.09 ,27 58 43.66 
12 59 47.43 ,27 59 23.32 
12 59 48.15 ,27 59 18.85 
12 59 49.99 ,27 58 30.26 
12 59 49.44 ,27 59 04.61 
12 59 47.54 ,27 58 57.45 
12 59 49.46 ,27 58 25.17 
12 59 49.05 ,27 58 44.21 
12 59 46.78 ,27 58 40.68 
12 59 51.90 ,27 58 49.74 
12 59 47.36 ,27 59 12.42 
12 59 51.58 ,27 58 56.95 
12 59 46.86 ,27 59 11.36 
12 59 48.21 ,27 59 15.97 
12 59 51.27 ,27 58 57.14 
12 59 49.36 ,27 59 22.01 
12 59 50.55 ,27 59 04.73 
12 59 48.96 ,27 58 46.17 
12 59 48.44 ,27 59 11.34 
12 59 48.21 ,27 58 39.51 
12 59 49.72 ,27 59 28.94 
12 59 47.97 ,27 58 47.10 
12 59 51.14 ,27 59 22.08 
12 59 47.59 ,27 59 02.06 
12 59 49.57 ,27 58 52.01 
12 59 48.05 ,27 58 18.58 
12 59 49.49 ,27 58 34.63 
12 59 46.91 ,27 59 06.65 
12 59 50.31 ,27 58 54.32 
12 59 51.36 ,27 58 23.65 
12 59 51.81 ,27 59 05.53 
12 59 50.30 ,27 59 23.54 
12 59 47.50 ,27 59 04.21 
12 59 51.04 ,27 59 02.17 
12 59 49.57 ,27 59 23.11 
12 59 48.79 ,27 58 34.26 
12 59 47.76 ,27 59 08.52 
12 59 50.81 ,27 59 18.71 
12 59 48.47 ,27 59 21.00 
12 59 49.32 ,27 58 59.51 
12 59 47.60 ,27 59 02.76 
12 59 48.52 ,27 58 23.81 
12 59 49.02 ,27 58 28.89 
12 59 47.78 ,27 58 27.87 
12 59 47.69 ,27 58 50.61 
12 59 50.36 ,27 59 00.01 
12 59 50.61 ,27 58 39.89 
12 59 46.82 ,27 58 48.11 
12 59 52.08 ,27 58 40.78 
12 59 48.35 ,27 58 43.77 
12 59 47.02 ,27 59 04.32 
12 59 49.39 ,27 58 48.82 
12 59 51.70 ,27 58 51.96 
12 59 47.52 ,27 59 14.05 
12 59 49.38 ,27 58 51.14 
12 59 48.72 ,27 58 55.56 
12 59 47.49 ,27 58 31.47 
12 59 48.83 ,27 58 36.86 
12 59 49.91 ,27 58 58.45 
12 59 52.08 ,27 58 44.58 
12 59 49.39 ,27 58 48.24 
12 59 46.64 ,27 58 48.67 
12 59 49.67 ,27 59 16.23 
12 59 48.65 ,27 58 37.68 
12 59 52.09 ,27 58 49.33 
12 59 51.69 ,27 58 30.11 
12 59 48.19 ,27 59 00.18 
12 59 48.32 ,27 58 51.94 
12 59 49.62 ,27 58 23.38 
12 59 47.90 ,27 58 37.52 
12 59 50.15 ,27 58 59.45 
12 59 47.66 ,27 59 19.19 
12 59 48.61 ,27 58 52.41 
12 59 47.15 ,27 58 34.82 
12 59 50.83 ,27 58 19.53 
12 59 49.34 ,27 59 13.77 
12 59 47.82 ,27 59 02.00 
12 59 49.62 ,27 59 02.06 
12 59 49.27 ,27 59 16.20 
12 59 49.94 ,27 58 46.19 
12 59 49.73 ,27 58 26.91 
12 59 47.47 ,27 59 01.52 
12 59 47.62 ,27 58 53.21 
12 59 48.33 ,27 58 59.17 
12 59 49.62 ,27 59 10.51 
12 59 50.51 ,27 58 31.99 
12 59 49.51 ,27 58 45.79 
12 59 47.55 ,27 58 53.24 
12 59 50.02 ,27 59 23.60 
12 59 47.22 ,27 58 57.56 
12 59 51.18 ,27 59 19.80 
12 59 48.89 ,27 59 11.42 
12 59 48.31 ,27 59 18.79 
12 59 48.79 ,27 59 09.74 
12 59 49.18 ,27 58 47.08 
12 59 46.68 ,27 59 00.88 
12 59 49.22 ,27 58 52.60 
12 59 51.78 ,27 59 07.89 
12 59 48.25 ,27 58 30.93 
12 59 48.47 ,27 58 29.86 
12 59 49.91 ,27 58 30.33 
12 59 50.43 ,27 58 38.82 
12 59 49.94 ,27 59 03.60 
12 59 51.55 ,27 59 10.67 
12 59 50.17 ,27 58 44.82 
12 59 46.91 ,27 58 31.36 
12 59 51.02 ,27 58 53.57 
12 59 51.24 ,27 59 17.98 
12 59 51.16 ,27 59 14.37 
12 59 48.29 ,27 59 04.83 
12 59 49.36 ,27 58 49.61 
12 59 52.04 ,27 59 09.88 
12 59 48.09 ,27 58 56.89 
12 59 49.69 ,27 59 13.77 
12 59 50.39 ,27 58 44.93 
12 59 49.25 ,27 59 25.56 
12 59 47.85 ,27 59 11.55 
12 59 48.31 ,27 58 19.83 
12 59 50.39 ,27 59 08.69 
12 59 48.75 ,27 58 43.13 
12 59 50.11 ,27 58 53.75 
12 59 49.45 ,27 58 32.29 
12 59 49.27 ,27 58 59.45 
12 59 48.11 ,27 58 37.69 
12 59 49.15 ,27 59 17.15 
12 59 48.80 ,27 58 53.51 
12 59 47.58 ,27 58 58.03 
12 59 48.74 ,27 58 41.35 
12 59 50.08 ,27 58 21.76 
12 59 50.88 ,27 58 57.00 
12 59 51.57 ,27 59 10.06 
12 59 47.36 ,27 58 29.73 
12 59 48.97 ,27 58 55.09 
12 59 50.08 ,27 59 22.68 
12 59 50.41 ,27 58 35.82 
12 59 49.80 ,27 59 06.02 
12 59 47.85 ,27 59 15.35 
12 59 47.81 ,27 59 03.06 
12 59 49.17 ,27 59 11.67 
12 59 47.41 ,27 58 34.36 
12 59 49.51 ,27 58 46.14 
12 59 47.53 ,27 59 01.46 
12 59 50.88 ,27 59 03.83 
12 59 48.46 ,27 58 40.25 
12 59 49.05 ,27 58 44.05 
12 59 50.09 ,27 59 19.19 
12 59 47.38 ,27 59 06.84 
12 59 50.66 ,27 59 13.33 
12 59 49.78 ,27 58 50.04 
12 59 49.56 ,27 58 52.68 
12 59 49.67 ,27 59 03.25 
12 59 47.75 ,27 58 48.59 
12 59 49.19 ,27 58 31.59 
12 59 47.67 ,27 58 55.31 
12 59 48.31 ,27 59 00.87 
12 59 46.97 ,27 58 58.47 
12 59 49.97 ,27 59 16.10 
12 59 50.81 ,27 58 29.41 
12 59 49.83 ,27 58 54.06 
12 59 49.63 ,27 58 44.67 
12 59 49.32 ,27 58 20.04 
12 59 48.60 ,27 58 39.70 
12 59 46.94 ,27 58 42.39 
12 59 49.30 ,27 58 56.21 
12 59 50.39 ,27 58 32.56 
12 59 49.40 ,27 58 29.26 
12 59 47.30 ,27 58 39.30 
12 59 51.30 ,27 58 42.69 
12 59 48.99 ,27 58 25.10 
12 59 49.75 ,27 59 11.89 
12 59 51.32 ,27 58 21.30 
12 59 49.39 ,27 59 19.28 
12 59 49.18 ,27 58 59.44 
12 59 47.51 ,27 58 54.80 
12 59 49.73 ,27 58 41.16 
12 59 48.06 ,27 58 19.42 
12 59 48.14 ,27 58 59.70 
12 59 48.38 ,27 58 55.69 
12 59 46.72 ,27 58 47.10 
12 59 49.50 ,27 59 18.76 
12 59 48.62 ,27 59 00.18 
12 59 49.03 ,27 58 59.56 
12 59 49.14 ,27 58 12.80 
12 59 49.38 ,27 59 10.31 
12 59 48.02 ,27 58 47.06 
