ra,dec
14 01 00.16 ,02 52 04.13 
14 01 02.78 ,02 52 29.29 
14 00 59.52 ,02 51 49.15 
14 01 00.94 ,02 51 39.60 
14 01 02.80 ,02 52 15.08 
14 01 02.36 ,02 51 47.67 
14 01 01.61 ,02 51 46.24 
14 01 00.99 ,02 51 51.01 
14 00 59.60 ,02 52 42.53 
14 01 00.60 ,02 51 48.86 
14 01 01.75 ,02 52 23.55 
14 01 03.21 ,02 52 09.24 
14 01 00.59 ,02 52 49.45 
14 01 00.78 ,02 52 51.21 
14 01 02.13 ,02 52 28.58 
14 01 00.91 ,02 51 47.78 
14 01 00.84 ,02 52 06.29 
14 01 01.93 ,02 51 52.70 
14 01 02.18 ,02 51 46.74 
14 01 00.20 ,02 52 30.70 
14 01 01.67 ,02 52 34.64 
14 01 01.87 ,02 52 32.48 
14 01 01.69 ,02 52 12.54 
14 01 03.54 ,02 52 04.04 
14 01 01.40 ,02 51 44.58 
14 01 02.39 ,02 52 23.94 
14 01 01.25 ,02 51 51.29 
14 01 01.84 ,02 52 17.47 
14 01 00.59 ,02 52 45.12 
14 01 03.18 ,02 52 17.03 
14 00 59.94 ,02 51 47.14 
14 01 00.94 ,02 52 50.31 
14 01 00.87 ,02 52 38.36 
14 01 02.25 ,02 52 19.82 
14 01 01.12 ,02 52 29.45 
14 01 01.01 ,02 52 00.09 
14 00 59.00 ,02 52 30.07 
14 00 59.79 ,02 51 54.03 
14 01 01.83 ,02 52 48.80 
14 01 01.81 ,02 52 15.88 
14 01 02.22 ,02 51 59.51 
14 01 02.23 ,02 52 03.31 
14 01 03.85 ,02 52 06.11 
14 01 01.84 ,02 52 11.38 
14 01 02.17 ,02 51 58.38 
14 01 01.97 ,02 52 34.77 
14 01 00.40 ,02 52 14.76 
14 01 00.30 ,02 52 14.54 
14 00 59.93 ,02 51 46.00 
14 01 00.66 ,02 52 02.70 
14 01 03.21 ,02 52 29.31 
14 01 02.49 ,02 52 26.08 
14 01 02.26 ,02 52 00.10 
14 00 59.91 ,02 51 45.28 
14 01 00.31 ,02 52 33.42 
14 01 00.70 ,02 52 32.72 
14 01 00.97 ,02 52 19.71 
14 00 59.24 ,02 51 58.72 
14 01 00.94 ,02 51 42.70 
14 01 01.95 ,02 52 38.81 
14 01 00.83 ,02 51 47.46 
14 01 00.57 ,02 51 54.68 
14 00 59.76 ,02 52 03.74 
14 01 00.71 ,02 52 16.35 
14 01 02.04 ,02 52 29.33 
14 01 03.26 ,02 52 29.83 
14 01 02.55 ,02 51 44.08 
14 01 00.19 ,02 52 11.18 
14 00 59.91 ,02 52 04.65 
14 01 02.24 ,02 52 10.38 
14 01 01.88 ,02 52 24.16 
14 01 01.75 ,02 52 30.05 
14 01 02.88 ,02 52 36.53 
14 01 03.03 ,02 51 52.02 
14 01 02.58 ,02 52 26.71 
14 01 01.64 ,02 52 14.83 
14 01 03.23 ,02 52 14.15 
14 00 59.62 ,02 52 18.01 
14 00 59.02 ,02 52 12.47 
14 01 01.84 ,02 52 45.60 
14 01 02.09 ,02 51 47.40 
14 01 00.86 ,02 52 13.81 
14 00 59.27 ,02 52 32.61 
14 01 00.33 ,02 52 45.18 
14 01 03.20 ,02 52 36.99 
14 01 01.21 ,02 52 19.83 
14 01 02.80 ,02 52 21.03 
14 00 59.85 ,02 52 26.94 
14 00 58.94 ,02 52 27.93 
14 00 59.63 ,02 51 48.13 
14 01 00.77 ,02 52 08.25 
14 01 00.39 ,02 51 52.17 
14 00 59.78 ,02 52 24.08 
14 01 00.62 ,02 52 29.93 
14 00 59.35 ,02 52 01.79 
14 01 02.99 ,02 52 20.02 
14 01 02.70 ,02 51 45.79 
14 01 02.17 ,02 51 59.82 
14 01 01.32 ,02 52 55.28 
14 00 59.69 ,02 52 19.51 
14 01 01.41 ,02 51 40.78 
14 01 00.06 ,02 52 30.32 
14 01 00.11 ,02 52 05.99 
14 01 01.73 ,02 52 12.22 
14 01 02.21 ,02 52 36.64 
14 01 00.64 ,02 52 12.19 
14 01 02.93 ,02 52 41.69 
14 00 59.62 ,02 51 56.55 
14 01 01.36 ,02 52 26.69 
14 00 59.21 ,02 51 58.28 
14 00 59.70 ,02 51 47.40 
14 01 02.77 ,02 52 22.58 
14 01 02.38 ,02 52 15.13 
14 01 02.92 ,02 52 16.39 
14 01 02.53 ,02 52 15.82 
14 01 00.52 ,02 52 16.85 
14 00 59.13 ,02 52 36.30 
14 00 59.74 ,02 52 22.10 
14 01 01.47 ,02 52 08.01 
14 01 01.40 ,02 52 53.07 
14 01 02.82 ,02 52 15.57 
14 01 01.87 ,02 52 08.28 
14 01 01.12 ,02 52 02.58 
14 00 59.69 ,02 51 53.08 
14 00 59.96 ,02 52 03.75 
14 01 00.64 ,02 52 24.73 
14 01 02.81 ,02 52 28.01 
14 01 01.53 ,02 51 42.69 
14 01 01.13 ,02 52 12.98 
14 01 01.14 ,02 52 34.88 
14 01 02.00 ,02 52 12.28 
14 01 00.75 ,02 52 30.10 
14 01 03.10 ,02 52 24.48 
14 00 59.85 ,02 52 44.81 
14 01 02.71 ,02 52 17.86 
14 01 01.78 ,02 52 26.02 
14 00 59.53 ,02 52 00.87 
14 01 02.92 ,02 52 29.08 
14 01 01.49 ,02 52 37.19 
14 01 02.54 ,02 52 08.93 
14 01 02.43 ,02 51 45.07 
14 01 02.53 ,02 51 50.88 
14 01 00.68 ,02 52 21.90 
14 01 02.18 ,02 52 04.88 
14 01 00.52 ,02 52 22.31 
14 01 02.09 ,02 51 39.18 
14 01 00.67 ,02 52 02.15 
14 01 02.21 ,02 52 13.92 
14 01 00.90 ,02 52 20.81 
14 01 02.40 ,02 52 15.09 
14 01 00.87 ,02 52 25.63 
14 01 00.37 ,02 52 03.62 
14 01 01.17 ,02 52 51.94 
14 01 02.98 ,02 51 53.74 
14 01 00.93 ,02 52 38.21 
14 00 59.40 ,02 51 56.08 
14 00 59.53 ,02 52 09.19 
14 01 01.24 ,02 52 40.11 
14 00 58.81 ,02 52 13.07 
14 00 59.19 ,02 52 27.07 
14 00 59.88 ,02 52 26.68 
14 01 00.11 ,02 51 41.84 
14 00 59.73 ,02 51 55.66 
14 00 59.66 ,02 52 04.06 
14 01 01.39 ,02 52 15.54 
14 00 59.59 ,02 52 18.53 
14 01 01.80 ,02 52 02.54 
14 01 03.35 ,02 52 29.46 
14 01 02.66 ,02 51 45.86 
14 00 59.11 ,02 52 18.39 
14 01 00.78 ,02 52 06.69 
14 01 02.99 ,02 51 53.89 
14 00 59.93 ,02 52 26.83 
14 01 01.06 ,02 51 55.42 
14 01 03.57 ,02 52 08.49 
14 01 01.39 ,02 52 20.92 
14 01 00.79 ,02 52 22.66 
14 01 02.02 ,02 52 33.03 
14 01 01.85 ,02 52 32.23 
14 01 01.27 ,02 52 15.22 
14 01 02.68 ,02 52 07.88 
14 01 01.88 ,02 52 17.41 
14 01 01.21 ,02 52 09.18 
14 01 02.42 ,02 52 19.47 
14 01 00.70 ,02 52 33.17 
14 01 01.92 ,02 52 04.59 
14 00 59.47 ,02 52 11.87 
14 01 01.21 ,02 52 52.54 
14 01 00.19 ,02 51 53.37 
14 01 01.89 ,02 52 53.68 
14 01 00.73 ,02 52 28.98 
14 01 03.43 ,02 52 20.58 
14 01 02.26 ,02 52 23.29 
14 01 00.06 ,02 52 31.53 
14 01 00.71 ,02 52 07.86 
14 01 01.88 ,02 52 16.98 
14 01 00.19 ,02 52 21.86 
14 01 03.18 ,02 51 59.62 
14 01 00.23 ,02 52 02.24 
14 00 59.82 ,02 52 41.76 
14 01 02.60 ,02 52 24.85 
14 01 01.79 ,02 51 44.70 
14 01 03.52 ,02 52 13.86 
