ra,dec
13 11 35.86 ,-01 20 32.99 
13 11 36.92 ,-01 20 12.11 
13 11 34.07 ,-01 20 17.46 
13 11 34.99 ,-01 19 50.29 
13 11 34.64 ,-01 20 02.13 
13 11 34.80 ,-01 19 47.11 
13 11 37.09 ,-01 19 43.62 
13 11 35.33 ,-01 19 51.55 
13 11 33.03 ,-01 20 19.86 
13 11 32.64 ,-01 19 50.83 
13 11 36.20 ,-01 20 02.39 
13 11 35.21 ,-01 20 29.85 
13 11 33.99 ,-01 19 37.75 
13 11 37.50 ,-01 19 51.24 
13 11 35.15 ,-01 20 19.90 
13 11 34.37 ,-01 19 57.86 
13 11 35.60 ,-01 19 50.67 
13 11 35.19 ,-01 20 06.58 
13 11 35.98 ,-01 19 58.52 
13 11 34.73 ,-01 19 42.02 
13 11 36.41 ,-01 19 53.04 
13 11 36.07 ,-01 20 20.19 
13 11 32.88 ,-01 20 11.46 
13 11 33.68 ,-01 20 06.61 
13 11 34.91 ,-01 19 33.01 
13 11 33.43 ,-01 20 30.96 
13 11 36.47 ,-01 20 10.12 
13 11 33.62 ,-01 20 20.77 
13 11 35.55 ,-01 20 41.48 
13 11 34.33 ,-01 19 51.24 
13 11 37.06 ,-01 20 06.51 
13 11 35.30 ,-01 20 36.28 
13 11 34.19 ,-01 20 30.59 
13 11 33.70 ,-01 20 03.43 
13 11 36.34 ,-01 20 15.43 
13 11 34.28 ,-01 20 01.38 
13 11 35.35 ,-01 20 13.76 
13 11 35.57 ,-01 19 50.79 
13 11 35.23 ,-01 20 34.18 
13 11 35.69 ,-01 20 14.79 
13 11 33.70 ,-01 19 44.11 
13 11 35.64 ,-01 20 26.38 
13 11 34.48 ,-01 19 59.37 
13 11 36.63 ,-01 19 43.77 
13 11 35.35 ,-01 20 22.28 
13 11 34.59 ,-01 20 03.41 
13 11 35.34 ,-01 20 23.57 
13 11 35.77 ,-01 19 44.09 
13 11 36.15 ,-01 20 23.76 
13 11 36.57 ,-01 19 56.57 
13 11 36.25 ,-01 20 25.99 
13 11 35.46 ,-01 20 20.74 
13 11 35.33 ,-01 20 16.12 
13 11 35.55 ,-01 19 58.70 
13 11 34.86 ,-01 20 29.59 
13 11 35.35 ,-01 20 15.29 
13 11 35.24 ,-01 20 31.14 
13 11 37.09 ,-01 20 07.20 
13 11 33.95 ,-01 19 29.28 
13 11 34.94 ,-01 19 58.33 
13 11 36.21 ,-01 20 22.51 
13 11 36.03 ,-01 19 31.98 
13 11 36.61 ,-01 20 20.09 
13 11 37.13 ,-01 20 04.82 
13 11 34.26 ,-01 19 54.37 
13 11 35.18 ,-01 20 23.55 
13 11 34.99 ,-01 19 38.42 
13 11 33.14 ,-01 20 05.44 
13 11 36.78 ,-01 19 41.13 
13 11 34.50 ,-01 19 23.00 
13 11 33.41 ,-01 19 47.15 
13 11 33.80 ,-01 19 53.63 
13 11 33.35 ,-01 19 48.61 
13 11 35.17 ,-01 19 31.43 
13 11 35.89 ,-01 19 50.12 
13 11 34.38 ,-01 19 29.41 
13 11 35.68 ,-01 20 30.84 
13 11 32.98 ,-01 20 02.90 
13 11 36.02 ,-01 19 31.89 
13 11 35.03 ,-01 19 56.47 
13 11 33.50 ,-01 19 36.02 
13 11 35.62 ,-01 20 21.74 
13 11 32.96 ,-01 19 55.00 
13 11 36.05 ,-01 19 49.00 
13 11 32.36 ,-01 20 01.77 
13 11 34.97 ,-01 20 39.51 
13 11 37.45 ,-01 19 56.12 
13 11 33.80 ,-01 20 22.72 
13 11 34.32 ,-01 19 32.04 
13 11 33.57 ,-01 19 50.50 
13 11 36.96 ,-01 20 24.27 
13 11 36.02 ,-01 19 34.37 
13 11 35.92 ,-01 19 34.36 
13 11 33.51 ,-01 20 26.37 
13 11 36.78 ,-01 19 57.57 
13 11 34.58 ,-01 19 28.23 
13 11 33.49 ,-01 19 51.70 
13 11 34.61 ,-01 20 05.87 
13 11 35.64 ,-01 19 23.09 
13 11 37.10 ,-01 19 52.91 
13 11 34.88 ,-01 20 17.51 
13 11 35.50 ,-01 19 59.56 
13 11 32.46 ,-01 19 58.59 
13 11 35.18 ,-01 20 15.70 
13 11 35.37 ,-01 20 26.79 
13 11 34.19 ,-01 20 15.64 
13 11 34.02 ,-01 19 37.20 
13 11 35.81 ,-01 19 31.14 
13 11 35.75 ,-01 20 04.23 
13 11 35.54 ,-01 20 13.96 
13 11 35.73 ,-01 20 26.44 
13 11 37.48 ,-01 20 05.78 
13 11 34.83 ,-01 20 08.23 
13 11 35.31 ,-01 20 05.00 
13 11 35.99 ,-01 19 27.71 
13 11 35.93 ,-01 20 16.29 
13 11 36.07 ,-01 19 37.50 
13 11 34.99 ,-01 20 07.23 
13 11 33.44 ,-01 20 12.74 
13 11 33.73 ,-01 19 39.02 
13 11 34.60 ,-01 20 29.99 
13 11 33.25 ,-01 19 37.80 
13 11 36.88 ,-01 20 24.08 
13 11 34.61 ,-01 19 54.58 
13 11 36.23 ,-01 20 26.01 
13 11 34.71 ,-01 19 52.99 
13 11 33.03 ,-01 20 10.15 
13 11 36.81 ,-01 20 14.71 
13 11 36.65 ,-01 20 29.13 
13 11 36.22 ,-01 20 28.17 
13 11 35.62 ,-01 19 30.44 
13 11 37.00 ,-01 19 51.58 
13 11 32.49 ,-01 20 01.26 
13 11 34.10 ,-01 20 02.07 
13 11 35.98 ,-01 19 59.10 
13 11 34.54 ,-01 19 41.35 
13 11 33.16 ,-01 20 09.45 
13 11 36.56 ,-01 20 00.34 
13 11 32.76 ,-01 20 02.31 
13 11 36.67 ,-01 20 04.70 
13 11 35.46 ,-01 19 38.33 
13 11 35.17 ,-01 19 26.93 
13 11 36.06 ,-01 20 03.93 
13 11 37.33 ,-01 20 01.78 
13 11 35.10 ,-01 19 55.36 
13 11 33.77 ,-01 19 41.25 
13 11 37.47 ,-01 20 01.58 
13 11 33.96 ,-01 20 06.29 
13 11 34.93 ,-01 19 43.38 
13 11 34.08 ,-01 19 46.40 
13 11 35.09 ,-01 20 06.28 
13 11 33.46 ,-01 19 55.76 
13 11 34.42 ,-01 19 38.90 
13 11 33.86 ,-01 20 35.04 
13 11 35.39 ,-01 20 29.55 
13 11 34.56 ,-01 20 22.28 
13 11 34.96 ,-01 19 57.35 
13 11 34.73 ,-01 19 47.03 
13 11 33.68 ,-01 20 34.84 
13 11 34.06 ,-01 20 20.08 
13 11 35.79 ,-01 19 37.49 
13 11 36.24 ,-01 20 14.16 
13 11 33.19 ,-01 20 13.67 
13 11 35.52 ,-01 20 12.34 
13 11 35.48 ,-01 19 54.42 
13 11 34.11 ,-01 20 24.59 
13 11 35.46 ,-01 20 16.82 
13 11 35.80 ,-01 19 39.93 
13 11 34.26 ,-01 20 28.72 
13 11 36.25 ,-01 19 44.44 
13 11 35.10 ,-01 20 10.75 
13 11 37.30 ,-01 20 00.04 
13 11 34.60 ,-01 19 34.63 
13 11 35.26 ,-01 19 32.86 
13 11 35.72 ,-01 19 54.16 
13 11 36.14 ,-01 19 26.71 
13 11 36.96 ,-01 19 54.02 
13 11 34.16 ,-01 20 01.60 
13 11 35.14 ,-01 20 20.71 
13 11 35.51 ,-01 20 15.69 
13 11 35.49 ,-01 19 55.30 
13 11 35.88 ,-01 20 29.86 
13 11 36.20 ,-01 19 49.18 
13 11 34.62 ,-01 20 20.88 
13 11 35.70 ,-01 19 58.71 
13 11 36.55 ,-01 19 47.98 
13 11 34.25 ,-01 20 38.52 
13 11 35.75 ,-01 19 50.88 
13 11 36.12 ,-01 19 42.60 
13 11 33.67 ,-01 19 32.86 
13 11 36.00 ,-01 19 37.54 
13 11 34.50 ,-01 20 25.69 
13 11 37.13 ,-01 19 49.74 
13 11 35.90 ,-01 20 12.21 
13 11 33.69 ,-01 20 28.31 
13 11 36.69 ,-01 20 17.31 
13 11 34.89 ,-01 19 50.11 
13 11 33.27 ,-01 19 45.85 
13 11 33.67 ,-01 19 53.75 
13 11 35.86 ,-01 20 10.39 
13 11 36.84 ,-01 20 04.72 
13 11 35.03 ,-01 20 13.16 
13 11 33.91 ,-01 19 55.83 
13 11 32.94 ,-01 19 55.45 
13 11 36.47 ,-01 19 39.61 
13 11 35.30 ,-01 19 54.41 
13 11 34.97 ,-01 20 18.35 
13 11 36.38 ,-01 20 10.42 
13 11 33.13 ,-01 20 07.08 
13 11 32.88 ,-01 20 08.75 
13 11 37.04 ,-01 20 10.57 
13 11 34.00 ,-01 19 43.89 
13 11 36.31 ,-01 20 02.65 
13 11 33.52 ,-01 19 34.57 
13 11 36.87 ,-01 19 41.02 
13 11 34.20 ,-01 19 38.16 
13 11 35.03 ,-01 19 45.57 
13 11 35.07 ,-01 19 58.67 
13 11 35.61 ,-01 20 09.54 
13 11 33.75 ,-01 20 04.41 
13 11 33.74 ,-01 20 01.42 
13 11 35.53 ,-01 20 28.84 
13 11 33.38 ,-01 19 30.46 
13 11 36.80 ,-01 20 22.08 
13 11 34.70 ,-01 19 35.55 
13 11 32.76 ,-01 20 14.34 
13 11 34.55 ,-01 19 53.19 
13 11 33.78 ,-01 20 01.82 
13 11 35.77 ,-01 20 08.96 
13 11 36.15 ,-01 20 34.65 
13 11 32.45 ,-01 19 52.65 
13 11 37.01 ,-01 20 04.50 
13 11 34.33 ,-01 20 04.04 
13 11 35.20 ,-01 19 29.80 
13 11 33.88 ,-01 20 23.75 
13 11 33.44 ,-01 20 06.03 
13 11 35.80 ,-01 20 22.83 
13 11 33.70 ,-01 19 34.12 
13 11 35.29 ,-01 19 46.58 
13 11 35.10 ,-01 20 33.22 
13 11 34.80 ,-01 20 27.73 
13 11 35.94 ,-01 19 47.31 
13 11 33.53 ,-01 20 04.93 
13 11 35.56 ,-01 20 40.67 
13 11 36.65 ,-01 20 22.55 
13 11 37.29 ,-01 19 54.89 
13 11 34.24 ,-01 19 32.87 
13 11 35.70 ,-01 19 36.35 
13 11 34.69 ,-01 20 31.67 
13 11 35.45 ,-01 19 56.06 
13 11 33.75 ,-01 20 23.08 
13 11 33.64 ,-01 19 54.89 
13 11 33.13 ,-01 20 14.23 
13 11 33.64 ,-01 20 20.42 
13 11 36.07 ,-01 19 52.59 
13 11 34.13 ,-01 20 32.49 
13 11 34.37 ,-01 20 08.61 
13 11 32.81 ,-01 19 55.15 
13 11 34.83 ,-01 19 37.33 
13 11 32.96 ,-01 19 56.04 
13 11 35.21 ,-01 20 10.86 
13 11 35.56 ,-01 20 16.47 
13 11 34.43 ,-01 20 08.30 
13 11 34.95 ,-01 19 25.90 
13 11 34.72 ,-01 20 30.49 
13 11 35.48 ,-01 20 20.92 
13 11 34.32 ,-01 19 44.20 
13 11 35.93 ,-01 20 07.54 
13 11 36.36 ,-01 20 24.32 
13 11 34.81 ,-01 19 37.07 
13 11 36.25 ,-01 19 32.97 
13 11 35.02 ,-01 19 32.43 
13 11 34.47 ,-01 20 12.39 
13 11 34.64 ,-01 20 21.29 
13 11 35.67 ,-01 20 35.41 
13 11 35.42 ,-01 20 24.06 
13 11 34.24 ,-01 20 03.31 
13 11 34.59 ,-01 20 02.81 
13 11 36.00 ,-01 19 34.98 
13 11 36.70 ,-01 19 53.77 
13 11 34.79 ,-01 19 42.47 
13 11 35.38 ,-01 19 34.68 
13 11 34.60 ,-01 19 31.06 
13 11 36.16 ,-01 20 28.73 
13 11 36.47 ,-01 20 03.38 
13 11 33.00 ,-01 20 12.69 
13 11 36.40 ,-01 20 26.50 
13 11 37.02 ,-01 19 50.32 
13 11 33.16 ,-01 19 40.01 
13 11 35.49 ,-01 20 27.23 
13 11 34.13 ,-01 20 20.70 
13 11 32.93 ,-01 20 26.14 
13 11 32.86 ,-01 20 02.00 
13 11 37.49 ,-01 20 00.11 
13 11 36.32 ,-01 20 33.43 
13 11 34.67 ,-01 19 31.24 
13 11 33.52 ,-01 20 36.31 
13 11 37.26 ,-01 19 51.84 
13 11 35.25 ,-01 19 42.98 
13 11 34.43 ,-01 19 56.94 
13 11 33.80 ,-01 20 33.98 
13 11 35.45 ,-01 20 25.03 
13 11 33.37 ,-01 20 02.06 
13 11 35.15 ,-01 20 32.78 
13 11 35.28 ,-01 20 23.57 
13 11 34.06 ,-01 20 32.54 
13 11 34.49 ,-01 19 28.99 
13 11 35.48 ,-01 19 29.04 
13 11 36.43 ,-01 20 09.00 
13 11 35.89 ,-01 19 29.20 
13 11 33.34 ,-01 20 28.74 
13 11 34.74 ,-01 20 21.57 
13 11 33.32 ,-01 20 06.92 
13 11 35.62 ,-01 19 52.57 
13 11 36.49 ,-01 19 43.55 
13 11 34.32 ,-01 20 20.55 
13 11 35.82 ,-01 19 33.69 
13 11 34.20 ,-01 19 31.57 
13 11 36.42 ,-01 19 38.28 
13 11 34.49 ,-01 20 00.08 
13 11 35.07 ,-01 20 37.41 
13 11 33.92 ,-01 20 01.33 
13 11 36.25 ,-01 20 23.98 
13 11 32.65 ,-01 20 03.62 
13 11 33.48 ,-01 19 46.78 
13 11 34.38 ,-01 20 08.07 
13 11 32.69 ,-01 20 22.07 
13 11 37.34 ,-01 19 58.49 
13 11 33.14 ,-01 19 53.75 
13 11 35.65 ,-01 20 14.86 
13 11 35.32 ,-01 20 02.25 
13 11 34.82 ,-01 20 05.39 
13 11 36.90 ,-01 20 00.21 
13 11 34.78 ,-01 20 12.20 
13 11 35.36 ,-01 20 13.98 
13 11 35.52 ,-01 19 54.56 
13 11 36.24 ,-01 20 13.33 
13 11 33.66 ,-01 19 54.06 
13 11 34.30 ,-01 20 04.29 
13 11 33.18 ,-01 19 48.80 
13 11 32.55 ,-01 19 53.37 
13 11 35.67 ,-01 19 49.22 
13 11 33.97 ,-01 20 39.15 
13 11 35.91 ,-01 20 35.01 
13 11 36.51 ,-01 19 48.61 
13 11 37.60 ,-01 20 05.71 
13 11 35.02 ,-01 20 41.55 
13 11 34.57 ,-01 19 51.76 
13 11 35.58 ,-01 20 30.92 
13 11 34.88 ,-01 20 11.57 
13 11 35.81 ,-01 20 22.72 
13 11 33.80 ,-01 19 33.57 
13 11 35.61 ,-01 19 43.47 
13 11 34.76 ,-01 19 34.25 
13 11 35.99 ,-01 20 15.20 
13 11 35.14 ,-01 19 55.01 
13 11 34.97 ,-01 20 20.34 
13 11 33.99 ,-01 19 59.48 
