ra,dec
05 35 03.50 ,-05 15 01.41 
05 36 57.43 ,-05 19 48.41 
05 34 35.46 ,-05 27 49.09 
05 35 18.64 ,-05 05 03.36 
05 35 26.68 ,-05 23 03.12 
05 34 28.52 ,-05 01 26.97 
05 35 35.32 ,-05 09 11.24 
05 34 56.04 ,-05 12 58.23 
05 34 05.97 ,-05 26 47.47 
05 33 59.54 ,-05 18 49.74 
05 35 13.98 ,-05 15 55.41 
05 35 17.87 ,-05 22 52.56 
05 33 55.46 ,-05 16 28.91 
05 35 11.94 ,-05 22 28.56 
05 33 43.83 ,-05 13 33.99 
05 36 23.67 ,-05 20 19.03 
05 36 06.23 ,-05 06 23.36 
05 34 43.99 ,-05 17 26.73 
05 34 56.12 ,-05 14 45.62 
05 35 52.55 ,-05 36 02.74 
05 36 14.49 ,-05 38 05.24 
05 34 43.40 ,-05 32 56.75 
05 35 33.49 ,-05 43 40.61 
05 34 33.37 ,-05 18 12.15 
05 34 22.44 ,-05 22 18.94 
05 35 11.02 ,-05 06 59.48 
05 36 13.78 ,-05 22 01.90 
05 34 48.51 ,-05 14 09.22 
05 36 22.73 ,-05 04 43.79 
05 35 46.27 ,-05 09 07.71 
05 35 25.27 ,-05 45 13.60 
05 35 28.87 ,-05 30 07.39 
05 36 22.92 ,-05 20 05.43 
05 34 18.28 ,-05 15 43.91 
05 35 22.67 ,-05 17 26.78 
05 35 20.25 ,-05 08 17.20 
05 35 57.41 ,-05 06 38.70 
05 33 48.92 ,-05 14 10.04 
05 34 31.49 ,-05 18 12.44 
05 35 30.43 ,-05 18 16.04 
05 35 13.61 ,-05 08 22.76 
05 35 10.14 ,-05 16 52.71 
05 35 12.50 ,-05 14 32.49 
05 34 53.39 ,-05 34 04.10 
05 34 09.20 ,-05 37 00.07 
05 36 24.11 ,-05 23 35.08 
05 35 31.38 ,-05 29 41.37 
05 35 06.21 ,-05 35 24.00 
05 35 47.05 ,-05 05 59.16 
05 34 51.00 ,-05 21 28.91 
05 34 57.55 ,-05 04 14.49 
05 35 03.46 ,-05 14 27.98 
05 36 35.22 ,-05 17 09.78 
05 35 59.75 ,-05 16 07.39 
05 35 10.04 ,-05 05 02.24 
05 35 36.78 ,-05 22 16.05 
05 34 17.43 ,-05 07 10.29 
05 36 04.12 ,-05 17 10.90 
05 35 01.04 ,-05 41 17.47 
05 35 26.27 ,-05 18 05.64 
05 34 05.93 ,-05 40 15.59 
05 35 32.68 ,-05 36 30.87 
05 36 41.84 ,-05 24 47.42 
05 34 38.25 ,-05 40 39.28 
05 34 33.57 ,-05 20 23.58 
05 35 41.46 ,-05 13 08.40 
05 35 25.56 ,-05 31 49.04 
05 35 55.29 ,-05 07 23.69 
05 34 59.71 ,-05 06 48.25 
05 34 15.56 ,-05 04 55.17 
05 35 27.31 ,-05 09 11.88 
05 35 47.39 ,-05 27 04.61 
05 35 29.59 ,-05 20 51.87 
05 34 53.89 ,-05 29 56.17 
05 36 32.96 ,-05 13 05.97 
05 34 21.21 ,-05 37 00.83 
05 35 55.42 ,-05 31 06.62 
05 35 27.09 ,-05 04 27.88 
05 36 10.86 ,-05 05 24.09 
05 35 19.65 ,-05 30 25.27 
05 35 36.03 ,-05 15 32.86 
05 35 37.55 ,-05 36 31.82 
05 35 41.46 ,-05 00 21.42 
05 36 43.03 ,-05 20 45.60 
05 36 20.54 ,-05 28 57.20 
05 36 31.50 ,-05 09 00.40 
05 34 47.81 ,-05 35 59.90 
05 36 44.14 ,-05 14 13.60 
05 35 03.43 ,-05 15 23.15 
05 35 32.59 ,-05 37 06.37 
05 34 30.19 ,-05 26 33.53 
05 35 30.87 ,-05 11 17.30 
05 35 44.09 ,-05 38 45.88 
05 35 56.37 ,-05 33 20.01 
05 35 36.76 ,-05 29 00.24 
05 36 11.79 ,-05 17 23.50 
05 35 30.30 ,-05 02 22.29 
05 34 03.05 ,-05 15 48.78 
05 34 51.62 ,-05 44 03.30 
05 35 34.84 ,-05 10 33.94 
05 33 43.56 ,-05 19 06.48 
05 35 47.44 ,-05 35 02.20 
05 35 00.42 ,-05 09 02.44 
05 35 03.88 ,-05 09 08.05 
05 35 46.73 ,-05 36 19.05 
05 36 37.92 ,-05 29 14.24 
05 35 52.88 ,-05 15 36.24 
05 34 27.48 ,-05 33 31.06 
05 34 51.58 ,-05 13 41.41 
05 33 39.33 ,-05 17 51.43 
05 36 25.63 ,-05 31 20.80 
05 35 54.16 ,-05 31 48.34 
05 36 36.98 ,-05 20 29.64 
05 36 11.91 ,-05 31 32.04 
05 36 10.17 ,-05 43 25.14 
05 36 23.71 ,-05 31 16.17 
05 34 46.27 ,-05 28 32.70 
05 36 08.52 ,-05 12 13.22 
05 35 28.92 ,-05 40 01.99 
05 35 58.43 ,-05 38 48.09 
05 36 23.83 ,-05 35 45.01 
05 34 06.39 ,-05 27 51.76 
05 35 43.00 ,-05 03 36.02 
05 34 26.81 ,-05 22 38.25 
05 35 34.00 ,-05 28 10.36 
05 34 51.31 ,-05 14 32.24 
05 36 13.58 ,-05 31 42.73 
05 34 30.49 ,-05 37 40.08 
05 33 54.71 ,-05 13 44.82 
05 35 16.33 ,-05 34 42.15 
05 35 36.51 ,-05 36 33.26 
05 33 43.18 ,-05 17 38.94 
05 35 11.97 ,-05 29 27.71 
05 33 54.58 ,-05 27 57.33 
05 36 20.88 ,-05 29 50.57 
05 34 35.86 ,-05 18 33.53 
05 36 24.96 ,-05 29 19.35 
05 35 07.15 ,-05 21 34.01 
05 34 38.70 ,-05 27 01.92 
05 35 56.77 ,-05 38 18.06 
05 36 22.82 ,-05 21 32.48 
05 34 07.29 ,-05 38 44.09 
05 35 01.45 ,-05 24 48.27 
05 35 43.98 ,-05 47 51.15 
05 35 29.57 ,-05 25 04.22 
05 34 09.55 ,-05 37 10.77 
05 34 50.44 ,-05 23 26.46 
05 35 44.75 ,-05 02 55.76 
05 35 46.38 ,-05 41 34.73 
05 35 09.16 ,-05 28 24.19 
05 34 01.34 ,-05 11 45.42 
05 35 06.07 ,-05 19 55.43 
05 36 29.33 ,-05 33 52.04 
05 35 15.97 ,-05 11 06.05 
05 35 34.60 ,-05 06 45.37 
05 33 45.78 ,-05 30 42.47 
05 34 34.52 ,-05 16 51.59 
05 34 12.85 ,-05 17 42.14 
05 35 01.92 ,-05 31 29.97 
05 36 10.14 ,-05 15 40.24 
05 34 18.62 ,-05 17 40.21 
05 35 12.51 ,-05 18 55.62 
05 34 46.11 ,-05 10 56.18 
05 35 41.71 ,-05 19 32.17 
05 36 38.15 ,-05 29 13.10 
05 35 33.26 ,-05 32 20.82 
05 35 08.56 ,-05 03 04.94 
05 35 10.53 ,-05 05 40.82 
05 35 32.22 ,-05 24 53.87 
05 35 24.61 ,-05 31 38.78 
05 35 30.72 ,-05 19 35.95 
05 35 14.59 ,-05 29 12.77 
05 35 13.35 ,-04 59 46.10 
05 34 54.22 ,-05 43 24.69 
05 34 34.85 ,-05 24 00.40 
05 35 50.02 ,-05 11 27.59 
05 34 56.24 ,-05 09 23.24 
05 34 51.62 ,-05 41 06.55 
05 34 43.11 ,-05 44 49.12 
05 34 29.61 ,-05 20 26.41 
05 35 36.22 ,-05 23 06.87 
05 35 09.09 ,-05 16 44.08 
05 34 42.54 ,-05 32 27.92 
05 35 17.49 ,-05 40 56.46 
05 35 13.71 ,-05 31 09.55 
05 36 18.55 ,-05 09 08.47 
05 35 43.44 ,-05 07 21.71 
05 35 44.05 ,-05 40 49.39 
05 34 58.60 ,-05 28 43.06 
05 36 26.16 ,-05 38 48.96 
05 34 27.02 ,-05 31 08.24 
05 36 11.29 ,-05 24 09.72 
05 35 54.78 ,-05 10 51.80 
05 35 46.89 ,-05 23 51.36 
05 34 27.29 ,-05 12 24.40 
05 34 14.65 ,-05 13 21.36 
05 33 43.06 ,-05 26 55.59 
05 35 42.83 ,-05 06 14.32 
05 35 47.85 ,-05 45 26.32 
05 35 33.18 ,-05 22 56.23 
05 36 03.45 ,-05 17 09.69 
05 34 41.38 ,-05 26 24.75 
05 36 00.86 ,-05 21 25.23 
05 34 27.59 ,-05 08 44.44 
05 34 26.90 ,-05 11 05.10 
05 34 21.93 ,-05 13 32.18 
05 34 10.40 ,-05 19 08.42 
05 34 58.88 ,-05 22 46.62 
05 35 19.85 ,-05 08 54.50 
05 35 31.41 ,-05 43 50.41 
05 36 27.73 ,-05 23 10.65 
05 34 51.64 ,-05 35 46.35 
05 36 16.05 ,-05 09 45.46 
05 35 23.79 ,-05 08 26.70 
05 34 41.64 ,-05 14 59.52 
05 36 12.12 ,-05 32 54.81 
05 36 12.88 ,-05 13 30.09 
05 36 22.57 ,-05 37 28.56 
05 36 15.77 ,-05 38 03.81 
05 34 03.17 ,-05 10 36.75 
05 35 52.65 ,-05 28 51.19 
05 35 10.32 ,-05 04 03.30 
05 36 21.45 ,-05 08 39.52 
05 36 35.02 ,-05 17 10.54 
05 34 55.45 ,-05 15 05.67 
05 35 44.90 ,-05 41 28.56 
05 35 31.40 ,-05 14 20.44 
05 36 10.06 ,-05 26 06.98 
05 34 10.00 ,-05 27 46.13 
05 34 27.12 ,-05 37 43.87 
05 33 51.58 ,-05 30 30.90 
05 35 01.72 ,-05 17 28.42 
05 35 18.70 ,-05 34 12.74 
05 36 56.55 ,-05 25 46.13 
05 36 11.44 ,-05 41 18.05 
05 36 06.76 ,-05 25 21.06 
05 34 33.89 ,-05 42 55.61 
05 35 12.88 ,-05 34 33.61 
05 34 11.95 ,-05 30 51.86 
05 36 32.33 ,-05 30 43.40 
05 33 58.01 ,-05 29 57.78 
05 36 02.15 ,-05 14 00.43 
05 35 43.66 ,-05 27 05.74 
05 35 38.43 ,-05 15 52.30 
05 34 51.23 ,-05 03 41.71 
05 35 48.02 ,-05 07 54.03 
05 35 26.43 ,-05 25 43.30 
05 34 26.58 ,-05 09 07.34 
05 34 36.39 ,-05 07 26.85 
05 34 52.05 ,-05 13 23.80 
05 35 19.23 ,-05 22 32.83 
05 34 00.92 ,-05 11 39.46 
05 34 06.17 ,-05 39 13.68 
05 35 07.81 ,-05 45 42.43 
05 36 02.80 ,-05 34 13.77 
05 35 52.82 ,-05 08 51.05 
05 36 46.15 ,-05 28 46.75 
05 35 56.47 ,-05 15 19.96 
05 36 36.41 ,-05 34 59.23 
05 35 33.93 ,-05 31 03.12 
05 35 32.75 ,-05 27 19.14 
05 36 55.01 ,-05 27 23.51 
05 35 15.14 ,-05 01 29.44 
05 34 23.65 ,-05 18 00.35 
05 35 58.73 ,-05 42 56.21 
05 36 38.90 ,-05 15 33.86 
05 35 11.75 ,-05 36 10.15 
05 35 48.37 ,-05 00 09.64 
05 35 07.87 ,-05 35 25.72 
05 35 20.12 ,-05 13 34.42 
05 36 31.11 ,-05 25 26.06 
05 36 18.27 ,-05 30 25.53 
05 35 14.22 ,-05 40 26.47 
05 35 06.13 ,-05 15 46.10 
05 36 18.73 ,-05 23 37.36 
05 34 39.53 ,-05 07 31.85 
05 35 18.23 ,-05 43 51.53 
05 34 09.43 ,-05 20 57.08 
05 34 34.26 ,-05 03 22.26 
05 35 44.23 ,-05 21 28.84 
05 35 36.49 ,-05 23 58.87 
05 35 00.18 ,-05 04 08.28 
05 34 09.47 ,-05 40 05.89 
05 34 41.22 ,-05 22 02.10 
05 34 05.45 ,-05 31 28.13 
05 35 05.80 ,-05 11 52.92 
05 34 59.88 ,-05 09 36.89 
05 34 18.65 ,-05 25 41.44 
05 34 10.99 ,-05 08 18.21 
05 35 20.75 ,-05 17 35.29 
05 34 04.87 ,-05 25 14.16 
05 34 28.58 ,-05 08 53.16 
05 36 26.19 ,-05 25 35.98 
05 33 56.62 ,-05 32 22.90 
05 34 54.17 ,-05 35 27.90 
05 35 19.33 ,-05 26 48.81 
05 34 50.56 ,-05 35 00.54 
05 35 16.10 ,-05 19 13.29 
05 35 23.49 ,-05 18 17.68 
05 35 34.69 ,-05 11 00.85 
05 33 47.51 ,-05 29 03.73 
05 35 27.14 ,-05 41 10.63 
05 35 03.26 ,-05 19 29.20 
05 34 30.15 ,-05 23 35.15 
05 36 29.02 ,-05 10 11.85 
05 34 07.67 ,-05 17 21.01 
05 35 59.49 ,-05 42 59.02 
05 35 14.18 ,-05 29 25.08 
05 33 52.49 ,-05 25 31.24 
