ra,dec
20 58 36.90 ,44 31 57.11 
20 59 00.45 ,44 15 46.58 
20 59 09.26 ,44 08 12.25 
21 00 10.77 ,44 12 59.47 
20 59 37.80 ,44 16 21.82 
20 59 21.61 ,44 13 45.63 
20 59 39.44 ,44 12 07.51 
21 00 05.94 ,44 20 09.65 
20 59 53.65 ,44 26 31.06 
20 58 44.61 ,44 11 16.15 
20 59 09.92 ,44 09 54.48 
20 59 08.28 ,44 23 57.99 
20 58 11.85 ,44 10 45.79 
20 59 30.05 ,44 06 48.64 
20 59 17.69 ,44 20 09.82 
20 58 55.12 ,44 12 23.71 
20 59 17.01 ,44 18 39.73 
20 59 03.49 ,44 06 48.36 
21 00 13.70 ,44 17 36.21 
20 59 38.32 ,44 09 27.86 
20 58 21.84 ,44 13 51.30 
21 00 20.94 ,44 22 37.69 
20 59 55.55 ,44 12 36.33 
21 00 24.84 ,44 21 34.39 
20 58 15.38 ,44 27 05.40 
20 58 34.76 ,44 18 25.56 
20 59 32.13 ,44 20 32.60 
20 59 08.28 ,44 23 37.78 
20 59 41.37 ,44 09 22.05 
20 59 41.51 ,44 30 46.75 
20 59 46.26 ,44 11 17.01 
20 59 13.42 ,44 07 54.70 
20 59 59.20 ,44 12 08.26 
20 57 55.86 ,44 17 53.34 
20 59 33.96 ,44 14 03.83 
20 58 58.26 ,44 16 34.38 
20 58 02.81 ,44 11 43.06 
20 58 21.46 ,44 27 11.73 
20 58 49.99 ,44 26 05.64 
20 59 05.39 ,44 10 44.61 
20 57 50.84 ,44 18 57.46 
20 59 04.66 ,44 22 16.28 
20 59 26.56 ,44 20 26.18 
21 00 20.13 ,44 15 32.43 
21 00 04.11 ,44 17 46.64 
20 59 14.05 ,44 22 52.75 
20 59 33.69 ,44 23 42.76 
20 59 12.52 ,44 18 49.94 
20 59 47.44 ,44 25 12.28 
20 59 08.37 ,44 16 46.23 
20 58 37.89 ,44 16 48.87 
20 59 31.00 ,44 12 37.26 
20 59 01.69 ,44 19 14.22 
20 58 54.63 ,44 19 25.66 
20 58 14.73 ,44 15 26.63 
20 59 03.47 ,44 07 34.26 
20 59 31.46 ,44 19 21.98 
20 59 52.58 ,44 19 42.14 
20 58 12.30 ,44 25 59.97 
20 59 27.61 ,44 05 36.10 
20 59 01.22 ,44 24 54.26 
20 59 01.04 ,44 29 16.49 
20 58 07.92 ,44 22 25.51 
20 58 10.03 ,44 13 42.18 
20 58 59.23 ,44 13 56.75 
20 58 57.27 ,44 18 49.01 
20 59 51.76 ,44 13 03.28 
20 59 17.18 ,44 18 04.76 
20 58 14.26 ,44 16 35.50 
20 58 09.53 ,44 11 47.99 
20 58 29.86 ,44 13 03.42 
21 00 08.07 ,44 20 56.75 
20 59 02.29 ,44 15 07.54 
20 59 20.91 ,44 09 12.53 
20 59 42.51 ,44 09 29.53 
20 59 17.04 ,44 31 14.01 
20 59 49.37 ,44 18 49.82 
20 58 30.63 ,44 29 54.18 
20 59 25.35 ,44 19 11.81 
20 59 05.40 ,44 26 56.06 
20 59 47.54 ,44 11 58.77 
20 58 55.41 ,44 22 15.99 
20 59 20.84 ,44 19 14.27 
20 59 10.00 ,44 14 09.91 
20 58 40.71 ,44 19 27.46 
20 58 55.31 ,44 15 45.01 
20 58 49.37 ,44 21 54.57 
20 59 40.79 ,44 20 43.06 
20 59 24.24 ,44 12 17.34 
20 58 33.45 ,44 27 45.57 
20 59 18.10 ,44 17 50.96 
20 58 46.55 ,44 30 10.27 
20 58 30.85 ,44 19 22.20 
20 59 38.92 ,44 12 01.47 
20 59 49.49 ,44 20 55.67 
20 58 06.89 ,44 21 14.91 
20 58 35.47 ,44 15 26.91 
20 58 47.05 ,44 22 45.58 
20 58 01.71 ,44 12 20.41 
20 59 07.97 ,44 19 34.61 
20 59 14.18 ,44 23 19.19 
20 59 14.42 ,44 29 20.84 
20 59 16.73 ,44 05 05.05 
20 59 06.08 ,44 06 46.56 
20 58 01.30 ,44 09 51.97 
20 57 48.43 ,44 22 58.59 
20 58 46.42 ,44 06 08.25 
20 58 12.93 ,44 23 50.98 
21 00 10.78 ,44 24 28.88 
20 58 32.23 ,44 29 04.85 
20 59 37.46 ,44 21 02.64 
20 59 29.52 ,44 09 36.89 
20 59 33.58 ,44 08 25.95 
20 59 57.76 ,44 07 53.83 
20 59 45.75 ,44 11 00.32 
21 00 00.48 ,44 26 40.74 
20 59 02.62 ,44 04 27.74 
20 59 26.75 ,44 25 38.18 
20 58 50.82 ,44 27 13.26 
20 59 32.32 ,44 19 39.59 
20 59 08.94 ,44 24 45.64 
20 59 59.44 ,44 14 28.95 
20 59 27.96 ,44 19 08.10 
20 58 08.95 ,44 18 48.95 
20 58 18.09 ,44 08 44.31 
20 59 38.60 ,44 13 10.04 
20 58 06.23 ,44 08 55.28 
20 59 43.95 ,44 17 20.85 
20 59 28.68 ,44 27 07.50 
20 58 10.05 ,44 15 45.29 
20 58 52.05 ,44 18 28.82 
20 59 00.29 ,44 29 30.55 
20 58 31.16 ,44 11 49.22 
20 58 36.27 ,44 24 27.43 
20 58 36.38 ,44 16 37.08 
20 58 42.50 ,44 28 37.03 
20 57 51.75 ,44 15 22.46 
20 59 49.65 ,44 22 33.59 
20 58 07.23 ,44 20 23.81 
20 58 07.48 ,44 10 37.64 
20 58 39.26 ,44 04 25.90 
20 58 22.70 ,44 19 28.43 
20 59 07.37 ,44 18 33.52 
21 00 09.26 ,44 17 23.98 
20 59 43.12 ,44 12 44.53 
20 58 38.46 ,44 26 47.79 
20 58 05.21 ,44 17 10.93 
20 58 36.80 ,44 06 33.73 
20 59 46.07 ,44 31 42.65 
20 58 13.22 ,44 09 18.39 
20 59 34.32 ,44 28 38.88 
20 58 00.19 ,44 24 03.54 
20 59 56.74 ,44 10 10.44 
20 59 11.87 ,44 21 41.78 
20 59 41.68 ,44 21 29.06 
20 59 36.75 ,44 26 29.00 
20 59 12.74 ,44 26 51.47 
20 59 47.94 ,44 13 46.82 
20 58 34.49 ,44 17 01.56 
20 59 50.42 ,44 27 12.31 
20 58 22.28 ,44 09 22.12 
20 59 11.93 ,44 19 12.60 
20 58 14.24 ,44 08 31.63 
20 58 37.94 ,44 19 57.89 
21 00 00.33 ,44 24 29.00 
20 59 53.56 ,44 30 42.33 
20 59 39.39 ,44 16 04.58 
21 00 15.63 ,44 26 07.38 
20 58 22.26 ,44 21 29.90 
20 57 49.74 ,44 20 40.60 
20 59 36.58 ,44 23 33.38 
20 59 48.83 ,44 19 33.69 
20 59 13.87 ,44 13 36.74 
20 59 19.74 ,44 09 46.05 
20 59 13.71 ,44 18 45.22 
20 59 06.27 ,44 20 10.00 
20 58 23.97 ,44 14 44.32 
20 58 52.47 ,44 13 44.27 
20 58 42.04 ,44 14 33.28 
20 59 20.75 ,44 30 42.25 
20 59 44.57 ,44 18 37.11 
20 59 18.98 ,44 12 38.89 
20 59 34.13 ,44 10 42.88 
20 59 35.84 ,44 23 59.59 
20 59 09.40 ,44 11 07.93 
21 00 15.32 ,44 11 58.07 
20 59 55.14 ,44 09 03.25 
20 58 13.91 ,44 07 57.69 
20 57 58.53 ,44 09 48.21 
20 58 33.56 ,44 17 57.37 
20 58 00.78 ,44 11 08.15 
21 00 12.14 ,44 25 13.18 
20 58 26.56 ,44 08 12.69 
20 59 21.69 ,44 10 48.54 
20 58 29.36 ,44 19 37.52 
20 59 44.60 ,44 20 06.37 
20 59 56.17 ,44 16 32.44 
21 00 23.94 ,44 16 02.69 
20 58 27.66 ,44 07 29.44 
20 59 35.04 ,44 09 40.31 
20 59 25.74 ,44 13 50.94 
20 58 49.40 ,44 19 57.33 
20 57 40.26 ,44 17 34.72 
20 59 51.07 ,44 24 19.44 
20 58 27.55 ,44 31 48.75 
20 59 35.89 ,44 24 58.80 
20 58 19.94 ,44 16 33.94 
20 58 49.22 ,44 26 00.39 
20 58 55.91 ,44 20 53.86 
20 58 56.31 ,44 29 31.96 
20 59 43.26 ,44 30 17.79 
20 59 04.63 ,44 13 09.92 
20 58 25.69 ,44 30 23.60 
21 00 18.32 ,44 19 08.61 
20 58 36.62 ,44 08 23.25 
20 58 42.18 ,44 33 25.88 
20 58 26.01 ,44 09 17.16 
20 59 41.79 ,44 09 34.57 
20 58 54.74 ,44 19 39.24 
21 00 08.36 ,44 28 05.43 
20 59 12.81 ,44 26 53.63 
21 00 12.11 ,44 15 49.29 
20 59 43.99 ,44 26 10.12 
20 58 43.15 ,44 08 33.70 
21 00 05.60 ,44 26 49.72 
20 58 36.77 ,44 23 26.45 
20 58 19.90 ,44 15 29.56 
20 58 39.81 ,44 09 46.68 
20 59 44.73 ,44 32 29.65 
20 58 22.19 ,44 22 22.80 
20 58 34.41 ,44 08 27.08 
20 59 17.56 ,44 21 57.28 
20 59 35.48 ,44 24 58.72 
20 59 18.97 ,44 24 49.46 
20 58 22.65 ,44 10 52.40 
20 59 14.26 ,44 16 57.77 
20 58 28.25 ,44 20 07.63 
20 59 58.33 ,44 27 32.93 
20 59 31.93 ,44 14 16.75 
21 00 24.87 ,44 21 54.60 
20 59 07.64 ,44 31 06.92 
20 59 39.41 ,44 20 34.83 
20 59 41.03 ,44 10 00.07 
21 00 05.91 ,44 08 15.53 
20 59 27.24 ,44 19 49.70 
20 59 47.42 ,44 18 26.33 
20 58 22.16 ,44 28 18.13 
20 58 49.46 ,44 11 13.91 
20 58 47.63 ,44 25 24.88 
20 58 21.44 ,44 22 54.99 
20 59 39.72 ,44 16 33.34 
20 58 56.18 ,44 06 04.76 
20 58 38.76 ,44 19 41.05 
21 00 01.02 ,44 16 12.61 
20 59 00.56 ,44 07 37.09 
20 59 38.02 ,44 05 56.71 
20 59 58.72 ,44 10 03.55 
20 59 04.59 ,44 21 13.30 
21 00 05.54 ,44 19 51.77 
21 00 15.84 ,44 11 44.13 
20 59 55.13 ,44 21 58.32 
20 59 11.94 ,44 30 22.90 
20 58 47.52 ,44 33 06.40 
20 59 45.45 ,44 09 34.62 
21 00 17.12 ,44 21 22.19 
20 59 56.59 ,44 15 04.69 
20 59 06.84 ,44 20 50.78 
20 59 08.81 ,44 11 29.93 
20 57 44.61 ,44 21 43.75 
21 00 05.03 ,44 25 31.88 
21 00 14.41 ,44 23 30.50 
20 58 20.96 ,44 31 44.31 
21 00 21.05 ,44 20 55.10 
20 59 59.70 ,44 19 16.91 
21 00 25.02 ,44 15 03.30 
20 59 39.37 ,44 09 31.31 
20 59 06.96 ,44 12 04.78 
20 59 51.77 ,44 22 15.01 
21 00 00.27 ,44 16 45.52 
20 58 18.10 ,44 17 21.61 
20 58 43.39 ,44 25 50.02 
20 59 09.21 ,44 25 16.93 
20 59 00.38 ,44 19 30.62 
20 58 46.80 ,44 23 40.40 
20 59 50.15 ,44 25 08.55 
20 59 20.12 ,44 15 15.76 
20 59 12.64 ,44 28 32.50 
21 00 06.88 ,44 18 09.32 
20 59 00.40 ,44 29 25.76 
20 58 16.67 ,44 14 55.17 
20 59 49.58 ,44 12 23.77 
20 59 38.93 ,44 21 09.11 
20 59 11.59 ,44 24 50.40 
20 58 31.45 ,44 11 24.22 
20 57 44.39 ,44 17 24.24 
21 00 27.61 ,44 13 36.71 
20 59 35.71 ,44 16 54.73 
20 58 28.08 ,44 12 57.76 
20 59 46.44 ,44 31 53.58 
20 58 51.08 ,44 14 55.15 
20 58 04.90 ,44 17 44.46 
20 58 27.57 ,44 12 25.68 
20 59 40.80 ,44 31 21.37 
20 58 16.71 ,44 26 42.13 
20 59 21.45 ,44 22 56.97 
20 59 31.56 ,44 25 43.05 
20 59 15.92 ,44 05 49.62 
20 58 54.88 ,44 25 07.57 
