ra,dec
06 32 16.29 ,04 56 23.00 
06 32 18.03 ,05 01 45.53 
06 32 17.24 ,04 58 16.75 
06 31 50.75 ,05 00 07.14 
06 32 26.64 ,04 55 23.76 
06 32 03.05 ,04 59 00.52 
06 32 08.35 ,05 02 01.73 
06 32 09.76 ,05 03 16.89 
06 32 01.20 ,05 04 32.53 
06 32 05.36 ,04 57 40.78 
06 32 19.76 ,04 54 11.00 
06 32 19.77 ,05 01 25.89 
06 32 29.15 ,04 54 07.90 
06 32 21.95 ,05 02 41.05 
06 32 14.50 ,04 55 59.40 
06 31 53.43 ,04 57 20.39 
06 32 24.46 ,05 04 15.76 
06 32 11.84 ,04 58 40.46 
06 32 02.72 ,04 54 27.11 
06 32 25.64 ,04 58 52.31 
06 32 08.91 ,04 57 47.22 
06 32 21.27 ,04 59 34.04 
06 32 23.63 ,05 01 59.72 
06 32 40.90 ,04 58 55.44 
06 32 17.17 ,05 00 55.85 
06 32 14.00 ,05 03 13.27 
06 32 30.18 ,05 00 40.72 
06 32 15.47 ,04 55 55.95 
06 32 35.17 ,04 56 23.08 
06 31 59.55 ,05 03 05.22 
06 32 26.35 ,05 00 54.66 
06 32 01.10 ,05 02 42.58 
06 32 12.49 ,04 53 50.96 
06 32 00.84 ,04 57 36.99 
06 32 32.58 ,05 01 23.18 
06 32 01.84 ,04 55 24.49 
06 32 37.99 ,04 58 04.84 
06 32 28.32 ,04 57 36.06 
06 32 14.51 ,04 55 12.68 
06 32 31.58 ,05 04 41.23 
06 32 11.96 ,04 55 26.23 
06 32 33.58 ,04 57 14.35 
06 32 12.41 ,05 00 27.74 
06 32 32.89 ,05 00 42.38 
06 32 17.70 ,04 55 59.59 
06 32 02.03 ,05 01 07.60 
06 32 21.44 ,04 56 40.19 
06 32 31.82 ,05 00 30.54 
06 32 02.69 ,05 02 58.99 
06 32 40.28 ,04 59 20.17 
06 32 03.20 ,04 57 13.42 
06 32 23.67 ,05 01 57.50 
06 32 12.04 ,05 02 18.27 
06 32 37.19 ,04 59 06.01 
06 32 17.19 ,05 00 26.98 
06 32 16.12 ,05 03 20.22 
06 32 11.94 ,05 03 52.71 
06 31 57.47 ,04 56 59.73 
06 32 15.16 ,05 03 54.80 
06 32 11.84 ,04 56 03.11 
06 32 33.97 ,05 02 53.27 
06 32 17.68 ,04 58 37.19 
06 32 21.54 ,04 59 53.65 
06 32 24.74 ,04 54 06.90 
06 32 22.17 ,05 02 25.56 
06 32 23.61 ,05 00 38.20 
06 32 12.70 ,04 54 51.45 
06 32 26.85 ,05 05 25.36 
06 32 35.26 ,04 57 34.91 
06 32 08.34 ,04 59 35.01 
06 32 28.20 ,05 03 55.16 
06 32 18.01 ,05 02 16.32 
06 31 59.30 ,05 01 54.13 
06 32 11.21 ,04 56 23.19 
06 31 54.38 ,05 02 23.58 
06 32 26.30 ,04 54 23.29 
06 32 43.07 ,04 58 55.65 
06 32 13.03 ,05 03 07.08 
06 31 51.88 ,04 59 50.72 
06 32 16.04 ,05 01 33.11 
06 31 56.07 ,04 56 17.30 
06 32 32.40 ,04 59 59.47 
06 31 56.96 ,05 03 47.39 
06 32 14.57 ,05 00 48.21 
06 32 12.97 ,04 56 31.64 
06 32 16.95 ,04 55 27.12 
06 32 38.38 ,04 57 10.95 
06 32 23.63 ,05 02 24.22 
06 32 10.11 ,04 58 52.20 
06 32 06.87 ,04 56 07.40 
06 31 58.89 ,04 59 36.46 
06 32 21.15 ,05 02 51.12 
06 32 18.19 ,04 55 52.49 
06 32 29.42 ,05 02 57.59 
06 32 37.14 ,05 03 37.67 
06 32 29.53 ,04 59 49.34 
06 32 15.23 ,04 56 30.82 
06 32 15.22 ,05 00 10.14 
06 32 21.13 ,04 57 52.93 
06 32 18.21 ,05 03 30.29 
06 32 16.25 ,04 59 08.69 
06 31 54.45 ,05 01 29.06 
06 32 26.12 ,05 00 37.08 
06 32 11.66 ,04 55 57.62 
06 32 30.85 ,04 55 55.83 
06 32 20.57 ,05 02 00.58 
06 31 58.29 ,05 00 52.38 
06 31 57.91 ,05 02 44.30 
06 32 30.18 ,04 55 14.34 
06 32 25.39 ,05 03 56.59 
06 32 13.62 ,04 58 57.79 
06 32 12.99 ,05 00 04.47 
06 32 24.29 ,04 59 24.88 
06 32 12.09 ,05 02 51.24 
06 32 12.64 ,05 00 50.92 
06 31 53.27 ,04 57 35.90 
06 32 16.24 ,04 56 49.14 
06 32 16.36 ,04 55 35.95 
06 32 20.06 ,04 59 15.52 
06 32 37.01 ,05 03 42.46 
06 32 26.29 ,05 05 00.42 
06 32 15.30 ,04 59 09.09 
06 32 03.26 ,04 57 39.31 
06 32 27.79 ,04 58 45.97 
06 32 42.25 ,04 59 56.85 
06 32 19.16 ,04 59 11.42 
06 32 23.63 ,05 05 46.30 
06 32 18.73 ,04 55 48.67 
06 32 24.84 ,04 57 39.45 
06 32 09.31 ,05 03 26.96 
06 32 25.36 ,04 57 34.81 
06 32 01.81 ,05 01 09.07 
06 32 24.37 ,04 59 42.65 
06 32 37.36 ,05 02 54.70 
06 32 01.33 ,04 56 03.50 
06 32 29.01 ,04 56 38.36 
06 32 23.69 ,04 59 13.32 
06 31 54.53 ,04 58 02.90 
06 32 02.17 ,05 03 56.44 
06 31 59.64 ,05 00 36.99 
06 32 09.01 ,04 57 40.38 
06 32 24.40 ,05 00 20.41 
06 32 00.51 ,05 04 31.22 
06 32 35.49 ,05 03 22.03 
06 32 18.62 ,05 05 03.69 
06 32 07.39 ,04 59 32.65 
06 32 27.05 ,04 57 17.50 
06 32 13.31 ,04 54 47.31 
06 32 22.13 ,05 00 46.25 
06 32 05.32 ,04 56 34.86 
06 32 06.16 ,04 55 11.71 
06 31 59.25 ,05 02 02.59 
06 32 20.59 ,04 54 52.80 
06 32 31.62 ,05 02 25.31 
06 32 09.56 ,05 01 26.97 
06 32 12.38 ,05 04 55.37 
06 31 59.55 ,04 56 47.17 
06 32 10.00 ,04 56 11.23 
06 32 04.11 ,05 03 32.13 
