ra,dec
16 31 35.01 ,-24 26 31.30 
16 25 33.07 ,-24 37 08.27 
16 30 30.38 ,-24 55 58.45 
16 28 20.12 ,-24 27 34.64 
16 26 15.87 ,-24 08 28.96 
16 29 12.42 ,-25 02 05.26 
16 23 32.42 ,-24 30 08.09 
16 29 18.22 ,-23 44 41.29 
16 24 27.64 ,-24 13 21.76 
16 28 53.57 ,-24 22 12.84 
16 30 05.38 ,-23 36 45.78 
16 25 52.20 ,-24 04 11.84 
16 28 41.75 ,-24 39 03.34 
16 25 24.99 ,-24 07 40.80 
16 27 57.98 ,-25 05 17.52 
16 31 32.99 ,-24 21 06.21 
16 28 16.41 ,-24 52 08.83 
16 29 29.16 ,-24 11 57.21 
16 29 45.11 ,-23 24 02.41 
16 31 44.37 ,-24 57 36.54 
16 27 14.44 ,-23 32 43.41 
16 24 44.85 ,-25 12 04.66 
16 30 26.19 ,-24 55 05.19 
16 25 08.44 ,-24 10 25.59 
16 23 28.07 ,-24 52 27.63 
16 28 54.19 ,-23 39 59.29 
16 23 53.88 ,-25 02 19.87 
16 27 03.01 ,-24 42 59.28 
16 29 44.06 ,-23 41 41.00 
16 28 58.53 ,-24 18 27.25 
16 26 48.09 ,-24 08 32.07 
16 24 37.75 ,-25 06 29.26 
16 26 25.62 ,-24 46 53.60 
16 26 37.03 ,-24 13 40.21 
16 28 04.94 ,-24 23 11.48 
16 30 57.14 ,-24 01 16.77 
16 27 59.76 ,-25 10 16.69 
16 29 09.34 ,-25 33 44.89 
16 31 19.94 ,-23 40 00.55 
16 29 24.02 ,-24 22 31.23 
16 24 17.59 ,-25 11 31.62 
16 26 59.32 ,-23 45 03.13 
16 25 11.38 ,-23 42 31.75 
16 31 12.53 ,-23 49 39.65 
16 28 20.23 ,-25 04 51.99 
16 30 10.22 ,-24 37 32.03 
16 25 15.96 ,-25 15 53.13 
16 32 19.05 ,-24 19 36.96 
16 23 49.89 ,-23 55 11.08 
16 33 04.05 ,-24 15 40.32 
16 25 38.56 ,-24 43 55.24 
16 26 52.26 ,-23 48 35.55 
16 27 22.73 ,-23 57 22.13 
16 29 03.95 ,-24 39 18.26 
16 28 04.28 ,-24 19 41.37 
16 30 08.30 ,-24 14 14.13 
16 29 06.97 ,-24 57 01.20 
16 31 10.39 ,-25 09 55.77 
16 30 46.67 ,-24 55 33.32 
16 27 05.20 ,-24 08 52.09 
16 28 02.99 ,-24 38 57.79 
16 28 56.24 ,-23 30 54.23 
16 30 04.30 ,-25 07 43.90 
16 23 09.48 ,-24 08 55.06 
16 24 48.06 ,-24 54 40.31 
16 32 16.06 ,-24 06 36.24 
16 23 29.09 ,-25 02 07.37 
16 32 41.07 ,-24 46 45.01 
16 27 49.56 ,-23 38 02.17 
16 29 58.33 ,-24 44 33.82 
16 25 01.23 ,-24 20 37.52 
16 28 36.93 ,-23 40 59.57 
16 24 31.85 ,-24 15 17.56 
16 32 01.82 ,-24 33 20.90 
16 31 52.03 ,-24 35 39.43 
16 27 02.64 ,-23 57 38.29 
16 29 08.54 ,-23 27 23.43 
16 28 57.87 ,-24 57 27.45 
16 25 41.30 ,-24 06 31.84 
16 27 14.90 ,-25 20 52.14 
16 27 51.69 ,-25 25 20.69 
16 29 42.11 ,-24 47 54.72 
16 28 36.40 ,-25 37 00.49 
16 32 36.16 ,-24 54 33.07 
16 28 25.74 ,-23 41 48.55 
16 31 13.43 ,-24 46 25.80 
16 31 20.99 ,-25 01 52.27 
16 31 07.44 ,-24 46 41.33 
16 29 36.36 ,-25 03 08.52 
16 28 12.70 ,-24 36 35.46 
16 29 36.02 ,-24 46 06.28 
16 32 07.13 ,-24 40 27.05 
16 29 22.11 ,-25 08 46.85 
16 26 33.67 ,-24 36 21.90 
16 29 23.24 ,-25 22 37.83 
16 32 40.68 ,-24 09 10.77 
16 26 59.48 ,-25 04 29.47 
16 26 48.43 ,-25 08 20.06 
16 25 44.41 ,-24 27 27.00 
16 29 56.71 ,-24 35 33.87 
16 26 41.64 ,-25 06 39.51 
16 29 26.08 ,-23 35 45.36 
16 25 37.25 ,-25 35 50.63 
16 31 01.12 ,-24 12 19.64 
16 28 00.91 ,-23 37 50.31 
16 26 53.46 ,-24 29 19.25 
16 28 18.50 ,-24 08 59.12 
16 28 52.39 ,-24 45 25.72 
16 29 10.23 ,-24 16 34.91 
16 27 16.43 ,-23 46 33.19 
16 29 18.48 ,-25 41 08.60 
16 29 05.43 ,-23 37 29.00 
16 27 07.95 ,-23 58 27.63 
16 30 06.98 ,-25 13 43.40 
