ra,dec
18 18 39.79 ,-13 49 10.02 
18 18 24.27 ,-13 49 16.53 
18 18 52.89 ,-13 53 54.04 
18 18 49.92 ,-13 46 42.74 
18 18 45.80 ,-13 49 37.44 
18 18 44.53 ,-13 50 22.79 
18 18 40.18 ,-13 48 48.82 
18 18 54.16 ,-13 46 45.76 
18 18 36.92 ,-13 51 47.62 
18 18 37.69 ,-13 47 27.52 
18 18 51.82 ,-13 48 37.19 
18 18 58.95 ,-13 48 58.09 
18 18 59.04 ,-13 49 40.80 
18 18 32.63 ,-13 51 12.57 
18 18 44.85 ,-13 51 09.07 
18 18 57.54 ,-13 48 31.73 
18 18 37.96 ,-13 51 57.70 
18 18 30.22 ,-13 50 45.03 
18 18 36.82 ,-13 47 56.52 
18 18 27.12 ,-13 49 46.43 
18 18 43.96 ,-13 47 30.13 
18 18 57.09 ,-13 48 24.22 
18 18 34.68 ,-13 53 06.60 
18 18 43.90 ,-13 50 02.56 
18 18 31.99 ,-13 54 20.27 
18 18 44.85 ,-13 50 44.04 
18 18 49.44 ,-13 50 31.09 
18 18 55.07 ,-13 48 59.45 
18 18 30.12 ,-13 51 53.48 
18 18 47.64 ,-13 50 51.80 
18 18 50.88 ,-13 53 04.34 
18 18 39.41 ,-13 53 08.33 
18 18 45.29 ,-13 48 56.90 
18 18 40.20 ,-13 53 53.67 
18 18 51.06 ,-13 54 00.67 
18 18 29.69 ,-13 52 23.72 
18 18 40.58 ,-13 48 20.96 
18 18 41.41 ,-13 47 26.59 
18 19 00.59 ,-13 50 09.20 
18 18 56.77 ,-13 52 33.55 
18 18 33.20 ,-13 47 57.09 
18 18 58.59 ,-13 49 42.78 
18 18 47.12 ,-13 52 00.33 
18 18 35.66 ,-13 49 28.49 
18 18 51.98 ,-13 49 31.29 
18 18 34.19 ,-13 50 42.03 
18 18 36.45 ,-13 46 45.93 
18 18 54.39 ,-13 48 21.02 
18 19 01.77 ,-13 49 47.52 
18 18 47.20 ,-13 49 09.06 
18 18 40.63 ,-13 48 41.74 
18 18 39.69 ,-13 50 34.42 
18 18 44.53 ,-13 49 44.50 
18 18 41.21 ,-13 50 38.00 
18 18 24.57 ,-13 49 49.30 
18 18 38.73 ,-13 51 19.69 
18 18 39.04 ,-13 49 39.78 
18 18 42.72 ,-13 54 28.38 
18 18 54.76 ,-13 52 55.71 
18 18 40.35 ,-13 48 35.25 
18 18 34.60 ,-13 51 28.43 
18 18 31.03 ,-13 50 46.39 
18 18 42.23 ,-13 50 15.50 
18 18 55.33 ,-13 51 50.74 
18 18 57.36 ,-13 50 19.43 
18 18 34.50 ,-13 49 34.48 
18 18 30.80 ,-13 48 38.90 
18 18 44.58 ,-13 54 21.77 
18 18 40.50 ,-13 54 07.25 
18 18 54.45 ,-13 51 55.62 
18 18 34.82 ,-13 54 32.91 
18 18 46.08 ,-13 52 31.68 
18 18 40.34 ,-13 47 36.23 
18 18 36.66 ,-13 49 36.33 
18 18 39.84 ,-13 51 05.93 
18 18 31.65 ,-13 50 33.33 
18 18 27.61 ,-13 48 48.12 
18 18 48.44 ,-13 51 37.98 
18 18 57.62 ,-13 52 26.51 
18 18 55.06 ,-13 50 56.82 
18 18 57.63 ,-13 50 21.44 
18 18 33.35 ,-13 50 00.71 
18 18 58.79 ,-13 49 08.30 
18 18 40.16 ,-13 46 32.46 
18 18 30.17 ,-13 49 59.94 
18 18 48.57 ,-13 51 41.58 
18 18 38.17 ,-13 50 48.80 
18 18 40.33 ,-13 52 46.22 
18 18 38.83 ,-13 50 10.88 
18 18 38.77 ,-13 47 38.02 
18 18 44.70 ,-13 47 03.84 
18 18 27.23 ,-13 48 31.01 
18 18 32.84 ,-13 49 54.61 
18 18 36.61 ,-13 47 30.63 
18 19 02.39 ,-13 51 36.19 
18 18 45.10 ,-13 49 22.84 
18 18 44.03 ,-13 50 12.06 
18 18 47.41 ,-13 47 22.00 
18 18 44.09 ,-13 50 56.93 
18 18 29.63 ,-13 48 04.93 
18 18 50.79 ,-13 49 54.73 
18 18 44.35 ,-13 49 16.28 
18 19 01.80 ,-13 48 43.24 
18 18 39.49 ,-13 51 54.98 
18 18 46.18 ,-13 48 26.61 
18 18 49.41 ,-13 50 17.01 
18 18 48.03 ,-13 47 57.08 
18 18 29.49 ,-13 52 55.28 
18 18 40.20 ,-13 54 08.12 
18 18 50.85 ,-13 47 57.49 
18 18 31.18 ,-13 51 00.38 
18 18 41.21 ,-13 53 16.14 
18 18 42.77 ,-13 49 24.25 
18 18 53.76 ,-13 50 39.87 
18 18 52.10 ,-13 51 56.72 
18 18 29.01 ,-13 48 41.72 
18 18 51.85 ,-13 51 08.20 
18 18 43.27 ,-13 51 53.85 
18 18 29.30 ,-13 52 57.40 
18 19 02.17 ,-13 52 02.74 
18 18 38.16 ,-13 47 05.25 
18 18 34.83 ,-13 50 14.54 
18 18 36.70 ,-13 54 26.10 
18 18 38.01 ,-13 54 23.46 
18 18 37.28 ,-13 53 14.12 
18 18 43.11 ,-13 54 34.41 
18 18 51.02 ,-13 48 21.23 
18 18 31.77 ,-13 52 28.19 
18 18 42.71 ,-13 52 05.81 
18 18 52.60 ,-13 49 39.47 
18 18 44.14 ,-13 51 04.87 
18 18 39.95 ,-13 48 15.24 
18 18 48.27 ,-13 52 35.32 
18 18 35.83 ,-13 48 09.11 
18 18 44.28 ,-13 46 47.34 
18 19 01.81 ,-13 50 57.82 
18 18 59.44 ,-13 50 30.97 
18 18 33.09 ,-13 49 28.88 
18 18 29.51 ,-13 49 31.54 
18 18 35.65 ,-13 47 06.56 
18 18 30.18 ,-13 51 41.54 
18 18 51.35 ,-13 49 50.33 
18 18 55.69 ,-13 50 19.98 
18 18 38.88 ,-13 46 24.80 
18 18 47.66 ,-13 51 49.69 
18 18 50.50 ,-13 51 39.45 
18 18 58.97 ,-13 50 29.32 
18 18 59.75 ,-13 47 48.90 
18 18 37.62 ,-13 53 33.71 
18 19 01.87 ,-13 51 01.13 
18 18 48.60 ,-13 51 22.95 
18 18 46.14 ,-13 49 17.04 
18 18 56.45 ,-13 47 42.25 
18 18 54.67 ,-13 49 13.31 
18 18 55.76 ,-13 51 57.34 
18 18 40.80 ,-13 48 10.70 
18 18 51.45 ,-13 50 45.00 
18 18 30.94 ,-13 48 01.62 
18 18 56.23 ,-13 52 37.37 
18 18 39.22 ,-13 52 18.21 
18 18 47.45 ,-13 54 24.04 
18 18 32.84 ,-13 53 36.14 
18 18 47.36 ,-13 53 13.42 
18 18 35.80 ,-13 50 16.55 
18 18 44.06 ,-13 51 02.41 
18 18 42.39 ,-13 50 45.34 
18 18 54.14 ,-13 50 34.56 
18 18 41.19 ,-13 54 04.96 
18 18 54.12 ,-13 52 08.74 
18 18 27.44 ,-13 50 30.23 
18 18 48.08 ,-13 54 46.79 
18 18 30.65 ,-13 51 43.82 
18 18 58.92 ,-13 48 45.95 
18 18 42.13 ,-13 48 22.48 
18 18 33.72 ,-13 50 32.20 
18 18 56.95 ,-13 50 32.23 
18 18 50.06 ,-13 53 14.61 
18 18 36.41 ,-13 49 39.77 
18 18 52.99 ,-13 50 38.55 
18 18 44.50 ,-13 46 57.47 
18 18 49.68 ,-13 47 26.96 
18 18 52.88 ,-13 52 02.61 
18 18 38.64 ,-13 47 28.13 
18 18 37.12 ,-13 46 42.77 
18 18 38.43 ,-13 52 12.03 
18 18 35.11 ,-13 54 18.61 
18 18 36.94 ,-13 48 24.71 
18 18 56.94 ,-13 49 24.60 
18 18 48.09 ,-13 52 19.79 
18 18 27.91 ,-13 49 39.05 
18 18 49.30 ,-13 48 38.43 
18 18 54.29 ,-13 53 58.19 
18 18 46.98 ,-13 52 17.93 
18 18 59.62 ,-13 48 44.40 
18 18 52.43 ,-13 46 41.80 
18 18 33.52 ,-13 52 46.34 
18 18 28.56 ,-13 51 52.00 
18 18 36.51 ,-13 51 46.39 
18 18 35.82 ,-13 51 38.81 
18 18 38.78 ,-13 54 05.33 
18 18 41.25 ,-13 54 04.99 
18 18 42.50 ,-13 49 57.64 
18 18 59.09 ,-13 49 28.20 
18 18 58.87 ,-13 53 26.63 
18 18 39.48 ,-13 54 41.72 
18 18 40.66 ,-13 48 17.08 
18 18 43.22 ,-13 49 04.89 
18 18 47.04 ,-13 48 05.18 
18 18 48.11 ,-13 49 10.88 
18 18 35.61 ,-13 47 58.35 
18 19 00.03 ,-13 48 11.40 
18 18 42.35 ,-13 50 06.00 
18 18 29.85 ,-13 52 34.85 
18 18 53.64 ,-13 47 46.37 
18 18 44.27 ,-13 49 14.28 
18 18 57.74 ,-13 48 37.43 
18 18 47.47 ,-13 49 16.15 
18 18 43.23 ,-13 50 56.51 
18 18 49.62 ,-13 54 42.10 
18 18 45.53 ,-13 49 56.71 
18 18 37.18 ,-13 50 18.30 
18 18 43.68 ,-13 51 35.79 
18 18 42.85 ,-13 51 14.93 
18 18 41.38 ,-13 51 00.07 
18 18 34.79 ,-13 51 56.28 
18 18 33.18 ,-13 48 01.02 
18 18 44.92 ,-13 46 22.49 
18 18 30.95 ,-13 47 57.57 
18 18 44.97 ,-13 47 38.34 
18 18 31.58 ,-13 49 31.77 
18 18 55.48 ,-13 50 54.20 
18 18 46.31 ,-13 54 36.15 
18 19 00.11 ,-13 49 19.04 
18 18 43.47 ,-13 50 18.01 
18 18 48.03 ,-13 50 55.47 
18 18 40.48 ,-13 45 48.14 
18 18 33.87 ,-13 48 25.98 
18 18 29.57 ,-13 50 24.06 
18 18 28.90 ,-13 53 27.92 
18 18 30.93 ,-13 52 05.54 
18 18 58.41 ,-13 48 28.37 
18 18 42.25 ,-13 50 06.97 
18 18 39.11 ,-13 50 17.67 
18 18 39.43 ,-13 51 30.32 
18 18 44.33 ,-13 49 06.64 
18 18 45.52 ,-13 50 51.67 
18 18 36.31 ,-13 47 52.24 
18 18 48.24 ,-13 48 16.63 
18 18 55.27 ,-13 52 17.71 
18 18 48.32 ,-13 52 34.98 
18 18 27.08 ,-13 50 44.20 
18 18 47.82 ,-13 54 02.64 
18 18 40.27 ,-13 48 44.63 
18 18 55.43 ,-13 47 35.88 
18 18 48.50 ,-13 52 03.73 
18 18 33.29 ,-13 51 21.92 
18 18 52.86 ,-13 52 58.57 
18 18 42.36 ,-13 54 22.29 
18 18 40.05 ,-13 49 19.10 
18 18 47.75 ,-13 51 37.92 
18 18 31.93 ,-13 48 54.46 
18 18 57.77 ,-13 48 54.67 
18 18 55.54 ,-13 51 43.64 
18 18 25.96 ,-13 51 00.56 
18 18 39.89 ,-13 48 14.24 
18 18 55.86 ,-13 47 06.09 
18 18 42.52 ,-13 50 52.80 
18 18 42.31 ,-13 50 50.80 
18 18 42.19 ,-13 53 58.79 
18 18 24.41 ,-13 50 12.65 
18 18 48.52 ,-13 48 22.57 
18 18 57.00 ,-13 47 15.76 
18 18 27.69 ,-13 53 22.23 
18 18 32.98 ,-13 51 19.58 
18 18 25.27 ,-13 51 45.07 
18 18 41.15 ,-13 48 08.72 
18 18 38.31 ,-13 48 21.97 
18 18 41.08 ,-13 49 44.99 
18 18 28.94 ,-13 49 26.19 
18 18 49.95 ,-13 50 39.46 
18 18 41.54 ,-13 50 43.47 
18 18 43.68 ,-13 49 09.74 
18 18 30.94 ,-13 47 59.55 
18 18 54.61 ,-13 52 05.11 
18 18 46.72 ,-13 53 26.33 
18 18 49.74 ,-13 53 23.90 
18 18 47.28 ,-13 50 28.16 
18 18 56.00 ,-13 48 11.48 
18 18 31.84 ,-13 51 52.93 
18 18 50.83 ,-13 51 20.65 
18 18 38.52 ,-13 48 47.87 
18 18 45.64 ,-13 45 58.86 
18 18 44.75 ,-13 53 22.48 
18 18 58.96 ,-13 48 31.72 
18 18 45.42 ,-13 50 41.51 
18 18 39.62 ,-13 54 37.51 
18 18 27.76 ,-13 49 00.02 
18 18 36.56 ,-13 50 36.62 
18 18 55.89 ,-13 49 47.27 
18 18 41.10 ,-13 48 35.13 
18 18 49.53 ,-13 54 35.59 
18 18 45.46 ,-13 49 10.62 
18 18 27.48 ,-13 49 06.42 
18 18 41.82 ,-13 51 24.78 
18 18 44.97 ,-13 47 44.31 
18 18 41.35 ,-13 49 10.42 
18 18 41.36 ,-13 54 29.90 
18 18 26.95 ,-13 52 19.95 
18 18 26.89 ,-13 51 23.13 
18 18 37.60 ,-13 49 38.94 
18 18 56.29 ,-13 53 33.89 
18 18 49.65 ,-13 49 27.92 
18 18 47.45 ,-13 52 57.61 
18 18 41.20 ,-13 51 50.21 
18 18 44.33 ,-13 52 24.44 
18 18 37.04 ,-13 54 04.08 
18 18 50.56 ,-13 50 53.88 
18 18 35.73 ,-13 48 02.88 
18 18 46.95 ,-13 50 47.25 
18 18 28.12 ,-13 48 26.73 
18 18 49.24 ,-13 47 28.01 
18 18 45.80 ,-13 48 43.74 
18 18 40.46 ,-13 50 43.37 
18 18 57.09 ,-13 49 35.80 
18 18 38.02 ,-13 53 59.74 
18 18 26.80 ,-13 49 08.34 
18 18 42.29 ,-13 46 48.61 
18 19 01.28 ,-13 49 25.29 
18 18 40.46 ,-13 48 39.34 
18 18 46.31 ,-13 51 55.32 
18 18 28.75 ,-13 50 11.97 
18 18 46.07 ,-13 47 22.34 
18 18 55.49 ,-13 52 27.92 
18 18 29.04 ,-13 49 14.80 
18 18 31.10 ,-13 49 42.04 
18 18 51.05 ,-13 51 34.00 
18 18 54.58 ,-13 48 22.54 
18 18 32.23 ,-13 52 01.59 
18 18 31.01 ,-13 51 06.35 
18 18 55.59 ,-13 47 35.04 
18 18 49.45 ,-13 47 56.04 
18 18 31.59 ,-13 53 12.47 
18 18 57.90 ,-13 50 42.01 
18 18 32.79 ,-13 52 09.49 
18 18 30.23 ,-13 49 04.48 
18 18 52.08 ,-13 52 44.20 
18 18 35.62 ,-13 51 22.83 
18 18 32.99 ,-13 47 40.22 
18 18 40.42 ,-13 47 04.57 
18 18 48.32 ,-13 52 50.12 
18 18 43.51 ,-13 53 45.82 
18 18 30.87 ,-13 51 45.13 
18 18 43.60 ,-13 50 46.71 
