ra,dec
18 02 15.17 ,-23 06 12.85 
18 02 34.21 ,-23 04 18.56 
18 02 05.18 ,-23 02 21.03 
18 02 23.39 ,-23 05 06.98 
18 02 05.92 ,-22 58 27.14 
18 02 39.61 ,-23 03 00.14 
18 02 19.83 ,-22 57 28.39 
18 02 30.42 ,-22 56 51.98 
18 02 15.33 ,-22 59 51.47 
18 02 19.71 ,-23 06 42.93 
18 02 04.15 ,-23 02 51.09 
18 02 01.76 ,-23 03 21.42 
18 02 03.37 ,-23 00 53.98 
18 02 38.19 ,-23 00 28.45 
18 02 41.76 ,-23 02 58.21 
18 02 16.39 ,-23 04 33.70 
18 02 18.63 ,-23 00 24.42 
18 02 28.64 ,-23 01 42.73 
18 02 27.39 ,-23 00 35.58 
18 02 23.81 ,-22 56 05.18 
18 02 20.01 ,-22 57 24.08 
18 02 00.57 ,-22 57 26.76 
18 02 31.37 ,-22 59 26.53 
18 01 59.11 ,-23 01 56.23 
18 02 15.34 ,-23 00 27.43 
18 02 20.16 ,-23 04 20.23 
18 02 13.71 ,-23 03 48.04 
18 02 20.92 ,-22 58 52.29 
18 02 00.99 ,-23 00 49.60 
18 02 24.25 ,-23 02 34.55 
18 02 23.37 ,-22 59 12.39 
18 01 52.92 ,-23 02 08.07 
18 02 28.28 ,-22 57 45.03 
18 01 54.72 ,-23 04 35.02 
18 02 19.42 ,-23 04 40.13 
18 02 28.32 ,-22 56 16.25 
18 02 27.26 ,-23 00 15.82 
18 02 03.32 ,-23 05 55.25 
18 02 27.99 ,-23 06 51.70 
18 02 19.41 ,-22 59 24.78 
18 02 24.47 ,-23 07 18.11 
18 02 13.81 ,-23 00 15.55 
18 02 30.37 ,-22 59 59.25 
18 02 14.44 ,-23 05 34.05 
18 02 33.71 ,-22 59 21.60 
18 02 11.69 ,-23 03 05.36 
18 02 07.03 ,-23 05 56.30 
18 02 15.33 ,-22 57 59.54 
18 02 03.55 ,-23 01 48.65 
18 02 40.88 ,-23 03 53.15 
18 02 24.31 ,-22 57 39.48 
18 02 11.45 ,-23 01 43.80 
18 02 06.17 ,-23 02 27.82 
18 02 09.12 ,-23 03 12.55 
18 02 24.15 ,-22 58 11.44 
18 02 08.86 ,-23 07 20.82 
18 02 34.76 ,-23 01 26.03 
18 02 19.00 ,-23 05 08.86 
18 02 11.45 ,-23 04 48.40 
18 02 16.57 ,-23 02 35.67 
18 02 14.82 ,-23 00 04.52 
18 01 55.15 ,-23 04 16.73 
18 02 07.82 ,-22 56 17.33 
18 02 34.54 ,-22 58 59.16 
18 02 06.02 ,-23 03 58.86 
18 01 58.58 ,-23 03 19.30 
18 02 25.00 ,-23 01 55.21 
18 02 08.50 ,-23 04 45.28 
18 02 03.42 ,-23 00 31.13 
18 02 22.94 ,-23 06 48.96 
18 02 38.26 ,-23 03 40.15 
18 02 29.65 ,-22 59 49.02 
18 02 20.61 ,-23 04 37.11 
18 02 18.07 ,-23 02 06.97 
18 02 36.37 ,-23 03 12.00 
18 02 22.39 ,-22 59 06.84 
18 02 30.11 ,-23 02 32.25 
18 01 54.60 ,-23 01 38.24 
18 02 12.23 ,-23 07 56.86 
18 02 24.85 ,-22 59 47.65 
18 02 32.05 ,-23 03 39.47 
18 02 02.56 ,-22 59 37.06 
18 02 26.74 ,-23 07 30.00 
18 01 56.22 ,-23 01 10.59 
18 01 53.59 ,-23 00 06.86 
18 01 58.52 ,-22 58 17.31 
18 02 01.24 ,-23 02 37.90 
18 02 10.19 ,-22 58 52.95 
18 02 30.66 ,-22 56 45.55 
18 02 31.38 ,-22 58 10.14 
18 02 40.32 ,-23 00 33.03 
18 02 31.72 ,-23 03 49.34 
18 02 25.33 ,-23 03 34.79 
18 02 21.05 ,-22 58 44.72 
18 02 15.74 ,-23 02 39.88 
18 02 02.99 ,-23 05 29.20 
18 02 05.65 ,-23 02 36.50 
18 02 07.16 ,-23 01 54.17 
18 02 24.62 ,-23 03 33.89 
18 02 24.84 ,-23 02 12.91 
18 02 18.75 ,-22 58 48.52 
18 02 21.87 ,-23 07 42.35 
18 02 25.54 ,-23 00 45.89 
18 02 15.85 ,-23 00 09.36 
18 02 40.17 ,-23 02 55.53 
18 01 59.04 ,-22 59 23.02 
18 02 31.35 ,-23 05 01.31 
18 02 11.91 ,-23 03 52.31 
18 02 31.81 ,-22 58 56.44 
18 02 26.07 ,-22 56 37.15 
18 02 20.27 ,-23 04 26.13 
18 02 37.47 ,-23 01 02.00 
18 02 15.85 ,-23 02 31.04 
18 01 58.82 ,-22 59 18.38 
18 02 31.70 ,-23 04 21.52 
18 02 17.72 ,-23 06 52.06 
18 02 32.44 ,-23 02 20.46 
18 01 57.93 ,-22 58 20.44 
18 02 21.87 ,-22 57 12.54 
18 02 05.02 ,-23 01 00.35 
18 02 36.40 ,-23 01 00.88 
18 02 29.36 ,-23 04 32.87 
18 02 40.15 ,-23 00 17.19 
18 02 34.40 ,-23 02 45.63 
18 02 06.70 ,-23 01 27.16 
18 02 28.43 ,-23 06 40.70 
18 02 29.98 ,-23 04 56.70 
18 02 05.48 ,-23 02 04.95 
18 02 27.56 ,-23 07 43.93 
18 02 11.30 ,-22 55 55.80 
18 01 55.47 ,-23 03 03.01 
18 02 42.62 ,-23 02 22.67 
18 02 13.16 ,-22 57 22.81 
18 02 18.52 ,-23 07 53.79 
18 02 16.24 ,-22 59 02.59 
18 02 01.59 ,-23 05 49.62 
18 01 59.12 ,-23 00 17.80 
18 02 41.31 ,-23 02 45.30 
18 02 14.66 ,-22 57 58.63 
18 02 10.73 ,-23 01 06.16 
18 02 10.57 ,-23 05 55.01 
18 02 26.49 ,-22 57 03.54 
18 02 10.48 ,-23 06 19.72 
18 02 31.20 ,-22 56 20.40 
18 02 37.19 ,-23 00 51.70 
18 02 20.74 ,-23 04 56.44 
18 02 24.10 ,-23 02 16.03 
18 02 37.08 ,-23 01 27.76 
18 02 13.93 ,-23 01 13.59 
18 01 57.00 ,-23 06 18.88 
18 02 32.63 ,-22 58 58.66 
18 02 10.57 ,-23 00 26.56 
18 02 09.38 ,-23 01 00.96 
18 02 16.84 ,-23 01 47.98 
18 02 02.97 ,-23 02 52.40 
18 02 21.41 ,-23 06 50.06 
18 02 32.79 ,-22 58 20.20 
18 02 08.55 ,-22 56 23.61 
18 01 53.76 ,-23 02 02.65 
18 02 29.68 ,-23 03 20.27 
18 02 20.19 ,-23 01 34.30 
18 02 33.22 ,-22 59 29.72 
18 02 45.21 ,-23 02 17.14 
18 02 22.81 ,-23 06 33.29 
18 02 05.33 ,-23 02 25.64 
18 02 39.99 ,-23 02 23.03 
18 02 06.65 ,-23 07 41.47 
18 02 02.47 ,-22 57 08.16 
18 01 55.16 ,-22 58 41.31 
18 02 39.45 ,-23 00 11.73 
18 02 23.56 ,-23 02 19.02 
18 02 01.90 ,-23 05 38.53 
18 02 34.07 ,-23 05 14.23 
18 02 32.79 ,-22 56 47.25 
18 02 00.07 ,-23 03 41.26 
18 02 06.12 ,-23 02 52.20 
18 02 16.98 ,-22 56 13.11 
18 02 04.30 ,-22 59 54.76 
18 02 12.41 ,-23 04 13.69 
18 02 25.11 ,-23 02 38.74 
18 02 08.28 ,-22 59 55.71 
