ra,dec
10 45 16.36 ,-59 43 15.36 
10 44 53.40 ,-59 41 15.91 
10 45 14.18 ,-59 42 45.86 
10 45 05.62 ,-59 39 29.30 
10 45 13.55 ,-59 39 05.95 
10 44 43.75 ,-59 38 49.54 
10 44 45.66 ,-59 43 31.36 
10 45 04.27 ,-59 40 26.08 
10 44 42.82 ,-59 38 04.70 
10 45 04.38 ,-59 40 58.15 
10 44 49.48 ,-59 41 36.95 
10 45 00.64 ,-59 39 58.76 
10 45 06.93 ,-59 43 20.06 
10 44 46.98 ,-59 38 12.15 
10 45 18.36 ,-59 43 13.07 
10 45 21.81 ,-59 39 51.55 
10 45 00.86 ,-59 41 26.51 
10 44 39.52 ,-59 44 15.40 
10 44 49.55 ,-59 44 10.13 
10 45 04.42 ,-59 37 29.02 
10 45 05.48 ,-59 38 47.27 
10 45 15.16 ,-59 43 49.42 
10 45 13.69 ,-59 43 44.48 
10 44 32.64 ,-59 42 09.86 
10 45 09.75 ,-59 43 50.03 
10 44 54.95 ,-59 38 13.17 
10 45 07.70 ,-59 43 22.25 
10 44 50.60 ,-59 43 09.35 
10 45 11.83 ,-59 44 19.79 
10 45 00.56 ,-59 42 43.34 
10 44 48.60 ,-59 41 55.62 
10 45 06.39 ,-59 40 36.23 
10 44 45.59 ,-59 43 16.24 
10 44 33.40 ,-59 42 48.55 
10 45 04.21 ,-59 42 24.64 
10 44 56.01 ,-59 42 44.57 
10 44 31.89 ,-59 41 39.08 
10 44 55.85 ,-59 41 45.01 
10 44 46.20 ,-59 40 51.75 
10 44 33.41 ,-59 40 24.02 
10 45 07.37 ,-59 41 55.32 
10 44 59.86 ,-59 40 34.63 
10 45 03.96 ,-59 40 48.17 
10 45 01.64 ,-59 42 28.75 
10 45 11.51 ,-59 38 24.58 
10 45 06.02 ,-59 38 57.58 
10 44 51.01 ,-59 38 17.70 
10 45 08.62 ,-59 44 04.78 
10 44 56.95 ,-59 40 06.62 
10 44 45.15 ,-59 43 49.46 
10 45 22.68 ,-59 42 08.93 
10 45 03.08 ,-59 38 20.57 
10 44 40.06 ,-59 39 48.37 
10 45 09.54 ,-59 40 18.42 
10 44 57.82 ,-59 44 39.00 
10 44 27.43 ,-59 41 17.27 
10 45 05.23 ,-59 38 43.41 
10 44 57.64 ,-59 44 09.45 
10 44 38.24 ,-59 39 21.85 
10 45 02.12 ,-59 41 13.36 
10 44 41.90 ,-59 42 35.12 
10 45 11.57 ,-59 39 44.64 
10 44 37.63 ,-59 39 37.01 
10 44 59.67 ,-59 38 39.51 
10 45 07.03 ,-59 41 39.01 
10 45 23.02 ,-59 40 48.87 
10 45 01.16 ,-59 42 20.39 
10 45 13.28 ,-59 42 54.43 
10 44 55.99 ,-59 39 37.45 
10 44 55.39 ,-59 44 09.12 
10 45 24.81 ,-59 41 44.38 
10 45 00.11 ,-59 39 06.83 
10 44 43.96 ,-59 40 41.10 
10 45 20.16 ,-59 39 07.19 
10 45 14.56 ,-59 42 05.07 
10 44 51.96 ,-59 42 42.49 
10 45 00.93 ,-59 38 57.00 
10 44 33.60 ,-59 39 27.44 
10 45 00.51 ,-59 37 31.69 
10 44 48.33 ,-59 41 04.49 
10 45 17.16 ,-59 41 21.89 
10 45 04.87 ,-59 42 31.78 
10 44 43.46 ,-59 38 04.52 
10 44 50.02 ,-59 42 24.40 
10 45 00.31 ,-59 42 40.88 
10 45 08.39 ,-59 37 48.44 
10 45 10.32 ,-59 42 01.35 
10 45 00.33 ,-59 42 05.11 
10 44 35.00 ,-59 42 21.74 
10 45 00.08 ,-59 43 43.72 
10 45 06.77 ,-59 39 15.91 
10 44 37.64 ,-59 38 15.29 
10 44 36.22 ,-59 39 56.30 
10 44 54.78 ,-59 37 14.03 
10 44 58.96 ,-59 38 41.16 
10 44 45.23 ,-59 42 59.77 
10 44 40.77 ,-59 42 28.53 
10 44 55.83 ,-59 43 10.87 
10 44 57.75 ,-59 44 30.28 
10 44 54.46 ,-59 44 17.13 
10 45 11.66 ,-59 41 15.56 
10 45 09.74 ,-59 41 43.97 
10 45 10.48 ,-59 44 18.18 
10 45 01.76 ,-59 40 40.16 
10 44 30.03 ,-59 40 12.73 
10 45 16.80 ,-59 41 00.23 
10 44 48.24 ,-59 39 43.35 
10 45 02.44 ,-59 38 25.83 
10 44 59.76 ,-59 43 11.68 
10 45 11.30 ,-59 38 33.24 
10 44 38.27 ,-59 40 56.83 
10 45 09.91 ,-59 44 20.88 
10 44 53.52 ,-59 39 43.23 
10 45 06.58 ,-59 38 23.14 
10 45 15.04 ,-59 39 55.79 
10 45 19.04 ,-59 42 31.76 
10 44 59.63 ,-59 41 59.38 
10 45 20.60 ,-59 41 32.71 
10 44 47.11 ,-59 40 05.90 
10 45 13.75 ,-59 42 19.36 
10 44 54.71 ,-59 44 12.00 
10 44 53.32 ,-59 42 18.21 
10 45 18.18 ,-59 43 16.70 
10 44 52.06 ,-59 42 22.32 
10 44 37.97 ,-59 42 10.68 
10 44 57.04 ,-59 41 38.23 
10 45 06.79 ,-59 38 46.74 
10 45 03.63 ,-59 43 30.32 
10 44 48.76 ,-59 38 33.57 
10 44 26.90 ,-59 41 29.61 
10 44 52.19 ,-59 44 33.63 
10 44 57.77 ,-59 42 54.95 
10 44 39.06 ,-59 41 42.05 
10 44 39.55 ,-59 38 47.27 
10 45 07.63 ,-59 42 20.53 
10 45 01.43 ,-59 40 43.04 
10 45 09.28 ,-59 42 13.69 
10 44 30.13 ,-59 41 34.07 
10 44 59.03 ,-59 42 43.22 
10 44 31.42 ,-59 41 38.87 
10 45 17.80 ,-59 38 35.14 
10 45 16.75 ,-59 41 03.70 
10 45 15.50 ,-59 41 39.50 
10 45 01.42 ,-59 42 57.40 
10 45 01.31 ,-59 39 37.00 
10 45 26.55 ,-59 39 52.45 
10 45 06.92 ,-59 42 13.88 
10 44 46.39 ,-59 40 05.21 
10 44 32.10 ,-59 42 44.64 
10 44 32.19 ,-59 42 37.91 
10 44 56.35 ,-59 39 04.76 
10 44 44.85 ,-59 42 49.61 
10 44 43.47 ,-59 40 25.03 
10 44 39.05 ,-59 42 20.35 
10 44 49.27 ,-59 38 49.53 
10 44 42.93 ,-59 38 18.09 
10 44 36.27 ,-59 39 05.90 
10 44 55.34 ,-59 38 53.57 
10 45 07.34 ,-59 40 03.48 
10 45 04.80 ,-59 43 03.09 
10 44 54.50 ,-59 39 53.85 
10 45 22.89 ,-59 41 42.97 
10 44 43.53 ,-59 40 34.99 
10 45 14.57 ,-59 43 31.60 
10 45 11.69 ,-59 40 33.28 
10 44 55.70 ,-59 43 32.64 
10 44 36.03 ,-59 43 02.99 
10 44 43.01 ,-59 39 52.10 
10 45 12.06 ,-59 40 27.54 
10 45 01.49 ,-59 40 03.96 
10 44 31.28 ,-59 42 03.26 
10 44 38.65 ,-59 42 53.49 
10 44 34.75 ,-59 40 03.01 
10 44 53.78 ,-59 38 56.86 
10 44 45.54 ,-59 41 06.03 
10 44 48.19 ,-59 38 19.05 
10 44 55.53 ,-59 42 34.15 
10 44 45.37 ,-59 42 43.71 
10 44 56.27 ,-59 43 32.18 
10 45 23.26 ,-59 43 01.61 
10 44 41.58 ,-59 43 04.89 
10 44 48.62 ,-59 38 33.69 
10 44 46.45 ,-59 43 59.53 
10 44 39.29 ,-59 38 49.08 
10 44 50.45 ,-59 43 37.87 
10 44 38.41 ,-59 40 47.60 
10 45 16.55 ,-59 41 59.06 
10 45 18.93 ,-59 42 28.31 
10 45 12.24 ,-59 38 18.99 
10 45 10.78 ,-59 42 14.89 
10 44 43.68 ,-59 39 55.34 
10 45 15.60 ,-59 39 27.82 
10 44 53.11 ,-59 38 50.65 
10 45 00.34 ,-59 40 47.53 
10 44 38.91 ,-59 43 44.70 
10 45 19.51 ,-59 39 24.25 
10 45 11.73 ,-59 44 16.67 
10 45 00.60 ,-59 42 02.92 
10 44 33.03 ,-59 39 43.41 
10 45 12.89 ,-59 38 18.97 
10 44 42.68 ,-59 41 56.71 
10 45 15.11 ,-59 41 21.60 
10 44 41.96 ,-59 38 03.61 
10 45 11.04 ,-59 41 02.23 
10 44 51.92 ,-59 37 27.71 
10 45 20.45 ,-59 41 42.25 
10 44 50.24 ,-59 37 41.14 
10 44 33.45 ,-59 39 33.69 
10 45 09.40 ,-59 37 58.83 
10 44 51.82 ,-59 41 16.93 
10 44 50.95 ,-59 39 42.42 
10 44 31.02 ,-59 42 38.88 
10 44 40.71 ,-59 38 33.13 
10 44 54.58 ,-59 40 55.55 
10 44 32.35 ,-59 42 46.19 
10 45 01.17 ,-59 42 50.41 
10 44 46.21 ,-59 41 24.41 
10 44 53.77 ,-59 41 59.83 
10 44 34.13 ,-59 40 56.98 
10 45 18.84 ,-59 43 10.36 
10 45 13.12 ,-59 43 52.66 
10 44 53.57 ,-59 40 34.83 
10 44 50.72 ,-59 42 16.93 
10 44 36.78 ,-59 40 09.79 
10 44 58.69 ,-59 39 03.50 
10 45 13.28 ,-59 41 09.14 
10 44 45.57 ,-59 38 45.20 
10 45 20.23 ,-59 41 57.59 
10 45 22.63 ,-59 42 07.79 
10 45 13.09 ,-59 41 54.51 
10 44 33.45 ,-59 39 08.10 
10 45 08.91 ,-59 41 40.13 
10 44 42.27 ,-59 42 37.99 
10 45 11.36 ,-59 40 53.78 
10 45 10.01 ,-59 43 49.27 
10 45 14.17 ,-59 42 28.56 
10 44 51.25 ,-59 38 13.46 
10 44 34.65 ,-59 40 16.37 
10 45 13.75 ,-59 43 32.77 
10 45 19.58 ,-59 43 41.31 
10 45 01.10 ,-59 41 42.17 
10 45 14.47 ,-59 42 28.78 
10 45 03.22 ,-59 38 44.77 
10 44 59.95 ,-59 43 35.69 
10 44 53.07 ,-59 42 01.69 
10 44 54.38 ,-59 39 19.50 
10 44 45.14 ,-59 40 41.33 
10 45 08.25 ,-59 43 03.88 
10 44 57.32 ,-59 39 39.05 
10 44 29.32 ,-59 40 58.54 
10 45 13.97 ,-59 42 28.99 
10 45 15.62 ,-59 39 42.99 
10 45 12.03 ,-59 42 24.96 
10 44 58.17 ,-59 40 55.62 
10 44 50.94 ,-59 40 49.69 
10 44 40.67 ,-59 43 33.55 
10 45 05.57 ,-59 42 00.11 
10 44 57.07 ,-59 41 48.08 
10 44 52.64 ,-59 41 29.44 
10 44 54.39 ,-59 38 39.04 
10 44 57.16 ,-59 40 40.26 
10 44 35.68 ,-59 41 11.69 
10 45 05.72 ,-59 39 11.90 
10 45 22.61 ,-59 43 07.87 
10 44 47.53 ,-59 42 32.01 
10 44 52.72 ,-59 38 45.10 
10 44 55.34 ,-59 41 28.52 
10 44 47.51 ,-59 41 50.74 
10 45 06.37 ,-59 38 59.57 
10 44 47.76 ,-59 40 24.57 
