ra,dec
18 02 50.39 ,-24 24 02.13 
18 02 53.85 ,-24 17 33.77 
18 02 26.01 ,-24 23 51.92 
18 01 55.16 ,-24 18 47.32 
18 01 59.95 ,-24 17 56.82 
18 02 24.83 ,-24 29 42.12 
18 02 17.22 ,-24 26 02.23 
18 02 32.79 ,-24 17 55.55 
18 02 29.39 ,-24 28 10.35 
18 02 55.69 ,-24 26 32.23 
18 02 34.32 ,-24 25 43.56 
18 02 26.59 ,-24 24 40.99 
18 02 54.29 ,-24 23 37.88 
18 01 56.20 ,-24 20 54.68 
18 02 03.65 ,-24 19 51.08 
18 02 42.24 ,-24 21 13.01 
18 02 25.27 ,-24 15 17.82 
18 02 12.53 ,-24 22 24.81 
18 02 34.13 ,-24 20 49.48 
18 02 00.16 ,-24 21 12.91 
18 02 51.76 ,-24 20 28.96 
18 03 00.56 ,-24 19 04.60 
18 02 14.68 ,-24 21 48.04 
18 03 04.07 ,-24 23 13.78 
18 02 17.32 ,-24 16 29.27 
18 02 10.83 ,-24 22 30.94 
18 02 55.93 ,-24 26 43.75 
18 02 06.84 ,-24 22 49.58 
18 02 28.49 ,-24 28 00.69 
18 02 55.27 ,-24 22 22.74 
18 02 52.07 ,-24 26 21.76 
18 02 28.41 ,-24 16 46.19 
18 02 59.54 ,-24 22 59.67 
18 02 27.86 ,-24 14 45.15 
18 02 16.17 ,-24 20 21.35 
18 02 17.76 ,-24 23 46.07 
18 02 36.17 ,-24 21 55.20 
18 02 40.54 ,-24 18 02.54 
18 02 09.02 ,-24 26 44.65 
18 02 43.13 ,-24 27 18.98 
18 02 44.44 ,-24 21 47.96 
18 02 59.98 ,-24 20 58.30 
18 02 23.96 ,-24 18 41.61 
18 02 21.24 ,-24 23 44.19 
18 02 19.42 ,-24 27 21.58 
18 02 08.56 ,-24 27 37.34 
18 02 48.96 ,-24 26 43.32 
18 03 03.12 ,-24 21 42.73 
18 02 48.25 ,-24 24 09.62 
18 02 54.76 ,-24 22 32.01 
18 02 42.81 ,-24 22 53.47 
18 02 08.75 ,-24 23 23.51 
18 02 17.80 ,-24 17 31.09 
18 02 23.63 ,-24 20 36.61 
18 02 15.08 ,-24 27 13.36 
18 02 35.61 ,-24 24 43.25 
18 02 26.72 ,-24 16 17.59 
18 02 53.30 ,-24 21 14.94 
18 02 37.94 ,-24 18 45.80 
18 02 07.55 ,-24 15 37.23 
18 02 32.55 ,-24 26 55.80 
18 02 58.66 ,-24 18 56.62 
18 02 14.83 ,-24 15 56.29 
18 02 06.40 ,-24 25 54.22 
18 02 39.88 ,-24 22 02.71 
18 02 41.97 ,-24 28 22.22 
18 02 51.02 ,-24 21 39.77 
18 02 13.48 ,-24 15 05.62 
18 02 16.79 ,-24 17 39.69 
18 02 56.54 ,-24 23 52.52 
18 02 31.85 ,-24 28 32.73 
18 02 18.79 ,-24 18 54.97 
18 02 05.38 ,-24 26 18.80 
18 02 32.36 ,-24 23 38.52 
18 02 29.29 ,-24 16 31.06 
18 01 58.79 ,-24 24 18.28 
18 02 06.62 ,-24 27 16.56 
18 02 04.42 ,-24 24 11.81 
18 02 54.30 ,-24 17 44.16 
18 02 15.95 ,-24 25 40.44 
18 02 25.66 ,-24 16 28.49 
18 01 59.70 ,-24 20 14.24 
18 02 12.60 ,-24 17 53.25 
18 02 20.04 ,-24 22 46.30 
18 02 00.80 ,-24 19 34.03 
18 02 16.27 ,-24 17 09.60 
18 02 52.06 ,-24 20 32.67 
18 02 28.07 ,-24 20 48.19 
18 02 31.94 ,-24 26 16.12 
18 01 56.67 ,-24 23 51.00 
18 02 07.49 ,-24 22 40.27 
18 02 15.63 ,-24 20 18.26 
18 02 39.51 ,-24 23 30.05 
18 03 00.79 ,-24 25 04.68 
18 02 28.01 ,-24 17 46.09 
18 02 41.94 ,-24 25 08.60 
18 03 01.21 ,-24 19 32.54 
18 02 53.01 ,-24 17 41.98 
18 02 29.48 ,-24 19 16.57 
18 02 27.55 ,-24 23 38.65 
18 02 47.71 ,-24 21 05.51 
18 02 43.75 ,-24 26 07.45 
18 02 44.18 ,-24 18 11.34 
18 02 42.72 ,-24 25 29.13 
18 02 41.77 ,-24 23 03.95 
18 02 47.40 ,-24 21 21.58 
18 02 13.16 ,-24 26 02.69 
18 02 32.61 ,-24 21 43.07 
18 02 32.88 ,-24 17 25.30 
18 03 00.85 ,-24 19 55.44 
18 02 14.03 ,-24 19 38.62 
18 02 37.77 ,-24 27 28.91 
18 02 56.57 ,-24 24 21.04 
18 02 13.28 ,-24 16 52.99 
18 02 37.13 ,-24 21 52.37 
18 02 55.86 ,-24 25 23.13 
18 02 24.83 ,-24 25 06.37 
18 02 20.79 ,-24 22 11.35 
18 02 23.00 ,-24 17 28.52 
18 02 00.76 ,-24 26 55.70 
18 02 32.02 ,-24 26 56.55 
18 02 33.44 ,-24 17 24.21 
18 02 48.75 ,-24 21 36.43 
18 01 55.89 ,-24 24 17.92 
18 02 31.54 ,-24 14 53.37 
18 02 29.57 ,-24 15 14.83 
18 02 29.82 ,-24 18 08.15 
18 02 31.86 ,-24 28 10.04 
18 02 48.92 ,-24 26 40.84 
18 02 29.64 ,-24 26 43.65 
18 01 56.68 ,-24 22 12.71 
18 02 09.74 ,-24 26 05.70 
18 02 12.82 ,-24 18 59.75 
18 02 55.39 ,-24 24 37.69 
18 02 20.90 ,-24 23 22.90 
18 02 01.35 ,-24 20 52.89 
18 02 12.16 ,-24 20 20.73 
18 02 18.93 ,-24 25 57.52 
18 02 10.77 ,-24 28 49.61 
18 02 56.83 ,-24 23 04.85 
18 02 36.22 ,-24 22 12.46 
18 02 49.80 ,-24 21 18.00 
18 02 11.86 ,-24 26 35.76 
18 02 44.30 ,-24 17 16.44 
18 02 20.91 ,-24 19 47.53 
18 02 32.72 ,-24 18 11.27 
18 02 42.36 ,-24 25 12.03 
18 02 12.91 ,-24 21 57.80 
18 02 52.66 ,-24 18 43.01 
18 02 21.63 ,-24 16 58.50 
18 02 34.78 ,-24 19 01.82 
18 02 06.35 ,-24 21 12.74 
18 02 06.65 ,-24 28 50.36 
18 02 05.72 ,-24 22 21.53 
18 02 32.70 ,-24 25 15.15 
18 03 01.65 ,-24 25 02.07 
18 02 33.57 ,-24 25 06.82 
18 02 00.37 ,-24 23 10.76 
18 02 10.20 ,-24 26 48.95 
18 02 23.70 ,-24 17 31.30 
18 02 40.48 ,-24 22 11.17 
18 02 27.24 ,-24 20 22.01 
18 02 46.31 ,-24 21 41.48 
18 02 43.52 ,-24 27 56.46 
18 02 44.65 ,-24 16 54.89 
18 02 31.40 ,-24 22 17.33 
18 02 44.75 ,-24 20 01.06 
18 01 56.48 ,-24 23 20.62 
18 02 25.45 ,-24 21 19.25 
18 02 31.57 ,-24 24 00.46 
18 02 17.09 ,-24 14 55.53 
18 02 37.55 ,-24 19 32.69 
18 02 42.85 ,-24 20 11.62 
18 02 05.07 ,-24 23 18.83 
18 02 21.51 ,-24 22 40.67 
18 02 32.43 ,-24 24 05.99 
18 02 48.41 ,-24 22 23.84 
18 03 02.95 ,-24 20 25.15 
18 02 33.39 ,-24 19 50.14 
18 02 23.40 ,-24 14 05.31 
18 02 09.66 ,-24 28 28.64 
18 02 28.16 ,-24 26 29.84 
18 02 24.69 ,-24 27 57.22 
18 02 43.91 ,-24 20 44.81 
18 02 45.58 ,-24 25 37.51 
18 03 02.44 ,-24 21 35.40 
18 02 20.82 ,-24 20 33.84 
18 02 41.95 ,-24 16 19.30 
18 02 22.97 ,-24 29 51.06 
18 02 12.53 ,-24 18 30.06 
18 02 07.12 ,-24 22 05.76 
18 02 31.40 ,-24 28 50.58 
18 02 02.03 ,-24 22 25.06 
18 02 23.36 ,-24 22 49.48 
18 02 44.34 ,-24 21 40.55 
18 02 32.29 ,-24 26 52.06 
18 02 49.76 ,-24 26 48.36 
18 02 30.94 ,-24 21 34.29 
18 02 02.83 ,-24 16 55.44 
18 02 45.42 ,-24 20 23.27 
18 02 18.51 ,-24 29 44.95 
18 03 03.52 ,-24 21 02.49 
18 02 17.36 ,-24 27 29.72 
18 02 00.32 ,-24 22 19.07 
18 02 24.66 ,-24 21 13.55 
18 02 06.63 ,-24 17 04.12 
18 02 35.74 ,-24 26 13.59 
18 02 34.63 ,-24 24 49.11 
18 02 00.44 ,-24 25 26.51 
18 03 01.53 ,-24 21 15.31 
18 02 52.79 ,-24 17 09.11 
18 02 37.67 ,-24 25 27.89 
18 02 14.30 ,-24 15 04.92 
18 02 19.78 ,-24 26 47.82 
18 02 17.97 ,-24 28 35.18 
18 02 00.81 ,-24 23 02.49 
18 02 11.66 ,-24 26 45.26 
18 02 40.32 ,-24 23 44.68 
18 02 40.81 ,-24 22 27.10 
18 02 31.26 ,-24 19 01.55 
18 02 29.11 ,-24 23 33.50 
18 02 19.13 ,-24 19 15.79 
18 02 05.76 ,-24 25 24.37 
18 02 48.35 ,-24 22 27.23 
18 02 35.61 ,-24 28 38.48 
18 02 42.45 ,-24 16 58.40 
18 02 05.07 ,-24 17 11.48 
18 02 35.32 ,-24 19 24.49 
18 02 12.15 ,-24 21 22.35 
18 02 39.18 ,-24 27 14.04 
18 02 00.05 ,-24 26 17.66 
18 02 19.72 ,-24 22 03.95 
18 02 30.99 ,-24 22 39.40 
18 02 18.11 ,-24 24 30.31 
18 02 41.18 ,-24 18 48.45 
18 02 47.06 ,-24 25 35.94 
18 02 33.60 ,-24 17 53.45 
18 02 30.08 ,-24 19 07.35 
18 02 42.94 ,-24 19 43.42 
18 02 35.43 ,-24 22 07.46 
18 02 53.70 ,-24 27 01.38 
18 02 33.62 ,-24 17 50.00 
18 02 30.25 ,-24 20 05.15 
18 02 26.96 ,-24 21 15.09 
18 02 23.84 ,-24 17 40.87 
18 02 46.16 ,-24 27 15.20 
18 02 14.87 ,-24 21 48.44 
18 02 16.30 ,-24 17 46.80 
18 02 27.48 ,-24 25 37.19 
18 02 03.30 ,-24 21 15.71 
18 03 02.98 ,-24 21 40.00 
18 02 35.55 ,-24 20 50.11 
18 02 27.20 ,-24 20 09.97 
18 02 27.16 ,-24 30 15.99 
18 02 29.75 ,-24 25 44.04 
18 01 53.86 ,-24 25 08.81 
18 02 38.80 ,-24 24 14.24 
18 02 07.88 ,-24 20 00.23 
18 02 05.03 ,-24 26 02.26 
18 02 18.83 ,-24 22 03.98 
18 02 07.56 ,-24 24 55.34 
18 02 59.48 ,-24 21 42.34 
18 02 31.74 ,-24 25 50.77 
18 02 21.56 ,-24 20 35.54 
18 02 14.51 ,-24 24 09.38 
18 02 14.52 ,-24 23 04.07 
18 02 18.82 ,-24 21 21.99 
18 02 34.30 ,-24 15 26.28 
18 02 48.71 ,-24 23 04.45 
18 02 27.30 ,-24 20 24.00 
18 02 13.75 ,-24 25 31.20 
18 02 06.36 ,-24 22 18.60 
18 02 20.38 ,-24 25 33.77 
18 03 02.72 ,-24 22 41.20 
18 02 55.15 ,-24 21 20.40 
18 02 13.06 ,-24 22 27.07 
18 02 10.13 ,-24 18 11.80 
18 02 34.50 ,-24 18 21.41 
18 02 46.73 ,-24 19 16.31 
18 02 16.08 ,-24 14 42.84 
18 02 08.97 ,-24 22 03.44 
18 02 30.95 ,-24 16 12.96 
18 02 28.63 ,-24 20 20.32 
18 02 32.55 ,-24 16 54.20 
18 02 41.87 ,-24 16 54.56 
18 02 53.07 ,-24 23 11.62 
18 02 38.63 ,-24 16 41.34 
18 02 43.04 ,-24 24 52.14 
18 02 21.13 ,-24 27 04.05 
18 02 10.65 ,-24 21 58.31 
18 02 37.21 ,-24 17 13.90 
18 02 28.23 ,-24 20 11.12 
18 02 04.29 ,-24 21 11.21 
18 02 29.30 ,-24 20 29.62 
18 02 08.24 ,-24 27 17.50 
18 02 54.57 ,-24 19 14.59 
18 02 37.97 ,-24 16 29.62 
18 02 12.71 ,-24 25 48.42 
18 02 44.60 ,-24 15 54.00 
18 02 26.18 ,-24 25 07.68 
18 02 24.31 ,-24 18 39.18 
18 02 47.65 ,-24 21 09.77 
18 02 05.27 ,-24 24 17.85 
18 02 57.68 ,-24 20 32.82 
18 02 35.40 ,-24 27 24.53 
18 02 28.18 ,-24 26 27.45 
18 02 26.19 ,-24 24 47.30 
18 02 15.09 ,-24 15 25.62 
18 02 45.42 ,-24 21 30.01 
18 02 48.53 ,-24 24 19.15 
18 02 08.53 ,-24 18 42.94 
18 02 13.02 ,-24 22 35.30 
18 02 28.97 ,-24 22 14.45 
18 02 43.24 ,-24 20 16.51 
18 02 35.17 ,-24 23 47.75 
18 02 35.91 ,-24 21 22.66 
18 02 43.25 ,-24 22 26.61 
18 02 43.86 ,-24 17 59.20 
18 02 29.33 ,-24 23 29.98 
18 02 29.85 ,-24 18 50.87 
18 02 53.14 ,-24 26 03.94 
18 02 54.94 ,-24 19 45.92 
18 02 00.40 ,-24 26 44.72 
18 02 00.97 ,-24 16 58.49 
18 02 22.28 ,-24 25 30.36 
18 02 42.25 ,-24 26 29.41 
18 02 14.74 ,-24 21 35.24 
18 02 35.58 ,-24 24 42.68 
18 02 25.57 ,-24 19 45.34 
18 02 34.25 ,-24 21 43.39 
18 02 20.23 ,-24 24 59.40 
18 02 13.55 ,-24 29 11.86 
18 02 16.02 ,-24 22 41.95 
18 02 36.95 ,-24 16 19.20 
18 02 16.78 ,-24 20 32.79 
18 02 07.83 ,-24 20 03.89 
