ra,dec
18 20 47.00 ,-16 10 54.80 
18 20 46.90 ,-16 09 27.89 
18 20 34.32 ,-16 13 02.20 
18 20 39.72 ,-16 15 17.76 
18 20 39.69 ,-16 11 38.63 
18 20 50.72 ,-16 15 39.58 
18 20 42.71 ,-16 07 25.47 
18 20 41.91 ,-16 12 31.18 
18 20 44.17 ,-16 12 01.51 
18 20 49.21 ,-16 09 21.59 
18 20 59.51 ,-16 13 26.76 
18 20 50.02 ,-16 07 17.28 
18 20 49.30 ,-16 06 28.70 
18 21 12.16 ,-16 08 18.44 
18 20 50.76 ,-16 13 15.52 
18 20 38.20 ,-16 14 20.33 
18 20 44.01 ,-16 10 21.40 
18 20 40.41 ,-16 12 37.40 
18 20 52.00 ,-16 05 45.26 
18 20 57.73 ,-16 10 18.31 
18 21 01.62 ,-16 07 21.98 
18 20 35.61 ,-16 07 38.88 
18 20 38.44 ,-16 12 32.95 
18 20 52.65 ,-16 11 23.70 
18 20 49.47 ,-16 12 01.23 
18 21 00.34 ,-16 10 44.84 
18 20 44.12 ,-16 06 15.78 
18 20 54.96 ,-16 12 14.78 
18 20 38.31 ,-16 08 24.36 
18 20 35.88 ,-16 12 09.34 
18 20 58.31 ,-16 16 18.83 
18 20 37.50 ,-16 10 32.39 
18 20 49.22 ,-16 16 08.95 
18 21 00.84 ,-16 08 20.25 
18 21 06.08 ,-16 15 16.99 
18 21 01.17 ,-16 16 00.16 
18 20 37.60 ,-16 07 15.60 
18 20 38.66 ,-16 07 28.26 
18 21 14.62 ,-16 09 50.79 
18 20 37.25 ,-16 12 24.88 
18 20 44.98 ,-16 15 01.74 
18 21 09.92 ,-16 08 45.25 
18 21 03.51 ,-16 09 22.89 
18 20 39.52 ,-16 09 48.70 
18 20 50.27 ,-16 14 56.59 
18 20 54.96 ,-16 07 08.78 
18 20 54.76 ,-16 16 55.75 
18 20 58.91 ,-16 08 36.02 
18 20 39.71 ,-16 10 16.98 
18 20 55.97 ,-16 07 49.75 
18 20 46.67 ,-16 14 19.69 
18 20 44.52 ,-16 11 09.26 
18 21 06.87 ,-16 12 04.55 
18 20 38.16 ,-16 06 43.57 
18 20 53.36 ,-16 11 31.56 
18 20 46.76 ,-16 12 08.86 
18 20 39.43 ,-16 13 08.26 
18 20 50.97 ,-16 16 13.86 
18 20 37.68 ,-16 08 08.56 
18 20 53.60 ,-16 08 27.63 
18 20 44.54 ,-16 05 46.79 
18 21 10.43 ,-16 11 10.31 
18 20 31.05 ,-16 12 52.78 
18 21 00.42 ,-16 07 59.17 
18 20 36.48 ,-16 15 38.16 
18 21 06.22 ,-16 10 01.54 
18 20 43.95 ,-16 09 27.87 
18 21 04.18 ,-16 09 59.70 
18 20 36.43 ,-16 15 07.87 
18 21 04.97 ,-16 11 21.26 
18 20 34.30 ,-16 12 45.82 
18 20 57.79 ,-16 11 51.32 
18 20 33.25 ,-16 12 52.78 
18 20 47.96 ,-16 16 26.32 
18 20 27.56 ,-16 09 24.23 
18 20 33.30 ,-16 08 15.36 
18 20 54.70 ,-16 11 37.86 
18 20 40.42 ,-16 11 15.22 
18 20 52.42 ,-16 07 38.25 
18 20 48.97 ,-16 10 38.31 
18 20 35.58 ,-16 06 39.19 
18 20 58.91 ,-16 14 25.26 
18 21 03.60 ,-16 15 09.85 
18 20 32.64 ,-16 08 15.67 
18 21 00.29 ,-16 07 42.51 
18 20 44.49 ,-16 14 03.07 
18 20 58.33 ,-16 13 08.16 
18 20 47.75 ,-16 10 53.63 
18 21 08.90 ,-16 10 25.79 
18 21 01.97 ,-16 06 48.04 
18 20 51.54 ,-16 08 10.02 
18 20 51.77 ,-16 11 22.86 
18 20 27.25 ,-16 07 45.79 
18 20 52.26 ,-16 12 50.64 
18 20 36.17 ,-16 08 39.32 
18 20 29.55 ,-16 12 20.40 
18 20 38.88 ,-16 10 54.20 
18 21 07.33 ,-16 11 15.27 
18 20 54.77 ,-16 13 42.88 
18 20 38.65 ,-16 11 52.84 
18 20 43.90 ,-16 10 41.66 
18 20 37.16 ,-16 14 59.03 
18 20 36.28 ,-16 08 19.62 
18 20 35.76 ,-16 14 43.25 
18 20 49.46 ,-16 08 21.71 
18 21 06.10 ,-16 10 07.10 
18 21 02.70 ,-16 06 14.21 
18 20 47.56 ,-16 09 57.51 
18 21 01.90 ,-16 12 26.03 
18 21 08.59 ,-16 12 10.46 
18 20 57.05 ,-16 07 12.62 
18 21 03.14 ,-16 08 51.46 
18 20 45.49 ,-16 11 00.51 
18 20 55.87 ,-16 11 03.80 
18 20 54.58 ,-16 12 29.16 
18 20 54.73 ,-16 10 35.19 
18 20 45.79 ,-16 09 48.89 
18 20 34.14 ,-16 15 45.00 
18 20 47.45 ,-16 10 22.63 
18 21 04.98 ,-16 10 17.46 
18 20 37.01 ,-16 05 47.03 
18 20 35.12 ,-16 06 14.51 
18 20 32.25 ,-16 13 26.24 
18 20 42.43 ,-16 10 35.71 
18 20 44.58 ,-16 15 55.97 
18 20 53.22 ,-16 09 09.08 
18 21 06.10 ,-16 08 51.74 
18 20 53.49 ,-16 11 56.57 
18 20 59.33 ,-16 12 49.87 
18 20 27.79 ,-16 13 48.71 
18 20 57.22 ,-16 13 45.96 
18 21 05.71 ,-16 07 13.26 
18 20 48.94 ,-16 05 58.26 
18 20 39.57 ,-16 12 03.55 
18 20 27.57 ,-16 11 55.59 
18 20 58.00 ,-16 11 09.20 
18 20 55.50 ,-16 08 43.31 
18 20 26.29 ,-16 11 40.41 
18 20 37.24 ,-16 06 50.68 
18 20 52.71 ,-16 08 15.75 
18 20 54.29 ,-16 12 25.40 
18 21 03.33 ,-16 08 19.40 
18 20 43.82 ,-16 12 36.78 
18 20 58.31 ,-16 08 30.86 
18 20 28.57 ,-16 09 35.97 
18 20 43.59 ,-16 12 06.09 
18 20 54.33 ,-16 07 32.86 
18 20 46.22 ,-16 06 48.14 
18 20 32.87 ,-16 12 08.85 
18 21 11.09 ,-16 09 30.29 
18 20 54.17 ,-16 10 26.54 
18 20 51.25 ,-16 15 23.55 
18 20 56.63 ,-16 08 42.78 
18 20 59.53 ,-16 06 12.64 
18 20 31.29 ,-16 06 36.43 
18 20 34.11 ,-16 08 28.76 
18 21 02.74 ,-16 09 50.24 
18 20 48.54 ,-16 08 15.03 
18 20 41.80 ,-16 12 34.04 
18 20 39.03 ,-16 09 17.35 
18 20 34.52 ,-16 14 05.31 
18 20 51.24 ,-16 13 17.08 
18 20 30.49 ,-16 14 39.11 
18 20 38.23 ,-16 15 27.72 
18 20 27.34 ,-16 12 39.91 
18 20 55.83 ,-16 06 18.48 
18 20 39.97 ,-16 14 16.92 
18 21 01.53 ,-16 14 57.48 
18 21 13.66 ,-16 10 49.61 
18 20 31.92 ,-16 09 44.88 
18 21 00.43 ,-16 12 50.00 
18 20 25.85 ,-16 09 26.25 
18 20 51.98 ,-16 06 01.08 
18 21 11.19 ,-16 07 56.53 
18 20 38.28 ,-16 12 45.68 
18 20 49.45 ,-16 11 02.06 
18 21 11.62 ,-16 12 14.79 
18 20 36.89 ,-16 14 07.84 
18 20 39.74 ,-16 12 19.91 
18 20 29.13 ,-16 07 32.19 
18 20 46.35 ,-16 12 32.69 
18 20 27.75 ,-16 09 13.78 
18 21 04.93 ,-16 08 48.40 
18 20 41.19 ,-16 12 41.43 
18 20 44.71 ,-16 08 30.12 
18 20 43.31 ,-16 08 58.81 
18 20 38.70 ,-16 08 49.80 
