ra,dec
05 38 37.46 ,-69 06 14.16 
05 38 36.49 ,-69 05 57.60 
05 38 38.63 ,-69 05 57.37 
05 38 38.55 ,-69 05 54.70 
05 38 37.65 ,-69 05 57.56 
05 38 37.25 ,-69 06 03.98 
05 38 39.51 ,-69 05 58.79 
05 38 40.31 ,-69 06 05.43 
05 38 36.61 ,-69 06 02.91 
05 38 37.85 ,-69 06 12.26 
05 38 37.83 ,-69 05 54.92 
05 38 37.31 ,-69 05 56.43 
05 38 38.40 ,-69 06 02.89 
05 38 40.33 ,-69 06 03.50 
05 38 40.00 ,-69 06 05.52 
05 38 37.80 ,-69 05 56.19 
05 38 38.65 ,-69 06 04.83 
05 38 38.12 ,-69 06 05.85 
05 38 38.89 ,-69 06 04.99 
05 38 39.96 ,-69 06 01.17 
05 38 37.55 ,-69 06 08.88 
05 38 37.80 ,-69 06 00.75 
05 38 39.00 ,-69 05 59.32 
05 38 39.94 ,-69 06 04.04 
05 38 36.59 ,-69 06 02.64 
05 38 40.57 ,-69 06 03.08 
05 38 39.37 ,-69 06 03.25 
05 38 40.00 ,-69 05 59.91 
05 38 39.03 ,-69 06 02.51 
05 38 39.30 ,-69 05 55.48 
05 38 40.15 ,-69 05 55.73 
05 38 39.71 ,-69 06 12.62 
05 38 39.67 ,-69 05 54.15 
05 38 38.38 ,-69 05 56.19 
05 38 37.11 ,-69 05 56.44 
05 38 36.15 ,-69 06 02.94 
05 38 37.98 ,-69 06 05.07 
05 38 38.17 ,-69 05 59.49 
05 38 37.82 ,-69 05 57.62 
05 38 39.55 ,-69 05 55.01 
05 38 39.45 ,-69 05 52.84 
05 38 37.12 ,-69 06 03.21 
05 38 37.51 ,-69 05 53.30 
05 38 39.83 ,-69 06 02.31 
05 38 39.50 ,-69 05 55.79 
05 38 39.14 ,-69 06 13.48 
05 38 38.40 ,-69 05 54.58 
05 38 38.97 ,-69 06 05.83 
05 38 37.74 ,-69 06 01.33 
05 38 39.99 ,-69 05 57.29 
05 38 38.99 ,-69 05 57.56 
05 38 37.51 ,-69 06 11.77 
05 38 38.96 ,-69 06 10.42 
05 38 38.36 ,-69 06 13.15 
05 38 39.22 ,-69 05 59.88 
05 38 38.40 ,-69 06 01.84 
05 38 36.52 ,-69 06 00.59 
05 38 38.97 ,-69 05 54.41 
05 38 39.33 ,-69 06 07.30 
05 38 36.81 ,-69 06 00.96 
05 38 40.03 ,-69 06 07.76 
05 38 38.85 ,-69 06 10.91 
05 38 39.19 ,-69 06 04.15 
05 38 38.00 ,-69 06 07.36 
05 38 38.36 ,-69 05 52.64 
05 38 37.80 ,-69 06 14.23 
05 38 37.87 ,-69 06 08.29 
05 38 37.96 ,-69 06 06.97 
05 38 37.62 ,-69 06 06.81 
05 38 37.51 ,-69 06 09.73 
05 38 38.30 ,-69 06 12.56 
05 38 39.35 ,-69 05 57.08 
05 38 38.18 ,-69 06 08.14 
05 38 39.09 ,-69 05 58.34 
05 38 39.15 ,-69 06 07.75 
05 38 37.38 ,-69 05 58.30 
05 38 40.55 ,-69 06 05.09 
05 38 38.53 ,-69 06 02.51 
05 38 37.82 ,-69 05 55.01 
05 38 38.23 ,-69 06 06.03 
05 38 39.87 ,-69 06 08.04 
05 38 38.67 ,-69 05 58.00 
05 38 37.49 ,-69 05 54.76 
05 38 36.74 ,-69 05 59.12 
05 38 37.47 ,-69 06 02.39 
05 38 39.19 ,-69 06 07.65 
05 38 36.21 ,-69 06 01.03 
05 38 39.56 ,-69 06 02.11 
05 38 37.94 ,-69 06 13.12 
05 38 37.75 ,-69 05 53.30 
05 38 39.11 ,-69 06 02.53 
05 38 37.45 ,-69 06 11.01 
05 38 38.57 ,-69 06 01.39 
05 38 39.27 ,-69 06 00.91 
05 38 37.16 ,-69 06 03.34 
05 38 37.65 ,-69 05 56.99 
05 38 38.49 ,-69 05 53.14 
05 38 39.25 ,-69 06 07.67 
05 38 37.84 ,-69 06 04.74 
05 38 37.25 ,-69 06 12.02 
05 38 38.69 ,-69 06 02.15 
05 38 40.31 ,-69 06 04.78 
05 38 39.23 ,-69 05 57.77 
05 38 36.98 ,-69 06 08.12 
05 38 37.97 ,-69 06 03.80 
05 38 38.77 ,-69 06 12.35 
05 38 38.06 ,-69 05 54.20 
05 38 39.28 ,-69 06 02.59 
05 38 38.14 ,-69 06 01.06 
05 38 37.99 ,-69 05 55.83 
05 38 38.78 ,-69 06 15.50 
05 38 37.44 ,-69 05 56.90 
05 38 36.93 ,-69 06 08.86 
05 38 40.31 ,-69 06 05.33 
05 38 36.78 ,-69 06 06.86 
05 38 38.96 ,-69 06 06.14 
05 38 38.00 ,-69 06 02.31 
05 38 36.87 ,-69 06 03.82 
05 38 37.95 ,-69 06 05.57 
05 38 37.85 ,-69 06 07.37 
05 38 39.21 ,-69 06 07.44 
05 38 39.20 ,-69 05 57.06 
05 38 39.12 ,-69 06 02.44 
05 38 37.28 ,-69 06 12.56 
05 38 39.46 ,-69 05 56.97 
05 38 39.26 ,-69 06 07.65 
05 38 37.64 ,-69 06 05.67 
05 38 37.98 ,-69 05 59.20 
05 38 38.57 ,-69 06 05.40 
05 38 38.19 ,-69 06 11.11 
05 38 38.48 ,-69 05 53.05 
05 38 36.68 ,-69 05 58.94 
05 38 39.02 ,-69 05 57.55 
05 38 39.84 ,-69 06 03.19 
05 38 38.27 ,-69 05 58.52 
05 38 40.40 ,-69 06 09.54 
05 38 39.71 ,-69 06 03.83 
05 38 38.26 ,-69 05 56.29 
05 38 39.09 ,-69 05 57.57 
05 38 37.28 ,-69 05 57.71 
05 38 37.12 ,-69 06 00.54 
05 38 37.57 ,-69 06 00.99 
05 38 36.61 ,-69 06 03.59 
05 38 39.70 ,-69 06 02.88 
05 38 39.25 ,-69 06 09.20 
05 38 39.44 ,-69 06 08.53 
05 38 38.28 ,-69 06 11.63 
05 38 38.77 ,-69 06 15.85 
05 38 38.04 ,-69 06 05.79 
05 38 38.35 ,-69 05 58.83 
05 38 38.42 ,-69 06 01.75 
05 38 39.22 ,-69 05 58.51 
05 38 40.20 ,-69 05 58.02 
05 38 37.28 ,-69 06 04.86 
05 38 39.21 ,-69 06 01.37 
05 38 37.53 ,-69 06 00.69 
05 38 39.61 ,-69 06 00.95 
05 38 39.47 ,-69 05 58.65 
05 38 36.79 ,-69 06 02.68 
05 38 38.90 ,-69 06 00.38 
05 38 38.86 ,-69 06 04.81 
05 38 37.58 ,-69 05 56.73 
05 38 38.96 ,-69 05 59.65 
05 38 39.69 ,-69 05 56.77 
05 38 40.48 ,-69 06 08.22 
05 38 39.28 ,-69 06 03.34 
05 38 37.98 ,-69 06 13.16 
05 38 38.31 ,-69 06 08.30 
05 38 38.56 ,-69 05 57.24 
05 38 37.48 ,-69 05 58.37 
05 38 38.96 ,-69 06 07.78 
05 38 38.21 ,-69 06 01.76 
05 38 38.24 ,-69 06 02.50 
05 38 38.47 ,-69 06 02.54 
05 38 36.97 ,-69 06 12.14 
05 38 37.25 ,-69 06 05.71 
05 38 37.99 ,-69 06 02.42 
05 38 37.24 ,-69 06 00.91 
05 38 37.98 ,-69 06 07.46 
05 38 38.97 ,-69 06 01.10 
05 38 37.77 ,-69 06 08.05 
05 38 39.22 ,-69 05 56.77 
05 38 38.02 ,-69 05 57.04 
05 38 37.08 ,-69 05 57.62 
05 38 37.95 ,-69 05 57.23 
05 38 38.01 ,-69 05 60.00 
05 38 40.86 ,-69 06 01.60 
05 38 39.27 ,-69 06 14.14 
05 38 37.41 ,-69 05 56.65 
05 38 39.65 ,-69 06 08.08 
05 38 39.29 ,-69 06 02.03 
05 38 36.99 ,-69 06 01.04 
05 38 38.26 ,-69 06 15.70 
05 38 39.72 ,-69 05 57.76 
05 38 39.21 ,-69 05 51.92 
05 38 38.54 ,-69 06 13.01 
05 38 38.08 ,-69 05 59.88 
05 38 38.88 ,-69 05 53.27 
05 38 37.62 ,-69 06 05.32 
05 38 39.52 ,-69 05 54.39 
05 38 39.39 ,-69 05 56.97 
05 38 37.17 ,-69 06 07.55 
05 38 38.65 ,-69 05 53.98 
05 38 37.24 ,-69 05 55.16 
05 38 38.72 ,-69 06 07.17 
05 38 37.80 ,-69 06 14.13 
05 38 38.82 ,-69 06 14.72 
05 38 37.41 ,-69 06 03.62 
05 38 40.10 ,-69 06 09.09 
05 38 38.90 ,-69 06 07.89 
05 38 37.65 ,-69 06 03.16 
05 38 36.44 ,-69 06 09.86 
05 38 37.19 ,-69 06 03.10 
05 38 38.62 ,-69 06 16.27 
05 38 38.22 ,-69 06 06.14 
05 38 38.14 ,-69 05 54.10 
05 38 38.78 ,-69 05 53.75 
05 38 38.86 ,-69 06 04.89 
05 38 37.51 ,-69 06 09.45 
05 38 39.43 ,-69 06 00.73 
05 38 39.30 ,-69 05 54.01 
05 38 36.96 ,-69 06 05.17 
05 38 38.75 ,-69 06 05.60 
05 38 40.42 ,-69 06 06.32 
05 38 38.58 ,-69 06 01.78 
05 38 37.28 ,-69 06 10.07 
05 38 36.86 ,-69 05 59.41 
05 38 38.19 ,-69 05 57.13 
05 38 36.60 ,-69 06 02.70 
05 38 40.01 ,-69 05 57.37 
05 38 38.31 ,-69 06 08.26 
05 38 37.16 ,-69 06 00.90 
05 38 37.00 ,-69 06 08.98 
05 38 40.34 ,-69 06 03.55 
05 38 38.99 ,-69 06 03.22 
05 38 40.19 ,-69 06 12.52 
05 38 38.31 ,-69 05 59.59 
05 38 37.04 ,-69 06 09.46 
05 38 40.61 ,-69 06 03.60 
05 38 40.66 ,-69 06 06.82 
05 38 39.59 ,-69 06 04.02 
05 38 37.24 ,-69 05 57.63 
05 38 38.48 ,-69 06 07.63 
05 38 37.58 ,-69 06 11.26 
05 38 39.41 ,-69 06 02.64 
05 38 37.19 ,-69 06 00.11 
05 38 39.15 ,-69 06 06.18 
05 38 37.90 ,-69 05 56.41 
05 38 37.72 ,-69 06 01.30 
05 38 37.36 ,-69 06 03.44 
05 38 39.62 ,-69 06 07.39 
05 38 36.97 ,-69 06 01.61 
05 38 37.38 ,-69 05 55.48 
05 38 39.19 ,-69 06 11.46 
05 38 38.67 ,-69 06 09.01 
05 38 37.70 ,-69 06 08.37 
05 38 38.29 ,-69 06 10.27 
05 38 37.83 ,-69 06 02.83 
05 38 39.28 ,-69 05 59.74 
05 38 39.05 ,-69 06 04.77 
05 38 39.44 ,-69 06 05.58 
05 38 39.70 ,-69 06 07.91 
05 38 38.00 ,-69 06 09.58 
05 38 37.54 ,-69 06 01.12 
05 38 39.08 ,-69 06 05.99 
05 38 40.39 ,-69 06 05.60 
05 38 36.96 ,-69 06 04.93 
05 38 36.78 ,-69 06 01.12 
05 38 38.82 ,-69 06 00.54 
05 38 38.96 ,-69 05 54.36 
05 38 39.36 ,-69 06 08.24 
05 38 38.84 ,-69 06 03.58 
05 38 40.31 ,-69 06 06.38 
05 38 39.44 ,-69 06 00.41 
05 38 40.12 ,-69 05 59.65 
05 38 37.36 ,-69 06 10.31 
05 38 38.18 ,-69 05 51.38 
05 38 38.79 ,-69 05 58.88 
05 38 37.51 ,-69 06 12.49 
05 38 40.04 ,-69 06 00.32 
05 38 36.81 ,-69 06 04.02 
05 38 39.58 ,-69 06 10.08 
05 38 38.74 ,-69 06 14.86 
05 38 36.91 ,-69 06 09.35 
05 38 39.95 ,-69 05 57.84 
05 38 37.13 ,-69 05 56.01 
05 38 37.05 ,-69 06 10.82 
05 38 36.85 ,-69 06 06.96 
05 38 38.07 ,-69 06 03.00 
05 38 37.76 ,-69 05 55.67 
05 38 38.84 ,-69 06 12.86 
05 38 38.22 ,-69 05 58.11 
05 38 39.29 ,-69 06 05.01 
05 38 39.43 ,-69 05 57.00 
05 38 38.98 ,-69 06 00.71 
05 38 38.48 ,-69 06 02.83 
05 38 38.09 ,-69 06 07.71 
05 38 38.97 ,-69 06 14.56 
05 38 38.78 ,-69 06 04.79 
05 38 39.27 ,-69 05 56.55 
05 38 36.81 ,-69 06 05.13 
05 38 39.22 ,-69 06 04.09 
05 38 37.57 ,-69 06 02.76 
05 38 39.61 ,-69 06 11.76 
05 38 39.58 ,-69 06 04.39 
05 38 39.75 ,-69 05 58.40 
05 38 38.84 ,-69 05 55.76 
05 38 40.42 ,-69 06 06.02 
05 38 37.65 ,-69 06 07.43 
05 38 38.07 ,-69 06 06.10 
05 38 40.22 ,-69 06 08.22 
05 38 40.07 ,-69 06 06.21 
05 38 40.00 ,-69 06 02.55 
05 38 37.36 ,-69 06 10.40 
05 38 38.86 ,-69 06 01.87 
05 38 37.62 ,-69 06 05.81 
05 38 38.60 ,-69 05 58.41 
05 38 39.97 ,-69 05 59.74 
05 38 37.67 ,-69 06 13.64 
05 38 38.25 ,-69 05 57.14 
05 38 37.11 ,-69 05 53.99 
05 38 38.24 ,-69 05 55.13 
05 38 39.56 ,-69 06 01.64 
05 38 40.09 ,-69 05 58.52 
05 38 37.78 ,-69 06 08.19 
05 38 40.09 ,-69 06 05.65 
05 38 38.68 ,-69 06 08.71 
05 38 37.53 ,-69 06 09.44 
05 38 40.01 ,-69 06 09.83 
05 38 37.75 ,-69 06 07.25 
05 38 36.55 ,-69 06 05.17 
05 38 37.83 ,-69 06 13.70 
05 38 40.07 ,-69 05 59.75 
